"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Puccinellia groenlandica","Puccinellia groenlandica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,560,1,"wfo-0000895306","urn:lsid:ipni.org:names:214384-2","438709","Puccinellia groenlandica","species","wfo-4000032149","T.J.Sørensen","Poaceae","","",NA,"Puccinellia","","groenlandica","","species","Valid","Meddel. Grønland 136(3): 37 (1953)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Meddel. Grønland 136(3): 37 1953  to Meddel. Grønland 136(3): 37 (1953), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/kew-438709","The Poaceae TEN","A","kew-438709","",FALSE,"","",""
"Puccinellia andersonii","Puccinellia andersonii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,561,1,"wfo-0000895175","urn:lsid:ipni.org:names:214352-2","438589","Puccinellia andersonii","species","wfo-4000032149","Swallen","Poaceae","","",NA,"Puccinellia","","andersonii","","species","Valid","J. Washington Acad. Sci. 34: 21 (1944)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from J. Wash. Acad. Sci. 34: 21 1944  to J. Washington Acad. Sci. 34: 21 (1944), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1","http://www.theplantlist.org/tpl1.1/record/kew-438589","The Poaceae TEN","A","kew-438589","",FALSE,"","",""
"Puccinellia vaginata","Puccinellia vaginata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,562,1,"wfo-0000895547","urn:lsid:ipni.org:names:214443-2","438895","Puccinellia vaginata","species","wfo-4000032149","Fernald & Weath.","Poaceae","","",NA,"Puccinellia","","vaginata","","species","Valid","Rhodora 18: 14 (1917)","Accepted","","wfo-0000873384",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Lange) Fernald & Weath. to Fernald & Weath., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-438895","http://www.theplantlist.org/tpl1.1/record/kew-438895","The Poaceae TEN","A","kew-438895","",FALSE,"","",""
"Puccinellia angustata","Puccinellia angustata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,563,1,"wfo-0000895178","urn:lsid:ipni.org:names:214353-2","438591","Puccinellia angustata","species","wfo-4000032149","E.L.Rand & Redfield","Poaceae","","",NA,"Puccinellia","","angustata","","species","Valid","Fl. Mt. Desert Isl. : 181 (1894)","Accepted","","wfo-0000891507",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (R.Br.) E.L.Rand & Redfield to E.L.Rand & Redfield, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-","http://www.theplantlist.org/tpl1.1/record/kew-438591","The Poaceae TEN","A","kew-438591","",FALSE,"","",""
"Puccinellia palibinii","Puccinellia palibinii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,564,1,"wfo-0000895178","urn:lsid:ipni.org:names:214353-2","438591","Puccinellia angustata","species","wfo-4000032149","E.L.Rand & Redfield","Poaceae","","",NA,"Puccinellia","","angustata","","species","Valid","Fl. Mt. Desert Isl. : 181 (1894)","Accepted","","wfo-0000891507",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (R.Br.) E.L.Rand & Redfield to E.L.Rand & Redfield, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-","http://www.theplantlist.org/tpl1.1/record/kew-438591","The Poaceae TEN","A","kew-438591","",TRUE,"Synonym","wfo-0000895428","Puccinellia palibinii"
"Puccinellia sibirica","Puccinellia sibirica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,565,1,"wfo-0000895502","urn:lsid:ipni.org:names:419164-1","438854","Puccinellia sibirica","species","wfo-4000032149","Holmb.","Poaceae","","",NA,"Puccinellia","","sibirica","","species","Valid","Bot. Not. 1927: 206 (1927)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Not. 1927, 206.  to Bot. Not. 1927: 206 (1927), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-438854 >T","http://www.theplantlist.org/tpl1.1/record/kew-438854","The Poaceae TEN","A","kew-438854","",FALSE,"","",""
"Puccinellia lenensis","Puccinellia lenensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,566,1,"wfo-0000895359","urn:lsid:ipni.org:names:419086-1","438758","Puccinellia lenensis","species","wfo-4000032149","(Holmb.) Tzvelev","Poaceae","","",NA,"Puccinellia","","lenensis","","species","Valid","Novosti Sist. Vyssh. Rast. 8: 80 (1971)","Accepted","","wfo-0000893822",NA,"Source in seed data: wcs Update namepublishedIn from Novosti Sist. Vyssh. Rast. 8: 80. 1971  to Novosti Sist. Vyssh. Rast. 8: 80 (1971), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","http://www.theplantlist.org/tpl1.1/record/kew-438758","The Poaceae TEN","A","kew-438758","",FALSE,"","",""
"Puccinellia svalbardensis","Puccinellia svalbardensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,567,1,"wfo-0000895523","urn:lsid:ipni.org:names:214438-2","438873","Puccinellia tenella","species","wfo-4000032149","(Lange) Holmb.","Poaceae","","",NA,"Puccinellia","","tenella","","species","Valid","Meddel. Grønland 58: 45 (1926)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Meddel. Grønland 58: 45 1926  to Meddel. Grønland 58: 45 (1926), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-438873","The Poaceae TEN","A","kew-438873","",TRUE,"Synonym","wfo-0000895520","Puccinellia svalbardensis"
"Puccinellia gorodkovii","Puccinellia gorodkovii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,568,1,"wfo-0000895304","urn:lsid:ipni.org:names:419039-1","438707","Puccinellia gorodkovii","species","wfo-4000032149","Tzvelev","Poaceae","","",NA,"Puccinellia","","gorodkovii","","species","Valid","Fl. Arct. URSS 2: 199 (1964)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from in Fl. Arct. URSS Fasc. 2, 199 (1964).  to Fl. Arct. URSS 2: 199 (1964), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/kew-438707","The Poaceae TEN","A","kew-438707","",FALSE,"","",""
"Puccinellia pumila","Puccinellia pumila",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,569,1,"wfo-0000895479","urn:lsid:ipni.org:names:214424-2","438833","Puccinellia pumila","species","wfo-4000032149","Hitchc.","Poaceae","","",NA,"Puccinellia","","pumila","","species","Valid","Amer. J. Bot. 21: 129 (1934)","Accepted","","",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Macoun ex Vasey) Hitchc. to Hitchc., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-438833 >The Pl","http://www.theplantlist.org/tpl1.1/record/kew-438833","The Poaceae TEN","A","kew-438833","",FALSE,"","",""
"Puccinellia tenella","Puccinellia tenella",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,570,1,"wfo-0000895523","urn:lsid:ipni.org:names:214438-2","438873","Puccinellia tenella","species","wfo-4000032149","(Lange) Holmb.","Poaceae","","",NA,"Puccinellia","","tenella","","species","Valid","Meddel. Grønland 58: 45 (1926)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Meddel. Grønland 58: 45 1926  to Meddel. Grønland 58: 45 (1926), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-438873","The Poaceae TEN","A","kew-438873","",FALSE,"","",""
"Puccinellia langeana","Puccinellia langeana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,571,1,"wfo-0000895523","urn:lsid:ipni.org:names:214438-2","438873","Puccinellia tenella","species","wfo-4000032149","(Lange) Holmb.","Poaceae","","",NA,"Puccinellia","","tenella","","species","Valid","Meddel. Grønland 58: 45 (1926)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Meddel. Grønland 58: 45 1926  to Meddel. Grønland 58: 45 (1926), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-438873","The Poaceae TEN","A","kew-438873","",TRUE,"Synonym","wfo-0000895352","Puccinellia langeana"
"Puccinellia bruggemannii","Puccinellia bruggemannii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,572,1,"wfo-0000895203","urn:lsid:ipni.org:names:214362-2","438613","Puccinellia bruggemannii","species","wfo-4000032149","T.J.Sørensen","Poaceae","","",NA,"Puccinellia","","bruggemannii","","species","Valid","Bull. Natl. Mus. Canada 135: 80 (1955)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Natl. Mus. Canada 135 : 80 1955  to Bull. Natl. Mus. Canada 135: 80 (1955), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or","http://www.theplantlist.org/tpl1.1/record/kew-438613","The Poaceae TEN","A","kew-438613","",FALSE,"","",""
"Puccinellia vahliana","Puccinellia vahliana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,573,1,"wfo-0000895550","urn:lsid:ipni.org:names:214446-2","438898","Puccinellia vahliana","species","wfo-4000032149","Scribn. & Merr.","Poaceae","","",NA,"Puccinellia","","vahliana","","species","Valid","Contr. U.S. Natl. Herb. 13: 78 (1910)","Accepted","","wfo-0000894210",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Liebm.) Scribn. & Merr. to Scribn. & Merr., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-438898 ","http://www.theplantlist.org/tpl1.1/record/kew-438898","The Poaceae TEN","A","kew-438898","",FALSE,"","",""
"Puccinellia wrightii wrightii","Puccinellia wrightii wrightii",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,574,1,"wfo-0000895559","urn:lsid:ipni.org:names:419201-1","438906","Puccinellia wrightii","species","wfo-4000032149","(Scribn. & Merr.) Tzvelev","Poaceae","","",NA,"Puccinellia","","wrightii","","species","Valid","Fl. Arct. URSS 2: 193 (1964)","Accepted","","wfo-0000860553",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Arct. URSS 2: 193 1964  to Fl. Arct. URSS 2: 193 (1964), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-4","http://www.theplantlist.org/tpl1.1/record/kew-438906","The Poaceae TEN","A","kew-438906","",FALSE,"","",""
"Puccinellia wrightii colpodioides","Puccinellia wrightii colpodioides",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,575,1,"wfo-0000895559","urn:lsid:ipni.org:names:419201-1","438906","Puccinellia wrightii","species","wfo-4000032149","(Scribn. & Merr.) Tzvelev","Poaceae","","",NA,"Puccinellia","","wrightii","","species","Valid","Fl. Arct. URSS 2: 193 (1964)","Accepted","","wfo-0000860553",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Arct. URSS 2: 193 1964  to Fl. Arct. URSS 2: 193 (1964), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-4","http://www.theplantlist.org/tpl1.1/record/kew-438906","The Poaceae TEN","A","kew-438906","",FALSE,"","",""
"Puccinellia beringensis","Puccinellia beringensis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,576,1,"wfo-0000895154","urn:lsid:ipni.org:names:418978-1","438569","Puccinellia × beringensis","species","wfo-4000032149","Tzvelev","Poaceae","","",NA,"Puccinellia","","beringensis","","species","Valid","Novosti Sist. Vyssh. Rast. 10: 86 (1973)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Novosti Sist. Vyssh. Rast. 10: 86. 1973  to Novosti Sist. Vyssh. Rast. 10: 86 (1973), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis","http://www.theplantlist.org/tpl1.1/record/kew-438569","The Poaceae TEN","A","kew-438569","×",FALSE,"","",""
"Phippsia algida","Phippsia algida",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,577,1,"wfo-0000889878","urn:lsid:ipni.org:names:30136146-2","433650","Phippsia algida","species","wfo-4000029253","(Sol.) R.Br.","Poaceae","","",NA,"Phippsia","","algida","","species","Valid","Chlor. Melvill. 27. 1823","Accepted","","",NA,"Source in seed data: wcs Updated namepublishedIn from Chlor. Melvill. 27 1823  to Chlor. Melvill. 27. 1823 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-433650","http://www.theplantlist.org/tpl1.1/record/kew-433650","The Poaceae TEN","A","kew-433650","",FALSE,"","",""
"Phippsia concinna","Phippsia concinna",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,578,1,"wfo-0000889894","urn:lsid:ipni.org:names:77177096-1","433665","Phippsia concinna","species","wfo-4000029253","(Th.Fr.) Lindeb.","Poaceae","","",NA,"Phippsia","","concinna","","species","Valid","Bot. Not. 1898: 155 (1898)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Not. 1898: 155 1898  to Bot. Not. 1898: 155 (1898), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43366","http://www.theplantlist.org/tpl1.1/record/kew-433665","The Poaceae TEN","A","kew-433665","",FALSE,"","",""
"xPucciphippsia xP. vacillans","xPucciphippsia xP. vacillans",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,15,579,1,"wfo-4000032151","urn:lsid:ipni.org:names:18861-1","","Pucciphippsia","genus","wfo-7000000483","Tzvelev","Poaceae","","",NA,"Pucciphippsia","","","","genus","Valid","Novosti Sist. Vyssh. Rast. 8: 76 (1971)","Accepted","","",NA,"Source in seed data: TPL1.1 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Poaceae/Pucciphippsia/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Poaceae/Pucciphippsia/ >The Plant Lis","","The Poaceae TEN","A","","",FALSE,"","",""
"xPucciphippsia xP. czukczorum","xPucciphippsia xP. czukczorum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,16,580,1,"wfo-4000032151","urn:lsid:ipni.org:names:18861-1","","Pucciphippsia","genus","wfo-7000000483","Tzvelev","Poaceae","","",NA,"Pucciphippsia","","","","genus","Valid","Novosti Sist. Vyssh. Rast. 8: 76 (1971)","Accepted","","",NA,"Source in seed data: TPL1.1 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Poaceae/Pucciphippsia/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Poaceae/Pucciphippsia/ >The Plant Lis","","The Poaceae TEN","A","","",FALSE,"","",""
"Catabrosa aquatica","Catabrosa aquatica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,581,1,"wfo-0000858385","urn:lsid:ipni.org:names:395086-1","403714","Catabrosa aquatica","species","wfo-4000006954","(L.) P.Beauv.","Poaceae","","",NA,"Catabrosa","","aquatica","","species","Valid","Ess. Agrostogr. : 97 (1812)","Accepted","","wfo-0000923482",NA,"Source in seed data: wcs Update namepublishedIn from Ess. Agrostogr. 97 1812  to Ess. Agrostogr. : 97 (1812), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-40371","http://www.theplantlist.org/tpl1.1/record/kew-403714","The Poaceae TEN","A","kew-403714","",FALSE,"","",""
"Dactylis glomerata","Dactylis glomerata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,582,1,"wfo-0000861498","urn:lsid:ipni.org:names:397309-1","406640","Dactylis glomerata","species","wfo-4000010628","L.","Poaceae","","",NA,"Dactylis","","glomerata","","species","Valid","Sp. Pl. : 71 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 71 1753  to Sp. Pl. : 71 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-406640 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-406640","The Poaceae TEN","A","kew-406640","",FALSE,"","",""
"Cinna latifolia","Cinna latifolia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,583,1,"wfo-0000860194","urn:lsid:ipni.org:names:396371-1","405415","Cinna latifolia","species","wfo-4000008337","Griseb.","Poaceae","","",NA,"Cinna","","latifolia","","species","Valid","Fl. Ross. (Ledeb.) 4(13): 435. 1852 [Sep 1852]","Accepted","","wfo-0000843888",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Trevir.) Griseb. to Griseb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-405415 >The Plant List","http://www.theplantlist.org/tpl1.1/record/kew-405415","The Poaceae TEN","A","kew-405415","",FALSE,"","",""
"Arctagrostis latifolia latifolia","Arctagrostis latifolia latifolia",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,584,1,"wfo-0000848400","urn:lsid:ipni.org:names:389173-1","394241","Arctagrostis latifolia","species","wfo-4000002915","Griseb.","Poaceae","","",NA,"Arctagrostis","","latifolia","","species","Valid","Fl. Ross. 4: 434 (1852)","Accepted","","wfo-0000860512",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (R.Br.) Griseb. to Griseb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-394241 >The Plant List v","http://www.theplantlist.org/tpl1.1/record/kew-394241","The Poaceae TEN","A","kew-394241","",TRUE,"Synonym","wfo-0001096444","Arctagrostis latifolia f. latifolia"
"Arctagrostis latifolia arundinacea","Arctagrostis latifolia arundinacea",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,12,585,1,"wfo-0000848400","urn:lsid:ipni.org:names:389173-1","394241","Arctagrostis latifolia","species","wfo-4000002915","Griseb.","Poaceae","","",NA,"Arctagrostis","","latifolia","","species","Valid","Fl. Ross. 4: 434 (1852)","Accepted","","wfo-0000860512",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (R.Br.) Griseb. to Griseb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-394241 >The Plant List v","http://www.theplantlist.org/tpl1.1/record/kew-394241","The Poaceae TEN","A","kew-394241","",FALSE,"","",""
"Beckmannia syzigachne","Beckmannia syzigachne",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,586,1,"wfo-0000853648","urn:lsid:ipni.org:names:30332-2","399194","Beckmannia syzigachne","species","wfo-4000004295","Fernald","Poaceae","","",NA,"Beckmannia","","syzigachne","","species","Valid","Rhodora 30: 27 (1928)","Accepted","","wfo-0000886576",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Steud.) Fernald to Fernald, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-399194 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-399194","The Poaceae TEN","A","kew-399194","",FALSE,"","",""
"Beckmannia eruciformis borealis","Beckmannia eruciformis borealis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,587,1,"wfo-0000853638","urn:lsid:ipni.org:names:392623-1","399185","Beckmannia eruciformis","species","wfo-4000004295","Host","Poaceae","","",NA,"Beckmannia","","eruciformis","","species","Valid","Icon. Descr. Gram. Austriac. 3: 5, t. 6. 1805","Accepted","","wfo-0000889699",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Host to Host, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-399185 >The Plant List v.1.1.</a>","http://www.theplantlist.org/tpl1.1/record/kew-399185","The Poaceae TEN","A","kew-399185","",FALSE,"","",""
"Phalaroides arundinacea","Phalaroides arundinacea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,588,1,"wfo-0000889610","urn:lsid:ipni.org:names:415571-1","433393","Phalaris arundinacea","species","wfo-4000029096","L.","Poaceae","","",NA,"Phalaris","","arundinacea","","species","Valid","Sp. Pl. : 55 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 55 1753  to Sp. Pl. : 55 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-433393 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-433393","The Poaceae TEN","A","kew-433393","",TRUE,"Synonym","wfo-0000889819","Phalaroides arundinacea"
"Phleum alpinum","Phleum alpinum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,589,1,"wfo-0000889952","urn:lsid:ipni.org:names:415775-1","433718","Phleum alpinum","species","wfo-4000029274","L.","Poaceae","","",NA,"Phleum","","alpinum","","species","Valid","Sp. Pl. : 59 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 59 1753  to Sp. Pl. : 59 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-433718 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-433718","The Poaceae TEN","A","kew-433718","",FALSE,"","",""
"Phleum pratense pratense","Phleum pratense  pratense",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,590,1,"wfo-0000890092","urn:lsid:ipni.org:names:415868-1","433846","Phleum pratense","species","wfo-4000029274","L.","Poaceae","","",NA,"Phleum","","pratense","","species","Valid","Sp. Pl. : 59 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 59 1753  to Sp. Pl. : 59 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-433846 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-433846","The Poaceae TEN","A","kew-433846","",TRUE,"Synonym","wfo-0001096501","Phleum pratense f. pratense"
"Limnas malyschevii","Limnas malyschevii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,591,1,"wfo-0000878269","urn:lsid:ipni.org:names:931695-1","422675","Limnas malyschevii","species","wfo-4000021763","O.D.Nikif.","Poaceae","","",NA,"Limnas","","malyschevii","","species","Valid","Bot. Zhurn. (Moscow & Leningrad) 72: 391 (1987)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Zhurn. (Moscow & Leningrad) 72(3): 391. 1987  to Bot. Zhurn. (Moscow & Leningrad) 72: 391 (1987), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:","http://www.theplantlist.org/tpl1.1/record/kew-422675","The Poaceae TEN","A","kew-422675","",FALSE,"","",""
"Alopecurus pratensis pratensis","Alopecurus pratensis pratensis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,592,1,"wfo-0000845656","urn:lsid:ipni.org:names:387176-1","391506","Alopecurus pratensis","species","wfo-4000001354","L.","Poaceae","","",NA,"Alopecurus","","pratensis","","species","Valid","Sp. Pl. : 60 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 60 1753  to Sp. Pl. : 60 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-391506 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-391506","The Poaceae TEN","A","kew-391506","",TRUE,"Synonym","wfo-0001096522","Alopecurus pratensis f. pratensis"
"Alopecurus pratensis alpestris","Alopecurus pratensis alpestris",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,593,1,"wfo-0001097409","urn:lsid:ipni.org:names:387010-1","25532507","Alopecurus alpestris","species","wfo-4000001354","Wahlenb. ex Steud.","Poaceae","","",NA,"Alopecurus","","alpestris","","species","Valid","Nomencl. Bot. , ed. 2, 1: 61 (1840)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from  to Nomencl. Bot. , ed. 2, 1: 61 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25532507 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:387010-1","The Poaceae TEN","A","tro-25532507","",TRUE,"Synonym","wfo-0001097772","Alopecurus pratensis f. alpestris"
"Alopecurus arundinaceus","Alopecurus arundinaceus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,594,1,"wfo-0000845457","urn:lsid:ipni.org:names:387025-1","391321","Alopecurus arundinaceus","species","wfo-4000001354","Poir.","Poaceae","","",NA,"Alopecurus","","arundinaceus","","species","Valid","Encycl. 8: 766 (1808)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Encycl. [J. Lamarck & al.] 8: 766. 1808 [22 Aug 1808]  to Encycl. 8: 766 (1808), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","http://www.theplantlist.org/tpl1.1/record/kew-391321","The Poaceae TEN","A","kew-391321","",FALSE,"","",""
