"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Saussurea nuda","Saussurea nuda",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1945,1,"wfo-0000043549","urn:lsid:ipni.org:names:30111842-2","GCC-BB08809F-2DA5-4A5C-A580-F8F567549FE3","Saussurea nuda","species","","Britton & Rydb.","Asteraceae","","",NA,"Saussurea","","nuda","","species","","Bulletin of the New York Botanical Garden 2: 187 1901","Unchecked","","",NA,"Source in seed data: gcc TEN data. Leave as is, information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-142126 >The Plant List v.1.1.</a> Originally in <a href=http://www.","http://www.theplantlist.org/tpl1.1/record/gcc-142126","The Asteraceaae TEN","A","gcc-142126","",FALSE,"","",""
"Saussurea nuda","Saussurea nuda",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1945,2,"wfo-0000083568","urn:lsid:ipni.org:names:242490-1","GCC-76FFBCAD-5AD5-49ED-8848-4A4BD88501F0","Saussurea nuda","species","wfo-4000034182","Ledeb.","Asteraceae","","",NA,"Saussurea","","nuda","","species","Valid","Icon. Pl. 1: 15, t. 61 (1829)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Icon. Pl. [Ledebour] 1: 15, t. 61. 1829  to Icon. Pl. 1: 15, t. 61 (1829), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/gcc-40046","The Asteraceaae TEN","A","gcc-40046","",FALSE,"","",""
"Saussurea oxyodonta","Saussurea oxyodonta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1946,1,"wfo-0001390473","urn:lsid:ipni.org:names:987836-1","987836-1","Saussurea nuda  var. oxyodonta","variety","wfo-0000083568","(Hultén) Vorosch.","Asteraceae","","",NA,"Saussurea","","nuda","oxyodonta","variety","Valid","Florist. Issl. Razn. Raionakh SSSR : 197 (1985)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from in A.K. Skvortsov (ed.), Florist. issl. v razn. raĭonakh SSSR 197 (1985):.  to Florist. Issl. Razn. Raionakh SSSR : 197 (1985), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:987836-1","The Asteraceaae TEN","A","","",TRUE,"Synonym","wfo-0000074173","Saussurea oxyodonta"
"Saussurea oxyodonta","Saussurea oxyodonta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1946,2,"wfo-0001390473","urn:lsid:ipni.org:names:987836-1","987836-1","Saussurea nuda  var. oxyodonta","variety","wfo-0000083568","(Hultén) Vorosch.","Asteraceae","","",NA,"Saussurea","","nuda","oxyodonta","variety","Valid","Florist. Issl. Razn. Raionakh SSSR : 197 (1985)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from in A.K. Skvortsov (ed.), Florist. issl. v razn. raĭonakh SSSR 197 (1985):.  to Florist. Issl. Razn. Raionakh SSSR : 197 (1985), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:987836-1","The Asteraceaae TEN","A","","",TRUE,"Synonym","wfo-0000111269","Saussurea oxyodonta"
"Saussurea parviflora","Saussurea parviflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1947,1,"wfo-0000088123","urn:lsid:ipni.org:names:242516-1","GCC-4FC772CE-D59D-4474-BC79-5264AAC34F17","Saussurea parviflora","species","wfo-4000034182","(Poir.) DC.","Asteraceae","","",NA,"Saussurea","","parviflora","","species","Valid","Ann. Mus. Natl. Hist. Nat. 16: 200 (1810)","Accepted","","wfo-0000128046",NA,"Source in seed data: gcc Update namepublishedIn from Ann. Mus. Natl. Hist. Nat. 16: 200. 1810 [Jul-Dec 1810]  to Ann. Mus. Natl. Hist. Nat. 16: 200 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:","http://www.theplantlist.org/tpl1.1/record/gcc-44467","The Asteraceaae TEN","A","gcc-44467","",FALSE,"","",""
"Saussurea alpina","Saussurea alpina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1948,1,"wfo-0000020195","urn:lsid:ipni.org:names:242074-1","GCC-442CDBC6-1B41-4D1F-9EA9-C55B6DB12100","Saussurea alpina","species","wfo-4000034182","DC.","Asteraceae","","",NA,"Saussurea","","alpina","","species","Valid","Ann. Mus. Natl. Hist. Nat. xvi.198 (1810)","Accepted","","",NA,"Source in seed data: gcc Updated scientificnameAuthorship from (L.) DC. to DC., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-119529 >The Plant List v.1.1.</a> O","http://www.theplantlist.org/tpl1.1/record/gcc-119529","The Asteraceaae TEN","A","gcc-119529","",FALSE,"","",""
"Saussurea angustifolia angustifolia","Saussurea angustifolia angustifolia",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1949,1,"wfo-0000081282","urn:lsid:ipni.org:names:30107688-2","GCC-B6D36D94-31FD-4DED-AA0A-462C12F56CA8","Saussurea angustifolia","species","wfo-4000034182","(L.) DC.","Asteraceae","","",NA,"Saussurea","","angustifolia","","species","Valid","Ann. Mus. Natl. Hist. Nat. 16: 200. 1810","Accepted","","wfo-0000104592",NA,"Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-37834 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-37834 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-37834","The Asteraceaae TEN","A","gcc-37834","",TRUE,"Synonym","wfo-0000011822","Saussurea angustifolia f. angustifolia"
"Saussurea angustifolia var. viscida","Saussurea angustifolia var. viscida",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1950,1,"wfo-0000109854","urn:lsid:ipni.org:names:228198-2","GCC-F9206AA8-9D36-4C40-9246-E0FDE681B16F","Saussurea angustifolia  var. viscida","variety","wfo-0000081282","(Hultén) S.L.Welsh","Asteraceae","","",NA,"Saussurea","","angustifolia","viscida","variety","Valid","Great Basin Naturalist 28: 152 (1968)","Accepted","","wfo-0000019682",NA,"Source in seed data: gcc Update namepublishedIn from Great Basin Naturalist 28: 152. 1968  to Great Basin Naturalist 28: 152 (1968), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/","http://www.theplantlist.org/tpl1.1/record/gcc-68723","The Asteraceaae TEN","A","gcc-68723","",FALSE,"","",""
"Saussurea angustifolia yukonensis","Saussurea angustifolia yukonensis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,11,1951,1,"wfo-0000081282","urn:lsid:ipni.org:names:30107688-2","GCC-B6D36D94-31FD-4DED-AA0A-462C12F56CA8","Saussurea angustifolia","species","wfo-4000034182","(L.) DC.","Asteraceae","","",NA,"Saussurea","","angustifolia","","species","Valid","Ann. Mus. Natl. Hist. Nat. 16: 200. 1810","Accepted","","wfo-0000104592",NA,"Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-37834 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-37834 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-37834","The Asteraceaae TEN","A","gcc-37834","",FALSE,"","",""
"Saussurea tilesii","Saussurea tilesii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1952,1,"wfo-0000039558","urn:lsid:ipni.org:names:242714-1","GCC-49031240-FD5B-4A3B-AACE-F0347943DFDE","Saussurea tilesii","species","wfo-4000034182","(Ledeb.) Ledeb.","Asteraceae","","",NA,"Saussurea","","tilesii","","species","Valid","Icon. Pl. 1: 15 (1829)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Ic. Pl. Fl. Ross. i. 15. t. 60.  to Icon. Pl. 1: 15 (1829), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-13","http://www.theplantlist.org/tpl1.1/record/gcc-138259","The Asteraceaae TEN","A","gcc-138259","",FALSE,"","",""
"Carduus crispus","Carduus crispus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1953,1,"wfo-0000005422","urn:lsid:ipni.org:names:188571-1","GCC-ADA34D68-BCA0-4A0F-85B9-A521F6D0D075","Carduus crispus","species","","Gouan","Asteraceae","","",NA,"Carduus","","crispus","","species","","Fl. Monsp. (Gouan) 327. 1764 [Dec 1764]","Unchecked","","",NA,"Source in seed data: gcc Updated namePublishedIn from Fl. Monsp. 327  to Fl. Monsp. (Gouan) 327. 1764 [Dec 1764] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.or","http://www.theplantlist.org/tpl1.1/record/gcc-105220","The Asteraceaae TEN","A","gcc-105220","",FALSE,"","",""
"Carduus crispus","Carduus crispus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1953,2,"wfo-0000014895","urn:lsid:ipni.org:names:188570-1","GCC-AE3A7575-A99C-4E4C-A3F9-B9C968FF6367","Carduus crispus","species","wfo-4000006704","Guirao ex Nyman","Asteraceae","","",NA,"Carduus","","crispus","","species","Valid","Consp. Fl. Eur. 2: 413. 1879 [Oct 1879]","Accepted","","",NA,"Source in seed data: gcc Updated Author from Guirão ex Nyman to Guirao ex Nyman, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-114410 >The P","http://www.theplantlist.org/tpl1.1/record/gcc-114410","The Asteraceaae TEN","A","gcc-114410","",FALSE,"","",""
"Carduus crispus","Carduus crispus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1953,3,"wfo-0000114356","urn:lsid:ipni.org:names:188363-1","GCC-A9E6381E-D5E5-4CC3-A082-635FA5EBAB4F","Carduus acanthoides","species","wfo-4000006704","L.","Asteraceae","","",NA,"Carduus","","acanthoides","","species","Valid","Sp. Pl. : 821 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 821. 1753 [1 May 1753]  to Sp. Pl. : 821 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-75","http://www.theplantlist.org/tpl1.1/record/gcc-75856","The Asteraceaae TEN","A","gcc-75856","",TRUE,"Synonym","wfo-0000090729","Carduus crispus"
"Carduus crispus","Carduus crispus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1953,4,"wfo-0000136888","urn:lsid:ipni.org:names:188569-1","GCC-0835F93D-149A-4964-A4BB-123AC27F1C6C","Carduus crispus","species","wfo-4000006704","L.","Asteraceae","","",NA,"Carduus","","crispus","","species","Valid","Sp. Pl. : 821 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl.: 821 (1753)  to Sp. Pl. : 821 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-9759 >The Plant ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188569-1","The Asteraceaae TEN","A","gcc-9759","",FALSE,"","",""
"Cirsium heterophyllum","Cirsium heterophyllum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1954,1,"wfo-0000014883","urn:lsid:ipni.org:names:195465-1","GCC-455A4950-539A-4547-A594-155BE777D65C","Cirsium heterophyllum","species","wfo-4000008373","(L.) Hill","Asteraceae","","",NA,"Cirsium","","heterophyllum","","species","Valid","Hort. Kew. 64; All. Fl. Pedem. i. 152","Accepted","","wfo-0000005563",NA,"Source in seed data: gcc Update namepublishedIn from Hort. Kew. (Hill) ed. 1: 64. 1768 ; All. Fl. Pedem. i. 152 to Hort. Kew. 64; All. Fl. Pedem. i. 152 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/","http://www.theplantlist.org/tpl1.1/record/gcc-11440","The Asteraceaae TEN","A","gcc-11440","",FALSE,"","",""
"Cirsium helenioides","Cirsium helenioides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1955,1,"wfo-0000005084","urn:lsid:ipni.org:names:195454-1","GCC-14D75077-0608-416A-9BAB-A475B4A378A9","Cirsium helenioides","species","wfo-4000008373","(L.) Hill","Asteraceae","","",NA,"Cirsium","","helenioides","","species","Valid","Hort. Kew. : 64","Accepted","","wfo-0000011520",NA,"Source in seed data: gcc Update namepublishedIn from Hort. Kew. (Hill) ed. 1: 64. 1768  to Hort. Kew. : 64 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-104894","http://www.theplantlist.org/tpl1.1/record/gcc-104894","The Asteraceaae TEN","A","gcc-104894","",FALSE,"","",""
"Cirsium helenioides","Cirsium helenioides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1955,2,"wfo-0000014883","urn:lsid:ipni.org:names:195465-1","GCC-455A4950-539A-4547-A594-155BE777D65C","Cirsium heterophyllum","species","wfo-4000008373","(L.) Hill","Asteraceae","","",NA,"Cirsium","","heterophyllum","","species","Valid","Hort. Kew. 64; All. Fl. Pedem. i. 152","Accepted","","wfo-0000005563",NA,"Source in seed data: gcc Update namepublishedIn from Hort. Kew. (Hill) ed. 1: 64. 1768 ; All. Fl. Pedem. i. 152 to Hort. Kew. 64; All. Fl. Pedem. i. 152 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/","http://www.theplantlist.org/tpl1.1/record/gcc-11440","The Asteraceaae TEN","A","gcc-11440","",TRUE,"Synonym","wfo-0000074633","Cirsium helenioides"
"Cirsium arvense arvense","Cirsium arvense arvense",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1956,1,"wfo-0000006870","urn:lsid:ipni.org:names:195034-1","GCC-7D643E5A-5D28-475F-AB44-A84067BA0168","Cirsium arvense","species","wfo-4000008373","(L.) Scop.","Asteraceae","","",NA,"Cirsium","","arvense","","species","Valid","Fl. Carniol. , ed. 2, 2: 126 (1772)","Accepted","","wfo-0000074013",NA,"Source in seed data: gcc Update namepublishedIn from Flora Carniolica 2 (1772) 126 1772  to Fl. Carniol. , ed. 2, 2: 126 (1772), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1","http://www.theplantlist.org/tpl1.1/record/gcc-106632","The Asteraceaae TEN","A","gcc-106632","",TRUE,"Synonym","wfo-0000034052","Cirsium arvense f. arvense"
"Cirsium arvense setosum","Cirsium arvense setosum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,1957,1,"wfo-0000006870","urn:lsid:ipni.org:names:195034-1","GCC-7D643E5A-5D28-475F-AB44-A84067BA0168","Cirsium arvense","species","wfo-4000008373","(L.) Scop.","Asteraceae","","",NA,"Cirsium","","arvense","","species","Valid","Fl. Carniol. , ed. 2, 2: 126 (1772)","Accepted","","wfo-0000074013",NA,"Source in seed data: gcc Update namepublishedIn from Flora Carniolica 2 (1772) 126 1772  to Fl. Carniol. , ed. 2, 2: 126 (1772), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1","http://www.theplantlist.org/tpl1.1/record/gcc-106632","The Asteraceaae TEN","A","gcc-106632","",FALSE,"","",""
"Centaurea montana","Centaurea montana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1958,1,"wfo-0000127150","urn:lsid:ipni.org:names:192740-1","GCC-64AA18B8-AC91-419E-9121-7ED433038621","Cheirolophus sempervirens","species","wfo-4000007783","Pomel","Asteraceae","","",NA,"Cheirolophus","","sempervirens","","species","Valid","Nouv. Mat. Fl. Atl. : 32 (1874)","Accepted","","wfo-0000126712",NA,"Source in seed data: gcc Updated scientificnameAuthorship from (L.) Pomel to Pomel, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-88159 >The Plant List v.1.1.</a","http://www.theplantlist.org/tpl1.1/record/gcc-88159","The Asteraceaae TEN","A","gcc-88159","",TRUE,"Synonym","wfo-0000089298","Centaurea montana"
"Centaurea montana","Centaurea montana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1958,2,"wfo-0000007265","urn:lsid:ipni.org:names:191560-1","GCC-53CC992A-87ED-4A51-B202-A924289982C1","Centaurea semidecurrens","species","wfo-4000007161","Jord.","Asteraceae","","",NA,"Centaurea","","semidecurrens","","species","Valid","Observ. Pl. Nouv. v.  52 (1847)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Observ. Pl. Nouv. 5: 52. 1847  to Observ. Pl. Nouv. v.  52 (1847), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:191560-1","The Asteraceaae TEN","A","gcc-107019","",TRUE,"Synonym","wfo-0000124418","Centaurea montana"
"Centaurea montana","Centaurea montana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1958,3,"wfo-0000132430","urn:lsid:ipni.org:names:191037-1","GCC-8524914A-D39E-43A4-9C07-11666134473A","Centaurea montana","species","wfo-4000007161","L.","Asteraceae","","",NA,"Centaurea","","montana","","species","Valid","Sp. Pl. : 911 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 911. 1753 [1 May 1753]  to Sp. Pl. : 911 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-93","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:191037-1","The Asteraceaae TEN","A","gcc-9327","",FALSE,"","",""
"Scorzoneroides autumnalis autumnalis","Scorzoneroides autumnalis autumnalis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,11,1959,1,"wfo-0000022256","urn:lsid:ipni.org:names:243480-1","GCC-7C5AD615-6F2C-427D-9C9C-C9F69D0F5EA0","Scorzoneroides autumnalis","species","wfo-4000034833","(L.) Moench","Asteraceae","","",NA,"Scorzoneroides","","autumnalis","","species","Valid","Methodus : 549 (1794)","Accepted","","wfo-0000024940",NA,"Source in seed data: gcc Update namepublishedIn from Methodus (Moench) 549. 1794 [4 May 1794]  to Methodus : 549 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","http://www.theplantlist.org/tpl1.1/record/gcc-121516","The Asteraceaae TEN","A","gcc-121516","",FALSE,"","",""
"Scorzoneroides autumnalis taraxaci","Scorzoneroides autumnalis taraxaci",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,12,1960,1,"wfo-0000056618","urn:lsid:ipni.org:names:77180704-1","GCC-3319F1F1-44FA-4B5F-96EC-D4E5F8716787","Scorzoneroides autumnalis  subsp. autumnalis","subspecies","wfo-0000022256","(L.) Moench","Asteraceae","","",NA,"Scorzoneroides","","autumnalis","autumnalis","subspecies","Valid","","Accepted","","",NA,"Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-155289 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-155289 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77180704-1","The Asteraceaae TEN","A","gcc-155289","",TRUE,"Synonym","wfo-0001382875","Scorzoneroides autumnalis var. cinerascens"
"Sonchus arvensis arvensis","Sonchus arvensis arvensis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1961,1,"wfo-0000092611","urn:lsid:ipni.org:names:250029-1","GCC-9ECA6031-FEB2-4687-9E3E-5A7DB69641D6","Sonchus arvensis","species","wfo-4000035760","L.","Asteraceae","","",NA,"Sonchus","","arvensis","","species","Valid","Sp. Pl. : 793 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 793 1753  to Sp. Pl. : 793 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-48853 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/gcc-48853","The Asteraceaae TEN","A","gcc-48853","",TRUE,"Synonym","wfo-0000049225","Sonchus arvensis f. arvensis"
"Sonchus arvensis uliginosus","Sonchus arvensis uliginosus",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,11,1962,1,"wfo-0000092611","urn:lsid:ipni.org:names:250029-1","GCC-9ECA6031-FEB2-4687-9E3E-5A7DB69641D6","Sonchus arvensis","species","wfo-4000035760","L.","Asteraceae","","",NA,"Sonchus","","arvensis","","species","Valid","Sp. Pl. : 793 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 793 1753  to Sp. Pl. : 793 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-48853 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/gcc-48853","The Asteraceaae TEN","A","gcc-48853","",FALSE,"","",""
"Lactuca sibirica","Lactuca sibirica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1963,1,"wfo-0000047578","urn:lsid:ipni.org:names:228260-1","GCC-CB1D6A00-8E40-4C75-9A32-10903CFE96C4","Lactuca sibirica","species","wfo-4000020393","Benth. ex Maxim.","Asteraceae","","",NA,"Lactuca","","sibirica","","species","Valid","Bull. Acad. Imp. Sci. Saint-Pétersbourg xix.  528 (1874)","Accepted","","wfo-0000087398",NA,"Source in seed data: gcc Updated scientificnameAuthorship from (L.) Benth. ex Maxim. to Benth. ex Maxim., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-146051 >T","http://www.theplantlist.org/tpl1.1/record/gcc-146051","The Asteraceaae TEN","A","gcc-146051","",FALSE,"","",""
"Cicerbita alpina","Cicerbita alpina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1964,1,"wfo-0000027818","urn:lsid:ipni.org:names:194423-1","GCC-68822D37-5883-4628-BF07-D6563BEF6102","Cicerbita alpina","species","wfo-4000008303","Wallr.","Asteraceae","","",NA,"Cicerbita","","alpina","","species","Valid","Sched. Crit. 434 (1822) (1822)","Accepted","","wfo-0000023862",NA,"Source in seed data: gcc Update namepublishedIn from Sched. Crit. 434 (1822).  to Sched. Crit. 434 (1822) (1822), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-1","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:194423-1","The Asteraceaae TEN","A","gcc-126888","",FALSE,"","",""
"Agoseris glauca var. dasycephala","Agoseris glauca var. dasycephala",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1965,1,"wfo-0000066397","urn:lsid:ipni.org:names:7226-2","GCC-C324AFE5-4565-4375-A949-2B175A90C2C2","Agoseris glauca  var. dasycephala","variety","wfo-0000036905","(Torr. & A.Gray) Jeps.","Asteraceae","","",NA,"Agoseris","","glauca","dasycephala","variety","Valid","Man. Fl. Pl. Calif. : 1005 (1925)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Man. Fl. Pl. Calif. [Jepson] 1005. 1925  to Man. Fl. Pl. Calif. : 1005 (1925), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","http://www.theplantlist.org/tpl1.1/record/gcc-23282","The Asteraceaae TEN","A","gcc-23282","",FALSE,"","",""
"Taraxacum holmenianum","Taraxacum holmenianum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1966,1,"wfo-0000035309","urn:lsid:ipni.org:names:907607-1","GCC-09BC8B75-C542-4E78-80C5-E71DE9470529","Taraxacum holmenianum","species","wfo-4000037583","Sahlin","Asteraceae","","",NA,"Taraxacum","","holmenianum","","species","Valid","Folia Geobot. Phytotax. 18(4): 445 (1983)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Folia Geobot. Phytotax. 18(4): 445. 1983  to Folia Geobot. Phytotax. 18(4): 445 (1983), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","http://www.theplantlist.org/tpl1.1/record/gcc-134154","The Asteraceaae TEN","A","gcc-134154","",FALSE,"","",""
"Taraxacum phymatocarpum agg.","Taraxacum phymatocarpum agg.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,1967,1,"wfo-0000058638","urn:lsid:ipni.org:names:254323-1","GCC-3E88FE5B-B634-4AD4-9C97-1D28219EBFBB","Taraxacum phymatocarpum","species","wfo-4000037583","J.Vahl","Asteraceae","","",NA,"Taraxacum","","phymatocarpum","","species","Valid","Fl. Dan. : 13, 39, t. 2298 (1840)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Fl. Dan. t. 2298.  to Fl. Dan. : 13, 39, t. 2298 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-15744","http://www.theplantlist.org/tpl1.1/record/gcc-15744","The Asteraceaae TEN","A","gcc-15744","",FALSE,"","",""
"Taraxacum soczavae agg.","Taraxacum soczavae agg.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,12,1968,1,"wfo-0000082844","urn:lsid:ipni.org:names:254762-1","GCC-4B505932-0B3D-4A06-BC99-49042759EB26","Taraxacum soczavae","species","wfo-4000037583","Tzvelev","Asteraceae","","",NA,"Taraxacum","","soczavae","","species","Valid","Novosti Sist. Vyssh. Rast. : 232 (1966)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Novosti Sist. Vyssh. Rast. 232. 1966  to Novosti Sist. Vyssh. Rast. : 232 (1966), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or","http://www.theplantlist.org/tpl1.1/record/gcc-39341","The Asteraceaae TEN","A","gcc-39341","",TRUE,"Synonym","wfo-0000054612","Taraxacum soczavae var. soczavae"
