"","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"1","Huperzia miyoshiana","Huperzia miyoshiana ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,1,1,"wfo-0001116191","urn:lsid:ipni.org:names:1195197-2","26610799","Huperzia miyoshiana","species","wfo-4000018438","(Makino) Ching","Lycopodiaceae","Huperzioideae","",NA,"Huperzia","","miyoshiana","","species","Valid","Acta Bot. Yunnan. 3(3): 303 (-304) (1981)","Accepted","","wfo-0001111132",NA,"Source in seed data: tro Update namepublishedIn from Acta Bot. Yunnan. 3(3): 303 (-304). 1981  to Acta Bot. Yunnan. 3(3): 303 (-304) (1981), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","http://www.theplantlist.org/tpl1.1/record/tro-26610799","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26610799","",FALSE,"","",""
"2","Equisetum hyemale affine","Equisetum hyemale affine",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,2,1,"wfo-0000748047","urn:lsid:ipni.org:names:92939-2","1024888","Equisetum hyemale","species","wfo-4000013663","L.","Equisetaceae","","",NA,"Equisetum","","hyemale","","species","Valid","Sp. Pl. : 1062 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 1062 1753  to Sp. Pl. : 1062 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2902170 >The P","http://www.theplantlist.org/tpl1.1/record/kew-2902170","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","kew-2902170","",FALSE,"","",""
"3","Equisetum variegatum alaskanum","Equisetum variegatum alaskanum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,3,1,"wfo-0001108927","urn:lsid:ipni.org:names:93031-2","26602017","Equisetum variegatum","species","wfo-4000013663","Schleich. ex F.Weber & D.Mohr","Equisetaceae","","",NA,"Equisetum","","variegatum","","species","Valid","Bot. Taschenb. : 60, 447 (1807)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bot. Taschenbuch 60, 447 1807  to Bot. Taschenb. : 60, 447 (1807), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/tro-26602017","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602017","",FALSE,"","",""
"4","Botrychium virginianum","Botrychium virginianum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,4,1,"wfo-0001109063","urn:lsid:ipni.org:names:1106719-2","26602189","Botrychium virginianum","species","wfo-4000005090","(L.) Sw.","Ophioglossaceae","Botrychioideae","",NA,"Botrychium","","virginianum","","species","Valid","J. Bot. (Schrader) 1800(2): 111 (1801)","Accepted","","wfo-0001110633",NA,"Source in seed data: tro Update namepublishedIn from J. Bot. (Schrader) 1800(2): 111. 1801 [Oct-Dec 1801]  to J. Bot. (Schrader) 1800(2): 111 (1801), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.","http://www.theplantlist.org/tpl1.1/record/tro-26602189","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602189","",FALSE,"","",""
"5","Asplenium septentrionale","Asplenium septentrionale ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,5,1,"wfo-0001109358","urn:lsid:ipni.org:names:304469-2","26602545","Asplenium septentrionale","species","wfo-4000003342","(L.) Hoffm.","Aspleniaceae","","",NA,"Asplenium","","septentrionale","","species","Valid","Deutschl. Fl. 2: 12 (1796)","Accepted","","wfo-0001109871",NA,"Source in seed data: tro Update namepublishedIn from Deutschl. Fl. 2: 12–13 1795  to Deutschl. Fl. 2: 12 (1796), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-","http://www.theplantlist.org/tpl1.1/record/tro-26602545","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602545","",FALSE,"","",""
"6","Matteuccia struthiopteris struthiopteris","Matteuccia struthiopteris  struthiopteris",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,15,6,1,"wfo-0001429065","urn:lsid:ipni.org:names:17275510-1","1176257-az","Onoclea struthiopteris","species","wfo-4000026881","Roth","Onocleaceae","","",NA,"Onoclea","","struthiopteris","","species","Valid","Ann. Bot. (Usteri) 10: 54 (1794)","Accepted","","",NA,"Source in seed data: wcvp Updated family from Aspleniaceae to Onocleaceae , information provided by Alan E. on email Nov. 15 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17275510-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","","",TRUE,"Synonym","wfo-0001109164","Matteuccia struthiopteris"
"7","Abies balsamea","Abies balsamea ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,7,1,"wfo-0000511004","urn:lsid:ipni.org:names:1084057-2","381647","Abies balsamea","species","wfo-4000000038","(L.) Mill.","Pinaceae","","",NA,"Abies","","balsamea","","species","Valid","Gard. Dict. ed. 8 : n.º 3 (1768)","Accepted","","wfo-0000482342",NA,"Source in seed data: wcs Updated majorGroup from A to G, information provided by Alan E. on email Nov. 08 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2609719 >The Plant List v.1.1.</a> Originally in <a href=h","http://www.theplantlist.org/tpl1.1/record/kew-2609719","The Conifer Taxonomic Expert Network","G","kew-2609719","",FALSE,"","",""
"8","Nuphar variegata","Nuphar variegata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,8,1,"wfo-0001086877","urn:lsid:ipni.org:names:1117161-2","22600101","Nuphar variegata","species","wfo-4000026383","Engelm. ex Durand","Nymphaeaceae","","",NA,"Nuphar","","variegata","","species","Valid","Rep. (Annual) Regents Univ. State New York State Cab. Nat. Hist. 19: 73 (1866)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Rep. (Annual) Regents Univ. State New York State Cab. Nat. Hist. 19: 73. 1866  to Rep. (Annual) Regents Univ. State New York State Cab. Nat. Hist. 19: 73 (1866), information provided by Alan E. on emai","http://www.theplantlist.org/tpl1.1/record/tro-22600101","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-22600101","",FALSE,"","",""
"9","Nymphaea tetragona tetragona","Nymphaea tetragona tetragona",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,9,1,"wfo-0000380763","urn:lsid:ipni.org:names:171226-2","520630","Nymphaea tetragona","species","wfo-4000026422","Georgi","Nymphaeaceae","","",NA,"Nymphaea","","tetragona","","species","Valid","Bemerk. Reise Russ. Reich 1: 220 (1775)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bemerk. Reise Russ. Reich. 1: 220 1775  to Bemerk. Reise Russ. Reich 1: 220 (1775), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","http://www.theplantlist.org/tpl1.1/record/kew-2381806","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2381806","",FALSE,"","",""
"10","Nymphaea tetragona leibergii","Nymphaea tetragona leibergii",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,10,1,"wfo-0000380763","urn:lsid:ipni.org:names:171226-2","520630","Nymphaea tetragona","species","wfo-4000026422","Georgi","Nymphaeaceae","","",NA,"Nymphaea","","tetragona","","species","Valid","Bemerk. Reise Russ. Reich 1: 220 (1775)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bemerk. Reise Russ. Reich. 1: 220 1775  to Bemerk. Reise Russ. Reich 1: 220 (1775), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","http://www.theplantlist.org/tpl1.1/record/kew-2381806","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2381806","",FALSE,"","",""
"11","Butomus umbellatus","Butomus umbellatus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,11,1,"wfo-0000762573","urn:lsid:ipni.org:names:58290-1","301538","Butomus umbellatus","species","wfo-4000005835","L.","Butomaceae","","",NA,"Butomus","","umbellatus","","species","Valid","Sp. Pl. : 372 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 372. 1753 [1 May 1753]  to Sp. Pl. : 372 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-30","http://www.theplantlist.org/tpl1.1/record/kew-301538","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-301538","",FALSE,"","",""
"12","Alisma lanceolatum","Alisma lanceolatum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,12,1,"wfo-0000755439","urn:lsid:ipni.org:names:1047073-2","294813","Alisma lanceolatum","species","wfo-4000001209","With.","Alismataceae","","",NA,"Alisma","","lanceolatum","","species","Valid","Bot. Arr. Brit. Pl. ed. 3 , 2: 362 (1796)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Arr. Brit. Pl. ed. 3 2: 362 1796  to Bot. Arr. Brit. Pl. ed. 3 , 2: 362 (1796), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/kew-294813","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-294813","",FALSE,"","",""
"13","Sagittaria cuneata","Sagittaria cuneata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,13,1,"wfo-0000736504","urn:lsid:ipni.org:names:225232-2","287210","Sagittaria cuneata","species","wfo-4000033782","E.Sheld.","Alismataceae","","",NA,"Sagittaria","","cuneata","","species","Valid","Bull. Torrey Bot. Club 20: 283 (1893)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Torrey Bot. Club 20: 283 1893  to Bull. Torrey Bot. Club 20: 283 (1893), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","http://www.theplantlist.org/tpl1.1/record/kew-287210","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-287210","",FALSE,"","",""
"14","Sagittaria natans","Sagittaria natans ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,14,1,"wfo-0000736941","urn:lsid:ipni.org:names:225247-2","287258","Sagittaria filiformis","species","wfo-4000033782","J.G.Sm.","Alismataceae","","",NA,"Sagittaria","","filiformis","","species","Valid","N. Amer. Sagittaria : 20 (1894)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from N. Amer. Sagittaria 20 1894  to N. Amer. Sagittaria : 20 (1894), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","http://www.theplantlist.org/tpl1.1/record/kew-287258","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-287258","",TRUE,"Synonym","wfo-0000738025","Sagittaria natans"
"15","Sagittaria natans","Sagittaria natans ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,14,2,"wfo-0000770337","urn:lsid:ipni.org:names:58534-1","309058","Sagittaria natans","species","wfo-4000033782","Pall.","Alismataceae","","",NA,"Sagittaria","","natans","","species","Valid","Reise Russ. Reich. 3: 757 (1776)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Reise Russ. Reich. 3(2): App. 757. 1776  to Reise Russ. Reich. 3: 757 (1776), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp","http://www.theplantlist.org/tpl1.1/record/kew-309058","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-309058","",FALSE,"","",""
"16","Scheuchzeria palustris americanus","Scheuchzeria palustris americanus",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,11,15,1,"wfo-0000770094","urn:lsid:ipni.org:names:603500-1","308817","Scheuchzeria palustris","species","wfo-4000034314","L.","Scheuchzeriaceae","","",NA,"Scheuchzeria","","palustris","","species","Valid","Sp. Pl. : 338 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 338 1753  to Sp. Pl. : 338 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308817 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-308817","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-308817","",FALSE,"","",""
"17","Potamogeton epihydrus","Potamogeton epihydrus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,16,1,"wfo-0000769805","urn:lsid:ipni.org:names:30070809-2","308552","Potamogeton epihydrus","species","wfo-4000031022","Raf.","Potamogetonaceae","","",NA,"Potamogeton","","epihydrus","","species","Valid","Med. Repos. , ser. 2, 5: 354 (1808)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Med. Repos. 5: 354 1808  to Med. Repos. , ser. 2, 5: 354 (1808), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","http://www.theplantlist.org/tpl1.1/record/kew-308552","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-308552","",FALSE,"","",""
"18","Potamogeton lucens","Potamogeton lucens ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,17,1,"wfo-0000769883","urn:lsid:ipni.org:names:208858-2","308622","Potamogeton lucens","species","wfo-4000031022","L.","Potamogetonaceae","","",NA,"Potamogeton","","lucens","","species","Valid","Sp. Pl. : 126 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 126 1753  to Sp. Pl. : 126 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308622 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-308622","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-308622","",FALSE,"","",""
"19","Potamogeton compressus","Potamogeton compressus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,18,1,"wfo-0000769769","urn:lsid:ipni.org:names:323118-2","308518","Potamogeton compressus","species","wfo-4000031022","L.","Potamogetonaceae","","",NA,"Potamogeton","","compressus","","species","Valid","Sp. Pl. : 127 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 127 1753  to Sp. Pl. : 127 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308518 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-308518","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-308518","",FALSE,"","",""
"20","Potamogeton foliosus foliosus","Potamogeton foliosus  foliosus",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9,19,1,"wfo-0000769825","urn:lsid:ipni.org:names:208806-2","308570","Potamogeton foliosus","species","wfo-4000031022","Raf.","Potamogetonaceae","","",NA,"Potamogeton","","foliosus","","species","Valid","Med. Repos. , ser. 2, 5: 354 (1808)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Med. Repos. 5: 354 1808  to Med. Repos. , ser. 2, 5: 354 (1808), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","http://www.theplantlist.org/tpl1.1/record/kew-308570","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-308570","",FALSE,"","",""
"21","Potamogeton sibiricus","Potamogeton sibiricus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,20,1,"wfo-0000769993","urn:lsid:ipni.org:names:603414-1","308721","Potamogeton sibiricus","species","wfo-4000031022","A.Benn.","Potamogetonaceae","","",NA,"Potamogeton","","sibiricus","","species","Valid","J. Bot. 28: 300 (1890)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from J. Bot. 28: 300 1890  to J. Bot. 28: 300 (1890), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308721 >The P","http://www.theplantlist.org/tpl1.1/record/kew-308721","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-308721","",FALSE,"","",""
"22","Potamogeton pusillus","Potamogeton pusillus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,21,1,"wfo-0000769966","urn:lsid:ipni.org:names:208919-2","308698","Potamogeton pusillus","species","wfo-4000031022","L.","Potamogetonaceae","","",NA,"Potamogeton","","pusillus","","species","Valid","Sp. Pl. : 127 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 127 1753  to Sp. Pl. : 127 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-308698 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-308698","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-308698","",FALSE,"","",""
"23","Veratrum viride eschscholtzii","Veratrum viride eschscholtzii",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,14,22,1,"wfo-0000751734","urn:lsid:ipni.org:names:543543-1","291258","Veratrum viride","species","wfo-4000040131","Aiton","Melanthiaceae","","",NA,"Veratrum","","viride","","species","Valid","Hort. Kew. 3: 422 (1789)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Hort. Kew. [W. Aiton] 3: 422. 1789  to Hort. Kew. 3: 422 (1789), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:543543-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-291258","",FALSE,"","",""
"24","Veratrum viride eschscholtzii","Veratrum viride eschscholtzii",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,14,22,2,"wfo-0000751735","urn:lsid:ipni.org:names:77247712-1","291259","Veratrum viride","species","wfo-4000040131","Röhl.","Melanthiaceae","","",NA,"Veratrum","","viride","","species","Valid","Deutschl. Fl. ed. 2, 2: 237. 1812 (1812)","Accepted","","",NA,"Source in seed data: wcs Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/543543-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More details ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:543543-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-291259","",FALSE,"","",""
"25","Paris quadrifolia","Paris quadrifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,23,1,"wfo-0000715208","urn:lsid:ipni.org:names:539724-1","283886","Paris quadrifolia","species","wfo-4000028211","L.","Melanthiaceae","","",NA,"Paris","","quadrifolia","","species","Valid","Sp. Pl. : 367 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 367 1753  to Sp. Pl. : 367 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-283886 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-283886","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-283886","",FALSE,"","",""
"26","Fritillaria camschatcensis","Fritillaria camschatcensis ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,24,1,"wfo-0000767712","urn:lsid:ipni.org:names:535082-1","306541","Fritillaria camschatcensis","species","wfo-4000015067","Ker Gawl.","Liliaceae","","",NA,"Fritillaria","","camschatcensis","","species","Valid","Bot. Mag. 30: t. 1216 (1809)","Accepted","","wfo-0000684834",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Ker Gawl. to Ker Gawl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-306541 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-306541","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-306541","",FALSE,"","",""
"27","Goodyera repens","Goodyera repens ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,25,1,"wfo-0000974755","urn:lsid:ipni.org:names:1088707-2","91902","Goodyera repens","species","wfo-4000016055","(L.) R.Br. in W.T.Aiton","Orchidaceae","","",NA,"Goodyera","","repens","","species","Valid","Hortus Kew. 5: 198 (1813)","Accepted","","wfo-0000304871",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) R.Br. to (L.) R.Br. in W.T.Aiton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-91902 >The Pl","http://www.theplantlist.org/tpl1.1/record/kew-91902","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-91902","",FALSE,"","",""
"28","Allium strictum","Allium strictum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,26,1,"wfo-0000757456","urn:lsid:ipni.org:names:528932-1","296690","Allium strictum","species","wfo-4000001260","Schrad.","Amaryllidaceae","","",NA,"Allium","","strictum","","species","Valid","Hort. Gott. : 7 (1809)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Hort. Goett. I. 1.  to Hort. Gott. : 7 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-296690 >The Pla","http://www.theplantlist.org/tpl1.1/record/kew-296690","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-296690","",FALSE,"","",""
"29","Juncus minutulus","Juncus minutulus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,27,1,"wfo-0000776914","urn:lsid:ipni.org:names:77084798-1","315477","Juncus minutulus","species","wfo-4000019671","(Albert & Jahand.) Prain","Juncaceae","","",NA,"Juncus","","minutulus","","species","Valid","Index Kew. , Suppl. 5: 143 (1921)","Accepted","","wfo-0000776065",NA,"Source in seed data: iopi Update namepublishedIn from Index Kew. Suppl. 5: 143. 1921  to Index Kew. , Suppl. 5: 143 (1921), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-315477","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-315477","",TRUE,"Synonym","wfo-0000776913","Juncus minutulus"
"30","Juncus minutulus","Juncus minutulus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,27,2,"wfo-0000776914","urn:lsid:ipni.org:names:77084798-1","315477","Juncus minutulus","species","wfo-4000019671","(Albert & Jahand.) Prain","Juncaceae","","",NA,"Juncus","","minutulus","","species","Valid","Index Kew. , Suppl. 5: 143 (1921)","Accepted","","wfo-0000776065",NA,"Source in seed data: iopi Update namepublishedIn from Index Kew. Suppl. 5: 143. 1921  to Index Kew. , Suppl. 5: 143 (1921), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-315477","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-315477","",FALSE,"","",""
"31","Juncus tenuis","Juncus tenuis ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,28,1,"wfo-0000777403","urn:lsid:ipni.org:names:304453-2","315959","Juncus tenuis","species","wfo-4000019671","Willd.","Juncaceae","","",NA,"Juncus","","tenuis","","species","Valid","Sp. Pl., ed. 4 , 2: 214 (1799)","Accepted","","",NA,"Source in seed data: iopi Update namepublishedIn from Sp. Pl. 2: 214 1799  to Sp. Pl., ed. 4 , 2: 214 (1799), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-31595","http://www.theplantlist.org/tpl1.1/record/kew-315959","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-315959","",FALSE,"","",""
"32","Luzula piperi","Luzula piperi ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,29,1,"wfo-0000778070","urn:lsid:ipni.org:names:146258-2","316634","Luzula piperi","species","wfo-4000022464","M.E.Jones","Juncaceae","","",NA,"Luzula","","piperi","","species","Valid","Bull. Montana State Univ., Biol. Ser. 15: 22 (1910)","Accepted","","wfo-0000775671",NA,"Source in seed data: iopi Updated scientificnameAuthorship from (Coville) M.E.Jones to M.E.Jones, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-316634 >The Plant","http://www.theplantlist.org/tpl1.1/record/kew-316634","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-316634","",FALSE,"","",""
"33","Schoenoplectus validus","Schoenoplectus validus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,30,1,"wfo-0000528404","urn:lsid:ipni.org:names:1019164-1","263102","Schoenoplectus tabernaemontani","species","wfo-4000034542","(C.C.Gmel.) Palla","Cyperaceae","","",NA,"Schoenoplectus","","tabernaemontani","","species","Valid","Bot. Jahrb. Syst. 10: 299 (1888)","Accepted","","wfo-0000546312",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 10: 299 1888  to Bot. Jahrb. Syst. 10: 299 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-263102","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-263102","",TRUE,"Synonym","wfo-0000528572","Schoenoplectus validus"
