"","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"106","Spiraea betulifolia","Spiraea betulifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,92,1,"wfo-0000988650","","16694","Spiraea betulifolia","species","","Pursh","Rosaceae","","",NA,"Spiraea","","betulifolia","","species","","Flora Americae septentrionalis ; 1814 342 1814","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-16694 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-16694 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-16694","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-16694","",FALSE,"","",""
"107","Spiraea betulifolia","Spiraea betulifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,92,2,"wfo-0000988657","","16702","Spiraea betulifolia","species","","Hook.","Rosaceae","","",NA,"Spiraea","","betulifolia","","species","","Flora boreali-americana ; 1829 172 1832","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-16702 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-16702 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-16702","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-16702","",FALSE,"","",""
"108","Spiraea betulifolia","Spiraea betulifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,92,3,"wfo-0001015251","urn:lsid:ipni.org:names:30000765-2","6211","Spiraea betulifolia","species","wfo-4000036101","Pall.","Rosaceae","","",NA,"Spiraea","","betulifolia","","species","Valid","Fl. Ross. 1: 33 (1784)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Flora rossica ; 1784 33, t.16 1784  to Fl. Ross. 1: 33 (1784), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp","http://www.theplantlist.org/tpl1.1/record/rjp-6211","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-6211","",FALSE,"","",""
"109","Luetkea pectinata","Luetkea pectinata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,93,1,"wfo-0001013556","urn:lsid:ipni.org:names:144490-2","5759","Luetkea pectinata","species","wfo-4000022406","(Pursh) Kuntze","Rosaceae","","",NA,"Luetkea","","pectinata","","species","Valid","Revis. Gen. Pl. 1: 217 (1891)","Accepted","","wfo-0001013557",NA,"Source in seed data: rjp Update namepublishedIn from Revisio generum plantarum ; 1891 217 1891  to Revis. Gen. Pl. 1: 217 (1891), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/rjp-5759","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-5759","",FALSE,"","",""
"110","Potentilla anserina yukonensis","Potentilla anserina yukonensis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,11,94,1,"wfo-0001016615","urn:lsid:ipni.org:names:727641-1","724","Potentilla anserina","species","wfo-4000031030","L.","Rosaceae","","",NA,"Potentilla","","anserina","","species","Valid","Sp. Pl. : 495 (1753)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 495 1753  to Sp. Pl. : 495 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:727641-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-724","",FALSE,"","",""
"111","Chamaerhodos grandiflora","Chamaerhodos grandiflora ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,95,1,"wfo-0000987403","urn:lsid:ipni.org:names:722156-1","15231","Chamaerhodos grandiflora","species","wfo-4000007629","Ledeb.","Rosaceae","","",NA,"Chamaerhodos","","grandiflora","","species","Valid","Fl. Altaic. 1: 431 (1829)","Accepted","","wfo-0000987405",NA,"Source in seed data: rjp Updated scientificnameAuthorship from (Pall. ex Schult.) Bunge to Ledeb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-15231 >The Plant","http://www.theplantlist.org/tpl1.1/record/rjp-15231","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-15231","",FALSE,"","",""
"112","Fragaria virginiana glauca","Fragaria virginiana glauca",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,7,96,1,"wfo-0001005555","urn:lsid:ipni.org:names:318974-2","38099","Fragaria virginiana","species","wfo-4000014995","Mill.","Rosaceae","","",NA,"Fragaria","","virginiana","","species","Valid","Gard. Dict. ed. 8 : Fragaria n.º 2 (1768)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Gard. Dict., ed. 8. [textus s.n.] Fragaria no. 2. 1768 [16 Apr 1768]  to Gard. Dict. ed. 8 : Fragaria n.º 2 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in","http://www.theplantlist.org/tpl1.1/record/rjp-38099","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-38099","",FALSE,"","",""
"113","Fragaria virginiana glauca","Fragaria virginiana glauca",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,7,96,2,"wfo-0001006453","","40226","Fragaria virginiana","species","","Eaton","Rosaceae","","",NA,"Fragaria","","virginiana","","species","","A Manual of botany ; 1833 148 1833","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40226 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40226 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-40226","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-40226","",FALSE,"","",""
"114","Fragaria virginiana glauca","Fragaria virginiana glauca",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,7,96,3,"wfo-0001006454","","40227","Fragaria virginiana","species","","Rydb.","Rosaceae","","",NA,"Fragaria","","virginiana","","species","","; 1896 496 1896","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40227 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40227 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-40227","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-40227","",FALSE,"","",""
"115","Fragaria virginiana glauca","Fragaria virginiana glauca",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,7,96,4,"wfo-0001006455","","40228","Fragaria virginiana","species","","Hook.","Rosaceae","","",NA,"Fragaria","","virginiana","","species","","Flora boreali-americana ; 1829 185 1832","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40228 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40228 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-40228","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-40228","",FALSE,"","",""
"116","Fragaria virginiana glauca","Fragaria virginiana glauca",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,7,96,5,"wfo-0001006458","","40231","Fragaria virginiana","species","","A.Gray","Rosaceae","","",NA,"Fragaria","","virginiana","","species","","Plantae fendlerianae novi-mexicanae ; 1849 42 1849","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40231 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40231 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-40231","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-40231","",FALSE,"","",""
"117","Fragaria virginiana glauca","Fragaria virginiana glauca",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,7,96,6,"wfo-0001005555","urn:lsid:ipni.org:names:318974-2","38099","Fragaria virginiana","species","wfo-4000014995","Mill.","Rosaceae","","",NA,"Fragaria","","virginiana","","species","Valid","Gard. Dict. ed. 8 : Fragaria n.º 2 (1768)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Gard. Dict., ed. 8. [textus s.n.] Fragaria no. 2. 1768 [16 Apr 1768]  to Gard. Dict. ed. 8 : Fragaria n.º 2 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in","http://www.theplantlist.org/tpl1.1/record/rjp-38099","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-38099","",TRUE,"Synonym","wfo-0001012815","Fragaria virginiana"
"118","Sorbus sambucifolia","Sorbus sambucifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,1,"wfo-0000990548","","19113","Sorbus sambucifolia","species","","hort.","Rosaceae","","",NA,"Sorbus","","sambucifolia","","species","","","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-19113 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-19113 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-19113","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-19113","",FALSE,"","",""
"119","Sorbus sambucifolia","Sorbus sambucifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,2,"wfo-0001015088","urn:lsid:ipni.org:names:240783-2","6186","Sorbus decora","species","wfo-4000035797","(Sarg.) C.K.Schneid.","Rosaceae","","",NA,"Sorbus","","decora","","species","Valid","Bull. Herb. Boissier , sér. 2, 6: 313 (1906)","Accepted","","wfo-0001015177",NA,"Source in seed data: rjp Update namepublishedIn from ; 1906 313 1906  to Bull. Herb. Boissier , sér. 2, 6: 313 (1906), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/rjp-6186","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-6186","",TRUE,"Synonym","wfo-0000991288","Sorbus sambucifolia"
"120","Sorbus sambucifolia","Sorbus sambucifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,3,"wfo-0000991988","","20873","Sorbus sambucifolia","species","","Howell","Rosaceae","","",NA,"Sorbus","","sambucifolia","","species","","A flora of northwest America ; 1897 164 1898","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-20873 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-20873 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-20873","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-20873","",FALSE,"","",""
"121","Sorbus sambucifolia","Sorbus sambucifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,4,"wfo-0000999374","","29408","Sorbus sambucifolia","species","","Trautv.","Rosaceae","","",NA,"Sorbus","","sambucifolia","","species","","Flora Manshuriae ; 1901 473 1904","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-29408 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-29408 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-29408","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-29408","",FALSE,"","",""
"122","Sorbus sambucifolia","Sorbus sambucifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,5,"wfo-0000999375","","29409","Sorbus sambucifolia","species","","Ledeb.","Rosaceae","","",NA,"Sorbus","","sambucifolia","","species","","Die Gattungen der Pomaceen ; 1890 15 1890","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-29409 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-29409 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-29409","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-29409","",FALSE,"","",""
"123","Sorbus sambucifolia","Sorbus sambucifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,6,"wfo-0001011363","urn:lsid:ipni.org:names:741955-1","51988","Sorbus sambucifolia","species","","M.Roem.","Rosaceae","","",NA,"Sorbus","","sambucifolia","","species","","Syn. Rosifl. 139. 1847 [Apr 1847]","Unchecked","","",NA,"Source in seed data: rjp Updated Author from Maxim. to M.Roem., according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-51988 >The Plant List v.1.1.</a","http://www.theplantlist.org/tpl1.1/record/rjp-51988","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-51988","",FALSE,"","",""
"124","Sorbus sambucifolia","Sorbus sambucifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,7,"wfo-0001015117","","6189","Sorbus sambucifolia","species","wfo-4000035797","(Cham. & Schltdl.) M.Roem.","Rosaceae","","",NA,"Sorbus","","sambucifolia","","species","Valid","Fam. Nat. Syn. Monogr. 3: 139. 1847 [Apr 1847]","Accepted","","wfo-0000983466",NA,"Source in seed data: rjp Updated namePublishedIn from Familiarum naturalium regni vegetabilis synopses monographicae 3, Rosiflorae ; 1847 139 1847  to Fam. Nat. Syn. Monogr. 3: 139. 1847 [Apr 1847] , according to IPNI. Information provided by Alan E. on ","http://www.theplantlist.org/tpl1.1/record/rjp-6189","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-6189","",FALSE,"","",""
"125","Smelowskia bifurcata","Smelowskia bifurcata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,98,1,"wfo-0001217191","urn:lsid:ipni.org:names:289876-1","4102226","Smelowskia bifurcata","species","wfo-4000035617","(Ledeb.) Botsch.","Brassicaceae","","",NA,"Smelowskia","","bifurcata","","species","Valid","Novosti Sist. Vyssh. Rast. 1968: 140 (1968)","Accepted","","wfo-0001217719",NA,"Source in seed data: tro Updated scientificnameAuthorship from (Turcz. ex Ledeb.) Botsch. to (Ledeb.) Botsch., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-4102","http://www.theplantlist.org/tpl1.1/record/tro-4102226","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4102226","",FALSE,"","",""
"126","Smelowskia pyriformis","Smelowskia pyriformis ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,99,1,"wfo-0001216786","urn:lsid:ipni.org:names:237537-2","4101458","Smelowskia pyriformis","species","wfo-4000035617","W.H.Drury & Rollins","Brassicaceae","","",NA,"Smelowskia","","pyriformis","","species","Valid","Rhodora 54: 108 (1952)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Rhodora 54(640): 108–110, f. 3B 1952  to Rhodora 54: 108 (1952), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/tro-4101458","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4101458","",FALSE,"","",""
"127","Parrya nudicaulis interior","Parrya nudicaulis interior",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,9,100,1,"wfo-0000396926","urn:lsid:ipni.org:names:287993-1","550201","Parrya nudicaulis","species","wfo-4000028255","(L.) Boiss.","Brassicaceae","","",NA,"Parrya","","nudicaulis","","species","Valid","Fl. Orient. [Boissier] 1: 159. 1867 [Apr-Jun 1867]","Accepted","","wfo-0000587246",NA,"Source in seed data: cmp Updated namepublishedIn from Fl. Orient. 1: 159 1867  to Fl. Orient. [Boissier] 1: 159. 1867 [Apr-Jun 1867] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.or","http://www.theplantlist.org/tpl1.1/record/kew-2411880","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2411880","",FALSE,"","",""
"128","Parrya nudicaulis interior","Parrya nudicaulis interior",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,9,100,2,"wfo-0001216496","urn:lsid:ipni.org:names:60435147-2","4100587","Parrya nudicaulis","species","wfo-4000028255","(L.) Regel","Brassicaceae","","",NA,"Parrya","","nudicaulis","","species","Valid","Bull. Soc. Imp. Naturalistes Moscou 34(II): 176 (1862)","Accepted","","wfo-0000587246",NA,"Source in seed data: tro Update namepublishedIn from Bull. Soc. Imp. Naturalistes Moscou 43: 256. 1870  to Bull. Soc. Imp. Naturalistes Moscou 34(II): 176 (1862), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60435147-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4100587","",FALSE,"","",""
"129","Cardamine amara","Cardamine amara ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,101,1,"wfo-0000586435","urn:lsid:ipni.org:names:280132-1","830819","Cardamine amara","species","wfo-4000006656","L.","Brassicaceae","","",NA,"Cardamine","","amara","","species","Valid","Sp. Pl. : 656 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 656 1753  to Sp. Pl. : 656 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2699395 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2699395","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2699395","",FALSE,"","",""
"130","Cardamine pensylvanica","Cardamine pensylvanica ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,102,1,"wfo-0000587327","urn:lsid:ipni.org:names:280567-1","831671","Cardamine pensylvanica","species","wfo-4000006656","Muhl. ex Willd.","Brassicaceae","","",NA,"Cardamine","","pensylvanica","","species","Valid","Sp. Pl., ed. 4 , 3: 486 (1800)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 3: 486 1800  to Sp. Pl., ed. 4 , 3: 486 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-270024","http://www.theplantlist.org/tpl1.1/record/kew-2700248","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2700248","",FALSE,"","",""
"131","Swida sericea","Swida sericea ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,103,1,"wfo-0000924839","urn:lsid:ipni.org:names:66169-2","47505","Cornus sericea","species","wfo-4000009342","L.","Cornaceae","","",NA,"Cornus","","sericea","","species","Valid","Mant. Pl. 2: 199 (1771)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mant. Pl. 2: 199 1771  to Mant. Pl. 2: 199 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-47505 >The ","http://www.theplantlist.org/tpl1.1/record/kew-47505","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-47505","",TRUE,"Synonym","wfo-0000317804","Swida sericea"
"132","Polemonium pulcherrimum pulcherrimum","Polemonium pulcherrimum pulcherrimum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,13,104,1,"wfo-0001099804","urn:lsid:ipni.org:names:205080-2","25800472","Polemonium pulcherrimum","species","wfo-4000030638","Hook.","Polemoniaceae","","",NA,"Polemonium","","pulcherrimum","","species","Valid","Bot. Mag. 57: t. 2979 (1830)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bot. Mag. 57: pl. 2979 1830  to Bot. Mag. 57: t. 2979 (1830), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-","http://www.theplantlist.org/tpl1.1/record/tro-25800472","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-25800472","",FALSE,"","",""
"133","Primula incana","Primula incana ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,105,1,"wfo-0001105383","urn:lsid:ipni.org:names:210214-2","26400181","Primula incana","species","wfo-4000031131","M.E.Jones","Primulaceae","","",NA,"Primula","","incana","","species","Valid","Proc. Calif. Acad. Sci. , ser. 2, 5: 306 (1895)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Proc. Calif. Acad. Sci., ser. 2, 5(18): 706–707 1895  to Proc. Calif. Acad. Sci. , ser. 2, 5: 306 (1895), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=","http://www.theplantlist.org/tpl1.1/record/tro-26400181","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-26400181","",FALSE,"","",""
"134","Primula mistassinica","Primula mistassinica ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,106,1,"wfo-0000483755","urn:lsid:ipni.org:names:210225-2","699828","Primula mistassinica","species","wfo-4000031131","Michx.","Primulaceae","","",NA,"Primula","","mistassinica","","species","Valid","Fl. Bor.-Amer. 1: 124 (1803)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Bor.-Amer. 1: 124 1803  to Fl. Bor.-Amer. 1: 124 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2","http://www.theplantlist.org/tpl1.1/record/kew-2565404","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2565404","",FALSE,"","",""
"135","Douglasia gormanii","Douglasia gormanii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,107,1,"wfo-0000534506","urn:lsid:ipni.org:names:700233-1","769601","Androsace constancei","species","wfo-4000002012","Wendelbo","Primulaceae","","",NA,"Androsace","","constancei","","species","Valid","Aarbok Univ. Bergen, Mat.-Naturvitensk. Ser. 19: 27 (1961)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from in Arbok Univ. Berg., Mat.-Nat. 1961, No. 19, 27 (1961).  to Aarbok Univ. Bergen, Mat.-Naturvitensk. Ser. 19: 27 (1961), information provided by Alan E. on email Jun. 07 2021 More details could be foun","http://www.theplantlist.org/tpl1.1/record/kew-2637476","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2637476","",TRUE,"Synonym","wfo-0000654808","Douglasia gormanii"
"136","Vaccinium uliginosum occidentale","Vaccinium uliginosum occidentale",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,12,108,1,"wfo-0000422453","urn:lsid:ipni.org:names:30184367-2","595489","Vaccinium uliginosum","species","wfo-4000039926","L.","Ericaceae","Vaccinioideae","",NA,"Vaccinium","","uliginosum","","species","Valid","Sp. Pl. : 350 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 350 1753  to Sp. Pl. : 350 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2457998 >The Plant ","https://padme.rbge.org.uk/wfo/wfo-0000422453","The Ericaceae Taxonomic Expert Network","A","kew-2457998","",FALSE,"","",""
"137","Prunella vulgaris lanceolata","Prunella vulgaris lanceolata",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,11,109,1,"wfo-0000283746","urn:lsid:ipni.org:names:455176-1","166020","Prunella vulgaris","species","wfo-4000031279","L.","Lamiaceae","","",NA,"Prunella","","vulgaris","","species","Valid","Sp. Pl. : 600 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 600 1753  to Sp. Pl. : 600 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-166020 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-166020","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-166020","",FALSE,"","",""
"138","Stachys palustris pilosa","Stachys palustris pilosa",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,110,1,"wfo-0000314357","urn:lsid:ipni.org:names:459820-1","195411","Stachys palustris","species","wfo-4000036243","L.","Lamiaceae","","",NA,"Stachys","","palustris","","species","Valid","Sp. Pl. : 580 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 580 1753  to Sp. Pl. : 580 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-195411 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-195411","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-195411","",FALSE,"","",""
