"","scientificName"
"6625","Salicornia rubra"
"6626","Pulmonaria saccharata"
"6627","Carex spicata"
"6628","Carex obtusata"
"6629","Calystegia spithamaea"
"6630","Agalinis tenuifolia"
"6631","Salix triandra"
"6632","Spiraea vanhouttei"
"6633","Aconitum variegatum"
"6634","Alchemilla venosa"
"6635","Veronicastrum virginicum"
"6636","Echium vulgare  subsp. pustulatum"
"6637","Vitis vulpina"
"6638","Cardamine parviflora"
"6639","Festuca valesiaca"
"6640","Festuca amethystina"
"6641","Carex acutiformis"
"6642","Carex hispida"
"6643","Euonymus alatus"
"6644","Euonymus indicus"
"6645","Penstemon albidus"
"6646","Melica altissima"
"6647","Linnaea amabilis"
"6648","Tilia americana"
"6649","Sanguisorba annua"
"6650","Eryngium floribundum"
"6651","Eryngium petiolatum"
"6652","Poa arida"
"6653","Bidens aristosa"
"6654","Rosa arkansana"
"6655","Muhlenbergia asperifolia"
"6656","Erysimum asperum"
"6657","Lepidium aucheri"
"6658","Baptisia australis"
"6659","Populus x berolinensis"
"6660","Spiraea betulifolia"
"6661","Lespedeza bicolor"
"6662","Catalpa bignonioides"
"6663","Teucrium botrys"
"6664","Rubus caesius"
"6665","Rubus pseudojaponicus"
"6666","Acer campestre"
"6667","Erysimum capitatum"
"6668","Spiraea chamaedrifolia"
"6669","Lycium chinense"
"6670","Dianthus chinensis"
"6671","Tanacetum coccineum"
"6672","Phaseolus coccineus"
"6673","Conoclinium coelestinum"
"6674","Cotinus coggygria"
"6675","Eriochloa contracta"
"6676","Tragopogon crantzii"
"6677","Bromus danthoniae"
"6678","Rosa dumetorum"
"6679","Aralia elata"
"6680","Iris ensata"
"6681","Euphorbia epithymoides"
"6682","Chamaerhodos erecta"
"6683","Chamaerhodos erecta  subsp. nuttallii"
"6684","Taraxacum ceratophorum"
"6685","Jacobaea erucifolia  subsp. erucifolia"
"6686","Salix euxina"
"6687","Pityopsis falcata"
"6688","Symphyotrichum falcatum"
"6689","Symphyotrichum falcatum  var. commutatum"
"6690","Yucca flaccida"
"6691","Tridens flavus"
"6692","Perilla frutescens"
"6693","Caragana frutex"
"6694","Ajuga genevensis"
"6695","Cephalaria gigantea"
"6696","Festuca gigantea"
"6697","Festuca paniculata"
"6698","Clinopodium glabellum"
"6699","Clinopodium glabrum"
"6700","Ampelopsis glandulosa"
"6701","Prunus glandulosa"
"6702","Galium glaucum"
"6703","Astragalus glycyphyllos"
"6704","Euphorbia glyptosperma"
"6705","Potentilla grandiflora"
"6706","Potentilla tommasiniana"
"6707","Rudbeckia grandiflora"
"6708","Helianthus grosseserratus"
"6709","Calystegia hederacea"
"6710","Populus x heimburgeri"
"6711","Rosa hemisphaerica"
"6712","Sesbania herbacea"
"6713","Helianthus hirsutus"
"6714","Vincetoxicum hirundinaria"
"6715","Euphorbia humistrata"
"6716","Succisella inflexa"
"6717","Philadelphus inodorus"
"6718","Clematis integrifolia"
"6719","Silphium integrifolium"
"6720","Silphium integrifolium var. integrifolium"
"6721","Zoysia japonica"
"6722","Salix x jesupii"
"6723","Lespedeza intermixta"
"6724","Lespedeza cuneata  var. cuneata"
"6725","Cladrastis kentukea"
"6726","Paeonia lactiflora"
"6727","Ipomoea lacunosa"
"6728","Crataegus laevigata"
"6729","Ampelamus laevis"
"6730","Elymus lanceolatus"
"6731","Nicotiana longiflora"
"6732","Oenothera filiformis"
"6733","Euphorbia lucida"
"6734","Actaea x ludovicii"
"6735","Trillium luteum"
"6736","Orthocarpus luteus"
"6737","Helianthus luxurians"
"6738","Verbascum lychnitis"
"6739","Lonicera maackii"
"6740","Sagina maxima"
"6741","Najas minor"
"6742","Thalictrum minus"
"6743","Tragopogon mirabilis"
"6744","Tragopogon mirus"
"6745","Ribes missouriense"
"6746","Helianthus mollis"
"6747","Helianthus strumosus"
"6748","Hydrocharis morsus-ranae"
"6749","Salix myrsinifolia"
"6750","Amelanchier neglecta"
"6751","Vincetoxicum nigrum"
"6752","Ornithogalum nutans"
"6753","Oenothera nuttallii"
"6754","Ellisia nyctelea"
"6755","Symphoricarpos occidentalis"
"6756","Pluchea odorata"
"6757","Althaea officinalis"
"6758","Paeonia officinalis"
"6759","Carduus x orthocephalus"
"6760","Berberis ottawensis"
"6761","Neottia ovata"
"6762","Amaranthus x ozanonii"
"6763","Alcea biennis"
"6764","Penstemon pallidus"
"6765","Rumex pallidus"
"6766","Sonchus palustris"
"6767","Stellaria palustris"
"6768","Hydrangea paniculata"
"6769","Carex parryana"
"6770","Noccaea perfoliata"
"6771","Limonium platyphyllum"
"6772","Carex praegracilis"
"6773","Salvia pratensis"
"6774","Philadelphus pubescens"
"6775","Iris pumila"
"6776","Echinacea purpurea"
"6777","Marsilea quadrifolia"
"6778","Amelanchier quinti-martii"
"6779","Nepeta racemosa"
"6780","Paspalum racemosum"
"6781","Eriochloa sericea"
"6782","Conyza ramosissima"
"6783","Lunaria rediviva"
"6784","Berberis repens"
"6785","Polemonium reptans"
"6786","Syringa reticulata"
"6787","Thermopsis rhombifolia"
"6788","Solidago rigida  subsp. humilis"
"6789","Populus"
"6790","Ipomopsis rubra"
"6791","Spiraea salicifolia"
"6792","Geranium sanguineum"
"6793","Cucumis sativus"
"6794","Aurinia saxatilis"
"6795","Salvia sclarea"
"6796","Lonicera sempervirens"
"6797","Gentiana septemfida"
"6798","Cleomella serrulata"
"6799","Cleome usambarica"
"6800","Oenothera serrulata"
"6801","Eleutherococcus sieboldianus"
"6802","Rorippa sinuata"
"6803","Bromus sitchensis  var. aleutensis"
"6804","Corydalis solida"
"6805","Veronica spicata"
"6806","Veronica incana"
"6807","Distichlis spicata"
"6808","Apera spica-venti"
"6809","Silene stellata"
"6810","Galium sylvaticum"
"6811","Galium aristatum"
"6812","Hylotelephium telephioides"
"6813","Eragrostis tephrosanthos"
"6814","Pachysandra terminalis"
"6815","Pinellia ternata"
"6816","Sedum ternatum"
"6817","Clematis terniflora"
"6818","Xanthisma texanum"
"6819","Xanthisma texanum  var. drummondii"
"6820","Lespedeza thunbergii"
"6821","Prunus tomentosa"
"6822","Rudbeckia triloba"
"6823","Rudbeckia triloba var. triloba"
"6824","Penstemon tubiflorus"
"6825","Triticum aethiopicum"
"6826","Triticum turgidum"
"6827","Coreopsis delphiniifolia"
"6828","Coreopsis verticillata"
"6829","Clematis viorna"
"6830","Tradescantia virginiana"
"6831","Forsythia viridissima"
"6832","Cuphea viscosissima"
"6833","Cuphea lutescens"
"6834","Limonium vulgare"
"6835","Rosa xanthina"
"6836","Rosa ecae"
"6837","Lysimachia ciliata"
"6838","Rhamnus davurica"
"6839","Sparganium emersum"
"6840","Salix eriocephala"
"6841","Potentilla gracilis"
"6842","Stachys officinalis"
"6843","Euphorbia polygonifolia"
"6844","Agrimonia repens"
"6845","Agrimonia procera"
"6846","Hieracium scabrum"
"6847","Rosa tomentosa"
"6848","Rosa clinophylla"
"6849","Thermopsis villosa"
"6850","Hieracium albiflorum"
"6851","Cephalaria alpina"
"6852","Clarkia amoena"
"6853","Rorippa amphibia"
"6854","Euonymus atropurpureus"
"6855","Euonymus hamiltonianus"
"6856","Agoseris aurantiaca"
"6857","Veronica bachofenii"
"6858","Verbena bipinnatifida"
"6859","Nepeta camphorata"
"6860","Teucrium canadense  var. occidentale"
"6861","Polygonum careyi"
"6862","Scopolia carniolica"
"6863","Lysimachia clethroides"
"6864","Gymnocladus dioica"
"6865","Polygonum erectum"
"6866","Diplotaxis erucoides"
"6867","Paronychia fastigiata"
"6868","Rudbeckia fulgida"
"6869","Rudbeckia fulgida  var. sullivantii"
"6870","Alchemilla glaucescens"
"6871","Nepeta grandiflora"
"6872","Nepeta nepetella"
"6873","Nepeta latifolia"
"6874","Carex hartmanii"
"6875","Stellaria holostea"
"6876","Helictotrichon hookeri"
"6877","Butomus junceus"
"6878","Digitalis lutea"
"6879","Aconitum lycoctonum"
"6880","Aconitum orientale"
"6881","Cerinthe major"
"6882","Hordeum montanense"
"6883","Juglans nigra"
"6884","Silene nivea"
"6885","Thuja occidentalis"
"6886","Trifolium pannonicum"
"6887","Potentilla pensylvanica"
"6888","Scleranthus perennis"
"6889","Hosta plantaginea"
"6890","Lobelia puberula"
"6891","Erigeron pulchellus"
"6892","Erigeron caucasicus  subsp. caucasicus"
"6893","Erigeron uniflorus  subsp. uniflorus"
"6894","Erigeron glabellus"
"6895","Liatris pycnostachya"
"6896","Liatris pycnostachya  var. pycnostachya"
"6897","Askellia pygmaea"
"6898","Cotoneaster racemiflorus"
"6899","Anemonoides ranunculoides"
"6900","Anemonastrum richardsonii"
"6901","Plantago rugelii"
"6902","Nicotiana x sanderae"
"6903","Polygala sanguinea"
"6904","Cirsium scariosum"
"6905","Elymus smithii"
"6906","Eragrostis spectabilis"
"6907","Liatris spicata"
"6908","Phlox stolonifera"
"6909","Pilosella stoloniflora"
"6910","Hieracium stoloniflorum"
"6911","Geranium sylvaticum"
"6912","Chaerophyllum temulum"
"6913","Pycnanthemum tenuifolium"
"6914","Potentilla thuringiaca"
"6915","Potentilla tundricola"
"6916","Polygala verticillata"
"6917","Pycnanthemum verticillatum"
"6918","Syringa villosa"
"6919","Physalis virginiana"
"6920","Chenopodium berlandieri  var. bushianum"
"6921","Lycium europaeum"
"6922","Picea glauca"
"6923","Polygonum oxyspermum  subsp. raii"
"6924","Rumex alexidis"
"6925","Atriplex aucheri"
"6926","Viola bicolor"
"6927","Andropogon hallii"
"6928","Caragana halodendron"
"6929","Halimodendron halodendron"
"6930","Argemone polyanthemos"
"6931","Euphorbia virgata"
"6932","Veronica serpyllifolia subsp. humifusa"
"6933","Silene sibirica"
"6934","Phacelia thermalis"
"6935","Festuca auriculata"
"6936","Potentilla biennis"
"6937","Deschampsia danthonioides"
"6938","Thalictrum dasycarpum"
"6939","Hackelia deflexa"
"6940","Hackelia deflexa  var. americana"
"6941","Deschampsia elongata"
"6942","Microsteris gracilis"
"6943","Helianthus pauciflorus  subsp. subrhomboideus"
"6944","Stachys pilosa"
"6945","Striga angustifolia"
"6946","Desmostachya bipinnata"
"6947","Aremonia agrimonioides"
"6948","Stratiotes aloides"
"6949","Arabis collina"
"6950","Nonea pulla"
"6951","Phytolacca esculenta"
"6952","Tulipa gesneriana"
"6953","Euthamia graminifolia"
"6954","Linum narbonense"
"6955","Viola cucullata"
"6956","Calla palustris"
"6957","Sarracenia purpurea"
"6958","Muhlenbergia schreberi"
"6959","Geranium sibiricum"
"6960","Vallisneria spiralis"
"6961","Glyceria striata"
"6962","Melilotus sulcatus"
"6963","Salvia sylvestris"
"6964","Erica tetralix"
"6965","Oplismenus undulatifolius"
"6966","Aldrovanda vesiculosa"
"6967","Erysimum virgatum"
"6968","Carex vulpinoidea"
"6969","Eleocharis palustris"
"6970","Daucus pusillus"
"6971","Malva assurgentiflora"
"6972","Phyla nodiflora  var. reptans"
"6973","Parasenegalia visco"
"6974","Vachellia aroma"
"6975","Persicaria hydropiperoides"
"6976","Vachellia macracantha"
"6977","Lythrum maritimum"
"6978","Rhynchosia minima"
"6979","Eriochloa montevidensis"
"6980","Cenchrus myosuroides"
"6981","Ambrosia cumanensis"
"6982","Indigofera truxillensis"
"6983","Sporobolus virginicus"
"6984","Pseudognaphalium aldunateoides"
"6985","Eriophyllum ambrosiodes"
"6986","Acaena argentea"
"6987","Solanum argenteum"
"6988","Polypogon australis"
"6989","Pseudognaphalium cheiranthifolium"
"6990","Gnaphalium cheiranthifolium"
"6991","Aristotelia chilensis"
"6992","Geranium core-core"
"6993","Rumex foliosus"
"6994","Origanum majorana"
"6995","Oxalis laxa"
"6996","Calandrinia monandra"
"6997","Acaena ovalifolia"
"6998","Oenothera picensis"
"6999","Gamochaeta stachydifolia"
"7000","Gilia valdiviensis"
"7001","Persicaria acuminata"
"7002","Jacobaea aquatica"
"7003","Clematis bonariensis"
"7004","Bidens laevis"
"7005","Persicaria campanulata"
"7006","Rubus constrictus"
"7007","Leontodon hirtus"
"7008","Leontodon kotschyi"
"7009","Eleocharis acicularis"
"7010","Erodium geoides"
"7011","Cyperus difformis"
"7012","Clematis campestris"
"7013","Cynoglossum zeylanicum"
"7014","Knautia integrifolia"
"7015","Bothriochloa laguroides"
"7016","Vicia linearifolia"
"7017","Vicia parviflora"
"7018","Vicia caroliniana"
"7019","Bidens pseudocosmos"
"7020","Porophyllum ruderale"
"7021","Ambrosia arborescens"
"7022","Ambrosia artemisioides"
"7023","Vachellia horrida"
"7024","Senegalia pennata"
"7025","Sium latifolium"
"7026","Deschampsia setacea"
"7027","Calendula tripterocarpa"
"7028","Acmella glaberrima"
"7029","Ammannia latifolia"
"7030","Ammannia coccinea"
"7031","Helenium autumnale"
"7032","Poa glauca"
"7033","Honckenya peploides"
"7034","Selkirkia limense"
"7035","Bothriochloa saccharoides"
"7036","Poa stenantha"
"7037","Poa attenuata"
"7038","Reseda decursiva"
"7039","Phalaris caroliniana"
"7040","Phalaris amethystina"
"7041","Lardizabala funaria"
"7042","Centaurium cachanlahuen"
"7043","Hordeum chilense"
"7044","Stellaria chilensis"
"7045","Tristerix corymbosus"
"7046","Sanicula crassicaulis"
"7047","Anemone decapetala"
"7048","Callitriche lechleri"
"7049","Ugni molinae"
"7050","Daucus montanus"
"7051","Micropsis nana"
"7052","Amblyopappus pusillus"
"7053","Lobelia tupa"
"7054","Schizachyrium sanguineum"
"7055","Poa alpigena"
"7056","Saxifraga umbrosa"
"7057","Selaginella apoda"
"7058","Cyperus conglomeratus"
"7059","Cyperus squarrosus"
"7060","Daucus carota  subsp. sativus"
"7061","Brassica cretica"
"7062","Buchloe dactyloides"
"7063","Ulmus laevis"
"7064","Zea mexicana"
"7065","Ribes multiflorum"
"7066","Oenothera odorata"
"7067","Homalocladium platycladum"
"7068","Amaranthus polygonoides"
"7069","Amaranthus polygamus"
"7070","Buphthalmum salicifolium"
"7071","Aeonium spathulatum"
"7072","Pinus thunbergii"
"7073","Kalanchoe tubiflora"
"7074","Sporobolus pyramidatus"
"7075","Cuscuta australis"
"7076","Glebionis carinata"
"7077","Mikania cordata"
"7078","Trigonella foenum-graecum"
"7079","Cuscuta japonica"
"7080","Ranunculus japonicus"
"7081","Euphorbia kansuensis"
"7082","Centipeda minima"
"7083","Amaranthus roxburghianus"
"7084","Dianthus sylvestris"
"7085","Dianthus boissieri"
"7086","Aegilops tauschii"
"7087","Equisetum variegatum"
"7088","Hydrocotyle vulgaris"
"7089","Lilium hansonii"
"7090","Vicia venosa"
"7091","Justicia adhatoda"
"7092","Musa basjoo"
"7093","Helenium bigelovii"
"7094","Prunella grandiflora"
"7095","Alopecurus japonicus"
"7096","Ligustrum obtusifolium  subsp. microphyllum"
"7097","Solanum virginianum"
"7098","Pittosporum tobira"
"7099","Smallanthus uvedalia"
"7100","Erigeron bellioides"
"7101","Pleioblastus gramineus"
"7102","Eriocaulon melanocephalum"
"7103","Chamaecrista nictitans  subsp. patellaria"
"7104","Eragrostis perennans"
"7105","Triodanis perfoliata  subsp. biflora"
"7106","Urena procumbens"
"7107","Narcissus tazetta  subsp. chinensis"
"7108","Potamogeton vaseyi"
"7109","Mentha canadensis"
"7110","Senna surattensis"
"7111","Striga asiatica"
"7112","Orobanche brassicae"
"7113","Bombax ceiba"
"7114","Sida cordata"
"7115","Agave fourcroydes"
"7116","Dracaena angustifolia"
"7117","Cordyline fruticosa"
"7118","Erechtites hieracifolia"
"7119","Cucumis maderaspatanus"
"7120","Chamaecrista mimosoides"
"7121","Oenothera oakesiana"
"7122","Elephantopus tomentosus"
"7123","Solanum donianum"
"7124","Anredera vesicaria"
"7125","Eucalyptus globulus  subsp. maidenii"
"7126","Ipomoea aquatica"
"7127","Curio radicans"
"7128","Hippeastrum vittatum"
"7129","Ranunculus marginatus"
"7130","Argyreia obtusifolia"
"7131","Elatine americana"
"7132","Sonneratia apetala"
"7133","Mimosa bimucronata"
"7134","Hyptis brevipes"
"7135","Lobelia chevalieri"
"7136","Crossostephium chinense"
"7137","Aucklandia costus"
"7138","Arachis duranensis"
"7139","Derris elliptica"
"7140","Ochrosia elliptica"
"7141","Senna x floribunda"
"7142","Senna corymbosa"
"7143","Senna racemosa  var. racemosa"
"7144","Senna fruticosa"
"7145","Zornia gibbosa"
"7146","Canavalia gladiata"
"7147","Cameraria latifolia"
"7148","Morinda lucida"
"7149","Lagascea decipiens"
"7150","Lagascea mollis"
"7151","Euphorbia neriifolia"
"7152","Euphorbia nivulia"
"7153","Alpinia officinarum"
"7154","Acmella paniculata"
"7155","Alternanthera paronychioides"
"7156","Baccharis sagittalis"
"7157","Pluchea sagittalis"
"7158","Hippeastrum striatum"
"7159","Cissampelopsis volubilis"
"7160","Decalobanthus boisianus"
"7161","Zephyranthes minuta"
"7162","Melanopsidium nigrum"
"7163","Cinchona pubescens"
"7164","Euphorbia antiquorum"
"7165","Tribulus cistoides"
"7166","Piper betle"
"7167","Ipomoea eriocarpa"
"7168","Tagetes minima"
"7169","Alysicarpus rugosus"
"7170","Spilanthes acmella"
"7171","Blainvillea acmella"
"7172","Thunbergia affinis"
"7173","Dioscorea arachidna"
"7174","Oenothera gaura"
"7175","Cinchona calisaya"
"7176","Acmella ciliata"
"7177","Euphorbia ebracteolata"
"7178","Etlingera elatior"
"7179","Mussaenda erythrophylla"
"7180","Cenchrus caliculatus"
"7181","Cereus repandus"
"7182","Dianthera comata"
"7183","Sanvitalia procumbens"
"7184","Linum striatum"
"7185","Solanum wrightii"
"7186","Cleome rutidosperma  var. burmanni"
"7187","Trifolium eximium"
"7188","Sclerocarpus africanus"
"7189","Clarkia pulchella"
"7190","Ludwigia affinis"
"7191","Quassia amara"
"7192","Bulbostylis barbata  subsp. barbata"
"7193","Delilia biflora"
"7194","Erythroxylum coca"
"7195","Exallage auricularia"
"7196","Spermacoce hispida"
"7197","Cassia javanica"
"7198","Cassia ferruginea  var. velloziana"
"7199","Cassia sieberiana"
"7200","Heliconia latispatha"
"7201","Kibatalia laurifolia"
"7202","Alstonia macrophylla"
"7203","Derris microphylla"
"7204","Brachypterum microphyllum"
"7205","Fleischmannia microstemon"
"7206","Cyperus prolixus"
"7207","Ochroma pyramidale"
"7208","Glinus radiatus"
"7209","Melaleuca glauca"
"7210","Colocasia antiquorum"
"7211","Mascarenhasia arborescens"
"7212","Albizia chinensis"
"7213","Libidibia coriaria"
"7214","Nypa fruticans"
"7215","Oryza glaberrima"
"7216","Artabotrys hainanensis"
"7217","Crepis hypochoeridea"
"7218","Dillenia indica"
"7219","Pleopeltis macrocarpa"
"7220","Piper nigrum"
"7221","Biancaea sappan"
"7222","Cleome spinosa"
"7223","Vigna unguiculata  subsp. stenophylla"
"7224","Drymaria villosa"
"7225","Remusatia vivipara"
"7226","Thymus vulgaris"
"7227","Massularia acuminata"
"7228","Fittonia albivenis"
"7229","Mimosa pigra  var. asperata"
"7230","Tristellateia australasiae"
"7231","Polyscias balfouriana"
"7232","Blumea balsamifera"
"7233","Bambusa bambos"
"7234","Styrax benzoin"
"7235","Lindackeria bukobensis"
"7236","Haematoxylum brasiletto"
"7237","Pogostemon cablin"
"7238","Lysimachia candida"
"7239","Brassica carinata"
"7240","Parmentiera cereifera"
"7241","Terminalia chebula"
"7242","Brownea coccinea"
"7243","Brownea rosa-de-monte"
"7244","Asystasia congensis"
"7245","Vincetoxicum congolanum"
"7246","Dyera costulata"
"7247","Agathis dammara"
"7248","Tabernaemontana divaricata"
"7249","Tabernaemontana donnell-smithii"
"7250","Spondias dulcis"
"7251","Dacryodes edulis"
"7252","Salvia farinacea"
"7253","Axonopus flexuosus"
"7254","Chonemorpha fragrans"
"7255","Myristica fragrans"
"7256","Osmanthus fragrans"
"7257","Psidium friedrichsthalianum"
"7258","Uncaria gambir"
"7259","Themeda gigantea"
"7260","Sonchus macrocarpus"
"7261","Sonchus gigas"
"7262","Clerodendrum glandulosum"
"7263","Syncarpia glomulifera"
"7264","Beaumontia grandiflora"
"7265","Palaquium gutta"
"7266","Napoleonaea heudelotii"
"7267","Scorzonera hispanica"
"7268","Brownea hybrida"
"7269","Napoleonaea imperialis"
"7270","Gerbera jamesonii"
"7271","Gardenia jasminoides"
"7272","Brucea javanica"
"7273","Thysanolaena latifolia"
"7274","Curcuma longa"
"7275","Glinus lotoides  var. virens"
"7276","Tagetes lucida"
"7277","Solanum quitoense"
"7278","Solanum macrocarpon"
"7279","Aframomum melegueta"
"7280","Cuphea micropetala"
"7281","Cuphea llavea"
"7282","Chrysopogon nigritanus"
"7283","Boehmeria nivea"
"7284","Chamaepentas nobilis"
"7285","Salvia occidentalis"
"7286","Brunfelsia pauciflora"
"7287","Telfairia pedata"
"7288","Ciliosemina pedunculata"
"7289","Bellucia pentamera"
"7290","Schizostachyum pergracile"
"7291","Graptophyllum pictum"
"7292","Rondeletia purdiei"
"7293","Pimenta racemosa"
"7294","Episcia reptans"
"7295","Cycas revoluta"
"7296","Feijoa sellowiana"
"7297","Turnera subulata"
"7298","Peperomia tetraphylla"
"7299","Guazuma ulmifolia"
"7300","Piper umbellatum"
"7301","Calea urticifolia"
"7302","Congea velutina"
"7303","Chonemorpha verrucosa"
"7304","Calophyllum inophyllum"
"7305","Passiflora rubra"
"7306","Plectranthus scutellarioides"
"7307","Triumfetta semitriloba"
"7308","Ficus tinctoria"
"7309","Phyllostachys bissetii"
"7310","Araucaria columnaris"
"7311","Acacia crassicarpa"
"7312","Alocasia cucullata"
"7313","Araucaria cunninghamii"
"7314","Ludwigia peploides"
"7315","Acacia aulacocarpa"
"7316","Pleurolobus gangeticus"
"7317","Dovyalis hebecarpa"
"7318","Piper methysticum"
"7319","Cerbera odollam"
"7320","Passiflora ligularis"
"7321","Schizachyrium pseudeulalia"
"7322","Xanthium pungens"
"7323","Ximenia americana"
"7324","Nephrolepis obliterata"
"7325","Pluchea carolinensis"
"7326","Neurolaena lobata"
"7327","Dracaena angolensis"
"7328","Nelumbo nucifera"
"7329","Paesia scaberula"
"7330","Leptospermum scoparium"
"7331","Adiantum trapeziforme"
"7332","Enteropogon unispiceus"
"7333","Coccoloba uvifera"
"7334","Camonea vitifolia"
"7335","Costus woodsonii"
"7336","Oldenlandiopsis callitrichoides"
"7337","Cyathula achyranthoides"
"7338","Solanum albidum"
"7339","Senna alexandrina"
"7340","Senna alexandrina  var. alexandrina"
"7341","Myosotis alpestris"
"7342","Geranium bicknellii"
"7343","Andropogon bicornis"
"7344","Cymbopogon caesius"
"7345","Anthurium bogotense"
"7346","Fuchsia boliviana"
"7347","Fuchsia sanctae-rosae"
"7348","Imperata brasiliensis"
"7349","Brasiliopuntia brasiliensis"
"7350","Orthrosanthus chimboracensis"
"7351","Fraxinus chinensis"
"7352","Lobelia cliffortiana"
"7353","Musa coccinea"
"7354","Euclasta condylotricha"
"7355","Lepidium costaricense"
"7356","Canscora diffusa"
"7357","Chaptalia exscapa"
"7358","Drymaria gracilis"
"7359","Cyperus haspan"
"7360","Salvia hispanica"
"7361","Indigofera subulata  var. scabra"
"7362","Streptosolen jamesonii"
"7363","Cruciata laevipes"
"7364","Tripsacum laxum"
"7365","Euphorbia leucocephala"
"7366","Eragrostis mokensis"
"7367","Sedum moranense"
"7368","Anthurium oxybelium"
"7369","Trichocereus macrogonus  var. pachanoi"
"7370","Rorippa pinnata"
"7371","Oenothera pubescens"
"7372","Abrus pulchellus"
"7373","Abrus melanospermus  subsp. melanospermus"
"7374","Spirodela punctata"
"7375","Gynerium sagittatum"
"7376","Leucaena shannonii"
"7377","Guadua superba"
"7378","Phaulopsis talbotii"
"7379","Torenia thouarsii"
"7380","Sisyrinchium tinctorium"
"7381","Acacia verticillata"
"7382","Acacia ulicifolia"
"7383","Vigna vexillata"
"7384","Fragaria virginiana"
"7385","Guadua weberbaueri"
"7386","Artabotrys hexapetalus"
"7387","Heliotropium arborescens"
"7388","Dracaena draco"
"7389","Pluchea ovalis"
"7390","Fallopia aubertii"
"7391","Agrostis avenacea"
"7392","Banisteriopsis caapi"
"7393","Eragrostis elongata"
"7394","Megaskepasma erythrochlamys"
"7395","Penstemon gentianoides"
"7396","Lippia origanoides"
"7397","Antigonon guatimalense"
"7398","Arthraxon hispidus"
"7399","Zephyranthes lindleyana"
"7400","Alocasia longiloba"
"7401","Lupinus mexiae"
"7402","Axonopus scoparius"
"7403","Ismene narcissiflora"
"7404","Sicana odorifera"
"7405","Alpinia purpurata"
"7406","Oxalis rosea"
"7407","Kaempferia rotunda"
"7408","Chloracantha spinosa"
"7409","Musa textilis"
"7410","Musa velutina"
"7411","Eragrostis viscosa"
"7412","Eragrostis curtipedicellata"
"7413","Crotalaria vitellina"
"7414","Falcaria vulgaris"
"7415","Arracacia xanthorrhiza"
"7416","Cnidoscolus aconitifolius"
"7417","Inga acreana"
"7418","Senna aculeata"
"7419","Reimarochloa acuta"
"7420","Orobanche aegyptiaca"
"7421","Corchorus aestuans"
"7422","Kigelia africana"
"7423","Hyptis alata"
"7424","Brosimum alicastrum"
"7425","Calathea allouia"
"7426","Cymbidium aloifolium"
"7427","Lepidagathis alopecuroides"
"7428","Oncidium baueri"
"7429","Oncidium altissimum"
"7430","Triplaris americana"
"7431","Craniolaria annua"
"7432","Croton argenteus"
"7433","Achyranthes aspera  var. indica"
"7434","Ficus auriculata"
"7435","Piper auritum"
"7436","Pontederia azurea"
"7437","Myroxylon balsamum"
"7438","Erythrina berteroana"
"7439","Trimezia caerulea"
"7440","Xiphidium caeruleum"
"7441","Rauvolfia caffra"
"7442","Desmodium cajanifolium"
"7443","Davallia canariensis"
"7444","Bergia capensis"
"7445","Butia capitata"
"7446","Zingiber capitatum"
"7447","Cyclanthera carthagenensis"
"7448","Dioscorea cavenensis"
"7449","Eriochrysis cayanensis"
"7450","Calamus ciliaris"
"7451","Agdestis clematidea"
"7452","Lonicera confusa"
"7453","Bontia daphnoides"
"7454","Paspalum densum"
"7455","Viguiera dentata"
"7456","Potamogeton diversifolius"
"7457","Potamogeton spirillus"
"7458","Pandanus dubius"
"7459","Garcinia dulcis"
"7460","Chamaedorea elegans"
"7461","Citharexylum ellipticum"
"7462","Angiopteris evecta"
"7463","Phyllostachys flexuosa"
"7464","Lagerstroemia floribunda"
"7465","Entada gigas"
"7466","Canna glauca"
"7467","Pandanus gracilis"
"7468","Alternanthera halimifolia"
"7469","Nephrolepis hirsutula"
"7470","Corchorus hirtus"
"7471","Ardisia humilis"
"7472","Ardisia javanica"
"7473","Kalanchoe integra"
"7474","Terminalia ivorensis"
"7475","Calamus jenkinsianus"
"7476","Bromelia karatas"
"7477","Clerodendrum lindleyi"
"7478","Flemingia lineata"
"7479","Sida linifolia"
"7480","Dypsis lutescens"
"7481","Ptychosperma macarthurii"
"7482","Ruellia macrophylla"
"7483","Calamus manan"
"7484","Vigna marina"
"7485","Crotalaria maypurensis"
"7486","Panicum mertensii"
"7487","Cirsium mexicanum"
"7488","Zingiber montanum"
"7489","Leptochloa mucronata"
"7490","Inga mucuna"
"7491","Terminalia muelleri"
"7492","Calamus inermis"
"7493","Eryngium nasturtiifolium"
"7494","Leptochloa nealleyi"
"7495","Begonia nelumbiifolia"
"7496","Odontonema nitidum"
"7497","Pennisetum orientale"
"7498","Pontederia paniculata"
"7499","Poranopsis paniculata"
"7500","Vitex parviflora"
"7501","Bromelia pinguin"
"7502","Pongamia pinnata"
"7503","Myriophyllum pinnatum"
"7504","Cavanillesia platanifolia"
"7505","Spathoglottis plicata"
"7506","Nicotiana plumbaginifolia"
"7507","Zephyranthes puertoricensis"
"7508","Inga punctata"
"7509","Cissus quadrangularis"
"7510","Helenium quadridentatum"
"7511","Typhonium roxburghii"
"7512","Laelia rubescens"
"7513","Inga ruiziana"
"7514","Russelia sarmentosa"
"7515","Psidium oligospermum"
"7516","Dalea scandens"
"7517","Polypodium scolopendrium"
"7518","Rauvolfia serpentina"
