"","scientificName","speciesKey"
"10793","Senecio leucanthemifolius",7624085
"10794","Seseli libanotis",3034133
"10795","Hieracium liljeholmii",4210985
"10796","Hieracium limbifloccum",4210969
"10797","Rubus loehrii",2990359
"10798","Hieracium longidens",4210367
"10799","Hieracium luzuleti",3135095
"10800","Hieracium maciatum",4209773
"10801","Centaurea macroptilon",3128269
"10802","Spiraea x macrothyrsa",3027355
"10803","Hieracium macrurum",4209341
"10804","Gunnera magellanica",3723590
"10805","Conopodium majus",6026760
"10806","Hieracium malacophyllum",4209163
"10807","Hieracium maurostylum",4208771
"10808","Taxus media",6420771
"10809","Tsuga mertensiana",2687201
"10810","Hieracium mesopoliotrichum",4208209
"10811","Potentilla micrantha",5367683
"10812","Hieracium microcodon",4208045
"10813","Sagina micropetala",3808928
"10814","Hieracium mimeticum",4207938
"10815","Scilla mischtschenkoana",2767312
"10816","Hieracium monstrosum",4207615
"10817","Seseli montanum",6026420
"10818","Rubus montanus",2990387
"10819","Hieracium mucroniferum",4207483
"10820","Helleborus niger",3033107
"10821","Hieracium nigrisquameum",4206208
"10822","Hieracium obtusius",4255669
"10823","Hieracium ohlsenii",4255418
"10824","Hieracium oligostictum",4255265
"10825","Hieracium onychodontum",4255158
"10826","Hieracium otophorum",4254725
"10827","Hieracium parallelisquameum",4253589
"10828","Symphyotrichum x tardiflorum",3151558
"10829","Molopospermum peloponnesiacum",6026454
"10830","Hieracium perexpansum",4252806
"10831","Hieracium phaeoprasum",4252260
"10832","Arabis planisiliqua",5374933
"10833","Hieracium platyanthelum",4251475
"10834","Heracleum platytaenium",3628682
"10835","Taraxacum plumbeum",5394342
"10836","Herniaria polygama",3594045
"10837","Polygonum polystachyum var. polystachyum",NA
"10838","Hieracium porphyrostictum",4250748
"10839","Hieracium protractifrons",4249738
"10840","Cotoneaster przewalskii",3025736
"10841","Hieracium pseudopachyodon",4248794
"10842","Hieracium psiloloma",4248272
"10843","Ranunculus psilostachys",3927846
"10844","Hieracium psilurum",4248232
"10845","Hieracium psittacinum",4248228
"10846","Hieracium ptilophorum",4248201
"10847","Hieracium pulchelliceps",8605056
"10848","Dennstaedtia punctilobula",2650777
"10849","Orobanche purpurea",3730307
"10850","Hieracium quadridentatum",4247709
"10851","Hieracium radiiflorum",4247522
"10852","Hieracium retusulum",4247037
"10853","Lathyrus rotundifolius",5356384
"10854","Rubus rudis",8170843
"10855","Senecio sarracenicus",7903764
"10856","Lotus corniculatus  subsp. corniculatus",5357013
"10857","Rubus sciocharis",8271817
"10858","Hieracium semiornatum",4244518
"10859","Rubus senticosus",8645348
"10860","Hieracium seriflorum",4244351
"10861","Aster sibiricus",5396081
"10862","Saxifraga sibthorpii",3032781
"10863","Crocus sieberi",2747530
"10864","Rubus siekensis",2990513
"10865","Cnidium silaifolium",7318426
"10866","Rubus silvaticus",2994750
"10867","Chenopodium simplex",7407436
"10868","Rosa x spaethiana",3011238
"10869","Hieracium spaniotrichum",4243716
"10870","Hieracium sparsiguttatum",4243630
"10871","Alchemilla speciosa",3028148
"10872","Spiranthes spiralis",2805322
"10873","Hieracium spodiocladum",4243263
"10874","Hieracium spodiolepis",4243260
"10875","Ligularia stenocephala",5395542
"10876","Hieracium stenocranoides",4242951
"10877","Carex straminea",8175762
"10878","Hieracium strengnense",4242595
"10879","Hieracium striatisquameum",4242561
"10880","Hieracium strictipes",4242538
"10881","Hieracium subedentatum",4241871
"10882","Hieracium subhorizontale",4241597
"10883","Hieracium subinquilinum",4241552
"10884","Hieracium symmetricum",4240232
"10885","Prunus tenella",3022879
"10886","Waldsteinia ternata",5370006
"10887","Anemonella thalictroides",3033114
"10888","Taraxacum tortilobum",5394131
"10889","Hieracium tristicolor",4238277
"10890","Hesperis tristis",3042221
"10891","Hieracium tytthopogon",4238025
"10892","Hieracium unguiculatum",4237739
"10893","Hieracium unguiferum",4237725
"10894","Galanthus x valentinei",2855433
"10895","Milium vernale",2706195
"10896","Cytisus x versicolor",7504629
"10897","Cynoglossum wallichii",2925818
"10898","Hieracium wendelianum",4235963
"10899","Hieracium xenophytum",4235570
"10900","Hemerocallis yezoensis",2781042
"10901","Hieracium yxnerumense",4235530
"10902","Allium zebdanense",2857341
"10903","Hieracium zygophorum",4235443
"10904","Boerhavia acutifolia",3701024
"10905","Lepidium capense",5376616
"10906","Cardiospermum corindum",3189932
"10907","Carpobrotus dimidiatus",3703534
"10908","Rothmannia globosa",2906181
"10909","Senna italica  subsp. arachoides",2957095
"10910","Deparia japonica",2650993
"10911","Campuloclinium macrocephalum",3142398
"10912","Agrostis montevidensis",4119826
"10913","Rubus pascuus",2997417
"10914","Chenopodium phillipsianum",3757539
"10915","Ludwigia polycarpa",7828806
"10916","Fuirena pubescens",2719050
"10917","Lipotriche scandens  subsp. dregei",9571367
"10918","Gamochaeta spiciformis",3139652
"10919","Pycnostachys urticifolia",10390320
"10920","Rumex usambarensis",4034949
"10921","Salvadora angustifolia",5580748
"10922","Eugenia aschersoniana",9401078
"10923","Justicia congestiflora",3769060
"10924","Phyllanthus casticum",5381327
"10925","Indigofera diversifolia",2972374
"10926","Asparagus umbellulatus",2768828
"10927","Phyllanthus pervilleanus",5382230
"10928","Barleria decaisneana",3773242
"10929","Strychnos spinosa",5414400
"10930","Hydnocarpus pentandrus",3877971
"10931","Dendrolobium umbellatum",2946798
"10932","Commelina longifolia",2764028
"10933","Gaillardia aestivalis",5387851
"10934","Ochna ciliata",3694999
"10935","Memecylon caeruleum",3865316
"10936","Selaginella myosurus",4940384
"10937","Eucalyptus staigeriana",3176229
"10938","Aframomum angustifolium",2758823
"10939","Pentadesma butyracea",3189435
"10940","Dendrobium crumenatum",5316744
"10941","Leea guineense",4160417
"10942","Pogostemon heyneanus",3900033
"10943","Melochia lanceolata",7636373
"10944","Cola nitida",5406687
"10945","Desmodium arechavaletae",2967783
"10946","Leea rubra",4160420
"10947","Hymenaea verrucosa",7818661
"10948","Leucas zeylanica  var. walkeri",7621903
"10949","Latania lontaroides",2739279
"10950","Cymbopogon pruinosus",4138195
"10951","Plectranthus africanus",10154203
"10952","Ipomoea asarifolia",2928595
"10953","Microstachys chamaelea",3074608
"10954","Oxycaryum cubense",2710884
"10955","Laggera decurrens",3098715
"10956","Bouffordia dichotoma",10854344
"10957","Plectranthus esculentus",2926640
"10958","Macrotyloma geocarpum",2976970
"10959","Scirpoides holoschoenus",2718201
"10960","Chrysobalanus icaco  subsp. atacorensis",2985082
"10961","Commiphora kerstingii",3992660
"10962","Terminalia neotaliala",3699469
"10963","Ficus polita",5569755
"10964","Exacum quinquenervium",3840655
"10965","Malachra radiata",3152762
"10966","Dalechampia scandens",3055569
"10967","Piper arboreum",7304860
"10968","Carpentaria acuminata",5293727
"10969","Dracaena angustifolia",5304502
"10970","Acmella brachyglossa",5386734
"10971","Dracaena braunii",5304712
"10972","Salvinia cucullata",5579449
"10973","Copernicia prunifera",2738262
"10974","Dracaena reflexa",5304436
"10975","Cassia javanica  subsp. renigera",5357125
"10976","Ligustrum robustum",7826614
"10977","Solanum stramoniifolium",10818253
"10978","Hydrocotyle umbellata",3034614
"10979","Hyophorbe verschaffeltii",2735589
"10980","Orthosiphon aristatus",7308026
"10981","Fimbristylis autumnalis",2708280
"10982","Lepidium bidentatum",5377075
"10983","Fleurya interrupta",2984469
"10984","Ipomoea littoralis",2928596
"10985","Sida pusilla",5406741
"10986","Scleria polycarpa",2712610
"10987","Glycine tabacina",5359681
"10988","Thelypteris unita",11854926
"10989","Acacia dodonaeifolia",2979547
"10990","Portulaca macrantha",4022910
"10991","Semiaquilegia adoxoides",7276576
"10992","Aster arenarius",3093945
"10993","Acalypha alopecuroides",3056763
"10994","Sisyrinchium atlanticum",5296111
"10995","Sedum bulbiferum",5690559
"10996","Hygrophila corymbosa",5415353
"10997","Ajuga decumbens",8292939
"10998","Leucocasia gigantea",2870285
"10999","Neptunia gracilis",5353541
"11000","Euphorbia graminea",7686145
"11001","Cabomba haynesii",2882444
"11002","Limnophila heterophylla",5563158
"11003","Azolla filiculoides  subsp. filiculoides",NA
"11004","Prunus japonica",7853438
"11005","Eutrema japonicum",5375216
"11006","Dopatrium junceum",3172223
"11007","Alsophila lepifera",7936045
"11008","Hydrocotyle leucocephala",6026968
"11009","Crotalaria linifolia",2942058
"11010","Cayratia maritima",11189797
"11011","Erica muscari",5681960
"11012","Anthoxanthum odoratum  subsp. nipponicum",4133640
"11013","Callitriche peploides",5372499
"11014","Emilia praetermissa",5401483
"11015","Indigofera bungeana",2971649
"11016","Ceratopteris pteridoides",7588886
"11017","Bromus pubescens",2703700
"11018","Setaria punctata",5673714
"11019","Alternanthera reineckii",3674859
"11020","Alstonia scholaris",5414410
"11021","Malva sinensis",3934756
"11022","Hygrophila stricta",5575154
"11023","Crotalaria triquetra",2942244
"11024","Ficus altissima",5361907
"11025","Brugmansia arborea",5341759
"11026","Solanum atropurpureum",2930310
"11027","Selaginella biformis",3710063
"11028","Myrica cerifera",3168995
"11029","Millettia dura",5355670
"11030","Lindackeria fragrans",3879706
"11031","Jatropha gossypiifolia  var. gossypiifolia",3072900
"11032","Picrasma javanica",3708935
"11033","Podocarpus latifolius",8019970
"11034","Mimosa latispinosa",2969983
"11035","Ipomoea lobata",3680996
"11036","Tecoma nyassae",4091495
"11037","Casuarina obesa",2891935
"11038","Nephrolepis undulata",4196908
"11039","Selaginella perpusilla",7595999
"11040","Schizanthus pinnatus",2928843
"11041","Chrysophyllum roxburghii",5333765
"11042","Leucaena trichandra",2970374
"11043","Sapindus trifoliatus",7714905
"11044","Vigna unguiculata  subsp. tenuis",2982583
"11045","Tarenna grevei",2896355
"11046","Gypsophila acutifolia",8402808
"11047","Linaria angustissima",10123118
"11048","Celtis caucasica",2984492
"11049","Veronica cardiocarpa",7332476
"11050","Zelkova carpinifolia",7467231
"11051","Polygala caucasica",4049196
"11052","Cirsium ciliatum",3112734
"11053","Neotorularia contortuplicata",8580553
"11054","Fritillaria crassifolia",5300736
"11055","Oberna cserei",5384782
"11056","Helleborus dumetorum",7277148
"11057","Nonea echioides",4060691
"11058","Opuntia fragilis",5384113
"11059","Crucianella gilanica",5336587
"11060","Carthamus glaucus",3138274
"11061","Helichrysum italicum",3131614
"11062","Clematis jackmanii",3033584
"11063","Pontederia korsakowii",11070196
"11064","Goldbachia laevigata",5376064
"11065","Rumex larinii",4032668
"11066","Anchusa leptophylla",8353055
"11067","Anthericum liliago",2773902
"11068","Astrantia maxima",3634768
"11069","Limonium meyeri",4089989
"11070","Mentha micrantha",3898579
"11071","Lilium monadelphum",2753056
"11072","Anemonastrum fasciculatum",8870733
"11073","Epilobium nutans",3189153
"11074","Colutea orientalis",2956442
"11075","Capsella orientalis",5375384
"11076","Papaver pavoninum",10920214
"11077","Puccinellia poecilantha",4147038
"11078","Valeriana pumila",7298917
"11079","Carduus pycnocephalus  subsp. cinereus",3114667
"11080","Anacyclus pyrethrum",3148578
"11081","Corispermum redowskii",3759205
"11082","Consolida regalis  subsp. paniculata",3033836
"11083","Euphorbia salicifolia",3070494
"11084","Euphorbia sareptana",3069345
"11085","Nigella segetalis",5616659
"11086","Linaria simplex",8287616
"11087","Atriplex sphaeromorpha",3759716
"11088","Lonicera standishii",5334222
"11089","Secale sylvestre",4121040
"11090","Melilotus tauricus",2971103
"11091","Bufonia tenuifolia",7267943
"11092","Neotorularia torulosa",3047352
"11093","Dianthus trifasciculatus  subsp. pseudobarbatus",8352580
"11094","Valeriana uncinata",4095264
"11095","Urtica chamaedryoides",5361812
"11096","Gilia achilleifolia",5341540
"11097","Gilia achilleifolia  subsp. multicaulis",5341540
"11098","Trisetum cernuum",2704378
"11099","Senecio eremophilus",3107007
"11100","Senecio eremophilus  var. eremophilus",3107007
"11101","Cryptantha fendleri",2926292
"11102","Plagiobothrys figuratus",8164333
"11103","Nemophila menziesii  var. atomaria",2928026
"11104","Hackelia micrantha",2925926
"11105","Trifolium microcephalum",5359025
"11106","Oreocarya spiculifera",2926156
"11107","Cryptantha torreyana",2926145
"11108","Paspalum acuminatum",2705598
"11109","Quercus acutissima",2877959
"11110","Argemone albiflora",2888493
"11111","Bifora americana",5538134
"11112","Acmispon americanus",2975816
"11113","Portulaca amilis",3084711
"11114","Hymenoxys anthemoides",3150132
"11115","Brachiaria arizonica",2705814
"11116","Phyllostachys aureosulcata",5290161
"11117","Salvia azurea",8283204
"11118","Aristida basiramea",2706256
"11119","Oenothera berlandieri",8210205
"11120","Stachys biflora",3884865
"11121","Koelreuteria bipinnata",5421179
"11122","Scribneria bolanderi",9555639
"11123","Ludwigia bonariensis",5421018
"11124","Senecio brasiliensis",4217420
"11125","Selaginella braunii",2688218
"11126","Ammoselinum butleri",3034504
"11127","Verbena canescens",2925489
"11128","Dysphania carinata",10190517
"11129","Commelina caroliniana",7819512
"11130","Prunus cerasoides",3021409
"11131","Hypochaeris chillensis",3093711
"11132","Tephrosia cinerea",5342191
"11133","Malvastrum corchorifolium",3152282
"11134","Ilex cornuta",7315826
"11135","Laennecia coulteri",3111858
"11136","Corydalis crystallina",5334199
"11137","Eragrostis cumingii",2705351
"11138","Brachiaria deflexa",4150831
"11139","Lantana depressa",2925322
"11140","Lantana depressa  var. floridana",2925322
"11141","Mosla dianthera",2926630
"11142","Callicarpa dichotoma",5341132
"11143","Cleome diffusa",9798494
"11144","Physostegia digitalis",2926578
"11145","Scutellaria drummondii",5341346
"11146","Spergularia echinosperma",7721766
"11147","Cyperus entrerianus",2715757
"11148","Convolvulus equitans",2928394
"11149","Tridens eragrostoides",10979363
"11150","Dryopteris erythrosora",7157952
"11151","Dicranopteris flexuosa",5275374
"11152","Wisteria formosa",2960222
"11153","Pyracantha fortuneana",2988224
"11154","Wedelia fruticosa",5386547
"11155","Deutzia gracilis",2985964
"11156","Lonicera heckrottii",7469426
"11157","Croton heptalon",5833331
"11158","Plantago hookeriana",3189719
"11159","Acanthospermum humile",3100377
"11160","Glandularia hybrida",2925616
"11161","Castilleja indivisa",3170612
"11162","Jaborosa integrifolia",2932930
"11163","Sphenopholis interrupta",4153486
"11164","Nama jamaicensis",7155030
"11165","Cayratia japonica",4055350
"11166","Cleyera japonica",8380760
"11167","Xyris jupicai",2692758
"11168","Bothriochloa laguroides  subsp. torreyana",7400786
"11169","Atriplex lampa",8681279
"11170","Pycreus lanceolatus",2730652
"11171","Wahlenbergia linarioides",5413457
"11172","Vittaria lineata",2650246
"11173","Polygala longicaulis",3191437
"11174","Aristida longiseta",4125843
"11175","Marsilea macropoda",5274866
"11176","Wahlenbergia marginata",5413648
"11177","Cucurbita melopepo  subsp. texana",3622950
"11178","Phyllostachys meyeri",5290165
"11179","Liriope muscari",5549949
"11180","Astragalus nuttallianus",5343134
"11181","Ligustrum obtusifolium",3172296
"11182","Hymenoxys odorata",3150162
"11183","Gypsophila oldhamiana",5384467
"11184","Paspalum eglume",9397821
"11185","Leptochloa panicoides",5673385
"11186","Gladiolus papilio",2749902
"11187","Rumex paraguayensis",2888972
"11188","Indigastrum parviflorum",2966643
"11189","Pyrrhopappus pauciflorus",3145243
"11190","Cruciata pedemontana",5338943
"11191","Lilium philippinense",2753371
"11192","Brachiaria piligera",2705872
"11193","Ranunculus platensis",3033369
"11194","Packera plattensis",3113959
"11195","Polystichum polyblepharum",4046493
"11196","Agarista populifolia",5333366
"11197","Enteropogon prieurii",5290205
"11198","Bouchea prismatica",2925380
"11199","Diaperia prolifera",3086555
"11200","Pectis prostrata",5405515
"11201","Phyllanthus puberus",10701885
"11202","Aristida purpurea",2706261
"11203","Datura quercifolia",7710510
"11204","Ligustrum quihoui",3172299
"11205","Lycoris radiata",2858132
"11206","Eubotrys recurva",2882639
"11207","Lilium regale",2753135
"11208","Nicotiana repanda",2928778
"11209","Cyperus retroflexus",2716024
"11210","Ceratopteris richardii",2651591
"11211","Aeschynomene rudis",2949399
"11212","Acer saccharum  var. schneckii",3189859
"11213","Oldenlandia salzmannii",3847170
"11214","Leptochloa scabra",2703881
"11215","Acalypha setosa",3055977
"11216","Firmiana simplex",3152111
"11217","Arachniodes simplicior",2650954
"11218","Helianthus simulans",3119222
"11219","Oenothera sinuosa",3665147
"11220","Magnolia soulangeana",3153228
"11221","Liriope spicata",3685256
"11222","Kummerowia stipulacea",5352522
"11223","Aster tataricus",7751501
"11224","Hypolepis tenuifolia",7808242
"11225","Croton texensis",3058061
"11226","Acicarpha tribuloides",3170562
"11227","Veronica undulata",3172083
"11228","Sida urens",5406763
"11229","Lantana urticoides",2925335
"11230","Diaperia verna",3086544
"11231","Diaperia verna  var. drummondii",3086544
"11232","Chloris verticillata",5289621
"11233","Sesbania virgata",8033427
"11234","Pluchea yucatanensis",3132686
"11235","Argemone albiflora  subsp. texana",2888493
"11236","Corispermum americanum",6447992
"11237","Ludwigia brevipes",5421000
"11238","Heterotheca camporum",5402008
"11239","Loropetalum chinense",7329104
"11240","Grindelia ciliata",3146211
"11241","Oenothera clelandii",3188824
"11242","Dichelostemma congestum",2772247
"11243","Eragrostis curtipedicellata",2705331
"11244","Phegopteris decursive-pinnata",8198582
"11245","Bacopa egensis",3171180
"11246","Parietaria floridana",5361793
"11247","Stachys floridana",2927237
"11248","Polystichum luctuosum",4046493
"11249","Nemophila maculata",2928034
"11250","Stellaria neglecta",6363436
"11251","Athyrium niponicum",8241853
"11252","Psilotum nudum",2688176
"11253","Exochorda racemosa",3024261
"11254","Bacopa repens",3171181
"11255","Plantago rhodosperma",3189717
"11256","Camellia sasanqua",8307542
"11257","Portulaca umbraticola",3084698
"11258","Pinus virginiana",5285091
"11259","Quercus virginiana",2878092
"11260","Plantago wrightiana",3189732
"11261","Sida abutifolia",5406718
"11262","Fingerhuthia africana",2703276
"11263","Stachys agraria",2927293
"11264","Euphorbia antisyphilitica",3069440
"11265","Tamarix aralensis",2874699
"11266","Passiflora arida",7152067
"11267","Senna artemisioides",7679480
"11268","Draba brachycarpa",3049790
"11269","Tamarix canariensis",2874701
"11270","Hilaria cenchroides",2703058
"11271","Gilia clivorum",5341519
"11272","Paspalum convexum",9097038
"11273","Dimorphotheca cuneata",5402326
"11274","Boehmeria cylindrica",4100434
"11275","Acmispon denticulatus",2975805
"11276","Fraxinus dipetala",3172359
"11277","Macroptilium gibbosifolium",2945016
"11278","Halogeton glomeratus",3083621
"11279","Cerastium gracile",3085434
"11280","Lobelia gruina",5407933
"11281","Echinochloa holciformis",4118811
"11282","Sesuvium humifusum",9380463
"11283","Solanum interius",3798076
"11284","Astrebla lappacea",2702536
"11285","Zea luxurians",5290053
"11286","Tara cacalaco",9554989
"11287","Acmispon micranthus",3908036
"11288","Tragopogon miscellus",5386909
"11289","Euryops multifidus",5394996
"11290","Bismarckia nobilis",2733941
"11291","Zea perennis",5290054
"11292","Houstonia pusilla",5338866
"11293","Chenopodium quinoa",3083935
"11294","Dactyloctenium radulans",2706190
"11295","Dermatophyllum secundiflorum",7594161
"11296","Alyssum simplex",3045042
"11297","Pogonarthria squarrosa",4105701
"11298","Muhlenbergia sylvatica",2704046
"11299","Verbena urticifolia",2925530
"11300","Verbena xutha",2925486
"11301","Rubus aboriginum",2993662
"11302","Nicotiana acuminata",2928781
"11303","Pennisetum advena",9498354
"11304","Geranium aequale",2890996
"11305","Bromus alopercuros  subsp. caroli-henrici",2703696
"11306","Ulmus americana",5361872
"11307","Vicia americana  var. minor",2975204
"11308","Atriplex amnicola",3756750
"11309","Cupaniopsis anacardioides",3189958
"11310","Crucianella angustifolia",5336632
"11311","Prunus angustifolia",7442008
"11312","Cissus antarctica",7130688
"11313","Salvia argentea",2927065
"11314","Gamochaeta argyrinea",3139648
"11315","Oxalis articulata  f. crassipes",2891664
"11316","Festuca arvernensis",2705029
"11317","Pistacia atlantica",3190581
"11318","Ilex pseudoumbelliformis",5534258
"11319","Centaurea babylonica",3128193
"11320","Crepis bakeri",5403569
"11321","Argyrocytisus battandieri",2943815
"11322","Hypericum beanii",3714996
"11323","Anarrhinum bellidifolium",7333435
"11324","Rytidosperma biannulare",4136636
"11325","Verbascum bombyciferum",3741100
"11326","Limonium brassicifolium",7298130
"11327","Rumex britannica",6391465
"11328","Elymus canadensis",5290282
"11329","Cirsium canescens",3112906
"11330","Crotalaria capensis",7685557
"11331","Solanum cardiophyllum",2929226
"11332","Oxalis magellanica",3626991
"11333","Lithraea caustica",3660323
"11334","Aegopogon cenchroides",6067995
"11335","Stachys chamissonis  var. cooleyae",2927294
"11336","Rhodanthe chlorocephala",3137676
"11337","Eremochloa ciliaris",2704346
"11338","Commelina tuberosa",2764792
"11339","Crassula colligata",7809117
"11340","Euchiton collinus",7815591
"11341","Ampelopsis cordata",3039183
"11342","Philadelphus lewisii",2986027
"11343","Oxalis corniculata  subsp. pilosa",7531821
"11344","Teesdalia coronopifolia",3054156
"11345","Ranunculus cortusifolius",6374399
"11346","Sporobolus creber",4150937
"11347","Cistus creticus  subsp. eriocephalus",6438085
"11348","Erodium cygnorum",2891624
"11349","Juncus cyperoides",2701465
"11350","Cytisus dallimorei",5708520
"11351","Opuntia x demissa",5384158
"11352","Aristida dichotoma",2706270
"11353","Juncus diffusissimus",2701229
"11354","Solanum douglasii",2930031
"11355","Marsilea drummondii",7275825
"11356","Paronychia echinulata",5384696
"11357","Koelreuteria elegans",5421178
"11358","Juncus elliottii",2701172
"11359","Haloragis erecta",7329679
"11360","Rumex erubescens",8242651
"11361","Leucaena esculenta",2970372
"11362","Bothriochloa exaristata",2704127
"11363","Arctotis fastuosa",5406147
"11364","Drosera filiformis  var. tracyi",3191183
"11365","Plantago firma",3189745
"11366","Ephedra foeminea",2653458
"11367","Psoralea fruticans",2978009
"11368","Teucrium fruticans",2926902
"11369","Hunnemannia fumariifolia",2888505
"11370","Aegilops geniculata",5289781
"11371","Rhus glabra",3190544
"11372","Atriplex glauca",6035779
"11373","Synotis glomerata",5402664
"11374","Salsola x gobicola",9365901
"11375","Limonium gougetianum",7298070
"11376","Kallstroemia grandiflora",3189896
"11377","Pelargonium grossularioides",2891614
"11378","Tuberaria guttata",2874024
"11379","Muehlenbeckia hastulata",6390838
"11380","Quercus hemisphaerica",5332590
"11381","Lotus hirsutus",5354799
"11382","Heliomeris hispida",4274257
"11383","Hypericum hookerianum",3710851
"11384","Polypogon imberbis",4154206
"11385","Galium intermedium",2913572
"11386","Carex inversa",2727507
"11387","Euchiton involucratus",7951429
"11388","Passiflora jamesonii",3587196
"11389","Rhynchospora kunthii",7580129
"11390","Solanum lanceolatum",2929230
"11391","Cistus lasianthus",8237223
"11392","Phryma leptostachya",2925445
"11393","Mirabilis linearis",3086141
"11394","Delosperma litorale",3084875
"11395","Salvia longistyla",2927011
"11396","Hymenothrix loomisii",3095897
"11397","Echium lusitanicum",2925895
"11398","Beta macrocarpa",5567951
"11399","Genista maderensis",5347773
"11400","Origanum majoricum",3894423
"11401","Nassella manicata",5679380
"11402","Avicennia marina",2925403
"11403","Ampelodesmos mauritanicus",4925448
"11404","Carex mesochorea",2722260
"11405","Raphanus micranthus",3687879
"11406","Carex molesta",2725562
"11407","Coincya monensis",3040600
"11408","Juniperus monosperma",2684633
"11409","Eucalyptus x mortoniana",3716242
"11410","Scorzoneroides muelleri",3133534
"11411","Volutaria muricata",5385959
"11412","Equisetum myriochaetum",8092977
"11413","Sporobolus nealleyi",2704796
"11414","Amphibromus neesii",4105724
"11415","Aegilops neglecta",4138080
"11416","Senna artemisioides  subsp. artemisioides",7679480
"11417","Pennisetum nervosum",5290189
"11418","Amphibromus nervosus",4105703
"11419","Juncus nodatus",2701195
"11420","Buddleja officinalis",3173336
"11421","Cyperus owanii",2714752
"11422","Carthamus oxyacanthus",3138332
"11423","Arum palaestinum",5330523
"11424","Acaena pallida",5370801
"11425","Ficus palmata",7262575
"11426","Geranium palmatum",2890063
"11427","Rumex palustris",2888980
"11428","Kallstroemia parviflora",3189894
"11429","Agrostis perennans",2706477
"11430","Melampodium perfoliatum",3138953
"11431","Solanum peruvianum",2929299
"11432","Brachypodium phoenicoides",5290144
"11433","Spergularia platensis",8343978
"11434","Schinus polygama",4928873
"11435","Moraea polystachya",2744685
"11436","Geranium potentilloides",2890438
"11437","Centaurea calcitrapa  subsp. calcitrapa",3128483
"11438","Limonium preauxii",4088489
"11439","Sisyrinchium pruinosum",5296158
"11440","Silene pseudoatocion",7505952
"11441","Conicosia pugioniformis",3084867
"11442","Eucalyptus pulverulenta",3176788
"11443","Senecio quadridentatus",3107663
"11444","Woodwardia radicans",5275359
"11445","Limonium ramosissimum",7707652
"11446","Acacia redolens",2979055
"11447","Cuscuta reflexa",2927545
"11448","Tomostima reptans",7839918
"11449","Rytidosperma richardsonii",4135740
"11450","Euphorbia rigida",3066151
"11451","Mimulus ringens",9905492
"11452","Pseudognaphalium roseum",3101075
"11453","Crepis rubra",5403562
"11454","Porophyllum ruderale  var. macrocephalum",3103948
"11455","Salsola ryanii",9541006
"11456","Buddleja saligna",3173331
"11457","Cirsium scabrum",3113479
"11458","Aloe schimperi",2777762
"11459","Eragrostis secundiflora",2705409
"11460","Bulbine semibarbata",7412427
"11461","Piptochaetium setosum",8787901
"11462","Rosa sicula",7419884
"11463","Chaenomeles sinensis",3000699
"11464","Euchiton sphaericus",7587923
"11465","Hydrocharis spongia",5329641
"11466","Lomelosia stellata",4102909
"11467","Atriplex stipitata",3759563
"11468","Piptochaetium stipoides",9502380
"11469","Aloiampelos striatula",9287107
"11470","Echium strictum",7764452
"11471","Prosopis strombulifera",5358553
"11472","Penstemon subglaber",3171429
"11473","Centaurea sulphurea",3128151
"11474","Agrostis tandilensis",2706488
"11475","Geranium texanum",2890228
"11476","Carex texensis",8601890
"11477","Viburnum tinus  subsp. rigidum",3856301
"11478","Enchylaena tomentosa",6447669
"11479","Lythrum tribracteatum",3188749
"11480","Asclepias tuberosa",7311881
"11481","Asclepias tuberosa  subsp. interior",3170305
"11482","Penstemon venustus",8169794
"11483","Atriplex vesicaria",3083748
"11484","Salsola villosa",9465030
"11485","Oenothera cinerea",7161122
"11486","Cyperus virens",2714722
"11487","Centaurea virgata",10899369
"11488","Salvia virgata",7982905
"11489","Peltandra virginica",5330182
"11490","Planodes virginicum",5375347
"11491","Leptochloa viscida",2703888
"11492","Heteranthemis viscidehirta",3104078
"11493","Crupina vulgaris",3149958
"11494","Prunus x yedoensis",3021335
"11495","Calamagrostis acutiflora",4127011
"11496","Gentiana andrewsii",3170087
"11497","Caragana aurantiaca",2943255
"11498","Anemopsis californica",3086504
"11499","Lonicera flava",5334229
"11500","Panicum gymnocarpum",2704647
"11501","Euonymus hamiltonianus",7102969
"11502","Rosa x harisonii",3008299
"11503","Chenopodium incisum",7866080
"11504","Malus ioensis",3001596
"11505","Puccinellia lemmonii",2704723
"11506","Viburnum lentago",2888586
"11507","Iberis linifolia",5377256
"11508","Rubus occidentalis",2995851
"11509","Fontanesia phillyreoides",3172322
"11510","Centaurea psammogena",8708866
"11511","Verbascum x pterocaulon",8132715
"11512","Aquilegia pubescens",3033192
"11513","Scutellaria resinosa",5341368
"11514","Ulmus rubra",8002521
"11515","Fallopia scandens",5652201
"11516","Laennecia schiedeana",3111846
"11517","Pseudognaphalium stramineum",3100970
"11518","Spiraea trilobata",3026656
"11519","Stipa webberi",5676918
"11520","Heterotheca zionensis",5402002
"11521","Magnolia acuminata",3153837
"11522","Eupatorium altissimum",5400563
"11523","Rorippa anceps",7698323
"11524","Sabatia angularis",5414514
"11525","Boltonia asteroides  var. latisquama",5393593
"11526","Boltonia asteroides  var. recognita",5393593
"11527","Ambrosia bidentata",3110685
"11528","Juglans x bixbyi",3054371
"11529","Rhododendron calendulaceum",2883036
"11530","Penstemon calycosus",3171380
"11531","Sabatia campestris",5414501
"11532","Halesia carolina",5371655
"11533","Rhododendron carolinianum",2883074
