refinedScientificName,usageKey
Pleiostachya pruinosa,2762184
Pleopeltis angusta,7743417
Pleopeltis macrocarpa,7290349
Pleopeltis michauxiana,7386390
Pleopeltis polypodioides,2650496
Plerandra elegantissima,7916408
Pleroma granulosum,5601452
Pleroma heteromallum,5601449
Pleroma urvilleanum,10863132
Pleroma viminea,5601255
Pleurolobus gangeticus,10781752
Pleurothyrium trianae,5685645
Plinia cauliflora,5415571
Pluchea camphorata,3132651
Pluchea carolinensis,3132710
Pluchea dioscoridis,3132635
Pluchea indica,3132728
Pluchea odorata,3132617
Pluchea ovalis,3132599
Pluchea rufescens,3132670
Pluchea sagittalis,3132634
Pluchea yucatanensis,3132686
Plumbago auriculata,3082283
Plumbago indica,3082286
Plumbago zeylanica,3082282
Plumeria alba,3169673
Plumeria obtusa,3169677
Plumeria pudica,3614691
Plumeria rubra,3169674
Poa alpigena,4270535
Poa arachnifera,2704324
Poa arida,2704272
Poa attalica,10449705
Poa bulbosa,8086756
Poa chaixii,2704211
Poa chapmaniana,2704190
Poa cita,4137852
Poa eminens,2704271
Poa infirma,2704194
Poa jubata,4119952
Poa labillardierei,4119391
Poa nemoralis,2704300
Poa palustris,2704261
Poa remota,2704270
Poa sieberiana,4110879
Poa stenantha,2704314
Poa subfastigiata,4109835
Poa wheeleri,2704239
Podachaenium eminens,3149837
Podalyria sericea,5352146
Podocarpus chinensis,8060638
Podocarpus elatus,5286128
Podocarpus elongatus,9617039
Podocarpus latifolius,5285951
Podocarpus macrophyllus,5285930
Podocarpus neriifolius,5286088
Podocoma hieraciifolia,5385934
Podophyllum hexandrum,3033840
Podophyllum peltatum,3033839
Podospermum laciniatum,5397911
Podospermum laciniatum decumbens,5696762
Podranea ricasoliana,3172592
Pogonarthria squarrosa,4105701
Pogonatherum paniceum,4105523
Pogostemon cablin,2926672
Pogostemon heyneanus,3900033
Pogostemon plectranthoides,4931163
Polemonium caeruleum,2927850
Polemonium micranthum,2927845
Polemonium pulcherrimum,2927853
Polemonium reptans,2927849
Polhillides velutina,10829464
Polyalthia suberosa,3156325
Polycarena rariflora,3726686
Polycarpaea corymbosa,3085781
Polycarpaea eriantha,3817505
Polycarpon apurense,3816498
Polycarpon depressum,3085380
Polycarpon prostratum,7430434
Polycarpon tetraphyllum,3085381
Polycarpon tetraphyllum diphyllum,8007224
Polycnemum arvense,3083603
Polycnemum heuffelii,3757382
Polycnemum majus,6447704
Polygala ambigua,3191461
Polygala caucasica,4049196
Polygala curtissii,3191384
Polygala lancifolia,4050009
Polygala longicaulis,3191437
Polygala monspeliaca,7602100
Polygala myrtifolia,3191402
Polygala paniculata,3191373
Polygala sanguinea,3191396
Polygala senega,3191367
Polygala verticillata,3191386
Polygala virgata decora,7710442
Polygala vulgaris,3191374
Polygonatum biflorum,2770039
Polygonatum hybridum,7881150
Polygonatum latifolium,7920718
Polygonatum multiflorum,2770022
Polygonatum verticillatum,2770004
Polygonum arenarium,5334315
Polygonum arenarium pulchellum,8336551
Polygonum argyrocoleon,7510471
Polygonum aviculare depressum,5652190
Polygonum bellardii,5334430
Polygonum careyi,5334385
Polygonum cognatum,7291308
Polygonum divaricatum,2416
Polygonum douglasii,5334465
Polygonum erectum,5334437
Polygonum lapathifolium lanatum,8075187
Polygonum maritimum,8195379
Polygonum oxyspermum,8370223
Polygonum patulum,5334439
Polygonum perfoliatum,5334406
Polygonum plebeium,5334440
Polygonum polycnemoides,5334312
Polygonum polystachyum polystachyum,7792146
Polygonum posumbu,6390748
Polygonum ramosissimum,5334383
Polygonum ramosissimum prolificum,5652415
Polygonum rigidum,5652353
Polygonum romanum gallicum,5652328
Polygonum rurivagum,5334432
Polygonum thunbergii,7291346
Polygonum viscosum,6390748
Polypodium cambricum,5274944
Polypodium polypodioides aciculare,5649590
Polypodium scolopendrium,7928252
Polypogon australis,5289914
Polypogon chilensis,5679952
Polypogon fugax,5289912
Polypogon imberbis,4154206
Polypogon interruptus,5289915
Polypogon maritimus,5289913
Polypogon monspeliensis,5289917
Polypogon viridis,5289919
Polypremum procumbens,5415472
Polyscias balfouriana,3035891
Polyscias cumingiana,9213313
Polyscias filicifolia,3035611
Polyscias fruticosa,3035652
Polyscias guilfoylei,3035681
Polyscias pinnata,3035740
Polyscias sambucifolia,3035976
Polyscias scutellaria,3035778
Polysphaeria multiflora,2901915
Polystachya concreta,2792457
Polystichum aculeatum,7319269
Polystichum braunii,2651092
Polystichum luctuosum,4046493
Polystichum munitum,2651122
Polystichum polyblepharum,7590688
Polystichum proliferum,4045009
Polystichum setiferum,4044517
Polytrias indica,4153188
Pomaderris aspera,3877557
Pomaderris lanigera,3876790
Pomaria jamesii,2944632
Pombalia linearifolia,7641773
Pongamia pinnata,2965911
Pontederia azurea,7494501
Pontederia cordata,2766030
Pontederia crassipes,2765942
Pontederia diversifolia,11040407
Pontederia korsakowii,11070196
Pontederia paniculata,2765966
Pontederia reniformis,7639002
Pontederia rotundifolia,2766055
Pontederia vaginalis,8238520
Populus,3040183
Populus alba,3040233
Populus berolinensis,8345607
Populus candicans,3040183
Populus canescens,3040185
Populus davidiana tomentosa,8378579
Populus deltoides,3040232
Populus deltoides monilifera,3805106
Populus euphratica,3804846
Populus heimburgeri,3040188
Populus jackii,3040241
Populus laurifolia,3803716
Populus longifolia,3040183
Populus moskoviensis,4934432
Populus nevensis,10718185
Populus nigra,3040227
Populus sibirica,8380663
Populus simonii,3040231
Populus trichocarpa,6362904
Populus tristis,8254474
Populus woobstii,4934434
Populus yunnanensis,7266406
Porana volubilis,5829182
Poranopsis paniculata,2928472
Porophyllum ruderale,3103948
Porophyllum ruderale macrocephalum,6301207
Portulaca amilis,3084711
Portulaca cyanosperma,3084706
Portulaca grandiflora,3084700
Portulaca halimoides,3084714
Portulaca lutea,8127999
Portulaca macrantha,4022910
Portulaca nitida,4022617
Portulaca oleracea,3084719
Portulaca pachyrrhiza,4022474
Portulaca papillatostellulata,4022463
Portulaca pilosa,3084704
Portulaca quadrifida,3084699
Portulaca suffrutescens,3084713
Portulaca thellusonii,4023456
Portulaca umbraticola,3084698
Portulacaria afra,3084777
Posidonia oceanica,5328663
Posoqueria longiflora,2893927
Potamogeton acutifolius,7361877
Potamogeton compressus,7689610
Potamogeton crispus,5301162
Potamogeton diversifolius,5301163
Potamogeton epihydrus,5301148
Potamogeton fluitans,7629840
Potamogeton foliosus,5301191
Potamogeton lucens,5301141
Potamogeton nodosus,5301233
Potamogeton polygonifolius,5301226
Potamogeton pusillus,8351789
Potamogeton sibiricus,7289613
Potamogeton tricarinatus,7693733
Potamogeton trichoides,5642073
Potamogeton undulatus,5301144
Potamogeton vaseyi,5301208
Potentilla alba,5367987
Potentilla anglica,5365283
Potentilla anserina,5366829
Potentilla approximata,5368799
Potentilla argentea,8011540
Potentilla atrosanguinea,5366332
Potentilla biennis,5365958
Potentilla chrysantha,5366938
Potentilla collina,5365440
Potentilla conferta,5365415
Potentilla flagellaris,5368749
Potentilla fruticosa tenuiloba,7349233
Potentilla gracilis,5365416
Potentilla gracilis fastigiata,8646492
Potentilla gracilis flabelliformis,7978699
Potentilla grandiflora,5366106
Potentilla heynii,5366894
Potentilla hippiana,5367733
Potentilla hypoleuca,5368353
Potentilla inclinata,5365888
Potentilla indica,5365717
Potentilla intermedia,5365705
Potentilla longifolia,8265563
Potentilla longipes,5368595
Potentilla micrantha,5367683
Potentilla montana,5366327
Potentilla multifida,8416400
Potentilla neumanniana,5365332
Potentilla norvegica hirsuta,5365312
Potentilla pensylvanica,5368602
Potentilla recta,5367294
Potentilla reptans,5367273
Potentilla rivalis,5367186
Potentilla sanguisorba,5366205
Potentilla simplex,5368059
Potentilla sterilis,5366922
Potentilla supina,5366090
Potentilla supina paradoxa,8665208
Potentilla supina ternata,7494366
Potentilla thuringiaca,7960595
Potentilla tobolensis,5368119
Potentilla tundricola,8244106
Pouteria campechiana,2884309
Pouteria reticulata,2884054
Pouteria sapota,2884162
Pouteria torta tuberculata,2884813
Pouteria viridis,2884255
Pouzolzia guatemalana,7300733
Pouzolzia occidentalis,2984385
Pouzolzia zeylanica,2984383
Praravinia suberosa,2907570
Praxelis clematidea,4221673
Premna odorata,2925346
Premna serratifolia,6411486
Prenanthes purpurea,3090783
Primula auricula,7974503
Primula farinosa,7931979
Primula florindae,5640518
Primula incana,5414302
Primula japonica,5414324
Primula juliae,5641267
Primula malacoides,5640601
Primula mistassinica,5414329
Primula obconica,7290874
Primula polyantha,5414348
Primula prolifera,5641134
Primula pruhonicensis,5641123
Primula pulverulenta,5641003
Primula sikkimensis,7290470
Primula sinensis,8214470
Primula veris,8377689
Primula veris macrocalyx,5832513
Primula vulgaris,5414335
Pritchardia pacifica,5294627
Priva aspera,4086903
Priva lappulacea,2925547
Proboscidea louisiana,5415102
Proboscidea louisianica,5415100
Procris pedunculata,5671195
Procris repens,7916114
Proiphys amboinensis,2858034
Proserpinaca intermedia,2984290
Prosopis alba,5358528
Prosopis chilensis,5358466
Prosopis cineraria,5358521
Prosopis glandulosa,5358457
Prosopis glandulosa torreyana,5358467
Prosopis juliflora,5358460
Prosopis juliflora horrida,5358464
Prosopis koelziana,5358527
Prosopis laevigata,5358498
Prosopis pallida,5358525
Prosopis pubescens,5358508
Prosopis strombulifera,5358553
Prosopis velutina,5358538
Prostanthera ovalifolia,7308187
Protea cynaroides,5637947
Protea repens,5636761
Protium tenuifolium sessiliflorum,3993003
Prunella grandiflora,7666664
Prunella laciniata,5341296
Prunella vulgaris,5341297
Prunus alleghaniensis,3023587
Prunus americana,3021106
Prunus amygdalus,3020980
Prunus angustifolia,3021368
Prunus armeniaca,7818643
Prunus armeniaca mandshurica,4938471
Prunus arnoldiana,3021040
Prunus avium,3020791
Prunus campanulata,3021408
Prunus caroliniana,3023558
Prunus cerasifera,3021730
Prunus cerasifera cerasifera,7272186
Prunus cerasoides,3021409
Prunus cerasus,3021922
Prunus debilis,3022573
Prunus domestica,7931731
Prunus domestica insititia,7409013
Prunus dulcis,3020559
Prunus eminens,3021135
Prunus fruticans,3022203
Prunus fruticosa,3023098
Prunus glandulosa,7733613
Prunus grisea,3021789
Prunus hortulana,3021143
Prunus incisa,3021955
Prunus japonica,3020565
Prunus laurocerasus,3021496
Prunus lusitanica,3020871
Prunus maackii,3021586
Prunus mahaleb,3022789
Prunus mandshurica,3023411
Prunus mume,3021046
Prunus munsoniana,3021845
Prunus nigra,3021170
Prunus pensylvanica,8202030
Prunus persica,8149923
Prunus pumila,3021605
Prunus pumila besseyi,7514878
Prunus salicina,3021120
Prunus serotina,3021850
Prunus serrulata,3022609
Prunus sibirica,3021111
Prunus simonii,3023519
Prunus spinosa,3023221
Prunus subhirtella,3021229
Prunus susquehanae,3853672
Prunus tenella,3022879
Prunus tomentosa,3020838
Prunus triloba,3023130
Prunus virginiana,3022668
Prunus yedoensis,3021335
Psathyrostachys juncea,2705042
Psephellus dealbatus,3137829
Pseudabutilon pedunculatum,3934851
Pseudarthria viscida,2932971
Pseudechinolaena polystachya,4152303
Pseudelephantopus spicatus,7521283
Pseudelephantopus spiralis,3092015
Pseuderanthemum carruthersii,3173133
Pseuderanthemum hookerianum,3773139
Pseuderanthemum laxiflorum,3772955
Pseuderanthemum variabile,3771963
Pseudoconyza viscosa,3086704
Pseudofumaria alba,7315063
Pseudofumaria lutea,2888513
Pseudognaphalium affine,3100918
Pseudognaphalium aldunateoides,9399204
Pseudognaphalium attenuatum,3101029
Pseudognaphalium cheiranthifolium,3103113
Pseudognaphalium domingense,3103314
Pseudognaphalium helleri,3101078
Pseudognaphalium roseum,3101075
Pseudognaphalium stramineum,3100970
Pseudognaphalium undulatum,3100968
Pseudogynoxys chenopodioides,3150256
Pseudoheterocaryum szovitsianum,9428904
Pseudomuscari azureum,2769620
Pseudomussaenda flava,2899673
Pseudoroegneria spicata spicata,4270454
Pseudosasa disticha,4151073
Pseudosasa hindsii,7397939
Pseudosasa humilis,4151004
Pseudosasa japonica,7952471
Pseudosclerochloa rupestris,4150605
Pseudotsuga menziesii,2685796
Pseudotsuga menziesii glauca,2685825
Pseudoturritis turrita,3042086
Pseudovigna argentea,2945113
Psidium,
Psidium cattleianum,5420641
Psidium friedrichsthalianum,5420358
Psidium guajava,5420380
Psidium guineense,5420509
Psidium oligospermum,5420363
Psilotum nudum,2688176
Psilurus incurvus,5679484
Psophocarpus palustris,2944680
Psophocarpus tetragonolobus,2944683
Psoralea arborea,2944038
Psoralea fruticans,2978009
Psoralea pinnata,2944039
Psychotria costivenia,2921033
Psychotria panamensis,2920358
Psychotria panamensis compressicaulis,2920369
Psychotria punctata,2922220
Psychotria uahukensis,3848403
Ptarmica camtschatica,3141034
Ptelea trifoliata,3190411
Pteridium aquilinum,5275012
Pteris cretica,5275404
Pteris ensiformis,3914366
Pteris grandifolia,5275402
Pteris longifolia,5275397
Pteris multifida,5275415
Pteris propinqua,7710896
Pteris quadriaurita,8292982
Pteris tremula,5275406
Pteris tripartita,5275407
Pteris vittata,5275398
Pterocarpus dalbergioides,5349241
Pterocarpus indicus,5349242
Pterocarpus macrocarpus,5349297
Pterocarpus marsupium,5349309
Pterocarpus officinalis,5349333
Pterocarpus rohrii,5349322
Pterocarpus rotundifolius,5349250
Pterocarya fraxinifolia,8288647
Pterocarya rehderiana,4205304
Pterocarya stenoptera,3054377
Pterocaulon virgatum,5392236
Pterolepis glomerata,5420897
Ptilostemon afer,3096857
Ptilostemon casabonae,3096880
Ptilostemon gnaphaloides,8279446
Ptychosperma elegans,2733861
Ptychosperma macarthurii,2733897
Puccinellia acroxantha,4149680
Puccinellia ciliata,4149030
Puccinellia dolicholepis,4148754
Puccinellia fasciculata,2704720
Puccinellia gigantea,4148420
Puccinellia lemmonii,2704723
Puccinellia poecilantha,4147038
Puccinellia tenuissima,4146328
Pueraria montana,2977636
Pueraria montana lobata,2977647
Pulicaria arabica hispanica,6076957
Pulicaria dysenterica,3095609
Pulicaria sicula,3095659
Pulicaria vulgaris,6443643
Pulmonaria affinis,5660579
Pulmonaria mollis,7958783
Pulmonaria montana,7294673
Pulmonaria obscura,5439925
Pulmonaria officinalis,5341204
Pulmonaria rubra,5660450
Pulmonaria saccharata,5341203
Pulsatilla halleri,3929423
Pulsatilla patens multifida,6375943
Pultenaea daphnoides,2956339
Punica granatum,5420901
Pupalia lappacea,7323604
Pupalia lappacea velutina,7926499
Pupalia micrantha,3675011
Purshia stansburyana,5370302
Purshia tridentata,5370313
Puschkinia peshmenii,2773626
Puschkinia scilloides,2767428
Putranjiva roxburghii,3076079
Pycnanthemum flexuosum,2927351
Pycnanthemum tenuifolium,2927347
Pycnanthemum verticillatum,2927363
Pycnanthemum verticillatum pilosum,3890974
Pycnostachys urticifolia,3890164
Pycreus filicinus,2730338
Pycreus flavescens,2730894
Pycreus flavidus,2730731
Pycreus lanceolatus,2730642
Pycreus macrostachyos,2730291
Pycreus polystachyos,2730392
Pycreus polystachyos microdontus,2730394
Pycreus pumilus,2730698
Pycreus sanguinolentus,2730814
Pycreus unioloides,2730571
Pyracantha angustifolia,2988222
Pyracantha coccinea,2988188
Pyracantha crenulata,2988172
Pyracantha fortuneana,2988224
Pyracantha koidzumii,2988162
Pyracantha rogersiana,10822990
Pyrenacantha kaurabassana,3597199
Pyrostegia venusta,3172569
Pyrrhopappus carolinianus,3145236
Pyrrhopappus pauciflorus,3145243
Pyrrosia piloselloides,5647918
Pyrularia puber,8198698
Pyrus austriaca,5015
Pyrus boissieriana,5362770
Pyrus calleryana,5363119
Pyrus communis,5362573
Pyrus cordata,5362519
Pyrus nivalis,8151172
Pyrus pulcherrima scheideckeri,5362332
Pyrus pyraster,5362445
Pyrus pyrifolia,5362786
Pyrus ussuriensis,8017230
Quassia amara,3190647
Queenslandiella hyalina,2731092
Quercus acutissima,2877959
Quercus alba,2879737
Quercus arizonica,2877992
Quercus bicolor,2878470
Quercus canariensis,2880808
Quercus cerrioides,2880862
Quercus cerris,2880580
Quercus crenata,2880003
Quercus glauca,2876873
Quercus hemisphaerica,2877348
Quercus ilex,2879098
Quercus imbricaria,2881106
Quercus ithaburensis macrolepis,2878325
Quercus laurifolia,2877708
Quercus laxa,2879565
Quercus macrocarpa,2878213
Quercus marilandica,2881630
Quercus oblongifolia,8390742
Quercus palustris,8313153
Quercus phellos,2880652
Quercus pubescens,2881283
Quercus pyrenaica,2878826
Quercus riparia,2879544
Quercus robur,2878688
Quercus rotundifolia,2881550
Quercus rubra,2880539
Quercus serrata,2879649
Quercus suber,2879411
Quercus texana,2878115
Quercus virginiana,2878092
Quillaja saponaria,3029379
Radermachera sinica,4092178
Radiola linoides,2873844
Ranunculus abortivus,3033412
Ranunculus aconitifolius,3928139
Ranunculus ambigens,3033496
Ranunculus aquatilis diffusus,3033388
Ranunculus arvensis,3033348
Ranunculus asiaticus,7721054
Ranunculus bulbosus,3033329
Ranunculus carolinianus,6374625
Ranunculus caucasicus,7611568
Ranunculus chius,3921514
Ranunculus cortusifolius,6374399
Ranunculus distans,3930479
Ranunculus falcatus,3033652
Ranunculus ficaria,8397184
Ranunculus ficaria chrysocephalus,3929324
Ranunculus flammula,3033312
Ranunculus hederaceus,3033477
Ranunculus illyricus,7277455
Ranunculus japonicus,7851483
Ranunculus lanuginosus,7826351
Ranunculus lateriflorus,3924481
Ranunculus laxicaulis,3033402
Ranunculus lingua,8310009
Ranunculus macounii,3033430
Ranunculus macrophyllus,7866225
Ranunculus marginatus,3033396
Ranunculus minimus,2410
Ranunculus montanus,7456960
Ranunculus multifidus,7593736
Ranunculus muricatus,3033318
Ranunculus ophioglossifolius,3931003
Ranunculus parviflorus,11011124
Ranunculus penicillatus,7278019
Ranunculus pensylvanicus,7823272
Ranunculus platensis,3033369
Ranunculus plebeius,3033378
Ranunculus psilostachys,3927846
Ranunculus recurvatus,3033394
Ranunculus repens flore-pleno,7586965
Ranunculus rhomboideus,3033365
Ranunculus sardous,3033483
Ranunculus sessiliflorus,8266103
Ranunculus testiculatus,3033654
Ranunculus trichophyllus,3033377
Ranunculus trilobus,3033460
Ranunculus undosus,3921960
Raphanus micranthus,3687879
Raphanus raphanistrum,3040983
Raphanus raphanistrum landra,3040999
Raphanus raphanistrum rostratus,3041010
Raphanus raphanistrum sativus,3040962
Raphanus sativus sativus,7225597
Raphia farinifera,5293210
Rapistrum perenne,5373365
Rapistrum rugosum,5373368
Raritebe palicoureoides dwyerianum,2896800
Ratibida columnifera,3087173
Ratibida pinnata,3087184
Ratibida tagetes,3087188
Rauvolfia caffra,3618324
Rauvolfia serpentina,3169787
Rauvolfia tetraphylla,3169782
Rauvolfia vomitoria,3169770
Ravenala madagascariensis,2763095
Reichardia picroides,5385655
Reichardia tingitana,5385648
Reimarochloa acuta,4144008
Reineckea carnea,2772865
Reinwardtia indica,5658009
Remusatia vivipara,2871956
Renealmia thyrsoidea,5302666
Reseda alba,3040254
Reseda decursiva,3916426
Reseda inodora,3916466
Reseda lutea,3040252
Reseda lutea lutea,7275980
Reseda luteola,3040251
Reseda media,3916471
Reseda odorata,3040255
Reseda phyteuma,3040253
Retama monosperma,2965085
Retama raetam,2965095
Retama sphaerocarpa,2965093
Reutealis trisperma,3063618
Reynoutria bohemica,4038485
Reynoutria forbesii,7640651
Reynoutria japonica,2889173
Reynoutria multiflora,4038333
Reynoutria sachalinensis,2889088
Rhagadiolus stellatus,5399550
Rhamnus alaternus,6371424
Rhamnus arguta,3039475
Rhamnus cathartica,3039491
Rhamnus davurica,11256198
Rhamnus japonica,3039482
Rhamnus napalensis,4928522
Rhamnus persica,3876126
Rhamnus utilis,3039481
Rhaphidophora korthalsii,5329733
Rhaphiolepis indica,5371542
Rhaphiolepis indica umbellata,8106432
Rhapis excelsa,2736747
Rhapis humilis,2736737
Rhaponticum repens,3142208
Rheum hybridum,4037896
Rheum officinale,2888865
Rheum palmatum,2888864
Rheum rhabarbarum,2888867
Rheum rhaponticum,2888866
Rhexia virginica,6370198
Rhinacanthus nasutus,7263230
Rhinanthus alectorolophus,3172045
Rhinanthus major,3172046
Rhinanthus rumelicus,3741862
Rhinanthus serotinus aestivalis,11253656
Rhipsalis baccifera,3084036
Rhizophora mangle,3086528
Rhizophora stylosa,3874022
Rhodanthe chlorocephala,3137676
Rhododendron arboreum,7328114
Rhododendron brachycarpum fauriei,4167780
Rhododendron calendulaceum,2883036
Rhododendron carolinianum,2883074
Rhododendron catawbiense,2883047
Rhododendron indicum,4173541
Rhododendron luteum,7135755
Rhododendron macgregoriae,4170968
Rhododendron maximum,2883094
Rhododendron minus,2883076
Rhododendron molle japonicum,4170003
Rhododendron mucronatum,4169836
Rhododendron ponticum,7327990
Rhododendron ponticum baeticum,7664343
Rhododendron simsii,7327627
Rhododendron sutchuenense,4164276
Rhododendron vaseyi,2883085
Rhodognaphalon mossambicense,4073503
Rhodomyrtus tomentosa,3179997
Rhodopentas bussei,3845991
Rhodophiala bifida,2854061
Rhodotypos scandens,3032442
Rhopalephora vitiensis,2763933
Rhus aromatica,3190558
Rhus copallinum,3190557
Rhus coriaria,3190563
Rhus glabra,3190544
Rhus taitensis,3660501
Rhus typhina,3190538
Rhynchosia caribaea,5350566
Rhynchosia malacophylla,5350866
Rhynchosia minima,5350585
Rhynchosia minima nuda,5350646
Rhynchosia precatoria,5350928
Rhynchosia viscosa breviracemosa,5350606
Rhynchosia volubilis,5350625
Rhynchospora caduca,2720865
Rhynchospora colorata,2721618
Rhynchospora corymbosa,2721495
Rhynchospora fascicularis,2721019
Rhynchospora globularis,2721796
Rhynchospora inexpansa,2721053
Rhynchospora kunthii,2720977
Rhynchospora megalocarpa,2721068
Rhynchospora radicans microcephala,2721218
Rhynchospora rugosa americana,2721543
Rhynchospora tenuis,2721057
Ribes,2986095
Ribes alpestre,7335054
Ribes alpinum,2986184
Ribes aureum,2986111
Ribes cynosbati,2986152
Ribes diacanthum,2986128
Ribes dikuscha,4194682
Ribes divaricatum,2986132
Ribes hirtellum,2986164
Ribes missouriense,8113655
Ribes multiflorum,2986131
Ribes rubrum,2986097
Ribes sanguineum,2986130
Ribes sinanense,8551104
Ribes uva-crispa,2986185
Richardia brasiliensis,5337499
Richardia grandiflora,5337460
Richardia humistrata,5337479
Richardia scabra,5337491
Richardia stellaris,5337472
Richardia tricocca,5337452
Ricinus communis,5380041
Ridolfia segetum,3640194
Ripariosida hermaphrodita,9296871
Rivina humilis,3084027
Robinia ambigua,6405501
Robinia hispida,5352221
Robinia hispida fertilis,5352224
Robinia margarettae,5611451
Robinia neomexicana,5352212
Robinia pseudoacacia,5352251
Robinia viscosa,5352245
Rochelia disperma,7621706
Rodgersia podophylla,3754587
Roella ciliata,3166968
Roemeria argemone,5531435
Roemeria hispida,9587676
Roemeria refracta,5334191
Roepera sessilifolia,3986744
Rolandra fruticosa,3114266
Roldana petasitis,3141665
Rollinia mucosa,3158590
Romneya coulteri,2888393
Romneya trichocalyx,2888394
Romulea bulbocodium,2743687
Romulea columnae,2743594
Romulea flava,2744020
Romulea flava minor,2744021
Romulea minutiflora,2743669
Romulea obscura,2743906
Romulea rosea,2743935
Romulea rosea australis,2743949
Rondeletia purdiei,5335817
Rorippa anceps,3693336
Rorippa armoracioides,3693306
Rorippa austriaca,3053406
Rorippa cantoniensis,3053294
Rorippa curvisiliqua,3053264
Rorippa dubia,3053336
Rorippa globosa,3053159
Rorippa indica,3053472
Rorippa pinnata,3053292
Rorippa pyrenaica,3053399
Rorippa sarmentosa,3053306
Rorippa sinuata,3053500
Rorippa sylvestris,3053376
Rorippa tenerrima,3053227
Rorippa teres,3053127
Rosa arkansana,3007165
Rosa arvensis,3007054
Rosa banksiae,3004247
Rosa blanda,3002372
Rosa borboniana,8395064
Rosa bracteata,12190776
Rosa canina,3002461
Rosa carolina,3006171
Rosa caryophyllacea,3007473
Rosa centifolia,3002410
Rosa chinensis,3005039
Rosa cymosa,8395064
Rosa damascena,7390572
Rosa davurica,3007090
Rosa dumalis,3003708
Rosa dumetorum,8250315
Rosa ferruginea,8684350
Rosa foetida,3006902
Rosa foliolosa,3004184
Rosa francofurtana,3005775
Rosa gallica,3002530
Rosa glabrifolia,3010499
Rosa glauca,3003709
Rosa gorenkensis,3004747
Rosa harisonii,3008299
Rosa hemisphaerica,3007226
Rosa hollandica,7550152
Rosa indica,8342804
Rosa laevigata,3002751
Rosa luciae,7354625
Rosa lucida,8395064
Rosa lucidissima,3005844
Rosa micrantha,3002154
Rosa mollis,3003048
Rosa moschata,3005529
Rosa multiflora,3003244
Rosa multiflora cathayensis,6368546
Rosa nitida,3011247
Rosa noisettiana,8287173
Rosa odorata gigantea,3009099
Rosa paui,3009271
Rosa rehderiana,3008183
Rosa roxburghii,3008635
Rosa rubiginosa,8174785
Rosa rubignosa,8089235
Rosa rugosa,3003979
Rosa sempervirens,3002660
Rosa setigera,3004638
Rosa sherardii,3003017
Rosa sicula,8185944
Rosa spaethiana,3011238
Rosa spinosissima,3002333
Rosa tomentosa,7934161
Rosa villosa,12205752
Rosa virginiana,9382645
Rosa woodsii,3004072
Rosa xanthina,3002481
Rosenbergiodendron formosum,2904221
Roseodendron chryseum,4091640
Roseodendron donnell-smithii,3172541
Rosmarinus officinalis,2926634
Rostellularia procumbens,7264292
Rostraria cristata,5289906
Rostraria festucoides,5678081
Rostraria pumila,4139145
Rotala densiflora,7286283
Rotala filiformis,3989497
Rotala indica,3188674
Rotala mexicana,7286190
Rotala ramosior,7727923
Rotala rotundifolia,7122825
Rotheca incisa,3887457
Rotheca myricoides,7307157
Rotheca serrata,3887135
Rothia indica,5353606
Rothmannia globosa,2906181
Rottboellia cochinchinensis,2704075
Rottboellia coelorachis,4138723
Rotula aquatica,5660141
Rousselia humilis,5361854
Roystonea oleracea,2733738
Roystonea regia,2733755
Rubia cordifolia,2892192
Rubia tinctorum,2892272
Rubus aboriginum,2993662
Rubus adenotrichus,2991605
Rubus alceifolius,2997267
Rubus allegheniensis,8235931
Rubus alumnus,2992616
Rubus argutus,2990801
Rubus armeniacus,2996525
Rubus barberi,2999487
Rubus bifrons,2995779
Rubus buergeri,2991442
Rubus caesius,2995209
Rubus canadensis,2991408
Rubus cardiophyllus,2990923
Rubus caucasicus,2990820
Rubus chlorothyrsos,3853578
Rubus cissburiensis,2997787
Rubus cockburnianus,2994120
Rubus constrictus,2999327
Rubus cuneifolius,2996841
Rubus deliciosus,2999961
Rubus echinatus,2997155
Rubus elegantispinosus,2994335
Rubus ellipticus,2991314
Rubus ellipticus obcordatus,2991322
Rubus errabundus,2994689
Rubus erythrops,2996148
Rubus fabrimontanus,3000216
Rubus firmus,7736142
Rubus flagellaris,2992071
Rubus fraseri,2997212
Rubus fraxinifolius,2991951
Rubus fruticosus,8436459
Rubus geniculatus,2994736
Rubus gillotii,2988638
Rubus glaucus,2989746
Rubus glomeratus,8422178
Rubus goniophorus,2998559
Rubus grabowskii,8181078
Rubus gratus,2994157
Rubus illecebrosus,2995508
Rubus immixtus,8369534
Rubus incanescens,2991367
Rubus ischyracanthus,2996049
Rubus laciniatus,2992543
Rubus leightonii,2994435
Rubus leptothyrsus,2994409
Rubus leucostachys,2993929
Rubus lineatus,8429713
Rubus loehrii,2990359
Rubus loganobaccus,2990630
Rubus macrophyllus,2991019
Rubus megalococcus,2992022
Rubus moluccanus,2993394
Rubus montanus,7786853
Rubus mucronulatus,2998714
Rubus nemoralis,2989551
Rubus niveus,2989183
Rubus occidentalis,2991466
Rubus odoratus,2994912
Rubus parviflorus,7872219
Rubus parvifolius,2991373
Rubus pascuus,2997417
Rubus pensilvanicus,2989061
Rubus phaeocarpus,2992875
Rubus phoenicolasius,2995149
Rubus pinnatus,2995015
Rubus plicatus,2990412
Rubus polyanthemus,2997827
Rubus praecox,8019170
Rubus proteus,2996625
Rubus radicans,2988751
