refinedScientificName,usageKey
Chaetogastra longifolia,3870262
Chaetopappa asteroides,3140941
Chaiturus marrubiastrum,2927071
Chamaecereus silvestrii,3944596
Chamaecrista absus,2949868
Chamaecrista coriacea,2950087
Chamaecrista desvauxii brevipes,2949940
Chamaecrista fasciculata,2949728
Chamaecrista glandulosa flavicoma,2949607
Chamaecrista leschenaultiana,2950187
Chamaecrista mimosoides,2949769
Chamaecrista nictitans,2950302
Chamaecrista nictitans disadena,2950317
Chamaecrista nictitans glabrata,3932071
Chamaecrista nictitans jaliscensis,3932060
Chamaecrista nictitans patellaria,2950188
Chamaecrista nictitans pilosa,3932035
Chamaecrista nigricans,2950539
Chamaecrista pilosa,2950203
Chamaecrista pumila,8368580
Chamaecrista rotundifolia,2949803
Chamaecrista serpens,2950692
Chamaecrista telfairiana,2950006
Chamaecrista zygophylloides deamii,2950516
Chamaecyparis lawsoniana,2683866
Chamaecyparis obtusa,2683849
Chamaecyparis pisifera,2683880
Chamaecyparis thyoides,2683871
Chamaecytisus albus,5354695
Chamaecytisus elongatus,5354675
Chamaecytisus hirsutus,5354530
Chamaecytisus prolifer,7344665
Chamaecytisus prolifer palmensis,6709934
Chamaecytisus ratisbonensis,5354685
Chamaecytisus ruthenicus,5354537
Chamaedorea elegans,2734661
Chamaedorea seifrizii,2734708
Chamaelirium luteum,2741647
Chamaemelum fuscatum,5391595
Chamaemelum nobile,5391599
Chamaepentas nobilis,3846411
Chamaerhodos erecta,3031905
Chamaerhodos erecta nuttallii,3031911
Chamaerhodos grandiflora,3031901
Chamaerops humilis,2736625
Chambeyronia macrocarpa,2732008
Chamelaucium uncinatum,3188340
Chaptalia exscapa,3090320
Chasmanthe aethiopica,2744140
Chasmanthe bicolor,2744161
Chasmanthe floribunda,2744155
Chasmanthium latifolium,2703077
Chelidonium majus,5334186
Chelone glabra,5414935
Chelone lyonii,5414946
Chelone obliqua,5414932
Cheniella tenuiflora,8850913
Chenopodium acerifolium,3760669
Chenopodium acuminatum,3760713
Chenopodium atripliciforme,3757240
Chenopodium atrovirens,3083826
Chenopodium berlandieri,3083920
Chenopodium berlandieri boscianum,3757068
Chenopodium berlandieri bushianum,3757050
Chenopodium berlandieri sinuatum,6447648
Chenopodium berlandieri zschackei,3756754
Chenopodium bonus-henricus,3083843
Chenopodium capitatum,11379590
Chenopodium carinatum,3083833
Chenopodium carnosulum,6447554
Chenopodium chenopodioides,3083874
Chenopodium desiccatum,3083915
Chenopodium desiccatum leptophylloides,3083924
Chenopodium detestans,3760873
Chenopodium erosum,3064
Chenopodium ficifolium,3083862
Chenopodium foliosum,3083844
Chenopodium fremontii,6448032
Chenopodium giganteum,3756077
Chenopodium glaucum,3083930
Chenopodium hircinum,3083934
Chenopodium hybridum,3083901
Chenopodium incanum,6447921
Chenopodium incisum,3083582
Chenopodium leptophyllum,6447860
Chenopodium macrospermum,7339868
Chenopodium murale,3083851
Chenopodium neomexicanum,6447799
Chenopodium opulifolium,3083903
Chenopodium phillipsianum,3757539
Chenopodium polyspermum,3083910
Chenopodium preissmannii,8157769
Chenopodium quinoa,3083935
Chenopodium simplex,3083897
Chenopodium standleyanum,3083883
Chenopodium strictum,3083941
Chenopodium subglabrum,3083891
Chenopodium suecicum,3083905
Chenopodium urbicum,9631834
Chenopodium variabile,3083866
Chenopodium vulvaria,3083932
Chenopodium watsonii,6448046
Chenopodium zahnii,3756760
Chevreulia sarmentosa,5405828
Chilopsis linearis,5415072
Chimaphila maculata,2888304
Chimaphila umbellata,2888307
Chimonobambusa marmorea,4154199
Chimonobambusa quadrangularis,4154003
Chionanthus virginicus,3172303
Chione venosa,5338775
Chloracantha spinosa,5400922
Chloranthus elatior,7469977
Chloranthus spicatus,3750517
Chloris barbata,5289612
Chloris canterae,5679257
Chloris ciliata,5289600
Chloris cucullata,5289617
Chloris divaricata,5289631
Chloris elata,5289609
Chloris formosana,5678730
Chloris gayana,5289618
Chloris pectinata,5289623
Chloris pilosa,4142045
Chloris pycnothrix,5678495
Chloris radiata,5289619
Chloris submutica,5289608
Chloris truncata,5289620
Chloris ventricosa,5289629
Chloris verticillata,5289621
Chloris virgata,5289624
Chloroleucon mangense mangense,7067753
Chlorophytum capense,2774721
Chlorophytum comosum,2774846
Choisya ternata,3833284
Chondrilla juncea,8537667
Chondrosum barbatum,8949552
Chondrosum gracile,2703836
Chondrosum hirsutum,4153079
Chondrosum simplex,4138642
Chonemorpha fragrans,3616952
Chonemorpha verrucosa,3616699
Chorispora sibirica,3044370
Chorispora tenella,3044349
Chorizanthe pungens,2888906
Christia vespertilionis,5349925
Christiana africana,4261757
Chromolaena ivaefolia,6292658
Chromolaena odorata,3087725
Chromolaena squalida,3087956
Chrozophora plicata,3054448
Chrozophora tinctoria,3054465
Chrysanthellum americanum,3088353
Chrysanthellum indicum,3088368
Chrysanthellum indicum afroamericanum,4237043
Chrysanthellum indicum mexicanum,4237030
Chrysanthemum indicum,3150814
Chrysanthemum lavandulifolium,6064513
Chrysanthemum morifolium,3150767
Chrysobalanus icaco,2985082
Chrysobalanus icaco atacorensis,3745501
Chrysocoma cernua,7945325
Chrysogonum virginianum,3152026
Chrysojasminum fruticans,9556104
Chrysojasminum odoratissimum,9275304
Chrysophyllum argenteum panamense,2885753
Chrysophyllum cainito,2885828
Chrysophyllum oliviforme,2885793
Chrysophyllum roxburghii,2885874
Chrysopogon aciculatus,5290133
Chrysopogon fulvus,5290136
Chrysopogon nigritanus,5677535
Chrysopogon pauciflorus,5290134
Chrysopogon serrulatus,5677426
Chrysopogon zizanioides,5677150
Chrysosplenium alternifolium,7339315
Chrysothemis pulchella,5415336
Chukrasia tabularis,4934732
Chytranthus,7264999
Cibotium chamissoi,2650334
Cicendia filiformis,3841406
Cicendia quadrangularis,3169932
Cicer arietinum,2947311
Cicerbita bourgaei,3140249
Cicerbita macrophylla macrophylla,6304873
Cicerbita macrophylla uralensis,4227439
Cicerbita plumieri,3140264
Cichorium calvum,5392271
Cichorium endivia,5392243
Cichorium intybus,5392252
Cichorium pumilum,5392270
Cicuta maculata,5371867
Cicuta maculata bolanderi,5539869
Cienfuegosia gerrardii,3938029
Ciliosemina pedunculata,2898328
Cinchona calisaya,2901375
Cinchona officinalis,2901250
Cinchona pubescens,2901294
Cineraria lyratiformis,3141203
Cineraria saxifraga,3141220
Cinnamomum burmanni,3033985
Cinnamomum camphora,3033991
Cinnamomum sieboldii,8286659
Cinnamomum verum,3033987
Cipura paludosa,2744102
Circaea alpina,3188797
Circaea intermedia,8186928
Circaea lutetiana,3188794
Cirsium altissimum,8078803
Cirsium brevistylum,3113218
Cirsium candelabrum,3112741
Cirsium canescens,3112906
Cirsium canum,3113458
Cirsium ciliatum,3112734
Cirsium drummondii,3112951
Cirsium erisithales,3113027
Cirsium esculentum,3112795
Cirsium flodmanii,3113498
Cirsium horridulum,3112777
Cirsium lineare,3113222
Cirsium mexicanum,3113283
Cirsium ochrocentrum,3112785
Cirsium ochrocentrum martinii,4220369
Cirsium oleraceum,3113650
Cirsium palustre,3113239
Cirsium pyrenaicum,3113404
Cirsium rivulare,3113637
Cirsium scabrum,3113479
Cirsium scariosum,3113127
Cirsium serrulatum,8046394
Cirsium texanum,3113276
Cirsium undulatum,3113051
Cirsium vulgare,3112801
Cirsium wallichii,3112707
Cissampelopsis volubilis,3115100
Cissampelos pareira,3033937
Cissus alata,7760485
Cissus antarctica,7130688
Cissus discolor,4054691
Cissus nodosa,3039163
Cissus palmata,7293832
Cissus quadrangularis,7130673
Cissus repens,3039164
Cissus rotundifolia,3039168
Cissus verticillata,3039173
Cistanche violacea,8149519
Cistus creticus,6438085
Cistus creticus eriocephalus,3595797
Cistus inflatus,3595200
Cistus ladanifer,6437976
Cistus lasianthus,3595277
Cistus laurifolius,3596501
Cistus laurifolius atlanticus,7693169
Cistus laxus,8411886
Cistus monspeliensis,2874030
Cistus salviifolius,2874027
Citharexylum caudatum,2925393
Citharexylum ellipticum,4084792
Citharexylum gentryi,4084562
Citharexylum spinosum,2925396
Citrullus colocynthis,2874622
Citrullus lanatus,2874621
Citrus aurantiifolia,3190164
Citrus aurantium,8077391
Citrus hystrix,6433679
Citrus iriomotensis,3831846
Citrus jambhiri,3190155
Citrus japonica,3831801
Citrus limon,7647136
Citrus maxima,3190160
Citrus medica,3190157
Citrus taitensis,3190176
Citrus trifoliata,3190129
Cladanthus mixtus,3110767
Cladium mariscus intermedium,2731366
Cladium mariscus jamaicense,8352228
Cladium tetraquetrum planifolium,3583860
Cladoraphis cyperoides,2706037
Cladrastis kentukea,2945513
Claoxylon grandifolium,8000481
Clarkia amoena,5420978
Clarkia pulchella,5420982
Clarkia purpurea,5420968
Clarkia purpurea quadrivulnera,5544928
Clarkia rhomboidea,8219859
Clarkia unguiculata,5420957
Clausena anisata,11016483
Clausena excavata,5834596
Clausena lansium,3190413
Claytonia perfoliata,7736011
Claytonia rubra,3084740
Claytonia sibirica,3084742
Claytonia umbellata,3084768
Clematis alpina,3033599
Clematis apiifolia,6375119
Clematis bonariensis,3923676
Clematis brevicaudata,7277064
Clematis campaniflora,3033585
Clematis campestris,7277032
Clematis cirrhosa,6374830
Clematis flammula,3921611
Clematis florida,3033527
Clematis fusca,6374525
Clematis glauca,8338835
Clematis integrifolia,6374790
Clematis jackmanii,3033584
Clematis ligusticifolia,7446467
Clematis montana,6376216
Clematis orientalis,3033532
Clematis paniculata,7433570
Clematis recta,3033543
Clematis serratifolia,7277777
Clematis tangutica,3033535
Clematis terniflora,3033546
Clematis tibetana vernayi,7405306
Clematis viorna,3033562
Clematis virginiana,3033541
Clematis vitalba,3033558
Clematis viticella,3033518
Cleobulia crassistyla,2976338
Cleome aculeata,3054221
Cleome diffusa,3845332
Cleome dodecandra,3845332
Cleome gynandra,3054225
Cleome hirta,7273438
Cleome houtteana,3054220
Cleome iberica,3054222
Cleome jamesii,10971812
Cleome monophylla,3845332
Cleome ornithopodioides,3054210
Cleome rutidosperma,3054196
Cleome rutidosperma burmanni,3873178
Cleome serrata,3054211
Cleome speciosa,3054228
Cleome spinosa,6370691
Cleome trachysperma,3872576
Cleome usambarica,3872457
Cleome viscosa,3054214
Cleomella obtusifolia,3054259
Cleretum apetalum,8532859
Cleretum bellidiforme,3707306
Cleretum papulosum,7329479
Clerodendrum buchananii,3894880
Clerodendrum bungei,2925351
Clerodendrum calamitosum,3894771
Clerodendrum canescens,8014461
Clerodendrum chinense,2925357
Clerodendrum dusenii,3893775
Clerodendrum glandulosum,3893045
Clerodendrum indicum,2925349
Clerodendrum infortunatum,3892486
Clerodendrum japonicum,2925348
Clerodendrum laevifolium,7307919
Clerodendrum lindleyi,8320063
Clerodendrum macrostegium,2925371
Clerodendrum paniculatum,3890745
Clerodendrum quadriloculare,3890217
Clerodendrum schweinfurthii,3889807
Clerodendrum speciosissimum,12258866
Clerodendrum splendens,7999246
Clerodendrum thomsoniae,3889087
Clerodendrum trichotomum,2925366
Clerodendrum umbellatum,2925368
Clethra alnifolia,2888323
Clethra arborea,7866157
Clethra mexicana,3718266
Cleyera japonica,3189627
Clianthus puniceus,2941713
Clibadium armanii,3104785
Clibadium surinamense,3104771
Clinacanthus nutans,3774284
Clinopodium acinos,2927118
Clinopodium glabellum,2926917
Clinopodium glabrum,2497
Clinopodium gracile,2926958
Clinopodium menthifolium,11007246
Clinopodium menthifolium ascendens,3886463
Clinopodium nepeta,8916040
Clinopodium nepeta glandulosum,3886262
Clinopodium umbrosum,7656634
Clinopodium vulgare,2926945
Clinopodium vulgare arundanum,8004571
Clitoria fairchildiana,2946600
Clitoria falcata,2946543
Clitoria falcata falcata,7224941
Clitoria heterophylla,2946593
Clitoria laurifolia,2946665
Clitoria mariana,2946542
Clitoria ternatea,2946519
Clivia miniata,9482657
Clivia nobilis,5326276
Clusia rosea,5421060
Clutia pulchella,7687849
Clypeola jonthlaspi,5375313
Clytostoma callistegioides,4093124
Cnidium monnieri,3034720
Cnidium silaifolium,3637877
Cnidoscolus aconitifolius,3073512
Cnidoscolus texanus,3073704
Cnidoscolus ulei,3073442
Cnidoscolus urens,3073653
Cnidoscolus urens stimulosus,3073682
Cobaea scandens,4204358
Coccinia grandis,2874564
Coccocypselum hirsutum,2906875
Coccoloba uvifera,2888831
Coccothrinax barbadensis,2735268
Cocculus hirsutus,3829491
Cocculus orbiculatus,3033943
Cochlearia danica,5373254
Cochliasanthus caracalla,8308653
Cochlospermum religiosum,2874867
Cochlospermum vitifolium,2874865
Cocos nucifera,2735117
Codariocalyx gyroides,2968942
Codiaeum variegatum,3071476
Coelogyne,2811365
Coelorachis cylindrica,2704492
Coffea arabica,2895345
Coffea canephora,2895528
Coffea liberica,8524134
Coffea liberica dewevrei,2895394
Coffea stenophylla,2895488
Coincya monensis,3040600
Coincya monensis cheiranthos,3040633
Coincya tournefortii,3690903
Coix lacryma-jobi,2706301
Cola acuminata,5406685
Cola nitida,5406687
Colchicum autumnale,2739622
Coleonema pulchellum,5594397
Coleostephus myconis,3092083
Collinsia heterophylla,5414959
Collinsia parviflora,5414960
Collomia biflora,7294226
Collomia grandiflora,2927556
Collomia linearis,2927552
Colocasia antiquorum,5330777
Colocasia esculenta,5330776
Colubrina arborescens,5372463
Colubrina asiatica,5372467
Columnea nicaraguensis,5589344
Colutea arborescens,7844167
Colutea media,2956441
Colutea orientalis,2956442
Colvillea racemosa,10704829
Combretum grandiflorum,3699990
Combretum indicum,12203608
Combretum paniculatum,7166895
Commelina africana,2763987
Commelina benghalensis,2763941
Commelina caroliniana,2764260
Commelina chamissonis,2764158
Commelina communis,2764179
Commelina diffusa,2764202
Commelina erecta,2764389
Commelina forskaolii,4270425
Commelina longifolia,2764030
Commelina nigritana,2764144
Commelina paleata,2764092
Commelina paludosa,2764435
Commelina rufipes,2763970
Commelina rufipes glabrata,2763976
Commelina tuberosa,2763962
Commelina virginica,2764028
Commiphora kerstingii,3992660
Condea verticillata,7942529
Condylocarpon isthmicum,3615616
Congea tomentosa,2925568
Congea velutina,3881868
Conicosia pugioniformis,3084867
Conicosia pugioniformis muirii,3707026
Conium maculatum,3034807
Conocarpus erectus,5421045
Conocarpus lancifolius,5553336
Conoclinium coelestinum,3090343
Conopodium majus,6026760
Conringia austriaca,3040923
Conringia orientalis,3040913
Conringia planisiliqua,3040928
Consolida regalis paniculata,6710375
Convallaria majalis,7459480
Convolvulus althaeoides,2928400
Convolvulus arvensis,2928390
Convolvulus betonicifolius,7324560
Convolvulus cantabrica,3681277
Convolvulus elegantissimus,3679859
Convolvulus equitans,2928394
Convolvulus erubescens,2928389
Convolvulus farinosus,3679569
Convolvulus persicus,3680269
Convolvulus pilosellifolius,2928388
Convolvulus sabatius,3678857
Convolvulus tricolor,7162908
Conyza mixta,5398118
Conyza ramosissima,5398058
Conyza rouyana,5692029
Conyzigeron huelsenii,7707728
Copaifera,2978115
Copaifera officinalis,2978155
Copernicia prunifera,2738262
Coprosma baueri,2911479
Coprosma repens,2911525
Coprosma robusta,2911561
Corallocarpus triangularis,3623180
Corallorhiza odontorhiza pringlei,2797269
Corchorus aestuans,3152092
Corchorus capsularis,3152082
Corchorus depressus,8129124
Corchorus fascicularis,4260572
Corchorus hirsutus,3152083
Corchorus hirtus,3152085
Corchorus olitorius,3152084
Corchorus orinocensis,3152087
Corchorus siliquosus,3152091
Corchorus tridens,3152090
Corchorus trilocularis,3152081
Cordia africana,5660325
Cordia alliodora,7649215
Cordia aspera,7294535
Cordia curassavica,5662446
Cordia dichotoma,5341270
Cordia gerascanthus,5341264
Cordia lutea,5661644
Cordia monoica,7295132
Cordia myxa,5341290
Cordia rusbyi,7585779
Cordia sebestena,5341289
Cordia sinensis,5660676
Cordia subcordata,5341267
Cordia taguahyensis,5660566
Cordyline australis,2766411
Cordyline fruticosa,2766278
Cordyline sellowiana,2766268
Cordyline stricta,2766271
Corema album,8053367
Coreopsis auriculata,3133965
Coreopsis basalis,3133967
Coreopsis gladiata,3133873
Coreopsis grandiflora,3133927
Coreopsis lanceolata,3133938
Coreopsis major,3133888
Coreopsis nuecensis,3133925
Coreopsis pubescens,3134025
Coreopsis tinctoria,3133950
Coreopsis tripteris,3133996
Coreopsis verticillata,3133887
Coriandrum sativum,3034871
Coriaria myrtifolia,3701787
Corispermum algidum,3760051
Corispermum americanum,6447992
Corispermum declinatum,7340011
Corispermum hyssopifolium,7793820
Corispermum intermedium,3759655
Corispermum marschallii,3759530
Corispermum nitidum,3083973
Corispermum pallasii,3083975
Corispermum pallasii membranaceum,3759398
Corispermum redowskii,3759205
Corispermum villosum,3083980
Cornus alba,8365953
Cornus capitata,7161042
Cornus kousa,3082274
Cornus mas,3082263
Cornus sanguinea,3082234
Cornus sanguinea australis,3663237
Cornus sanguinea hungarica,8421432
Cornus sericea,3082244
Cornutia pyramidata,2925663
Coronilla cretica,5349969
Coronilla globosa,5349986
Coronilla scorpioides,5348644
Coronilla securidaca,5349991
Coronilla vaginalis,5348664
Coronilla valentina,5348633
Coronilla valentina glauca,5348635
Coronilla varia,5350005
Correa backhouseana,6433998
Corrigiola litoralis,5384680
Cortaderia jubata,2704521
Cortaderia richardii,4148214
Cortaderia selloana,2704523
Corydalis ambigua,7315083
Corydalis aurea,5334210
Corydalis bracteata,5531213
Corydalis capnoides,5334213
Corydalis cava,5530881
Corydalis cheilanthifolia,5530829
Corydalis crystallina,7816762
Corydalis nobilis,5531997
Corydalis ochotensis,5531980
Corydalis solida,5334208
Corylus avellana,2875979
Corylus colurna,2875968
Corylus heterophylla,2876072
Corylus maxima,2876049
Corymbia calophylla,5418394
Corymbia citriodora,5418431
Corymbia ficifolia,5418434
Corymbia gummifera,5418493
Corymbia maculata,5418386
Corymbia torelliana,5418406
Corynanthe paniculata,2901470
Corynephorus canescens,5290194
Corynephorus divaricatus,4147899
Corynephorus fasciculatus,5679673
Corynocarpus laevigatus,3169083
Cosmos bipinnatus,3098912
Cosmos caudatus,3098932
Cosmos diversifolius,3098971
Cosmos parviflorus,3098939
Cosmos sulphureus,3098951
Costus afer,2756876
Costus comosus bakeri,2756859
Costus dubius,2756790
Costus guanaiensis macrostrobilus,2756966
Costus lima,2756775
Costus lucanusianus,2756814
Costus malortieanus,2756919
Costus pulverulentus,2756847
Costus scaber,2756885
Costus spicatus,2756925
Costus woodsonii,2756950
Cota altissima,5390611
Cota austriaca,5390636
Cota tinctoria,5390618
Cotinus coggygria,3190522
Cotinus obovatus,3190520
Cotoneaster acuminatus,3025566
Cotoneaster acutifolius,3025770
Cotoneaster adpressus,3025764
Cotoneaster affinis,3025799
Cotoneaster ambiguus,3025858
Cotoneaster apiculatus,3025857
Cotoneaster bacillaris,3025797
Cotoneaster bradyi,7756070
Cotoneaster bullatus,3026294
Cotoneaster congestus,3025899
Cotoneaster conspicuus,3025875
Cotoneaster cooperi,3025894
Cotoneaster coriaceus,3026035
Cotoneaster crispii,3026036
Cotoneaster dammeri,3026049
Cotoneaster dielsianus,3025896
Cotoneaster divaricatus,3026334
Cotoneaster ellipticus,5015
Cotoneaster franchetii,3026162
Cotoneaster frigidus,7671195
Cotoneaster froebelii,11133416
Cotoneaster fruticosus,3025986
Cotoneaster glabratus,3026137
Cotoneaster glaucophyllus,3025781
Cotoneaster glaucophyllus serotinus,6287869
Cotoneaster hebephyllus,3025736
Cotoneaster hedegaardii,3025918
Cotoneaster henryanus,7576311
Cotoneaster hissaricus,3025794
Cotoneaster hjelmqvistii,3026092
Cotoneaster hodjingensis,3025759
Cotoneaster horizontalis,3025617
Cotoneaster ignescens,3025695
Cotoneaster ignotus,3025793
Cotoneaster induratus,3026187
Cotoneaster insculptus,3025868
Cotoneaster integerrimus,3025576
Cotoneaster integrifolius,3026105
Cotoneaster laetevirens,3026168
Cotoneaster latifolius,3026234
Cotoneaster lucidus,3025769
Cotoneaster magnificus,3025933
Cotoneaster melanocarpus,8170460
Cotoneaster microphyllus,3025626
Cotoneaster miniatus,3026145
Cotoneaster moupinensis,3025731
Cotoneaster multiflorus,3025939
Cotoneaster nanshan,8248885
Cotoneaster nebrodensis,3025755
Cotoneaster nitens,3026022
Cotoneaster nitidus,3026064
Cotoneaster nohelii,3026015
Cotoneaster obscurus,3025948
Cotoneaster obtusus,3025893
Cotoneaster pannosus,3025572
Cotoneaster perpusillus,3025922
Cotoneaster przewalskii,3026286
Cotoneaster racemiflorus,3025697
Cotoneaster rehderi,3026160
Cotoneaster rotundifolius,3025882
Cotoneaster salicifolius,3026074
Cotoneaster shannanensis,3025749
Cotoneaster sherriffii,3025980
Cotoneaster simonsii,3026107
Cotoneaster sternianus,3026154
Cotoneaster suecicus,3026040
Cotoneaster tomentellus,3026290
Cotoneaster vestitus,3025953
Cotoneaster villosulus,3025564
Cotoneaster watereri,3026004
Cotoneaster zabelii,3025605
Cotula alpina,3112086
Cotula anthemoides,3112123
Cotula australis,8542672
Cotula bipinnata,3112171
Cotula coronopifolia,3112110
Cotula turbinata,3112098
Cotyledon orbiculata,5361969
Cotyledon orbiculata oblonga,5836084
Coulteria cubensis,10786450
Couroupita guianensis,3082562
Crambe cordifolia,5373502
Crambe hispanica,5373475
Crambe hispanica abyssinica,5373483
Crambe maritima,5373533
Crambe orientalis,5373466
Craniolaria annua,3172625
Cranocarpus martii,2977344
Crassocephalum crepidioides,3115443
Crassocephalum rubens,3115421
Crassothonna capensis,9476539
Crassula alata,5688378
Crassula aquatica,7565449
Crassula biplanata,5689461
Crassula campestris,7575159
Crassula ciliata,5689232
Crassula closiana,5689208
Crassula coccinea,5689204
Crassula colligata,7809117
Crassula colorata acuminata,5689168
Crassula connata,8277749
Crassula decumbens,7334263
Crassula drummondii,5362061
Crassula ericoides,7334227
Crassula glomerata,5688534
Crassula helmsii,5362054
Crassula multicava,5362058
Crassula muscosa,7396425
Crassula natans,7333952
Crassula natans minus,5687898
Crassula ovata,5362063
Crassula peduncularis,10730110
Crassula pellucida,8028273
Crassula rubricaulis,5690330
Crassula sarmentosa,7334661
Crassula sieberiana,5362057
Crassula spathulata,5689965
Crassula tetragona,7172747
Crassula tetragona robusta,5689729
Crassula thunbergiana,7334509
Crassula tillaea,5362055
Crassula vaillantii,5689573
Crataegus ambigua,3014082
Crataegus arnoldiana,3013598
Crataegus azarolus,3013739
Crataegus calycina curvisepala,7986058
Crataegus chlorocarpa,7892367
Crataegus coccinea,7790614
Crataegus coccinioides,3014860
Crataegus crus-galli,3013404
Crataegus dahurica,7699590
Crataegus douglasii,3013580
Crataegus flabellata,3014366
Crataegus gracilior,3013401
Crataegus heterophylla,8031653
Crataegus horrida,3015889
Crataegus laevigata,8252683
Crataegus lavallei,3014883
Crataegus macracantha,3013570
Crataegus maximowiczii,3015120
Crataegus mollis,3015562
Crataegus monogyna,9220780
Crataegus multiflora,3015647
Crataegus nigra,3015596
Crataegus orientalis,3013974
Crataegus pedicellata,11935612
Crataegus persimilis,3015457
Crataegus phaenopyrum,8041842
Crataegus pinnatifida,3014527
Crataegus polyacantha,3013897
Crataegus punctata,3014805
Crataegus rhipidophylla,9047268
Crataegus rivularis,3015454
Crataegus sanguinea,3013574
Crataegus sinaica,3015045
Crataegus submollis,3015560
Crataegus succulenta,3016137
Crataegus uhrovae,7794778
Crataegus wattiana,3013503
Craterostigma nummulariifolium,7648981
Craterostigma plantagineum,3728025
Crateva adansonii,3871686
Crateva adansonii axillaris,8150908
Crepis alpina,5403573
Crepis aurea,5403355
Crepis bakeri,5403569
Crepis bakeri cusickii,8140724
Crepis bellidifolia,7455538
Crepis biennis,5403531
Crepis bursifolia,5403541
Crepis capillaris,5403304
Crepis dioscoridis,5403256
Crepis foetida,5403470
Crepis foetida rhoeadifolia,5831060
Crepis hypochoeridea,5403452
Crepis micrantha,5403290
Crepis nicaeensis,5403323
Crepis pannonica,5403267
Crepis pulchra,5403272
Crepis pusilla,5403341
Crepis rubra,5403562
Crepis sancta,5403605
Crepis setosa,4245384
Crepis sprengeriana,5387240
Crepis vesicaria,5403709
Crepis vesicaria taraxacifolia,5702572
Crepis zacintha,5403284
Crescentia alata,5415080
Crescentia cujete,5415081
Crinum amabile,2853821
Crinum americanum,2853938
Crinum asiaticum,2853796
Crinum asiaticum pedunculatum,2853833
Crinum bulbispermum,2853668
Crinum jagus,2853913
Crinum kunthianum,2853695
Crinum moorei,4928395
Crinum ornatum,2853725
Crinum powellii,4013963
Crinum zeylanicum,2853722
Crithmum maritimum,3632234
Crocosmia aurea,2747948
Crocosmia crocosmiiflora,2747939
Crocosmia masoniorum,2747946
Crocosmia paniculata,2747927
Crocosmia pottsii,2747959
Crocus adamii,3586112
Crocus ancyrensis,2747842
Crocus autumnalis,8316677
Crocus biflorus,2747340
Crocus caeruleus,2747574
Crocus chrysanthus,2747489
Crocus etruscus,2747813
Crocus flavus,2747737
Crocus heuffelianus,8844020
Crocus imperati,2747799
Crocus kotschyanus,2747313
Crocus longiflorus,2747464
Crocus nudiflorus,2747305
Crocus pulchellus,2747815
Crocus salzmannii,2747449
Crocus sativus,2747430
Crocus sieberi,2747530
Crocus speciosus,2747718
Crocus tommasinianus,2747564
Crocus vernus,2747567
Crossandra infundibuliformis,6359825
Crossandra infundibuliformis brachystachys,7425455
Crossopetalum ilicifolium,5414288
Crossostephium chinense,7970844
Crotalaria agatiflora,2942820
Crotalaria agatiflora engleri,2942820
Crotalaria agatiflora erlangeri,5938896
Crotalaria agatiflora imperialis,5938895
Crotalaria alata,2941976
Crotalaria angulata,2941721
Crotalaria beddomeana,2942022
Crotalaria berteroana,2942896
Crotalaria brevidens,2942220
Crotalaria breviflora,2941772
Crotalaria capensis,2942741
Crotalaria cleomifolia,2942628
Crotalaria cytisoides,8425911
Crotalaria distans,2942970
Crotalaria distans macaulayae,2942970
Crotalaria fiherenensis,2942330
Crotalaria goreensis,2941759
Crotalaria grahamiana,2941791
Crotalaria hirta,2941737
Crotalaria incana,2942375
Crotalaria incana purpurascens,2942378
Crotalaria juncea,2942877
Crotalaria laburnifolia,2942065
Crotalaria lanceolata,2941820
Crotalaria linifolia,2942259
Crotalaria longirostrata,2942760
Crotalaria macrocarpa,2942183
Crotalaria maypurensis,2942232
Crotalaria micans,2941831
Crotalaria mysorensis,2941738
Crotalaria ochroleuca,2942268
Crotalaria orixensis,2942038
Crotalaria pallida,8260433
Crotalaria pallida obovata,2942716
Crotalaria prostrata,2942090
Crotalaria pulchra,2942102
Crotalaria pumila,2942415
Crotalaria quinquefolia,2942956
Crotalaria retusa,2942610
Crotalaria rotundifolia,2942940
Crotalaria sagittalis,2942194
Crotalaria saltiana,2942423
Crotalaria sericea,8128829
Crotalaria spectabilis,2942727
Crotalaria spinosa,2941863
Crotalaria trichotoma,2941939
Crotalaria trifoliastrum,2942289
Crotalaria triquetra,2942244
Crotalaria uncinella,2941986
Crotalaria verrucosa,2942654
Crotalaria virgulata,2942437
Crotalaria vitellina,2941890
Croton argenteus,3054483
Croton billbergianus,3059312
Croton bonplandianus,3058543
Croton capitatus,3058740
Croton congestus,3059908
Croton glandulosus,3058185
Croton glandulosus septentrionalis,8032516
Croton guatemalensis,3058164
Croton heptalon,5833331
Croton hirtus,3058942
Croton lindheimeri,3058747
Croton lindheimerianus,3059564
Croton monanthogynus,3057700
Croton punctatus,3057499
Croton serpyllifolius,3058476
Croton setiger,4930695
Croton setigerus,3058111
Croton texensis,3058061
Croton tiglium,3057656
Croton trinitatis,3058861
Crucianella angustifolia,5336632
Crucianella gilanica,5336587
Cruciata glabra,5338929
Cruciata laevipes,5338920
Cruciata pedemontana,5338943
Crupina vulgaris,3149965
Crypsis aculeata,5290184
Crypsis alopecuroides,5290186
Crypsis schoenoides,2704744
Crypsis vaginiflora,5290182
Cryptantha ambigua,2926297
Cryptantha fendleri,2926292
Cryptantha torreyana,2926241
