"scientificName","speciesKey"
"Myosotis ramosissima",7589756
"Lotus rectus",5632022
"Taraxacum retzii",5695736
"Aizoon rigidum",7955384
"Acacia rostellifera",2979059
"Bupleurum rotundifolium",3034554
"Leptospermum rotundifolium",8066297
"Crassula rubricaulis",5690330
"Sedum rubrotinctum",5688562
"Pinus sabiniana",7564817
"Baccharis salicina",3129634
"Melaleuca lophantha",3173480
"Stenocarpus salignus",3995534
"Taraxacum sarcidanum",5695538
"Acacia schinoides",2978902
"Eucalyptus scias",3176244
"Hordeum secalinum",2706068
"Sequoia sempervirens",2683909
"Solidago sempervirens",8397683
"Roepera sessilifolia",3986744
"Trianoptiles solitaria",2708017
"Moraea spathulata",2744183
"Calicotome spinosa",2956359
"Ononis spinosa  subsp. procurrens",2977149
"Taraxacum squamulosum",5696416
"Grindelia squarrosa",3146219
"Saxifraga stolonifera",3032762
"Eucalyptus stricklandii",3176475
"Cordyline stricta",2766407
"Melaleuca styphelioides",5416005
"Taraxacum subbracteatum",5394033
"Quercus suber",2879411
"Stachys sylvatica",2927282
"Brachypodium sylvaticum",5290146
"Notobasis syriaca",3122323
"Onopordum tauricum",3094939
"Narcissus tazetta  subsp. aureus",2858963
"Narcissus tazetta  subsp. italicus",2858963
"Wachendorfia thyrsiflora",8126988
"Plantago triandra",7303124
"Carex tribuloides",2727891
"Hypericum triquetrifolium",3715163
"Nerine undulata",5326908
"Baeometra uniflora",2740343
"Tribolium uniolae",5674855
"Piptochaetium uruguense",4133350
"Ranunculus ficaria",9094061
"Austrostipa verticillata",4104718
"Diplotaxis viminea",5376357
"Melaleuca viminea",5415846
"Moraea virgata",2744535
"Dittrichia viscosa",3101184
"Dodonaea viscosa",7585074
"Arisarum vulgare",2867495
"Clinopodium vulgare",2926945
"Lysimachia vulgaris",3169386
"Anthyllis vulneraria",5352367
"Eucalyptus woodwardii",3176456
"Populus yunnanensis",7266406
"Avena abyssinica",2705289
"Portulacaria afra",3084777
"Gladiolus alatus",2749902
"Freesia leichtlinii  subsp. alba",2747079
"Lysimachia arvensis  var. caerulea",11465627
"Vicia benghalensis",2975384
"Wahlenbergia capensis",5413612
"Gladiolus caryophyllaceus",2749967
"Plantago cretica",4156114
"Crassula decumbens",7334263
"Acaena echinata",5371172
"Opuntia engelmannii  var. lindheimeri",8014872
"Corynephorus fasciculatus",5679673
"Pentzia globosa",5391167
"Crambe hispanica",5373475
"Cyanella hyacinthoides",2860877
"Juncus hybridus",6413509
"Periballia laevis",4148705
"Cyperus longus",7540482
"Crassula natans",7333952
"Vicia dumetorum",2974946
"Allium orientale",8215251
"Typha orientalis",5289521
"Brassica oxyrrhina",7740136
"Bromus pectinatus",4122609
"Biserrula pelecinus",2938473
"Gorteria personata",3103369
"Sparaxis pillansii",2745782
"Rumex pulcher  subsp. woodsii",2888978
"Lolium remotum",2706236
"Elymus scabrus",4134265
"Heliophila seselifolia",5374397
"Holcus setiger",4119138
"Trifolium spumosum",5359263
"Gamochaeta stagnalis",3139714
"Lysimachia verna",7363753
"Atriplex undulata",3758994
"Opuntia dejecta",5620308
"Stylosanthes fruticosa",2975709
"Atriplex lentiformis",3083785
"Helianthus petiolaris  var. canescens",3119225
"Launaea sarmentosa",3144718
"Ipomoea carnea",2928590
"Paspalum fasciculatum",8093205
"Cyperus imbricatus",2714233
"Physalis minima",5581251
"Pennisetum pedicellatum",5828233
"Cenchrus pedicellatus  subsp. unispiculus",5828233
"Ocimum tenuiflorum",2927100
"Pteris tremula",5275406
"Ranunculus minimus",3931003
"Astragalus vogelii  subsp. fatimensis",5344669
"Sphaeromorphaea australis",3125384
"Pupalia lappacea",7323604
"Pupalia micrantha",3675011
"Indigofera oblongifolia",2971724
"Ottelia ovalifolia",5329501
"Isachne pulchella",7967831
"Vitex trifolia",2925561
"Acaena agnipila",5371043
"Rubus alumnus",2992616
"Scleroblitum atriplicinum",5568975
"Phragmites australis",5290149
"Cleretum bellidiforme",3707306
"Solidago chilensis",5389072
"Senecio diaschides",3108272
"Cyperus laevigatus",2713559
"Trifolium ligusticum",8330827
"Sorghastrum nutans",2704414
"Pelargonium panduriforme",2891607
"Galium parisiense",2913169
"Veronica plebeia",3172117
"Trifolium pratense  subsp. pratense",8324121
"Lachenalia reflexa",2773807
"Hypolepis rugosula",7265884
"Lapeirousia anceps",5297626
"Atriplex canescens",3083750
"Elymus distichus",4125813
"Delosperma vinaceum",3706408
"Lonicera americana",5598788
"Vallisneria americana",2865501
"Phleum arenarium",2706011
"Grammatotheca bergiana",3168026
"Nerine bowdenii",5326845
"Alocasia brisbanensis",5329885
"Rumex bucephalophorus",2888993
"Banksia canei",5636359
"Oxalis caprina",3626594
"Gladiolus cardinalis",2750180
"Melaleuca citrina",6306508
"Callitris columellaris",2684338
"Adenocarpus complicatus",2951647
"Romneya coulteri",2888393
"Casuarina cunninghamiana",2891932
"Hakea dactyloides",7287220
"Dennstaedtia davallioides",3605611
"Lavandula dentata",7307829
"Ozothamnus diosmifolius",3111921
"Andropogon distachyos",4150293
"Hibiscus diversifolius",7279239
"Tribolium echinatum",5674861
"Albuca flaccida",2772325
"Puccinellia gigantea",4148420
"Coreopsis grandiflora",7796711
"Dietes grandiflora",2742427
"Sparaxis grandiflora",2745809
"Aristolochia grandiflora",2874014
"Echinospartum horridum",2959222
"Watsonia knysnana",5297813
"Acacia mearnsii",11241539
"Stellaria multiflora",5584247
"Rumex x muretii",4038177
"Babiana nana",2746126
"Rosa noisettiana",8287173
"Acaena novae-zelandiae",5370755
"Nymphaea odorata",2882412
"Narcissus papyraceus",11234780
"Reichardia picroides",5385655
"Juncus polyanthemus",2701439
"Oxalis polyphylla",3626374
"Rubus praecox",8019170
"Callitris preissii",2684273
"Rumex pseudopulcher",4037012
"Ehrharta pusilla",4116517
"Aristida ramosa",4126099
"Rosa x rehderiana",3008183
"Protea repens",5636761
"Eucalyptus resinifera",3176649
"Hackelia suaveolens",9329272
"Echinochloa telmatophila",4118015
"Crassula thunbergiana",7334509
"Samolus valerandi",3169313
"Illecebrum verticillatum",5384589
"Crepis vesicaria",5403709
"Melaleuca viminalis",3173353
"Oxalis violacea",2891755
"Tolpis virgata",3097191
"Syringa vulgaris",5415039
"Eucalyptus petiolaris",10755174
"Solanum tuberosum",2930262
"Lactuca virosa",3140467
"Sorghum amplum",4108606
"Isachne globosa",4144475
"Vigna radiata  var. setulosa",2982380
"Bonnaya ruellioides",3733532
"Sida subcordata",5617374
"Indigofera hochstetteri",2972197
"Indigofera sessiliflora",2972257
"Vallisneria australis",2865524
"Succowia balearica",3040899
"Eucalyptus botryoides",3176253
"Xerochrysum bracteatum",3102871
"Lachenalia bulbifera",2775410
"Triglochin bulbosa",2865355
"Albuca canadensis",2772339
"Muehlenbeckia complexa",2888859
"Thalia dealbata",11059274
"Helianthus debilis  subsp. cucumerifolius",3119191
"Asparagus densiflorus",2768503
"Oxalis depressa",3627194
"Yucca filamentosa",2775561
"Argyranthemum foeniculaceum",8332440
"Solanum giganteum",2930578
"Cullen graveolens",3966607
"Platanus hispanica",7400250
"Banksia integrifolia",7124338
"Oenothera jamesii",3188805
"Vachellia karroo",3974754
"Pancratium maritimum",2853283
"Leucanthemum maximum",5401002
"Lachenalia mutabilis",9239373
"Tetragonia nigrescens",7329322
"Romulea obscura",2743906
"Wachendorfia paniculata",8013876
"Tigridia pavonia",8079009
"Azolla pinnata",2650106
"Eucalyptus polyanthemos",3176703
"Auranticarpa rhombifolia",4162100
"Convolvulus sabatius",3678857
"Crypsis schoenoides",9379326
"Spinifex sericeus",4153008
"Mesembryanthemum parviflorum",5555190
"Epilobium tetragonum",7322563
"Parthenocissus tricuspidata",3039209
"Hibiscus tridactylites",3940696
"Babiana tubiflora",2746194
"Acacia auriculiformis",2981001
"Echinochloa elliptica",2702827
"Spirodela polyrhiza",4097481
"Alternanthera ramosissima",3084934
"Phoenix roebelenii",11365673
"Cyperus surinamensis",2715295
"Vigna trilobata",2982455
"Pelargonium alchemilloides",8588196
"Rumex frutescens",2888976
"Eucalyptus microcorys",3176755
"Eucalyptus muelleriana",3177184
"Pinus palustris",5285816
"Rubus parviflorus",12147739
"Callitris rhomboidea",7525646
"Rubus ursinus",2990646
"Hibiscus acetosella",7802717
"Solanum aculeastrum",2929801
"Crotalaria agatiflora  subsp. imperialis",2942820
"Gigantochloa albociliata",4108097
"Chrysanthellum americanum",3088353
"Acanthus arboreus",5574054
"Bulbostylis barbata",8070258
"Crotalaria brevidens",2942220
"Solanum campylacanthum",8383788
"Sambucus canadensis",8258874
"Alternanthera caracasana",3084958
"Allium cepa",2857697
"Vigna comosa",2982801
"Mimosa diplotricha",7808904
"Pithecellobium dulce",2962831
"Galphimia glauca",7122389
"Calliandra houstoniana  var. calothyrsus",2982067
"Stachytarpheta indica",2925463
"Chrysanthellum indicum",3088368
"Payena leerii",2883593
"Terminalia mantaly",3699469
"Persicaria nepalensis",4034001
"Cananga odorata",5407583
"Cinchona officinalis",2901250
"Diplocyclos palmatus",7317695
"Schizolobium parahyba",2945453
"Hamelia patens",2902066
"Jatropha podagrica",3073016
"Thespesia populnea",3152795
"Acanthus pubescens",5573783
"Tephrosia pumila",5342490
"Tephrosia purpurea",5342239
"Tephrosia purpurea  subsp. leptostachya",5342239
"Plumeria rubra",3169674
"Melanthera scandens subsp. madagascariensis",9571367
"Stellaria sennii",5588388
"Toona sinensis",7271504
"Teramnus uncinatus  subsp. axilliflorus",2951909
"Teramnus uncinatus  subsp. ringoetii",2951909
"Meiogyne virgata",3158371
"Symphytum grandiflorum",4067302
"Phytolacca acinosa",3084022
"Lonicera acuminata",5598598
"Spiraea alba",8060655
"Petasites albus",7749287
"Clethra alnifolia",2888323
"Ribes alpinum",2986184
"Epimedium alpinum",7695021
"Erinus alpinus",3741446
"Verbesina alternifolia",3147814
"Scutellaria altissima",5341373
"Lysichiton americanus",10236166
"Hieracium amplexicaule  subsp. spelaeum",7476521
"Kalmia angustifolia",2883007
"Fraxinus angustifolia  subsp. oxycarpa",7325877
"Juncus anthelatus",2702058
"Anemonoides apennina",3927746
"Thalictrum aquilegiifolium",6376340
"Polygonum arenarium  subsp. pulchellum",5334315
"Rubus armeniacus",10260540
"Papaver atlanticum",7315072
"Chaerophyllum aureum",3642531
"Ribes aureum",2986111
"Rorippa austriaca",8420457
"Sisymbrium austriacum  subsp. chrysanthum",3046929
"Linum austriacum",2873877
"Fallopia baldschuanica",5334351
"Chenopodium berlandieri",3083920
"Anemonoides blanda",3033242
"Acorus calamus",2873769
"Artemisia campestris  subsp. maritima",3120692
"Glyceria canadensis",2705512
"Impatiens capensis",2891774
"Lonicera caprifolium",5334227
"Arabis caucasica",5374922
"Symphytum caucasicum",7989836
"Corydalis cava",10010756
"Quercus cerris",2880580
"Spiraea chamaedryfolia",3026406
"Symphoricarpos chenaultii",3855595
"Aristolochia clematitis",2873991
"Hedera colchica",3036033
"Achillea collina",3120066
"Doronicum columnae",3143034
"Aubrieta columnae",3054110
"Bidens connata",5392083
"Macleaya cordata",5334194
"Philadelphus coronarius",2986045
"Carex crawfordii",2722380
"Rumex cristatus  subsp. kerneri",2889005
"Solanum nigrum",2930222
"Oenothera parviflora",8994150
"Panicum dichotomiflorum",2705144
"Cotoneaster dielsianus",3025896
"Eurybia divaricata",5396125
"Ribes divaricatum",2986132
"Cotoneaster divaricatus",3026334
"Epilobium dodonaei",3666422
"Spiraea douglasii",3027355
"Lindernia dubia",3171888
"Geranium endressii",2890502
"Catalpa erubescens",4926977
"Euphorbia esula  subsp. tommasiniana",3064282
"Asarum europaeum",7313595
"Echinops exaltatus",5392683
"Doronicum x excelsum",3142974
"Setaria faberi",7626470
"Campanula fenestrellata",5410210
"Veronica filiformis",3172100
"Hieracium flagellare",3123262
"Photinia floribunda",5363613
"Crepis foetida  subsp. rhoeadifolia",5403470
"Juncus foliosus",2701578
"Dicentra formosa",2888553
"Euonymus fortunei",3169137
"Agrostis fouilladei",7491980
"Pterocarya fraxinifolia",8288647
"Scirpus georgianus",2720269
"Mespilus germanica",3031774
"Solidago gigantea",5389017
"Dianthus giganteus",7267630
"Impatiens glandulifera",2891770
"Yucca gloriosa",2775619
"Ludwigia grandiflora",5421039
"Tellima grandiflora",3032698
"Arabidopsis halleri",3052528
"Crassula helmsii",5362054
"Myriophyllum heterophyllum",5361762
"Lathyrus heterophyllus",5356541
"Hedera hibernica",8168344
"Symphytum hidcotense",4067281
"Aesculus hippocastanum",3189815
"Sedum hispanicum",5361982
"Narcissus hispanicus",2858384
"Cotoneaster hjelmqvistii",3026092
"Euphorbia humifusa",3067054
"Equisetum praealtum",6387003
"Eranthis hyemalis",3033227
"Senecio inaequidens",3109086
"Potentilla inclinata",10519098
"Silene italica",7757300
"Populus x jackii",3040241
"Spiraea japonica",8170635
"Pseudosasa japonica",7952471
"Petasites japonicus",3088310
"Syringa josikaea",5549698
"Berberis julianae",3981543
"Rudbeckia laciniata",3114242
"Dipsacus laciniatus",2888814
"Symphyotrichum laeve",10165833
"Amelanchier lamarckii",3024109
"Symphyotrichum lanceolatum",9202318
"Campanula latifolia",5411408
"Sagittaria latifolia",5328909
"Euonymus latifolius",3169131
"Senecio vernalis",6063730
"Lonicera ligustrina  var. yunnanensis",5598915
"Lonicera ligustrina  var. pileata",5598915
"Sisymbrium loeselii",3046875
"Scilla luciliae",2767271
"Pseudofumaria lutea",2888513
"Rhododendron luteum",2883036
"Odontites luteus",7383255
"Vaccinium macrocarpon",2882841
"Cicerbita macrophylla  subsp. uralensis",3140436
"Cicerbita macrophylla  subsp. macrophylla",3140436
"Aristolochia macrophylla",3588490
"Tanacetum macrophyllum",7760619
"Geranium macrorrhizum",2891079
"Eutrochium maculatum",3138195
"Eleocharis mamillata  subsp. austriaca",2717400
"Armeria maritima  subsp. elongata",8930531
"Jacobaea maritima",10156894
"Lilium martagon",7508420
"Hyacinthoides x massartiana",5304294
"Cerastium maureri",7925372
"Campanula medium",5411453
"Alyssum montanum",3044912
"Eragrostis multicaulis",2705401
"Rosa multiflora",3002154
"Odontarrhena alpestris",3044956
"Aconitum napellus",3033665
"Clinopodium nepeta",8916040
"Lathyrus niger",5356662
"Galanthus nivalis",2855356
"Hepatica nobilis",5371699
"Achillea nobilis",8059665
"Geranium nodosum",2890287
"Hydrocotyle novae-zeelandiae",3636471
"Elodea nuttallii",5329212
"Eleocharis obtusa",2716838
"Pulmonaria officinalis",5439925
"Hyssopus officinalis",5341387
"Physocarpus opulifolius",7717296
"Bunias orientalis",3050364
"Clematis orientalis",3923641
"Peucedanum ostruthium",5538108
"Catalpa ovata",3172613
"Geranium oxonianum",2890035
"Corispermum pallasii",3083975
"Euphorbia palustris",3064056
"Allium paradoxum",2857017
"Impatiens parviflora",2891782
"Rumex patientia",8305386
"Lobelia pedunculata",5408682
"Pimpinella peregrina",8004166
"Geranium phaeum",2891390
"Pilosella piloselloides",8288930
"Symphyotrichum pilosum",3151755
"Staphylea pinnata",3686235
"Epimedium pinnatum",8044946
"Doronicum plantagineum  subsp. emarginatum",4230874
"Narcissus poeticus",7826140
"Campanula portenschlagiana",5410411
"Campanula poscharskyana",5410151
"Anchusa procera",5341202
"Asarina procumbens",3729273
"Typha provincialis",5289490
"Papaver setiferum",8342911
"Lysimachia punctata",3169357
"Geranium pyrenaicum",2890122
"Galinsoga quadriradiata",3132567
"Inula racemosa",4933624
"Sasa ramosa",4127352
"Hieracium recensitum",9689880
"Clematis recta",3033543
"Cotoneaster rehderi",3026294
"Goodyera repens",2840931
"Campanula rhomboidalis",5410480
"Potentilla rivalis",5365305
"Cirsium rivulare",10158840
"Spiraea x rosalba",3027332
"Saxifraga rotundifolia",7339396
"Smilax rotundifolia",5295375
"Quercus rubra",2879826
"Sarracenia rubra",5421383
"Acer rufinerve",7263145
"Rosa rugosa",7602081
"Umbilicus rupestris",7334368
"Phlomis russeliana",3886505
"Miscanthus sacchariflorus",7738766
"Acer saccharinum",3189837
"Cotoneaster salicifolius",3026074
"Symphyotrichum x salignum",3151811
"Cornus sanguinea  subsp. australis",3082234
"Cornus sanguinea  subsp. hungarica",3082234
"Scilla sardensis",12248714
"Sedum sarmentosum",5362004
"Castanea sativa",5333294
"Silene schafta",10941164
"Allium scorodoprasum",9177060
"Onoclea sensibilis",10881211
"Cornus sericea",3082244
"Scilla siberica",8080743
"Claytonia sibirica",3084770
"Bromus sitchensis",2703698
"Sorbaria sorbifolia",3012089
"Telekia speciosa",5389173
"Verbascum speciosum",3171952
"Hylotelephium spectabile",9680223
"Rubus spectabilis",2998663
"Phedimus spurius",4201607
"Senecio squalidus",3109117
"Cotoneaster sternianus",3026162
"Cytisus striatus",5354707
"Dipsacus strigosus",7443846
"Dianthus subacaulis",8012084
"Linaria supina",5415010
"Forsythia suspensa",5415056
"Tulipa sylvestris",7436696
"Asclepias syriaca",3170247
"Sempervivum tectorum",7559958
"Vicia dalmatica",3973636
"Sorbaria tomentosa",3012117
"Cerastium tomentosum",3085438
"Crocus tommasinianus",2747564
"Festuca trachyphylla",2704949
"Ptelea trifoliata",3190411
"Pseudoturritis turrita",3042086
"Rhus typhina",3190538
"Iberis umbellata",8164249
"Elaeagnus umbellata",3039267
"Pastinaca umbrosa",8409803
"Sauromatum venosum",2869597
"Euphorbia vermiculata",3069300
"Omphalodes verna",2926048
"Scrophularia vernalis",3738504
"Crocus vernus",7839430
"Euphorbia verrucosa",7679515
"Salvia verticillata",2926995
"Setaria verticillata  var. ambigua",5289686
"Photinia villosa",8356787
"Cotoneaster villosulus",3025858
"Clematis viticella",3033518
"Sisymbrium volgense",3046744
"Berberis wagneri",3982284
"Persicaria wallichii",8848208
"Volkameria aculeata",2925370
"Crescentia alata",5415080
"Plumeria alba",7559147
"Petiveria alliacea",3084012
"Mammea americana",3189421
"Spigelia anthelmia",5414391
"Ipomoea arborescens",7391455
"Terminalia arjuna",3699548
"Ammannia baccifera",3188716
"Impatiens balsamina",2891773
"Caladium bicolor",2868390
"Capraria biflora",3171842
"Allamanda blanchetii",3169835
"Hevea brasiliensis",3071171
"Averrhoa carambola",2891641
"Indigofera charlieriana  var. charlieriana",2972113
"Distimake cissoides",9444833
"Erythrina corallodendron",5349504
"Hymenaea courbaril",2950750
"Hura crepitans",5380015
"Trichosanthes cucumerina",8135150
"Crescentia cujete",7814864
"Imperata cylindrica",8424006
"Ludwigia decurrens",5421002
"Desmodium distortum",2967251
"Mussaenda elegans",2892527
"Ludwigia erecta",5420986
"Polyscias fruticosa",3035652
"Scleria gaertneri",6311944
"Sesbania grandiflora",2970670
"Polyscias guilfoylei",3035681
"Acalypha hispida",3056367
"Vicoa indica",3146542
"Jatropha integerrima",3073017
"Vigna juruana",2982791
"Euphorbia lactea",3069859
"Hilleria latifolia",7309627
"Sohmaea laxiflora",10690761
"Steinchisma laxum",4933007
"Zoysia matrella  var. pacifica",2704740
"Euphorbia milii",9523421
"Digitaria nuda",5289967
"Ceiba pentandra",11317144
"Zapoteca portoricensis",7458127
"Kallstroemia pubescens",3189886
"Lysimachia ovalis",7932640
"Mimosa candollei",2969714
"Washingtonia robusta",5294595
"Tabebuia rosea",3172537
"Heliconia rostrata",2760967
"Gonolobus rostratus",3582456
"Xanthosoma sagittifolium",5330899
"Solanum scabrum",2929847
"Cajanus scarabaeoides",2960284
"Allamanda schottii",3169836
"Cordia sebestena",5341289
"Lagerstroemia speciosa",3188724
"Paliurus spina-christi",5372457
"Eucalyptus tereticornis",3176719
"Euphorbia tithymaloides",3069168
"Corymbia torelliana",5418406
"Antiaris toxicaria  var. africana",7262663
"Lantana trifolia",2925321
"Opuntia tuna",5384064
"Vigna umbellata",2982753
"Teramnus uncinatus",2951909
"Vigna unguiculata  subsp. baoulensis",2982583
"Balanites aegyptiaca",7407131
"Bothriochloa ischaemum",2704102
"Melaleuca quinquenervia",5415832
"Scaevola taccada",6358362
"Epipremnum aureum",2868323
"Philodendron giganteum",2870862
"Oeceoclades maculata",5323741
"Nephrolepis brownii",4196780
"Grona adscendens",10846639
"Lemna aequinoctialis",2867616
"Faidherbia albida",5360150
"Hibiscus cannabinus",3152547
"Euphorbia cotinifolia",3067261
"Stenotaphrum dimidiatum",8219668
"Schoenefeldia gracilis",4122703
"Elaeis guineensis",7427852
"Acacia holosericea",2978751
"Hyptis lanceolata",3903859
"Heteropogon melanocarpus",5290180
"Indigofera microcarpa",2971378
"Trapa natans",3188757
"Psophocarpus palustris",2944680
"Sesamum radiatum",3172620
"Plectranthus rotundifolius",5341496
"Ischaemum rugosum",2702462
"Blighia sapida",3189955
"Ipomoea setifera",2928636
"Pennisetum sieberianum",8356428
"Jacquemontia tamnifolia",5341725
"Tephrosia villosa",5342176
"Pennisetum violaceum",5828202
"Plumbago zeylanica",3082282
"Sphenoclea zeylanica",3158672
"Veronica acinifolia",7331926
"Chenopodium acuminatum",3760713
"Adonis aestivalis",5371709
"Plantago afra",7303104
"Vitex agnus-castus",7573255
"Euphorbia agraria",3065725
"Artemisia alba",3121088
"Bryonia alba",8394526
"Lupinus albus  subsp. graecus",2964167
"Malva alcea",3152365
"Euphorbia aleppica",3067011
"Mummenhoffia alliacea",10944522
"Crypsis alopecuroides",9632508
"Cota altissima",5390611
"Picris altissima",3093337
"Fraxinus americana",3172327
"Sison amomum",3641433
"Sicyos angulatus",2874655
"Lavandula angustifolia",8158777
"Solanum angustifolium",2931220
"Stachys annua",2927235
"Xeranthemum annuum",7956743
"Lathyrus annuus",5356361
"Lathyrus aphaca",5356649
"Asteriscus aquaticus",5393689
"Ceratocarpus arenarius",6035781
"Vicia articulata",2975371
"Polycnemum arvense",3083603
"Filago arvensis",3115875
"Torilis arvensis  subsp. heterophylla",3034823
"Lysimachia atropurpurea",8271240
"Allium atropurpureum",2856009
"Scandix australis",6027018
"Cota austriaca",10716783
"Conringia austriaca",3040913
"Trigonella balansae",5360384
"Lappula barbata",7294477
"Convolvulus betonicifolius",7324560
"Fimbristylis bisumbellata",2708744
"Vicia bithynica",2975309
"Bituminaria bituminosa",2952882
"Chenopodium bonus-henricus",8044896
"Lythrum borysthenicum",7892122
"Dysphania botrys",5568428
"Cerastium brachypetalum  subsp. tauricum",3085439
"Cerastium brachypetalum",3085439
"Onopordum bracteatum",3094945
"Pentanema britannicum",10010617
"Daucus broteri",7704950
"Althaea cannabina",3152519
"Aegilops caudata",5678027
"Anthriscus cerefolium",5371746
"Orobanche cernua",3825228
"Linaria chalepensis",7963687
"Euphorbia chamaesyce",8052301
"Chenopodium chenopodioides",10244006
"Erodium ciconium",2891628
"Anthyllis circinnata",5627536
"Avena clauda",4154485
"Fibigia clypeata",3051652
"Polygonum cognatum",7291308
"Geranium columbinum",2890603
"Aegilops columnaris",5678024
"Commelina communis",2764202
"Silene conica subsp. subconica",5588340
"Medicago coronata",7402010
"Valerianella coronata",7298858
"Bryonia cretica  subsp. dioica",6422396
"Silene cretica",8150863
"Amaranthus crispus",7593507
"Rumex cristatus",2889010
"Xeranthemum cylindraceum",3144033
"Aegilops cylindrica",5678027
"Veronica cymbalaria",3172068
"Aethusa cynapium",5371825
"Allium cyrilli",2856340
"Orlaya daucorlaya",3638293
"Populus deltoides",3040232
"Valeriana dentata",2888789
"Melilotus dentatus",8349589
"Rumex dentatus  subsp. halacsyi",2889038
"Centaurea depressa",3089549
"Oxalis dillenii",9823072
"Tripleurospermum disciforme",3104242
"Rochelia disperma",7621706
"Geranium divaricatum",2890212
"Corynephorus divaricatus",4147899
"Heliotropium dolosum",11360217
"Cerastium dubium",7933612
"Fallopia dumetorum",6391446
"Pulicaria dysenterica",3095609
"Sambucus ebulus",2888722
"Bombycilaena erecta",3088395
"Avena eriantha",4154168
"Bunias erucago",3050357
"Schoenus ferrugineus",9961158
"Chenopodium ficifolium",10528907
"Adonis flammea",8246651
"Pycreus flavidus",2730773
"Montia fontana  subsp. chondrosperma",7357900
"Veronica fruticulosa",3731357
"Cyperus fuscus",2716489
"Myricaria germanica",3612876
"Pentanema germanicum",9904952
"Amaranthus graecizans",5384373
"Najas graminea",5329404
"Vicia grandiflora",2974901
"Thymelaea gussonei",5523606
"Daucus guttatus",3641441
"Solanum heterodoxum",2930933
"Polycnemum heuffelii",3757382
"Picris hieracioides",3093337
"Malva cretica",8109348
"Erodium hoefftianum",7268537
"Satureja hortensis",2926885
"Vicia hybrida",2974753
"Chenopodium hybridum",7551162
"Rumex hydrolapathum",10070248
"Amaranthus hypochondriacus",9080185
"Lathyrus inconspicuus",5356614
"Reseda inodora",3916466
"Gladiolus italicus",2749791
"Torilis japonica",6026598
"Clypeola jonthlaspi",5375313
"Poa jubata",4119952
"Fumaria kralikii",7392213
"Plantago lagopus",8022932
"Bassia laniflora",5568188
"Ranunculus lateriflorus",3924481
"Turgenia latifolia",3034778
"Cistus laurifolius",3596501
"Leontice leontopetalum",7944367
"Torilis leptophylla",8364220
"Tyrimnus leucographus",3096551
"Echinocystis lobata",5331404
"Festulolium x loliaceum",10800064
"Cuscuta lupuliformis",3678256
"Parietaria lusitanica",8126790
"Opuntia macrorhiza",5384048
"Vinca major  subsp. balcanica",3169708
"Polycnemum majus",6447704
"Lappula marginata",2925755
"Achillea maritima  subsp. maritima",3120356
"Chaiturus marrubiastrum",2927071
"Corispermum marschallii",3759530
"Stellaria media  subsp. cupaniana",7938233
"Azolla microphylla",4196474
"Cyperus michelianus",2714056
"Logfia minima",3088922
"Cerinthe minor",7294722
"Cuscuta monogyna",3678256
"Sideritis montana",8251033
"Elaeagnus multiflora",3039272
"Gypsophila muralis",3085257
"Parvotrisetum myrianthum",4116556
"Ornithogalum narbonense",2772958
"Vicia narbonensis",2975132
"Melilotus neapolitanus",2971074
"Allium nigrum",2855823
"Medicago orthoceras",2965471
"Koelreuteria paniculata",5421180
"Bufonia paniculata",7267943
"Polygonum patulum",5334439
"Picris pauciflora",3093309
"Legousia pentagonia",3158779
"Vicia peregrina",2975262
"Rapistrum perenne",5373365
"Cerastium perfoliatum",7944656
"Convolvulus persicus",3680269
"Fumaria petteri  subsp. thuretii",8165465
"Fumaria petteri",8165465
"Urtica pilulifera",5670646
"Salvia pinnata",3892031
"Papaver pinnatifidum",3603136
"Conringia planisiliqua",3040928
"Veronica polita",3172074
"Sisymbrium polyceratium",3046899
"Chenopodium polyspermum",8273130
"Artemisia pontica",8195160
"Lythrum portula",3188743
"Veronica praecox",7331926
"Trigonella procumbens",5360402
"Petrorhagia prolifera",3085619
"Bassia prostrata",5568099
"Malva pusilla",3152372
"Tragus racemosus",5290126
"Bifora radians",5371870
"Equisetum ramosissimum",2687940
"Delphinium consolida",8401139
"Rheum rhaponticum",2888866
"Dianthus nudiflorus",3810175
"Medicago rigidula",7915186
"Fumaria rostellata",5531762
"Capsella rubella",5375425
"Camelina rumelica",3042439
"Polygonum rurivagum",7821030
"Anthemis ruthenica",5390636
"Rumex sanguineus",2888960
"Vicia sativa  subsp. amphicarpa",2975014
"Vicia sativa  subsp. incisa",2975014
"Petrorhagia saxifraga",3085623
"Fumaria schleicheri",7315160
"Fumaria schrammii",5334216
"Bromus scoparius",2703720
"Coronilla scorpioides",5348644
"Calystegia sepium",2928441
"Cyperus serotinus",2715620
"Vicia serratifolia",2975135
"Lathyrus setifolius",5356363
"Malvella sherardiana",3936886
"Legousia speculum-veneris",8022456
"Aegilops speltoides",5289790
"Lepidium spinosum",5376762
"Crepis sprengeriana",3093286
"Bromus squarrosus",2703700
"Rhagadiolus stellatus",3134555
"Euphorbia stricta",3070024
"Anchusa stylosa",7295349
"Heliotropium suaveolens",7294771
"Ceratophyllum submersum",2882404
"Cephalaria syriaca",2888796
"Hibiscus syriacus",3152583
"Andrachne telephioides",3079631
"Tripleurospermum tenuifolium",3104139
"Polycarpon tetraphyllum  subsp. diphyllum",3085381
