"scientificName","speciesKey"
"Mentha villosa-nervata",7740342
"Eucalyptus viminalis",5418427
"Philadelphus virginalis",3645346
"Rosa virginiana",7606102
"Anthyllis vulneraria  subsp. polyphylla",5352367
"Anthyllis vulneraria  subsp. carpatica",5352367
"Aconitum vulparia",3033675
"Buddleja weyeriana",4927640
"Persicaria weyrichii",8811572
"Berberis wilsoniae",3981814
"Hypericum xylosteifolium",3714630
"Cotoneaster zabelii",3025605
"Aetheorhiza bulbosa",3143051
"Santolina chamaecyparissus",3125933
"Cupressus leylandii",3611465
"Cupressus nootkatensis",2683894
"Prunus serrulata",8297189
"Laburnum watereri",7837667
"Peltaria alliacea",3052632
"Crocosmia aurea",11339071
"Sidalcea candida",3152723
"Teucrium chamaedrys",6411747
"Campanula cochleariifolia",5410194
"Senecio doronicum",3108080
"Leucothoe fontanesiana",5333354
"Salix fruticosa",7892119
"Nertera granadensis",2911624
"Cotoneaster hodjingensis",3025852
"Primula juliae",5641267
"Thermopsis montana",8069977
"Montia parvifolia",5384300
"Geranium platypetalum",2890529
"Lupinus pseudopolyphyllus",3907823
"Aquilegia pyrenaica",3931260
"Astilbe rivularis",7596861
"Alnus rubra",2876176
"Phyteuma scheuchzeri",3166807
"Senecio smithii",3108356
"Narcissus taitii",2858892
"Alchemilla tytthantha",3028586
"Fagopyrum acutatum",4036310
"Eryngium amethystinum",3034402
"Hieracium amplexicaule",8046448
"Narcissus dichromus",4013758
"Cotoneaster fruticosus",3025986
"Brachyglottis monroi",3138434
"Potentilla montana",5366327
"Sorbus mougeotii",9251540
"Pentanema oculus-christi",10540409
"Pinus peuce",5285079
"Valeriana phu",8201823
"Narcissus pseudonarcissus  subsp. moschatus",2858321
"Cardamine quinquefolia",3046134
"Stachys recta",8004779
"Primula sikkimensis",7290470
"Pseudognaphalium affine",3100918
"Scrophularia smithii",7332696
"Achillea arabica",3120275
"Echium biebersteinii",8330134
"Ranunculus chius",3921514
"Pseudosasa disticha",4132010
"Heliotropium ellipticum",4067974
"Perilla frutescens  var. crispa",5341394
"Cyperus glomeratus",2715054
"Kyllinga gracillima",2718801
"Thlaspi huetii",3052750
"Pseudosasa humilis",4151004
"Setaria intermedia",5673943
"Lespedeza juncea",8458528
"Solidago juncea",5389083
"Cyperus badius",8190771
"Papaver macrostomum",7315294
"Hydrocotyle ramiflora",3635641
"Saccharum ravennae",8414646
"Polygonum thunbergii",4033482
"Vitex trifolia  subsp. litoralis",2925558
"Silene vallesia  subsp. graminea",5587608
"Microstegium vimineum",5289808
"Ludwigia adscendens",7322187
"Ipomoea heterotricha",7870769
"Vernoniastrum camporum",4237189
"Eucalyptus deglupta",3176325
"Leucaena diversifolia",2970394
"Striga gesnerioides",7682569
"Millingtonia hortensis",7629955
"Priva lappulacea",2925547
"Alchornea latifolia",3055359
"Astraea lobata",5380859
"Nelumbo lutea",7503234
"Kallstroemia maxima",3189891
"Vallisneria nana",2865496
"Linzia nigritiana",9395535
"Leptochloa panicea",2703872
"Pentapetes phoenicea",3152140
"Schoenoplectiella praelongata",2710735
"Mimosa quadrivalvis",2969669
"Roystonea regia",2733772
"Cecropia schreberiana",2984475
"Biophytum sensitivum",3628231
"Cyanthillium stelluliferum",3124790
"Croton tiglium",3057656
"Purshia tridentata",5370313
"Colubrina arborescens",5372463
"Acmella radicans",5386729
"Cyperus alopecuroides",2715045
"Dichrostachys cinerea  subsp. africana",2975891
"Clitoria falcata",5352510
"Canavalia plagiosperma",2962074
"Parkia biglobosa",5348879
"Berrya cordifolia",5706004
"Odontonema cuspidatum",5415341
"Solanum dasyphyllum",2929147
"Clerodendrum japonicum",2925348
"Fimbristylis littoralis",2709087
"Ravenala madagascariensis",2763095
"Dalbergia ovalis",8743558
"Spermacoce ocymoides",2918700
"Corynanthe paniculata",2901470
"Desmodium procumbens",2967327
"Hibiscus rostellatus",3933849
"Coffea stenophylla",2895488
"Pilea tetraphylla",5670037
"Aleurites triloba",4930679
"Agave amica",10868891
"Solanum terminale",3797900
"Dichoropetalum chryseum",3639132
"Alyssum libycum",5373339
"Antirrhinum majus  subsp. tortuosum",8252253
"Retama monosperma",2965085
"Salvia pratensis  subsp. haematodes",2927007
"Xanthium saccharatum",3089146
"Persicaria senegalensis",7291212
"Hablitzia tamnoides",3756175
"Vitex compressa",7306388
"Alternanthera flavescens",3084964
"Bunchosia glandulifera",3191336
"Erythroxylum novogranatense",2873941
"Pithecellobium oblongum",2962801
"Bauhinia variegata  var. candida",2953251
"Leucanthemopsis alpina",3122039
"Sagina nodosa  subsp. borealis",3085388
"Hemarthria altissima",2706322
"Tripsacum andersonii",4115793
"Homolepis aturensis",4117506
"Xanthosoma belophyllum",5331016
"Homalolepis cedron",9250677
"Bactris gasipaes",2733060
"Elaeis oleifera",8791596
"Gloxinia perennis",7974061
"Solanum sessiliflorum",2930435
"Brachiaria umbellata",4131828
"Pithecellobium unguis-cati",2962854
"Acroceras zizanioides",4139637
"Cola acuminata",5406685
"Bignonia aequinoctialis",3172559
"Eucalyptus alba",3176384
"Dictyosperma album",5293187
"Mansoa alliacea",3172603
"Pandanus amaryllifolius",5327986
"Schnella anamesa",8276322
"Angelonia angustifolia",3171809
"Dendrobium anosmum",5316950
"Syzygium aqueum",3183335
"Poa arachnifera",2704324
"Aphelandra arborea",7702938
"Hibiscus archeri",3939736
"Buddleja asiatica",3173333
"Crinum asiaticum  var. pedunculatum",2853796
"Zephyranthes atamasco",2859895
"Alsophila australis",7314637
"Maoutia australis",5671125
"Cyanotis axillaris",8544796
"Coccothrinax barbadensis",2735268
"Piper betle  f. densum",4187904
"Lysiphyllum binatum",2953850
"Philodendron bipennifolium",2870800
"Thaumatophyllum bipinnatifidum",10786976
"Nephrolepis biserrata",12262828
"Carissa bispinosa",7600659
"Bauhinia blakeana",2953373
"Eucalyptus brassiana",3176392
"Antidesma bunius",3076433
"Bougainvillea buttiana",11242993
"Neolamarckia cadamba",2896888
"Peperomia caperata",4186167
"Pinus caribaea  var. hondurensis",5285740
"Justicia carnea",3770188
"Areca catechu",2736531
"Wallaceodendron celebicum",2952871
"Cibotium chamissoi",2650334
"Tacca chantrieri",2755905
"Pseudogynoxys chenopodioides",3150256
"Podocarpus chinensis",8060638
"Juniperus chinensis",2684363
"Litchi chinensis",3190002
"Roseodendron chryseum",4091640
"Malpighia coccigera",5421430
"Ormocarpum cochinchinense",2954036
"Cyperus compactus",2714640
"Dracaena concinna",5304516
"Imperata conferta",5679125
"Acacia confusa",2978466
"Melochia corchorifolia",3152125
"Telosma cordata",3570803
"Anoda crenatiflora",3152502
"Episcia cupreata",3172881
"Filicium decipiens",3189977
"Hygrophila difformis",7549085
"Diospyros discolor",3032974
"Vitex divaricata",2925557
"Roseodendron donnell-smithii",3172541
"Eleocharis dulcis",2717712
"Diospyros ebenum",4927716
"Brya ebenus",5348895
"Heterospathe elata",2735535
"Nymphaea elegans",2882415
"Philodendron erubescens",2871297
"Selaginella erythropus",7329831
"Nephrolepis exaltata",2650931
"Eustoma exaltatum",7696893
"Rhapis excelsa",2736747
"Dracaena fernaldii",5304702
"Ipomoea fimbriosepala",3679238
"Sprekelia formosissima",2860360
"Mussaenda frondosa",2892470
"Leucophyllum frutescens",3172138
"Zamia furfuracea",5284125
"Merremia gemella",8569291
"Paspalidium geminatum",4117082
"Gibasis geniculata",2764872
"Malpighia glabra",7823206
"Boerhavia glabrata",3086283
"Afrocarpus gracilior",2687628
"Platycerium grande",8655717
"Philodendron hastatum",2871285
"Merremia hederacea",5341744
"Lonchocarpus heptaphyllus",2969089
"Gossypium hirsutum  var. taitense",3152661
"Ipomoea horsfalliae",2928587
"Kleinhovia hospita",3152102
"Spathiphyllum hybridum",3604559
"Solanum hyporhodium",2930703
"Leea indica",4160336
"Canarium indicum",5421345
"Macadamia integrifolia",2891785
"Eucalyptus jensenii",3176570
"Serianthes kanehirae",3975937
"Ochna kirkii",3189678
"Sandoricum koetjape",3850843
"Rhaphidophora korthalsii",5329733
"Dendrobium kraemeri",5315500
"Sagittaria kurziana",8398369
"Blumea lacera",5395639
"Goeppertia latifolia",9506876
"Jasminum laurifolium",8114570
"Pseuderanthemum laxiflorum",3772955
"Maranta leuconeura",2761337
"Latania loddigesii",2739274
"Dimocarpus longan",3190008
"Monoon longifolium",3156422
"Catalpa longissima",3172614
"Pinus luchuensis",5285182
"Allaeanthus luzonicus",3765650
"Ficus lyrata",5361899
"Carissa macrocarpa",5414420
"Dendrobium macrophyllum",5315805
"Garcinia mangostana",3189571
"Cyrtosperma merkusii",2871919
"Osmoxylon luzoniense",3037154
"Spathoglottis micronesiaca",2816496
"Euphorbia milii  var. splendens",3067182
"Sabal minor",2732511
"Aglaonema modestum",2866488
"Passiflora mollissima",7152132
"Leucothrinax morrisii",2731966
"Hyptis mutabilis",7471562
"Ficus natalensis  subsp. leprieurii",6358688
"Podocarpus neriifolius",5286088
"Columnea nicaraguensis",5589344
"Phaleria nisidai",5524314
"Amherstia nobilis",2968146
"Stapelia nobilis",9317408
"Sanchezia oblonga",3778854
"Dioscorea nummularia",2755591
"Evolvulus nuttallianus",2928678
"Adenium obesum",7155887
"Plumeria obtusa",3169677
"Peperomia obtusifolia",4187521
"Alocasia odora",5329889
"Guaiacum officinale",3986813
"Eremochloa ophiuroides",2704348
"Calathea ornata",8222996
"Spermacoce ovalifolia",2918488
"Fimbristylis ovata",2708407
"Canarium ovatum",5421350
"Pritchardia pacifica",5294627
"Cecropia palmata",4013360
"Caperonia palustris",3055020
"Lansium parasiticum",11721227
"Cyanthillium patulum",3125201
"Eucalyptus pellita",3176665
"Heliconia pendula",2760943
"Echinochloa picta",2702826
"Arenga pinnata",2733997
"Spondias pinnata",3661030
"Bambusa polymorpha",2705754
"Alternanthera pulchella",6035580
"Clerodendrum quadriloculare",3890217
"Drynaria quercifolia",7126715
"Colvillea racemosa",5358255
"Thrinax radiata",8124500
"Strelitzia reginae",2763116
"Procris repens",7916114
"Dentella repens  var. serpyllifolia",2900952
"Vitis rotundifolia",3039168
"Homalomena rubescens",2868637
"Myrica rubra",3745136
"Flacourtia rukam",5331160
"Raphanus sativus var. sativus",7678610
"Polyscias scutellaria",3035778
"Gomphrena serrata",3084909
"Solanum sessile",2930479
"Meterostachys sikokianus",4197607
"Bolusanthus speciosus",2952355
"Philodendron squamiferum",2870698
"Adiantum tenerum",2651816
"Triumfetta tomentosa",4261913
"Oxalis triangularis",7156971
"Xylobium undulatum",2850769
"Cnidoscolus urens",3073653
"Eucalyptus urophylla",3176605
"Goeppertia veitchiana",8146589
"Ensete ventricosum",2763050
"Sinningia douglasii",3818203
"Juniperus virginiana",2684391
"Alpinia vittata",5302160
"Heliconia wagneriana",2760619
"Philodendron wendlandii",2870930
"Acoelorraphe wrightii",6418688
"Liparis yamadae",8345870
"Goeppertia zebrina",5302914
"Curcuma zedoaria",2757544
"Antidesma ghaesembilla",3076438
"Chamaecrista nictitans  var. glabrata",2950302
"Pappophorum pappiferum",2705175
"Nymphaea rubra",7413931
"Cyperus tenuispica",2715449
"Sisyrinchium bermudiana",5296097
"Ipomoea rubriflora",7519113
"Ipomoea trichocarpa",2928541
"Indigofera argentea",2971766
"Dioscorea cayennensis",2755753
"Galactia filiformis",2984047
"Crinum kunthianum",2853695
"Polyscias pinnata",8294987
"Pilea trianthemoides",5361850
"Dysphania aristata",3083888
"Rumex patientia  subsp. recurvatus",2889019
"Vitis rupestris",5372398
"Centaurea salonitana",3128910
"Eleocharis acutangula",2716800
"Verbesina alata",3147905
"Fimbristylis alboviridis",2708461
"Bergia ammannioides",8339627
"Fimbristylis aphylla",5292190
"Fuchsia arborescens",5938223
"Schoenoplectiella articulata",2710683
"Eleocharis atropurpurea",2717771
"Blyxa aubertii",2865952
"Senna auriculata",2956966
"Morus indica",9361227
"Gigantochloa balui",4107991
"Begonia bipinnatifida",4157872
"Melaleuca cajuputi",5415885
"Glossocardia calva",5390263
"Marsypianthes chamaedrys",7709295
"Stereospermum chelonoides",4092354
"Scolopia chinensis",3879433
"Fuirena ciliaris",7399609
"Eriocaulon cinereum",10954820
"Thunbergia coccinea",5574269
"Excoecaria cochinchinensis",3071716
"Wissadula contracta",3152301
"Lannea coromandelica",3661151
"Cullen corylifolium",2948930
"Fuchsia corymbiflora",6028976
"Rhynchospora corymbosa",7462465
"Eriocaulon decangulare",2690647
"Fimbristylis dichotoma  subsp. podocarpa",2708808
"Scleromitrion diffusum",9264048
"Cyperus distans",2713460
"Chloranthus elatior",7469977
"Heliotropium elongatum",7821580
"Podachaenium eminens",3149837
"Aglaia erythrosperma",5597734
"Anthurium berrioense",7650000
"Borassus flabellifer",2733934
"Bacopa floribunda",3731692
"Bocconia frutescens",2888374
"Rolandra fruticosa",8120377
"Alpinia galanga",5302225
"Sida glabra",5406764
"Fimbristylis griffithii",2708717
"Sagittaria guayanensis",5329055
"Bruguiera gymnorhiza",11268219
"Eriocaulon heterolepis",2690319
"Jaegeria hirta",5386415
"Cuphea hookeriana",7286316
"Pseuderanthemum hookerianum",3773139
"Phytolacca icosandra",3084023
"Viola inconspicua",7296357
"Wikstroemia indica",5524676
"Xyris indica",2692711
"Hibiscus indicus",7279059
"Solanum jamaicense",2931492
"Schoenoplectiella juncoides",2710716
"Rungia klossii",3780376
"Goodenia koningsbergeri",10989403
"Euphorbia lacei",3069957
"Kalanchoe laciniata",2985933
"Knoxia roxburghii",2901184
"Schoenoplectiella lateriflora",2710793
"Chamaecrista leschenaultiana",2950187
"Lycopersicon lycopersicum",2930137
"Alpinia malaccensis",5302214
"Philodendron mamei",2870711
"Decalobanthus mammosus",9504389
"Gigantochloa manggong",4107780
"Aegle marmelos",5421195
"Trimezia martinicensis",2749648
"Rhinacanthus nasutus",7263230
"Alnus nepalensis",2876187
"Diospyros nigra",8115692
"Eragrostis nigra",7820142
"Gigantochloa nigrociliata",4107710
"Allmania nodiflora",8398088
"Clinacanthus nutans",3774284
"Strychnos nux-vomica",5414399
"Burckella obovata",2887307
"Eleocharis ochrostachys",2716911
"Schleichera oleosa",3189945
"Brillantaisia owariensis",3778283
"Panicum paludosum",4111654
"Rungia pectinata",3780135
"Piper peltatum",3086365
"Diospyros philippinensis",4070892
"Setaria plicata",4114513
"Euphorbia plumerioides",3067726
"Pseudechinolaena polystachya",4152303
"Cyperus procerus",8119380
"Moringa pterygosperma",3054181
"Bulbostylis puberula",8261035
"Phyllanthus pulcher",8346483
"Passiflora princeps",2874195
"Piriqueta racemosa",2874855
"Eleocharis retroflexa",2716932
"Gigantochloa robusta",4107607
"Clitoria falcata  var. falcata",2946543
"Hexasepalum sarmentosum",9070905
"Fimbristylis schoenoides",2708724
"Chloranthus spicatus",3750517
"Rostellularia procumbens",3779900
"Ceriops tagal",3086518
"Bothriospermum zeylanicum",4063474
"Ipomoea trifida",2928541
"Ayapana triplinervis",3142644
"Eriocaulon truncatum",2690514
"Fimbristylis umbellaris",2708372
"Pontederia vaginalis",8238520
"Cissus verticillata",3039173
"Acaciella villosa",2979199
"Canarium vulgare",5635777
"Ruscus aculeatus",2769766
"Viscum album",2889828
"Hieracium argenteum",3136415
"Crocus adamii",9571189
"Polypodium cambricum",5274944
"Oxalis decaphylla",2891652
"Oenanthe fistulosa",5371890
"Saxifraga granulata",3032848
"Brachyglottis greyi",3138479
"Saxifraga hirsuta",8223023
"Circaea x intermedia",8186928
"Arum italicum  subsp. neglectum",5330661
"Taraxacum lamprophyllum",5697465
"Clinopodium menthifolium  subsp. ascendens",11007246
"Hieracium murorum  subsp. exotericum",8605056
"Hottonia palustris",4006551
"Taraxacum pannucium",5696559
"Mercurialis perennis",3063016
"Tilia platyphyllos  subsp. cordifolia",3152048
"Agrimonia procera",3002121
"Asplenium ruta-muraria",10162904
"Symphytum tuberosum",2926065
"Ficaria verna  subsp. bulbilifera",9094061
"Galanthus woronowii",2855439
"Croton bonplandianus",3058543
"Sphagneticola calendulacea",3116861
"Lysiloma latisiliquum",2965822
"Ehretia microphylla",8242374
"Dimeria ornithopoda",2706204
"Cissampelos pareira",3033937
"Chrozophora plicata",8108551
"Scleromitrion tenelliflorum",2911955
"Centrostachys aquatica",3085184
"Solanum asperolanatum",2931631
"Nothosaerva brachiata",3675362
"Ipomoea coptica",8117771
"Jatropha glandulifera",3072743
"Aeluropus lagopoides",4136488
"Allocasuarina littoralis",2891918
"Solanum myriacanthum",2932223
"Wissadula periplocifolia",8263702
"Gisekia pharnaceoides",7265816
"Oxalis spiralis",7156841
"Erigeron sublyratus",3147180
"Heliotropium subulatum",8219833
"Dicoma tomentosa",3103375
"Cardamine trichocarpa",3045848
"Indigofera trita",4271745
"Senna uniflora",2957498
"Agave vera-cruz",2766994
"Alisma gramineum",2865152
"Cipura paludosa",2744102
"Viola thomsonii",5663493
"Lobelia chinensis",5407898
"Craterostigma plantagineum",3728025
"Stipagrostis plumosa",4130292
"Dalbergia melanoxylon",2968897
"Distimake quinatus",9575450
"Senna planitiicola",2956979
"Urochondra setulosa",4115927
"Dactyliandra welwitschii",3625036
"Carthamus oxyacantha",3138332
"Tribulus pentandrus",6384893
"Carpesium abrotanoides",3094849
"Ribes alpestre",7335054
"Themeda anathera",4126377
"Galium asperifolium",2914920
"Indigofera astragalina",2972077
"Achyranthes bidentata",3085175
"Bidens cernua",5391710
"Rubia cordifolia",8266855
"Hieracium crocatum",8293455
"Epilobium cylindricum",3666561
"Oxalis dehradunensis",3627330
"Rotala densiflora",7286283
"Lactuca dissecta",3140390
"Ranunculus distans",3930479
"Echinops echinatus",5392787
"Sanicula elata",3639353
"Galium elegans",7689146
"Syringa emodi",7519573
"Polypogon fugax",7629854
"Rumex hastatus",7739918
"Euphorbia hispida",3068412
"Chrysojasminum fruticans",9556104
"Arthraxon lancifolius",5674603
"Buddleja lindleyana",7863236
"Thymus linearis",7307095
"Ranunculus lingua",8310009
"Indigofera linifolia",2971525
"Indigofera linnaei",2971499
"Grangea maderaspatana",8028873
"Digera muricata",6429755
"Sorghum nitidum",4106562
"Potamogeton nodosus",5301233
"Carex notha",2725752
"Blumea obliqua",5395632
"Capillipedium parviflorum",4106105
"Ludwigia perennis",8129014
"Rhamnus persica",3876126
"Chamaecrista pumila",2950411
"Catharanthus pusillus",3618565
"Lonicera quinquelocularis",5598821
"Clinopodium umbrosum",7927874
"Caragana versicolar",3966869
"Artemisia vestita",7375115
"Cirsium wallichii",3112707
"Sambucus wightiana",3856155
"Carduus edelbergii",3114696
"Achillea falcata",3120253
"Calceolaria mexicana",3725541
"Oxygonum sinuatum",4036410
"Centrosema virginianum",2964906
"Lycianthes laevis",7299606
"Eriochloa fatmensis",9505679
"Malva ludwigii",7760775
"Stipagrostis hirtigluma",4130547
"Farsetia heliophila",3047993
"Senecio vestitus",8018908
"Helichrysum bracteatum",3102871
"Genista canariensis",5347769
"Chamaecytisus hirsutus",5632996
"Searsia lancea",5421370
"Euphorbia amygdaloides",3065239
"Echinops banaticus",5698180
"Cardamine bulbifera",3045931
"Callistephus chinensis",3092946
"Dioscorea communis",2755063
"Groenlandia densa",4009380
"Verbascum densiflorum",10117549
"Amomyrtus luma",3186044
"Gonocarpus micranthus",7329731
"Juncus planifolius",2701447
"Alnus alnobetula  subsp. sinuata",8956987
"Ribes pallidum",4194842
"Pinus brutia",5285710
"Euphorbia lasiocarpa",3065443
"Atriplex muelleri",7339833
"Acacia sclerosperma",2978492
"Acacia victoriae",2979105
"Sorghum virgatum",4105502
"Oenothera adriatica",3666037
"Eleusine africana",4124350
"Tamarix africana",2874702
"Ottelia alismoides",5329515
"Elatine ambigua",5421094
"Apios americana",2966796
"Cyperus amuricus",2714094
"Gahnia aspera  subsp. globosa",2710123
"Berberis bealei",3033888
"Ornithogalum boucheanum",8005906
"Phalaris brachystachys",5289745
"Chaerophyllum bulbosum",3034653
"Mollugo cerviana",9397635
"Centaurea diluta",7791940
"Oenothera fallacoides",7861535
"Rotala filiformis",3989497
"Eragrostis frankii",2705407
"Muhlenbergia frondosa",2704029
"Erodium glaucophyllum",7268543
"Capsella grandiflora",5375387
"Senecio grisebachii",3107977
"Spiraea hypericifolia",3026431
"Rotala indica",3188674
"Lycium shawii",7300058
"Oenanthe javanica",5371886
"Limnophila x ludoviciana",5415002
"Rumex lunaria",4032398
"Mazus miquelii",3171302
"Reynoutria multiflora",4038333
"Coriaria myrtifolia",3701787
"Spirodela oligorrhiza",2871374
"Rheum palmatum",2888864
"Cyclanthera pedata",2874529
"Panicum philadelphicum",8412627
"Ballota pseudodictamnus",10830727
"Elaeagnus pungens",3039270
"Oxalis purpurata",8315947
"Rotala ramosior",7727923
"Santolina rosmarinifolia",3125944
"Juniperus sabina",2684410
"Agave salmiana  var. ferox",2766660
"Opuntia scheeri",5624922
"Alcea setosa",5617456
"Muhlenbergia cenchroides",6067995
"Persicaria virginiana",2889320
"Commelina virginica",8197939
"Lampranthus elegans",3705838
"Sesbania punicea",2970728
"Agave salmiana",8000757
"Mirabilis longiflora",3086235
"Ficus watkinsiana",5571438
"Alpinia nigra",5302041
"Dendrosenecio adnivalis  subsp. friesiorum",3118074
"Taraxacum aequisectum",5699466
"Asphodelus albus",2778478
"Taraxacum angustisquameum",7694369
"Taraxacum aurosulum",5394186
"Taxus baccata",2685280
"Leptinella dioica",4933750
"Taraxacum exsertum",5698298
"Campanula fragilis",8401404
"Iris hollandica",9815781
"Dianthus hyssopifolius  subsp. gallicus",3812449
"Sisyrinchium laxum",5296365
"Taraxacum lucidum",5394406
"Nuphar lutea",7551339
"Pimpinella major",7622278
"Arenaria montana",6363863
"Angelica pachycarpa",5537578
"Borago pygmaea",4063741
"Sagittaria sagittifolia",8125831
"Taraxacum subexpallidum",5695087
"Equisetum telmateia",2687943
"Taraxacum tenebricans",7681273
"Allium ursinum",2857601
"Erica vagans",5333408
"Ranunculus abortivus",3033412
"Arctotis acaulis",5406180
"Rumex acetosella  subsp. pyrenaicus",2888995
"Crypsis aculeata",9379326
"Eriochloa acuminata",2702518
"Physalis acutifolia",5341769
"Stachys affinis",3886549
"Lindera aggregata",7304587
"Bouchea agrestis",4084429
"Bidens alba var. radiata",5391845
"Chamaecytisus albus",5354695
"Drosera aliciae",3191073
"Sida alnifolia var. alnifolia",NA
"Stellaria alsine var. alsine",NA
"Convolvulus althaeoides",2928400
"Ageratina altissima",5400552
"Polygala ambigua",3191461
"Persicaria amblyophylla",6391194
"Plantago amplexicaulis",7303042
"Rumex amurensis",7552018
"Veronica anagalloides",7332572
"Trifolium angulatum",5358701
"Carex annectens",2726643
"Cotula anthemoides",3112123
"Delphinium anthriscifolium",3923581
"Artemisia carvifolia",4230571
"Nymphoides aquatica",5341508
"Arctotis arctotoides",7764662
"Amaranthus arenicola",5384355
"Rubus argutus",2990801
"Carex argyi",2727342
"Polygonum argyrocoleon",7510471
"Festuca arizonica",2704972
"Althaea armeniaca",3933860
"Curcuma aromatica",2757544
"Blumea aromatica",5395607
"Lepironia articulata",2731062
"Cyperus articulatus",2713638
"Saccharum arundinaceum",10832044
"Moricandia arvensis",5376035
"Crotalaria sericea",2942877
"Boltonia asteroides",5393593
"Carex athrostachya",2725564
"Helichrysum aurantiacum",3131481
"Exallage auricularia",2916058
"Lotus australis",5356808
"Scutellaria baicalensis",7309014
"Musa balbisiana  var. liukiuensis",2762950
"Myosotis laxa  subsp. baltica",12186874
"Scutellaria barbata",5609933
"Coreopsis basalis",3133967
"Crotalaria sagittalis",8132795
"Gynura bicolor",3139958
"Euphorbia bifida",3064739
"Ipomoea biflora",8302726
"Galium bifolium",2914959
"Drosera binata",3191053
"Utricularia bisquamata",4087781
"Senecio blochmanae",3107596
"Caudoxalis bowieana",7461212
"Verbena bracteata",2925532
"Papaver bracteatum",2888435
"Festulolium x braunii",10800064
"Carex brevior",2722447
"Utricularia breviscapa",4087664
"Acer buergerianum",7100404
"Persicaria bungeana",7848778
"Houstonia caerulea",5338866
"Amethystea caerulea",4930999
"Brodiaea californica",8044825
"Lythrum californicum",3188740
"Prunus campanulata",3021408
"Flaveria campestris",3086833
"Convolvulus cantabrica",3681277
"Drosera capillaris",3190971
"Mentha x gentilis",8053703
"Trifolium carolinianum",5359241
"Alopecurus carolinianus",5290094
"Medicago carstiensis",2965232
"Aira caryophyllea var. multicaulis",7747216
"Dysphania chilensis",5568420
"Allium chinense",2856297
"Eomecon chionantha",8014968
"Enteropogon chlorideus",9479022
"Symphyotrichum ciliatum",3151692
"Setaria cinerea",8151211
"Boehmeria clidemioides  var. diffusa",7300656
"Lathyrus clymenum",5356407
"Penstemon cobaea",3171531
"Phyllanthus cochinchinensis",5381279
"Momordica cochinchinensis",8847421
"Artemisia umbrosa",8271521
"Digitaria cognata",5289991
"Scabiosa columbaria",2888802
"Melochia compacta",7226578
"Dorstenia contrajerva",2984541
"Fallopia x convolvuloides",10874640
"Weigela coraeensis",3856535
"Aleurites cordata",3074918
"Stipa coreana",4151402
"Amaranthus crassipes",5384404
"Erodium crinitum",3827980
"Azolla filiculoides  subsp. cristata",4196474
"Calotis cuneifolia",3098186
"Bouteloua curtipendula",5289861
"Buddleja curviflora",4055799
"Strobilanthes cusia",8068041
"Lespedeza davidii",2955816
"Lespedeza davurica",2955802
"Fallopia dentatoalata",7569530
"Panicum dichotomum",8545872
"Viola diffusa",8106870
"Agrostis dimorpholemma",4123912
"Achillea distans  subsp. stricta",3120060
"Chloris divaricata",5289631
"Enteropogon dolichostachyus",5679687
"Juncus dudleyi",2701831
"Cyperus echinatus",2716294
"Kaempferia elegans",7533177
"Desmodium venustum",2967820
"Merremia emarginata",5549041
"Phyllanthus embergeri",5381693
"Eleocharis engelmannii",2716838
"Eleocharis erythropoda",2717342
"Rubus ischyracanthus",2996049
"Primula farinosa",5414329
"Alnus fauriei",2876601
"Crotalaria breviflora",2941772
"Cyperus filiculmis",2716352
"Drosera filiformis",3191183
"Carex fissa",2728275
"Monarda fistulosa",5341411
"Aquilegia flabellata",8207038
"Celastrus flagellaris",3793992
"Potentilla flagellaris",5368749
"Linum flavum",7293238
"Pycnanthemum flexuosum",2927351
"Lespedeza floribunda",2955761
"Aquarius floribundus",11105032
"Clematis florida",3033527
"Reynoutria forbesii",7640651
"Lactuca formosana",3089122
"Tricyrtis formosana",2752120
"Chloris formosana",5678730
"Taraxacum mongolicum",5394645
"Saccharum formosanum",4134730
"Berberis fortunei",3982081
"Trifolium fucatum",5358704
"Hemerocallis fulva  var. angustifolia",2781074
"Amaranthus galii",5548152
"Lemna gibba",7778553
"Silene githago",3085368
"Spermacoce glabra",9290647
"Sigesbeckia glabrescens",3125899
"Daucus glochidiatus",6027313
"Andropogon glomeratus",2706097
"Artemisia gmelinii",3121593
"Acalypha gracilens",3056054
"Potentilla gracilis  var. fastigiata",5365416
"Sagittaria graminea",5329038
"Orlaya grandiflora",3638282
"Campsis grandiflora",4094511
"Cerastium grandiflorum",7947159
"Begonia grandis",2874716
"Oenothera grandis",3188843
"Carex gravida",2726524
"Physalis crassifolia",5341782
"Rumex hastatulus",7840099
"Scirpus hattorianus",2720130
"Indigofera hendecaphylla",2971634
"Plantago heterophylla",3189760
"Agalinis heterophylla",3171238
"Potentilla heynii",5366894
"Pseudosasa hindsii",7397939
"Lepyrodiclis holosteoides",3085346
"Lespedeza homoloba",2955727
"Rhapis humilis",2736737
"Cirsium lineare",3113222
"Erythranthe x hybrida",9320527
"Agrostis hyemalis",2706548
"Corispermum hyssopifolium",7793820
"Desmodium illinoense",2967591
"Desmanthus illinoensis",7484581
"Reinwardtia indica",5658009
"Rothia indica",5353606
"Anisomeles indica",3884461
"Abutilon indicum  subsp. albescens",3152634
"Lespedeza inschanica",2955606
"Juncus interior",2701860
"Drosera intermedia",8149563
"Eragrostis intermedia",2705425
"Dryopteris intermedia",10095852
