"scientificName","speciesKey"
"arctium chabertii briq. & cavill., 1931",5393103
"arctium minus subsp. mediterraneum arènes",5393103
"trisetum flavescens subsp. flavescens",2704389
"trisetum flavescens subsp. purpurascens (dc.) arcang.",2704389
"trisetum flavescens var. villosum celak.",2704389
"avena flavescens l.",2704389
"trisetum flavescens var. lutescens (rchb.) druce",2704389
"trisetum flavescens var. glabratum asch.",2704389
"trisetum flavescens subsp. tatricum chrtek",2704389
"trisetum flavescens f. lanatum jansen & wacht.",2704389
"trisetum flavescens var. variegatum (gaudin ex mert. & w.d.j.koch) schur",2704389
"ulex europaeus subsp. europaeus",2951984
"ulex europaeus var. europaeus",2951984
"genista europaea (l.) e.h.l.krause",2951984
"ulex europaeus subsp. latebracteatus (mariz) rothm.",2951984
"helianthemum nummularium subsp. obscurum (pers. ex wahlenb.) holub",8890062
"helianthemum nummularium subsp. nummularium",8890062
"helianthemum nummularium subsp. grandiflorum (scop.) schinz & thell.",8890062
"helianthemum ovatum (viv.) dunal",8890062
"helianthemum grandiflorum subsp. grandiflorum",8890062
"helianthemum grandiflorum (scop.) dc.",8890062
"helianthemum nummularium subsp. glabrum (w.d.j.koch) r.wilczek",8890062
"helianthemum nummularium subsp. ovatum (viv.) schinz & thell.",8890062
"helianthemum nummularium var. nummularium",8890062
"trifolium arvense var. arvense",5359246
"trifolium arvense subsp. gracile (thuill.) nyman",5359246
"trifolium arvense var. gracile (thuill.) dc.",5359246
"sh0996874.09fu",5359246
"trifolium agrestinum jord. ex boreau",5359246
"trifolium arvense subsp. brittingeri (weitenweb. ex opiz) rouy",5359246
"trifolium arvense subsp. agrestinum (jord. ex boreau) rouy",5359246
"trifolium gracile thuill.",5359246
"trifolium arvense var. agrestinum (jord. ex boreau) corb.",5359246
"tilia parvifolia ehrh. ex hoffm.",3152047
"tilia sylvestris desf.",3152047
"tilia amurensis var. sibirica (fisch. ex bayer) y.c.zhu",3152047
"tilia ulmifolia scop.",3152047
"tilia parvifolia ehrh.",3152047
"tilia sibirica bayer",3152047
"tilia cordata subsp. sibirica (bayer) pigott",3152047
"tilia betulifolia hofm. ex bayer",3152047
"tilia nasczokinii stepanov",3152047
"buddleja variabilis hemsl.",3173338
"buddleja variabilis var. nanhoensis chitt.",3173338
"centaurea nemoralis jord.",3128225
"centaurea nigra subsp. nigra",3128225
"centaurea nigra subsp. nemoralis (jord.) gremli",3128225
"centaurea debeauxii subsp. nemoralis (jord.) dostál",3128225
"centaurea jacea var. nemoralis (jord.) briq. & cavill.",3128225
"centaurea nigra var. nigra",3128225
"centaurea microptilon godr. & gren.",3128225
"centaurea jacea subsp. nigra (l.) bonnier & layens",3128225
"centaurea nigra var. radiata dc.",3128225
"trigonella alba (medik.) coulot & rabaute",2971095
"melilotus albus desr.",2971095
"medicago alba e.h.l.krause",2971095
"melilotus leucanthus w.d.j.koch ex dc.",2971095
"trifolium album (medik.) loisel.",2971095
"melilotus argutus rchb.",2971095
"melilotus albus f. albus",2971095
"melilotus albus f. proliferus dore, 1959",2971095
"melilotus albus var. argutus (rchb.) rouy",2971095
"epilobium adenocaulon hausskn.",9188840
"epilobium ciliatum subsp. adenocaulon (hausskn.) jäger ex hand & buttler",9188840
"epilobium ciliatum subsp. ciliatum",9188840
"epilobium ciliatum var. ciliatum",9188840
"epilobium ciliatum subsp. glandulosum (lehm.) hoch & p.h.raven",9188840
"epilobium glandulosum lehm.",9188840
"epilobium ciliatum subsp. adenocaulon (hausskn.) hoch & p.h.raven",9188840
"epilobium ciliatum subsp. watsonii (barbey) hoch & p.h.raven",9188840
"epilobium ciliatum var. adenocaulon (hausskn.) b.bock",9188840
"polygala vulgaris subsp. vulgaris",3191374
"polygala vulgaris subsp. oxyptera (rchb.) schübl. & g.martens",3191374
"polygala vulgaris subsp. collina (rchb.) borbás",3191374
"polygala oxyptera rchb.",3191374
"polygala vulgaris var. dunensis (dumort.) buchenau",3191374
"polygala vulgaris var. oxyptera (rchb.) hampe",3191374
"polygala multicaulis tausch",3191374
"polygala vulgaris subsp. oxyptera lange",3191374
"polygala vulgaris f. dunensis (dumort.) paol.",3191374
"carex disticha var. distachya o.lang",2725082
"carex intermedia gooden.",2725082
"carex disticha var. luxurians beck",2725082
"carex disticha var. minor peterm.",2725082
"carex teretiuscula subsp. modesta (j.gay) nyman",2725082
"carex disticha var. floribunda (peterm.) peterm.",2725082
"nuphar luteum var. luteum",7551339
"nuphar lutea f. submersa",7551339
"nuphar lutea var. submersa rouy & foucaud",7551339
"nymphaea lutea l.",7551339
"nenuphar luteum (l.) link",7551339
"nymphozanthus luteus (l.) fernald",7551339
"nuphar lutea var. affine (harz) vollm.",7551339
"trifolium campestre subsp. campestre",5359477
"trifolium procumbens l.",5359477
"trifolium campestre var. campestre",5359477
"chrysaspis campestris (schreb.) desv.",5359477
"trifolium campestre var. minus (w.d.j.koch) gremli",5359477
"trifolium campestre var. minus (koch) ko",5359477
"trifolium campestre var. majus (w.d.j.koch) p.d.sell",5359477
"sh0996778.09fu",5359477
"trifolium campestre var. pseudoprocumbens (c.c.gmel.) asch. & graebn.",5359477
"sanguisorba officinalis subsp. officinalis",3029627
"sanguisorba polygama f.nyl.",3029627
"sanguisorba major bubani",3029627
"poterium boreale salisb.",3029627
"sanguisorba officinalis var. polygama (f.nyl.) serg.",3029627
"sanguisorba glandulosa kom.",3029627
"poterium officinale (l.) a.gray",3029627
"sanguisorba officinalis var. glandulosa (kom.) vorosch.",3029627
"sanguisorba serotina jord.",3029627
"pulicaria dysenterica (l.) gaertn., 1791",3095609
"pulicaria dysenterica subsp. dysenterica",3095609
"inula dysenterica l.",3095609
"inula conyzae lam.",3095609
"diplopappus dysentericus (l.) bluff & fingerh.",3095609
"pulicaria uliginosa steven ex dc.",3095609
"torilis japonica subsp. japonica",3034820
"torilis anthriscus (l.) c.c.gmel.",3034820
"sh1262647.09fu",3034820
"anthriscus vulgaris bernh.",3034820
"caucalis anthriscus (l.) huds.",3034820
"tordylium anthriscus l.",3034820
"padus serotina (ehrh.) borkh.",3021850
"prunus serotina var. serotina",3021850
"padus serotina (ehrh.) j.agardh.",3021850
"cerasus serotina (ehrh.) loisel.",3021850
"sh1201016.09fu",3021850
"prunus capuli cav. ex spreng.",3021850
"prunus salicifolia kunth",3021850
"prunus serotina subsp. serotina",3021850
"prunus serotina var. cartilaginea (lehm.) dippel",3021850
"struthiopteris spicant (l.) weiss",5275365
"blechnum spicant (l.) sm.",5275365
"blechnum spicant l.",5275365
"blechnum spicant var. spicant",5275365
"blechnum boreale (salisb.) sw.",5275365
"lomaria spicant (l.) desv.",5275365
"blechnum spicant subsp. spicant",5275365
"spicanta borealis (salisb.) c.presl",5275365
"blechnum spicant (l.) with.",5275365
"rhamphospermum arvense (l.) andrz.",3047598
"sinapis arvensis var. orientalis (l.) w.d.j.koch & ziz",3047598
"rhamphospermum arvense (l.) andrz. ex besser",3047598
"brassica kaber (dc.) wheeler",3047598
"brassica kaber var. pinnatifida (stokes) l.c.wheeler",3047598
"brassica kaber var. schkuhriana (rchb.) l.c.wheeler",3047598
"sinapis arvensis var. leiocarpa gaudin",3047598
"sinapis allionii jacq.",3047598
"brassica arvensis (l.) rabenh.",3047598
"impatiens parviflora subsp. parviflora",2891782
"salvia pratensis subsp. pratensis",2927007
"salvia laciniosa jord.",2927007
"salvia pratensis var. laciniosa (jord.) briq.",2927007
"gallitrichum clusii timb.-lagr.",2927007
"salvia bertolonii vis.",2927007
"salvia pratensis subsp. bertolonii (vis.) soó",2927007
"salvia pratensis subsp. laciniosa (jord.) briq.",2927007
"salvia rostrata f.w.schmidt",2927007
"solidago canadensis var. canadensis",5389029
"solidago canadensis subsp. canadensis",5389029
"solidago canadensis var. hargeri fernald",5389029
"solidago glabra subsp. canadensis (l.) bonnier",5389029
"picris hieracioides subsp. hieracioides",3093337
"picris hieracioides subsp. grandiflora (ten.) arcang.",3093337
"picris hieracioides subsp. villarsii (jord.) nyman",3093337
"picris hieracioides subsp. umbellata (schrank) ces.",3093337
"picris rigida ledeb. ex spreng.",3093337
"picris hieracioides subsp. spinulosa (bertol. ex guss.) arcang.",3093337
"picris dahurica dc.",3093337
"apargia hieracioides (l.) willd.",3093337
"picris crepoides saut.",3093337
"cichorium intybus var. intybus",5392252
"cichorium intybus subsp. intybus",5392252
"cichorium intybus var. foliosum hegi",5392252
"cichorium intybus var. sativum lam.",5392252
"cichorium intybus subsp. sativum (gaudin) janch.",5392252
"cichorium intybus subsp. glabratum (c.presl) arcang.",5392252
"cichorium glabratum c.presl",5392252
"cichorium byzanthinum clementi",5392252
"cichorium hirsutum gren.",5392252
"carex pallescens var. neogaea fernald",2726592
"carex pallescens f. elatior asch. & graebn.",2726592
"carex pallescens f. cylindrica peterm.",2726592
"trasus pallescens (l.) gray",2726592
"carex chalcodeta v.i.krecz.",2726592
"carex pallescens var. alpestris kohts",2726592
"carex pallescens var. undulata (kunze) j.carey",2726592
"hippocastanum aesculus cav.",3189815
"hippocastanum vulgare gaertn.",3189815
"aesculus hippocastanum f. baumannii c.k.schneid.",3189815
"rubus saxatilis bigelow",2992808
"malva sylvestris var. sylvestris",3152374
"malva sylvestris subsp. mauritiana (l.) asch. & graebn.",3152374
"malva sylvestris var. mauritiana (l.) boiss.",3152374
"malva sylvestris subsp. mauritiana (l.) thell.",3152374
"malva mauritiana l.",3152374
"malva sylvestris subsp. mauritiana (l.) cout.",3152374
"malva sylvestris var. mauritiana (linnaeus, 1753) linnaeus, 1753",3152374
"malva sylvestris subsp. mauritiana (l.) boiss.",3152374
"althaea mauritiana (l.) alef.",3152374
"chaerophyllum temulentum l.",3034650
"sh0980590.09fu",3034650
"bellia temulenta bubani",3034650
"myrrhis temulenta sm.",3034650
"chaerophyllum hirsutum pall.",3034650
"veronica hederifolia subsp. hederifolia",3172070
"cardia quadriloba dulac",3172070
"hypericum maculatum subsp. maculatum",6437017
"hypericum delphinense vill.",6437017
"hypericum commutatum nolte",6437017
"hypericum maculatum subsp. immaculatum (murb.) a.fröhl.",6437017
"hypericum tetragonum fr.",6437017
"hypericum quadrangulum var. maculatum (crantz) choisy",6437017
"potamogeton natans f. submersus",5301147
"potamogeton natans var. ovalifolius fieber",5301147
"potamogeton natans var. prolixus w.d.j.koch",5301147
"potamogeton corsicus rouy, 1904",5301147
"buccaferrea natans (l.) bubani",5301147
"potamogeton natans f. vulgaris rchb.",5301147
"prunus laurocerasus var. caucasica (g.kirchn.) h.jaeger",3021496
"laurocerasus officinalis m.roem.",3021496
"cerasus laurocerasus (l.) loisel.",3021496
"cerasus laurocerasus (l.) dum.cours.",3021496
"laurocerasus vulgaris carrière",3021496
"prunus laurocerasus f. rotundifolia (verl.) zabel",3021496
"prunus laurocerasus var. schipkaensis späth ex h.l.späth",3021496
"rumex sanguineus var. sanguineus",2888960
"rumex conglomeratus var. sanguineus (l.) jess.",2888960
"rumex sanguineus var. viridis (sibth.) koch",2888960
"rumex nemorosus subsp. sanguineus (l.) bonnier & layens",2888960
"rumex sanguineus var. trigranis danser",2888960
"rumex sanguineus var. unigranis danser",2888960
"rumex sanguineus var. viridis sibth.",2888960
"lapathum sanguineum (l.) moench",2888960
"vibones auratus (sm.) raf.",2888960
"jasione montana subsp. montana",8366345
"jasione montana var. littoralis fr.",8366345
"jasione montana var. montana",8366345
"jasione carionii boreau",8366345
"sh1064055.09fu",8366345
"jasione montana var. hispida beck",8366345
"jasione montana var. glabra peterm.",8366345
"jasione montana var. littoralis boiss.",8366345
"erophila verna (l.) chevall.",7473187
"erophila verna (l.) dc.",7473187
"erophila verna subsp. verna",7473187
"erophila praecox (steven) dc.",7473187
"draba verna subsp. verna",7473187
"draba praecox steven",7473187
"erophila glabrescens jord.",7473187
"erophila verna (l.) besser",7473187
"erophila spathulata láng",7473187
"mentha arvensis subsp. austriaca (jacq.) briq.",2927192
"mentha arvensis var. arvensis",2927192
"mentha gentilis l.",2927192
"mentha arvensis subsp. parietariifolia (becker) briq.",2927192
"mentha arvensis var. austriaca (jacq.) briq.",2927192
"mentha austriaca jacq.",2927192
"mentha lapponica wahlenb.",2927192
"mentha versannii gand., 1880",2927192
"mentha agrestis sole",2927192
"brachypodium rupestre subsp. rupestre",5290142
"brachypodium rupestre (host) roem. & schult.",5290142
"brachypodium pinnatum subsp. pinnatum",5290142
"brachypodium pinnatum subsp. rupestre (host) schübl. & g.martens",5290142
"brachypodium abbreviatum dumort.",5290142
"triticum pinnatum (l.) moench",5290142
"brachypodium pinnatum var. bracteatum le gall",5290142
"brachypodium pinnatum var. rupestre (host) rchb.",5290142
"brachypodium caespitosum roem. & schult.",5290142
"medicago sativa subsp. sativa",9151957
"medicago falcata x sativa",9151957
"medicago sativa subsp. x varia",9151957
"medicago sativa ssp. x varia",9151957
"medicago falcata × sativa",9151957
"medicago sativa var. falcata (l.) urb., 1873",9151957
"medica sativa lam.",9151957
"sh0996905.09fu",9151957
"medica legitima greene",9151957
"rosa repens scop.",3007054
"rosa halleri krock.",3007054
"ripartia repens (scop. ex chevall.) gand.",3007054
"rosa ×conspicua boreau",3007054
"rosa arvensis subsp. repens (scop. ex chevall.) c.vicioso",3007054
"rosa ovata (desv.) lej.",3007054
"rosa ovatocordata gand.",3007054
"rosa arvensis var. levipes r.keller",3007054
"rosa arvensis var. pilifolia (borbás) r.keller",3007054
"trollius europaeus subsp. europaeus",3033289
"trollius altissimus crantz",3033289
"trollius europaeus subsp. transsilvanicus (schur) simonk.",3033289
"trollius transsilvanicus schur",3033289
"trollius europaeus subsp. transsilvanicus (schur) domin & podp.",3033289
"trollius europaeus var. humilis (crantz) dc.",3033289
"platanthera bifolia subsp. latiflora (drejer) løjtnant",9213153
"orchis bifolia l.",9213153
"platanthera bifolia f. densispicata verm.",9213153
"platanthera bifolia subsp. graciliflora bisse",9213153
"satyrium bifolium (l.) wahlenb.",9213153
"platanthera fornicata (bab.) buttler",9213153
"platanthera bifolia var. brachyphylla verm.",9213153
"platanthera bifolia f. rotundata verm.",9213153
"crataegus laevigata subsp. laevigata",8252683
"crataegus oxyacanthoides thuill.",8252683
"crataegus laevigata subsp. palmstruchii (lindm.) franco",8252683
"crataegus palmstruchii lindm.",8252683
"crataegus oxyacantha var. oxyacanthoides (thuill.) chevall.",8252683
"crataegus palmstruchii subsp. rhenana r.knapp",8252683
"crataegus oxyacantha var. integrifolia (wallr.) h.lév.",8252683
"crataegus laevigata subsp. walokochiana (hrabetová) holub",8252683
"crataegus coriacea gand.",8252683
"solidago gigantea subsp. serotina (kuntze) mcneill",5389017
"solidago serotina aiton",5389017
"solidago gigantea subsp. gigantea",5389017
"solidago gigantea var. serotina (kuntze) cronquist",5389017
"solidago gigantea var. leiophylla fernald",5389017
"solidago glabra desf.",5389017
"solidago serotinoides á.löve & d.löve",5389017
"solidago gigantea var. shinnersii beaudry",5389017
"aster latissimifolius var. serotinus kuntze",5389017
"cymbalaria muralis subsp. muralis",8200663
"linaria cymbalaria (l.) mill.",8200663
"cymbalaria muralis f. muralis",8200663
"cymbalaria muralis subsp. visianii d.a.webb",8200663
"cymbalaria muralis f. toutonii (a.chev.) cufod.",8200663
"antirrhinum cymbalaria l.",8200663
"cymbalaria muralis f. triloba czaja, 1960",8200663
"cymbalaria muralis f. acutangula (ten.) cufod.",8200663
"linaria toutonii a.chev.",8200663
"potentilla fragariastrum pers.",5366922
"potentilla fragariastrum ehrh.",5366922
"fragaria praecox kit. ex schult.",5366922
"fragaria sterilis l.",5366922
"comarum fragarioides roth",5366922
"potentilla fragariastrum ehrh. ex haller fil.",5366922
"potentilla emarginata desf.",5366922
"stellaria uliginosa murray",5384606
"stellaria undulata thunb.",5384606
"stellaria alsine subsp. alsine",5384606
"stellaria aquatica pollich",5384606
"melica montana lam.",4118973
"melica picta c.koch, 1848",4118973
"aira nutans (l.) weber",4118973
"melica nutans var. argyrolepis kom.",4118973
"carex canescens var. canescens",2722942
"carex canescens subsp. canescens",2722942
"carex cinerea pollich",2722942
"carex canescens subsp. disjuncta (fernald) toivonen",2722942
"carex canescens var. disjuncta fernald",2722942
"carex hylaea v.i.krecz.",2722942
"carex brizoides huds.",2722942
"carex canescens var. robustior blytt ex andersson",2722942
"carex canescens var. subvitilis neuman",2722942
"orchis mascula subsp. mascula",2849427
"orchis mascula subsp. speciosa (mutel) hegi",2849427
"orchis mascula subsp. signifera (vest) soó",2849427
"orchis ovalis f.w.schmidt",2849427
"orchis signifera vest",2849427
"×orchidactyla speciosissima (wettst. & sennholz) borsos & soó",2849427
"orchis morio var. mascula l.",2849427
"×orchidactyla kromayeri (m.schulze) borsos & soó",2849427
"orchis speciosa host",2849427
"carex gracilis curtis",2722833
"carex acuta var. tricostata (fr.) crép.",2722833
"carex acuta var. personata fr.",2722833
"carex gracilis subsp. gracilis",2722833
"carex acuta var. fluviatilis hartm.",2722833
"carex touranginiana boreau",2722833
"carex acuta subsp. acuta",2722833
"carex pulchella f.nyl. ex trevir.",2722833
"carex tricostata fr.",2722833
"calamagrostis lanceolata roth",4108861
"calamagrostis canescens subsp. vilnensis (besser) h.scholz",4108861
"calamagrostis vilnensis besser",4108861
"arundo canescens weber",4108861
"calamagrostis lanceolata var. pallida lange",4108861
"calamagrostis canescens f. parviflora (harz ex b.fedtsch.) soó",4108861
"calamagrostis canescens f. ramosa (host) soó",4108861
"calamagrostis gaudiniana rchb.",4108861
"phyllitis scolopendrium (l.) newman",2650669
"asplenium scolopendrium subsp. scolopendrium",2650669
"asplenium scolopendrium var. scolopendrium",2650669
"scolopendrium officinale lam. & dc.",2650669
"scolopendrium vulgare sm.",2650669
"phyllitis scolopendrium subsp. scolopendrium",2650669
"scolopendrium officinarum sw.",2650669
"asplenium scolopendrium var. americanum (fernald) kartesz & gandhi",2650669
"phyllitis japonica kom.",2650669
"spinulum annotinum (l.) a.haines",3992189
"lycopodium annotinum subsp. annotinum",3992189
"spinulum annotinum subsp. annotinum",3992189
"spinulum annotinum subsp. alpestre (hartm.) uotila",3992189
"lycopodium annotinum subsp. alpestre (c.hartm.) á.löve & d.löve",3992189
"lycopodium annotinum var. annotinum",3992189
"lycopodium dubium zoëga",3992189
"spinulum canadense (romhild ex nessel) a.haines",3992189
"lycopodium annotinum subsp. pungens (desv. ex spring) hultén",3992189
"viscum album subsp. album",2889828
"viscum album subsp. abietis (wiesb.) abrom.",2889828
"viscum album subsp. abietis (wiesb.) k.malý",2889828
"viscum abietis (wiesb.) fritsch",2889828
"viscum laxum subsp. abietis (wiesb.) o.schwarz",2889828
"viscum album var. platyspermum r.keller",2889828
"viscum album subsp. abietis (wiesb.) janch.",2889828
"stelin album (l.) bubani",2889828
"trientalis europaea l.",8272844
"lysimachia europaea subsp. arctica (fisch.)",8272844
"sh0988732.09fu",8272844
"trientalis arctica fisch. ex hook.",8272844
"trientalis europaea subsp. arctica (fisch. ex hook.) hultén",8272844
"lysimachia europaea subsp. europaea",8272844
"trientalis arctica fisch.",8272844
"trientalis europaea subsp. europaea",8272844
"trientalis europaea var. arctica (fisch. ex hook.) ledeb.",8272844
"oxycoccus palustris pers.",2882940
"vaccinium oxycoccus l.",2882940
"oxycoccus quadripetalus gilib.",2882940
"oxycoccus palustris subsp. palustris",2882940
"oxycoccus quadripetalus schinz & thell.",2882940
"oxycoccus oxycoccos (l.) macmill.",2882940
"vaccinium oxycoccos var. ovalifolium michx.",2882940
"vaccinium palustre salisb.",2882940
"vaccinium oxycoccos var. intermedium a.gray",2882940
"asplenium ruta-muraria subsp. ruta-muraria",2650625
"asplenium ruta-muraria subsp. dolomiticum lovis & reichst.",2650625
"asplenium ruta-muraria var. brunfelsii heufl.",2650625
"asplenium ruta-muraria var. leptophyllum wallr.",2650625
"asplenium ruta-muraria var. subtenuifolium christ",2650625
"asplenium ruta-muraria pappe & rawson",2650625
"asplenium ruta-muraria var. pseudogermanicum heufl.",2650625
"acrostichum ruta-muraria (l.) lam.",2650625
"asplenium ruta-muraria var. cryptolepis (fernald) wherry",2650625
"dryopteris linnaeana c.chr.",2650832
"phegopteris dryopteris (l.) fée",2650832
"polypodium dryopteris l.",2650832
"currania dryopteris (l.) wherry",2650832
"lastrea dryopteris (l.) bory",2650832
"thelypteris dryopteris (l.) sloss.",2650832
"gymnocarpium dryopteris subsp. dryopteris",2650832
"gymnocarpium dryopteris var. dryopteris",2650832
"aspidium dryopteris (l.) baumg.",2650832
"galium cruciata (l.) scop.",5338920
"aparine latifolia moench",5338920
"rubia cruciata (l.) baill.",5338920
"galium laevipes opiz",5338920
"spergula arvensis subsp. arvensis",3085810
"spergula arvensis subsp. sativa (boenn.) ces.",3085810
"spergula arvensis subsp. sativa (boenn.) celak.",3085810
"spergula arvensis var. sativa mert. & w.d.j.koch",3085810
"spergula arvensis subsp. sativa mert. & w.d.j.koch",3085810
"spergula arvensis subsp. maxima (weihe) o.schwarz",3085810
"spergula sativa boenn.",3085810
"spergula arvensis var. sativa (boenn.) rohrb.",3085810
"spergula arvensis var. vulgaris mert. & w.d.j.koch",3085810
"juncus bulbosus subsp. bulbosus",2701339
"juncus bulbosus subsp. kochii (f.w.schultz) reichg.",2701339
"juncus supinus moench",2701339
"juncus bulbosus f. submersus (glück) soó",2701339
"juncus bulbosus var. fluitans (lam.) beck",2701339
"juncus bulbosus f. submucronatus procków",2701339
"juncus bulbosus var. uliginosus (roth) beck",2701339
"juncus kochii f.w.schultz",2701339
"juncus bulbosus f. pygmaeus (t.marsson) fern.-carv. & f.navarro",2701339
"trifolium hybridum subsp. hybridum",6109535
"trifolium hybridum var. hybridum",6109535
"trifolium hybridum subsp. elegans (savi) asch. & graebn.",6109535
"trifolium hybridum var. elegans (savi) boiss.",6109535
"amoria hybrida (l.) c.presl",6109535
"trifolium elegans savi",6109535
"trifolium hybridum var. elegans (savi) döll",6109535
"trifolium fistulosum gilib.",6109535
"trifolium hybridum subsp. fistulosum (rouy) asch. & graebn.",6109535
"avenula pubescens (huds.) dumort.",2703793
"avenula pubescens subsp. pubescens",2703793
"helictotrichon pubescens (huds.) schult.",2703793
"helictotrichon pubescens subsp. pubescens",2703793
"avenochloa pubescens (huds.) holub",2703793
"avena pubescens huds.",2703793
"homalotrichon pubescens (huds.) banfi, galasso & bracchi",2703793
"avenastrum pubescens (huds.) opiz",2703793
"homalotrichon pubescens subsp. pubescens",2703793
"viola odorata var. odorata",5331181
"viola odorata var. imberbis",5331181
"viola odorata f. albiflora oborny",5331181
"viola odorata f. odorata",5331181
"viola odorata var. praecox",5331181
"viola odorata var. subcarnea (jord.) parl.",5331181
"viola subcarnea jord.",5331181
"viola odorata subsp. odorata",5331181
"viola taynensis elisafenko",5331181
"ribes rubrum x spicatum",2986097
"ribes rubrum var. domesticum wallr.",2986097
"ribes houghtonianum jancz.",2986097
"ribes rubrum var. rubrum",2986097
"ribes vulgare lam.",2986097
"ribes acidum turcz. ex steud.",2986097
"ribes sativum (rchb.) syme",2986097
"ribes glabrum (hedl.) sennikov",2986097
"ribes scandicum hedley",2986097
"cervispina cathartica (l.) moench",3039491
"juglans fallax dode",3054368
"juglans intermedia carrière",3054368
"juglans regia subsp. macrocarpa schübl. & g.martens",3054368
"juglans regia var. sinensis c.dc.",3054368
"euphorbia peploides gouan",3066386
"euphorbia peplus var. peplus",3066386
"euphorbia peplus var. minima dc.",3066386
"tithymalus peplus (l.) hill",3066386
"esula minima haw.",3066386
"euphorbia peplus var. peploides (gouan) vis.",3066386
"rubus fruticosus eckl. & zeyh.",8436459
"asplenium trichomanes subsp. trichomanes",8108066
"asplenium trichomanes subsp. bivalens d.e.mey.",8108066
"asplenium alatum dulac",8108066
"asplenium trichomanes var. incisum t.moore",8108066
"asplenium trichomanes var. microphyllum (tineo) milde",8108066
"atriplex prostrata subsp. prostrata",3083786
"atriplex latifolia wahlenb.",3083786
"atriplex prostrata subsp. latifolia (wahlenb.) rauschert",3083786
"atriplex deltoidea bab.",3083786
"atriplex triangularis willd.",3083786
"atriplex prostrata subsp. triangularis (willd.) rauschert",3083786
"atriplex prostrata subsp. deltoidea (bab.) rauschert",3083786
"atriplex prostrata var. salina (wallr.) o.bolòs & vigo",3083786
"atriplex hastata var. triangularis (willd.) moq.",3083786
"lathyrus montanus bernh.",5356393
"lathyrus linifolius subsp. montanus (bernh.) bässler",5356393
"lathyrus linifolius var. montanus (bernh.) bässler",5356393
"lathyrus linifolius subsp. linifolius",5356393
"orobus tuberosus l.",5356393
"lathyrus linifolius var. tenuifolius (roth) garcke",5356393
"lathyrus macrorrhizus wimm.",5356393
"orobus alpestris maly",5356393
"orobus luteus l.",5356393
"carex paniculata subsp. paniculata",2723371
"carex paniculata var. simplex peterm.",2723371
"caricina paniculata (l.) st.-lag.",2723371
"carex lusitanica willd.",2723371
"carex paniculata subsp. elongata čelak.",2723371
"rhynchopera paniculata (l.) fedde & j.schust.",2723371
"carex paniculata f. gracilis asch. & graebn.",2723371
"carex paniculata subsp. lusitanica (willd.) maire",2723371
"campanula trachelium subsp. trachelium",5412014
"sh1049847.09fu",5412014
"campanula trachelium f. alba voss",5412014
"cardamine flexuosa var. flexuosa",3046076
"cardamine sylvatica link",3046076
"cardamine flexuosa subsp. flexuosa",3046076
"cardamine hirsuta besser",3046076
"cardamine flexuosa var. ambigua (hartm.) lindm.",3046076
"cardamine flexuosa f. umbrosa gren. & godr.",3046076
"cardamine hirsuta subsp. sylvatica (link) syme",3046076
"cardamine drymeja schur",3046076
"cardamine hirsuta subsp. flexuosa (with.) f.b.forbes & hemsl.",3046076
"echinochloa crus-galli subsp. crus-galli",2702808
"echinochloa esculenta (a.braun) h.scholz",2702808
"echinochloa crus-galli var. crus-galli",2702808
"echinochloa crus-galli subsp. spiralis (vasinger) tzvelev",2702808
"panicum crus-galli l.",2702808
"echinochloa crus-galli var. breviseta (gaudin) neilr.",2702808
"echinochloa caudata roshev.",2702808
"echinochloa crus-galli var. longiseta (doell.) podp.",2702808
"echinochloa crus-galli var. mitis (pursh) peterm.",2702808
"viola reichenbachiana jord.",5663962
"viola arenicola chabert",5663962
"viola vicina martrin-donos",5663962
"daphne florida salisb.",5420852
"daphne mezereum f. alba (weston) rehder",5420852
"daphne mezereum subsp. mezereum",5420852
"daphne mezereum var. albida meisn.",5420852
"thymus pulegioides subsp. pulegioides",5341443
"thymus pulegioides subsp. chamaedrys (fr.) gusul.",5341443
"thymus pulegioides subsp. chamaedrys (fr.) litard.",5341443
"thymus chamaedrys fr.",5341443
"thymus ovatus mill.",5341443
"thymus serpyllum subsp. chamaedrys (fr.) schübl. & g.martens",5341443
"thymus pulegioides subsp. similialpestris debray",5341443
"thymus pulegioides var. parvifolius (opiz ex borbás) p.a.schmidt",5341443
"thymus lanuginosus mill.",5341443
"cerastium arvense subsp. arvense",3085433
"cerastium arvense subsp. commune briq.",3085433
"cerastium arvense var. strictum (l.) rydb., 1900",3085433
"sh0935798.09fu",3085433
"cerastium arvense subsp. suffruticosum (l.) ces.",3085433
"cerastium arvense subsp. suffruticosum (l.) nyman",3085433
"cerastium arvense var. viscidulum gremli",3085433
"cerastium ovatum hoppe ex willd.",3085433
"centunculus arvensis (l.) scop.",3085433
"myosotis laxa lehm.",12186874
"myosotis laxa (sam.) hyl. ex nordh.",12186874
"myosotis laxa subsp. cespitosa (schultz) hyl.",12186874
"myosotis laxa subsp. cespitosa (schultz) hyl. ex nordh.",12186874
"myosotis cespitosa schultz",12186874
"myosotis laxa subsp. laxa",12186874
"myosotis laxa subsp. baltica (sam.) hyl. ex nordh.",12186874
"myosotis caespitosa schultz",12186874
"myosotis laxa var. baltica (sam.) apelgren",12186874
"verbascum thapsus subsp. thapsus",3171949
"verbascum thapsus subsp. montanum (schrad.) bonnier & layens",3171949
"verbascum thapsus subsp. crassifolium (dc.) murb.",3171949
