"gbif_species","gbif_species.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"rumex aureostigmatica kom.","rumex aureostigmatica kom.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1608,2,"wfo-0000403354","urn:lsid:ipni.org:names:697150-1","561982","Rumex graminifolius","species","wfo-4000033616","Georgi ex Lamb.","Polygonaceae","","",NA,"Rumex","","graminifolius","","species","Valid","Trans. Linn. Soc. London 10: 264 (1811)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Trans. Linn. Soc. London 10: 264 1811  to Trans. Linn. Soc. London 10: 264 (1811), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/kew-2423886","The Caryophyllales Taxonomic Expert Network","A","kew-2423886","",TRUE,"Synonym","wfo-0001101685","Rumex aureostigmaticus","Accepted"
"hippuris tetraphylla l.fil.","hippuris tetraphylla l.fil.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,1609,1,"wfo-0000723766","urn:lsid:ipni.org:names:430350-1","978787","Hippuris tetraphylla","species","wfo-4000017976","L.f.","Plantaginaceae","","",NA,"Hippuris","","tetraphylla","","species","Valid","Suppl. Pl. : 81 (1782)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Suppl. Pl. 81. 1782 [1781 publ. Apr 1782]  to Suppl. Pl. : 81 (1782), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","http://www.theplantlist.org/tpl1.1/record/kew-2851594","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2851594","",FALSE,"","","",""
"polystichum lonchitis","polystichum lonchitis (l.) roth",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1610,1,"wfo-0001109272","urn:lsid:ipni.org:names:17414110-1","26602436","Polystichum lonchitis","species","wfo-4000030832","(L.) Roth","Dryopteridaceae","Dryopteridoideae","",NA,"Polystichum","","lonchitis","","species","Valid","Tent. Fl. Germ. 3(1.1): 71. 1799 [Jun-Sep 1799]","Accepted","","wfo-0001111044",NA,"Source in seed data: tro Updated namepublishedIn from Tent. Fl. Germ. 3(1): 71 1800  to Tent. Fl. Germ. 3(1.1): 71. 1799 [Jun-Sep 1799] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/tro-26602436","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602436","",FALSE,"","","",""
"carex koraginensis meinsh.","carex koraginensis meinsh.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,1611,1,"wfo-0000351109","urn:lsid:ipni.org:names:77189863-1","230751","Carex scita  var. riishirensis","variety","wfo-0000351106","(Franch.) Kük.","Cyperaceae","","",NA,"Carex","","scita","riishirensis","variety","Valid","Pflanzenr. , IV, 20(38): 414 (1909)","Accepted","","wfo-0000350736",NA,"Source in seed data: wcs Update namepublishedIn from Pflanzenr. IV, 20(38): 414 1909  to Pflanzenr. , IV, 20(38): 414 (1909), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/kew-230751","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-230751","",TRUE,"Synonym","wfo-0000347970","Carex koraginensis",""
"carex scita var. riishirensis","carex scita var. riishirensis (franch.) kük.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,1612,1,"wfo-0000351109","urn:lsid:ipni.org:names:77189863-1","230751","Carex scita  var. riishirensis","variety","wfo-0000351106","(Franch.) Kük.","Cyperaceae","","",NA,"Carex","","scita","riishirensis","variety","Valid","Pflanzenr. , IV, 20(38): 414 (1909)","Accepted","","wfo-0000350736",NA,"Source in seed data: wcs Update namepublishedIn from Pflanzenr. IV, 20(38): 414 1909  to Pflanzenr. , IV, 20(38): 414 (1909), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/kew-230751","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-230751","",FALSE,"","","",""
"sorbus sibirica hedl.","sorbus sibirica hedl.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,1613,1,"wfo-0000984430","urn:lsid:ipni.org:names:77069181-1","11310","Sorbus aucuparia  subsp. sibirica","subspecies","wfo-0001016186","(Hedl.) McAll.","Rosaceae","","",NA,"Sorbus","","aucuparia","sibirica","subspecies","Valid","Gen. Sorbus 236. 2005","Accepted","","wfo-0000984631",NA,"Source in seed data: rjp Updated scientificnameAuthorship from (Hedl.) Krylov to (Hedl.) McAll., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-11310 >The Plant L","http://www.theplantlist.org/tpl1.1/record/rjp-11310","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-11310","",TRUE,"Synonym","wfo-0000984631","Sorbus sibirica",""
"sorbus aucuparia subsp. glabrata","sorbus aucuparia subsp. glabrata (wimm. & grab.) hedl.",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,17,1614,6,"wfo-0001016186","urn:lsid:ipni.org:names:741641-1","68","Sorbus aucuparia","species","wfo-4000035797","L.","Rosaceae","","",NA,"Sorbus","","aucuparia","","species","Valid","Sp. Pl. : 477 (1753)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Sp. Pl. 1: 477. 1753 [1 May 1753]  to Sp. Pl. : 477 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-68","http://www.theplantlist.org/tpl1.1/record/rjp-68","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-68","",FALSE,"","","","Not a synonym"
"sorbus anadyrensis kom.","sorbus anadyrensis kom.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,1615,1,"wfo-0001016186","urn:lsid:ipni.org:names:741641-1","68","Sorbus aucuparia","species","wfo-4000035797","L.","Rosaceae","","",NA,"Sorbus","","aucuparia","","species","Valid","Sp. Pl. : 477 (1753)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Sp. Pl. 1: 477. 1753 [1 May 1753]  to Sp. Pl. : 477 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-68","http://www.theplantlist.org/tpl1.1/record/rjp-68","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-68","",TRUE,"Synonym","wfo-0000988063","Sorbus anadyrensis",""
"papaver schamurinii v.v.petrovsky","papaver schamurinii v.v.petrovsky",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,15,1616,1,"wfo-0000481018","urn:lsid:ipni.org:names:906798-1","697256","Papaver schamurinii","species","wfo-4000027914","V.V.Petrovsky","Papaveraceae","Papaveroideae","Papavereae",NA,"Papaver","","schamurinii","","species","Valid","Bot. Zhurn. (Moscow & Leningrad) 70: 116 (1985)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Zhurn. (Moscow & Leningrad) 70(1): 116. 1985  to Bot. Zhurn. (Moscow & Leningrad) 70: 116 (1985), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:","http://www.theplantlist.org/tpl1.1/record/kew-2561578","The Papaveraceae TEN","A","kew-2561578","",FALSE,"","","",""
"chamaedaphne calyculata","chamaedaphne calyculata (l.) moench",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1617,1,"wfo-0000599524","urn:lsid:ipni.org:names:1058520-2","845941","Chamaedaphne calyculata","species","wfo-4000007589","(L.) Moench","Ericaceae","Vaccinioideae","",NA,"Chamaedaphne","","calyculata","","species","Valid","Methodus : 457 (1794)","Accepted","","wfo-0000534117",NA,"Source in seed data: cmp Update namepublishedIn from Methodus 457 1794  to Methodus : 457 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2715460 >The Plan","https://padme.rbge.org.uk/wfo/wfo-0000599524","The Ericaceae Taxonomic Expert Network","A","kew-2715460","",FALSE,"","","",""
"parasenecio auriculata","parasenecio auriculata (dc.) j.r.grant",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,1618,1,"wfo-0000026781","urn:lsid:ipni.org:names:972366-1","GCC-A670653F-ADBE-4EF1-9884-D4153C4BB612","Parasenecio auriculatus","species","wfo-4000028150","(DC.) J.R.Grant","Asteraceae","","",NA,"Parasenecio","","auriculatus","","species","Valid","Novon 3(2): 154 (1993)","Accepted","","wfo-0000004017",NA,"Source in seed data: gcc Update namepublishedIn from Novon 3(2): 154. 1993  to Novon 3(2): 154 (1993), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-125881 >The ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:972366-1","The Asteraceaae TEN","A","gcc-125881","",FALSE,"","","","smallest ID"
"cacalia auriculata dc.","cacalia auriculata dc.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,1619,1,"wfo-0000026781","urn:lsid:ipni.org:names:972366-1","GCC-A670653F-ADBE-4EF1-9884-D4153C4BB612","Parasenecio auriculatus","species","wfo-4000028150","(DC.) J.R.Grant","Asteraceae","","",NA,"Parasenecio","","auriculatus","","species","Valid","Novon 3(2): 154 (1993)","Accepted","","wfo-0000004017",NA,"Source in seed data: gcc Update namepublishedIn from Novon 3(2): 154. 1993  to Novon 3(2): 154 (1993), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-125881 >The ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:972366-1","The Asteraceaae TEN","A","gcc-125881","",TRUE,"Synonym","wfo-0000004017","Cacalia auriculata","smallest ID"
"trisetum sibiricum subsp. litorale roshev.","trisetum sibiricum subsp. litorale roshev.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,25,1620,1,"wfo-0000905385","urn:lsid:ipni.org:names:328605-2","448098","Trisetum sibiricum","species","wfo-4000039353","Rupr.","Poaceae","","",NA,"Trisetum","","sibiricum","","species","Valid","Beitr. Pflanzenk. Russ. Reiches 2: 65 (1845)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Beitr. Pflanzenk. Russ. Reiches 2: 65 1845  to Beitr. Pflanzenk. Russ. Reiches 2: 65 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/kew-448098","The Poaceae TEN","A","kew-448098","",FALSE,"","","",""
"trisetum sibiricum rupr.","trisetum sibiricum rupr.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,1621,1,"wfo-0000905385","urn:lsid:ipni.org:names:328605-2","448098","Trisetum sibiricum","species","wfo-4000039353","Rupr.","Poaceae","","",NA,"Trisetum","","sibiricum","","species","Valid","Beitr. Pflanzenk. Russ. Reiches 2: 65 (1845)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Beitr. Pflanzenk. Russ. Reiches 2: 65 1845  to Beitr. Pflanzenk. Russ. Reiches 2: 65 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/kew-448098","The Poaceae TEN","A","kew-448098","",FALSE,"","","",""
"sibirotrisetum sibiricum","sibirotrisetum sibiricum (rupr.) barberá",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1622,1,"wfo-1000034587","urn:lsid:ipni.org:names:77201445-1","","Sibirotrisetum sibiricum","species","","(Rupr.) Barberá","","","",NA,"Sibirotrisetum","","sibiricum","","species","","J. Syst. Evol. 58(4): 524. 2019","Unchecked","","",NA,"","","ipni","","","",FALSE,"","","",""
"trisetum litorale","trisetum litorale (roshev.) czerep.",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,1623,1,"wfo-0000855265","urn:lsid:ipni.org:names:393559-1","400728","Bromus berteroanus","species","wfo-4000005481","Colla","Poaceae","","",NA,"Bromus","","berteroanus","","species","Valid","Mem. Reale Accad. Sci. Torino 39: 25 (1836)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mem. Reale Accad. Sci. Torino xxxix. (1835) 25.  to Mem. Reale Accad. Sci. Torino 39: 25 (1836), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.","http://www.theplantlist.org/tpl1.1/record/kew-400728","The Poaceae TEN","A","kew-400728","",TRUE,"Synonym","wfo-0000905237","Trisetum litorale","smallest ID"
"trisetum sibiricum f. litorale rupr.","trisetum sibiricum f. litorale rupr.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,19,1624,1,"wfo-0000905385","urn:lsid:ipni.org:names:328605-2","448098","Trisetum sibiricum","species","wfo-4000039353","Rupr.","Poaceae","","",NA,"Trisetum","","sibiricum","","species","Valid","Beitr. Pflanzenk. Russ. Reiches 2: 65 (1845)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Beitr. Pflanzenk. Russ. Reiches 2: 65 1845  to Beitr. Pflanzenk. Russ. Reiches 2: 65 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/kew-448098","The Poaceae TEN","A","kew-448098","",FALSE,"","","",""
"phegopteris connectilis","phegopteris connectilis (michx.) watt",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1625,1,"wfo-0001107380","urn:lsid:ipni.org:names:17344580-1","26600261","Phegopteris connectilis","species","wfo-4000029166","(Michx.) Watt","Thelypteridaceae","Phegopteridoideae","",NA,"Phegopteris","","connectilis","","species","Valid","Canad. Naturalist Geol. n.s., 3(2): 159. 1867 [dt. Dec 1866; issued ? 1867]","Accepted","","wfo-0001111377",NA,"Source in seed data: tro Updated namepublishedIn from Canad. Naturalist & Quart. J. Sci. n.s. 3: 29 1866  to Canad. Naturalist Geol. n.s., 3(2): 159. 1867 [dt. Dec 1866; issued ? 1867] , information provided by Alan E. on email Oct. 12 2020 More details ","http://www.theplantlist.org/tpl1.1/record/tro-26600261","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600261","",FALSE,"","","",""
"thelypteris phegopteris","thelypteris phegopteris (l.) sloss.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1626,1,"wfo-0001107380","urn:lsid:ipni.org:names:17344580-1","26600261","Phegopteris connectilis","species","wfo-4000029166","(Michx.) Watt","Thelypteridaceae","Phegopteridoideae","",NA,"Phegopteris","","connectilis","","species","Valid","Canad. Naturalist Geol. n.s., 3(2): 159. 1867 [dt. Dec 1866; issued ? 1867]","Accepted","","wfo-0001111377",NA,"Source in seed data: tro Updated namepublishedIn from Canad. Naturalist & Quart. J. Sci. n.s. 3: 29 1866  to Canad. Naturalist Geol. n.s., 3(2): 159. 1867 [dt. Dec 1866; issued ? 1867] , information provided by Alan E. on email Oct. 12 2020 More details ","http://www.theplantlist.org/tpl1.1/record/tro-26600261","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600261","",TRUE,"Synonym","wfo-0001109433","Thelypteris phegopteris",""
"lycopodium lagopus","lycopodium lagopus (laest. ex c.hartm.) zinserl. ex kuzen.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1627,1,"wfo-0001116197","urn:lsid:ipni.org:names:1159641-2","26610806","Lycopodium lagopus","species","wfo-4000022509","Zinserl. ex Kuzen.","Lycopodiaceae","Lycopodioideae","",NA,"Lycopodium","","lagopus","","species","Valid","Fl. Murmansk. Obl. 1: 80 (1953)","Accepted","","wfo-0001111136",NA,"Source in seed data: tro Update namepublishedIn from Fl. Murmansk. Obl. 1: 80. 1953  to Fl. Murmansk. Obl. 1: 80 (1953), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","http://www.theplantlist.org/tpl1.1/record/tro-26610806","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26610806","",FALSE,"","","",""
"lycopodium clavatum subsp. monostachyon","lycopodium clavatum subsp. monostachyon (hook. & grev.) selander",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1628,1,"wfo-0001116197","urn:lsid:ipni.org:names:1159641-2","26610806","Lycopodium lagopus","species","wfo-4000022509","Zinserl. ex Kuzen.","Lycopodiaceae","Lycopodioideae","",NA,"Lycopodium","","lagopus","","species","Valid","Fl. Murmansk. Obl. 1: 80 (1953)","Accepted","","wfo-0001111136",NA,"Source in seed data: tro Update namepublishedIn from Fl. Murmansk. Obl. 1: 80. 1953  to Fl. Murmansk. Obl. 1: 80 (1953), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","http://www.theplantlist.org/tpl1.1/record/tro-26610806","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26610806","",TRUE,"Synonym","wfo-0001111135","Lycopodium clavatum subsp. monostachyon",""
"lycopodium lagopus","lycopodium lagopus (laest. ex c.hartm.) zinserl.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1629,1,"wfo-0001116197","urn:lsid:ipni.org:names:1159641-2","26610806","Lycopodium lagopus","species","wfo-4000022509","Zinserl. ex Kuzen.","Lycopodiaceae","Lycopodioideae","",NA,"Lycopodium","","lagopus","","species","Valid","Fl. Murmansk. Obl. 1: 80 (1953)","Accepted","","wfo-0001111136",NA,"Source in seed data: tro Update namepublishedIn from Fl. Murmansk. Obl. 1: 80. 1953  to Fl. Murmansk. Obl. 1: 80 (1953), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","http://www.theplantlist.org/tpl1.1/record/tro-26610806","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26610806","",FALSE,"","","",""
"spiraea stevenii","spiraea stevenii (c.k.schneid.) rydb.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,1630,1,"wfo-0001015370","urn:lsid:ipni.org:names:242455-2","6224","Spiraea stevenii","species","wfo-4000036101","(C.K.Schneid.) Rydb.","Rosaceae","","",NA,"Spiraea","","stevenii","","species","Valid","N. Amer. Fl. 22: 247 (1908)","Accepted","","wfo-0001015579",NA,"Source in seed data: rjp Update namepublishedIn from North American Flora [Rosaceae] North American Flora [Rosaceae]; 1908 247 1908  to N. Amer. Fl. 22: 247 (1908), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a h","http://www.theplantlist.org/tpl1.1/record/rjp-6224","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-6224","",FALSE,"","","",""
"thalictrum sparsiflorum turcz. ex fisch. & c.a.mey.","thalictrum sparsiflorum turcz. ex fisch. & c.a.mey.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,29,1631,1,"wfo-0001129278","urn:lsid:ipni.org:names:714890-1","27100248","Thalictrum sparsiflorum","species","wfo-4000038055","Turcz. ex Fisch. & C.A.Mey.","Ranunculaceae","","",NA,"Thalictrum","","sparsiflorum","","species","Valid","Index Seminum (LE, Petropolitanus) 1: 40 (1835)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Index Sem. (St. Petersburg) 1: 40 1835  to Index Seminum (LE, Petropolitanus) 1: 40 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepl","http://www.theplantlist.org/tpl1.1/record/tro-27100248","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-27100248","",FALSE,"","","",""
"thalictrum sparsiflorum turcz.","thalictrum sparsiflorum turcz.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,1632,1,"wfo-0001129278","urn:lsid:ipni.org:names:714890-1","27100248","Thalictrum sparsiflorum","species","wfo-4000038055","Turcz. ex Fisch. & C.A.Mey.","Ranunculaceae","","",NA,"Thalictrum","","sparsiflorum","","species","Valid","Index Seminum (LE, Petropolitanus) 1: 40 (1835)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Index Sem. (St. Petersburg) 1: 40 1835  to Index Seminum (LE, Petropolitanus) 1: 40 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepl","http://www.theplantlist.org/tpl1.1/record/tro-27100248","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-27100248","",FALSE,"","","",""
"draba groenlandica e.ekman","draba groenlandica e.ekman",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,1633,1,"wfo-0000655845","","905158","Draba oblongata","species","wfo-4000012494","R.Br. ex DC","Brassicaceae","","",NA,"Draba","","oblongata","","species","Valid","Syst. Nat. 2: 342. 1819","Accepted","","",NA,"Source in seed data: cmp Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/kew-2777093,  according to WCVP, information provided by Alan E. on email Dec 02 2020 Mor","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:282882-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2777093","",TRUE,"Synonym","wfo-0000655398","Draba groenlandica",""
"draba oblongata r.br.","draba oblongata r.br.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,1634,1,"wfo-0000655845","","905158","Draba oblongata","species","wfo-4000012494","R.Br. ex DC","Brassicaceae","","",NA,"Draba","","oblongata","","species","Valid","Syst. Nat. 2: 342. 1819","Accepted","","",NA,"Source in seed data: cmp Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/kew-2777093,  according to WCVP, information provided by Alan E. on email Dec 02 2020 Mor","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:282882-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2777093","",FALSE,"","","","smallest ID"
"draba oblongata r.br. ex dc.","draba oblongata r.br. ex dc.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,14,1635,1,"wfo-0000655845","","905158","Draba oblongata","species","wfo-4000012494","R.Br. ex DC","Brassicaceae","","",NA,"Draba","","oblongata","","species","Valid","Syst. Nat. 2: 342. 1819","Accepted","","",NA,"Source in seed data: cmp Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/kew-2777093,  according to WCVP, information provided by Alan E. on email Dec 02 2020 Mor","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:282882-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2777093","",FALSE,"","","","smallest ID"
"veronica grandiflora gaertn.","veronica grandiflora gaertn.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,1636,1,"wfo-0001137204","urn:lsid:ipni.org:names:812054-1","29201576","Veronica grandiflora","species","wfo-4000040171","Gaertn.","Plantaginaceae","","",NA,"Veronica","","grandiflora","","species","Valid","Novi Comment. Acad. Sci. Imp. Petrop. 14(1): 531 (1770)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Comm. Acad. Petrop. 14: 531, t. 18, f. 1 1770  to Novi Comment. Acad. Sci. Imp. Petrop. 14(1): 531 (1770), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=h","http://www.theplantlist.org/tpl1.1/record/tro-29201576","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29201576","",FALSE,"","","",""
"erigeron politus fr.","erigeron politus fr.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,1637,1,"wfo-0000109364","urn:lsid:ipni.org:names:77181147-1","GCC-80160930-6F3A-46E3-88BD-DC7635387FB6","Erigeron acris  subsp. politus","subspecies","wfo-0000085388","(Fr.) H.Lindb.","Asteraceae","","",NA,"Erigeron","","acris","politus","subspecies","Valid","Enum. Pl. Fennoscandia 56. 1901","Accepted","","wfo-0000025753",NA,"Source in seed data: gcc Updated namepublishedin from Unknown : 56 (1901) to Enum. Pl. Fennoscandia 56. 1901 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-6813","http://www.theplantlist.org/tpl1.1/record/gcc-68130","The Asteraceaae TEN","A","gcc-68130","",TRUE,"Synonym","wfo-0000025753","Erigeron politus",""
"erigeron elongatus ledeb.","erigeron elongatus ledeb.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,1638,1,"wfo-0000085388","urn:lsid:ipni.org:names:93523-2","GCC-99E0C922-59BB-4D6C-9365-4D6999BC17B3","Erigeron acris","species","wfo-4000013785","L.","Asteraceae","","",NA,"Erigeron","","acris","","species","Valid","Sp. Pl. : 863 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 863 1753  to Sp. Pl. : 863 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-41799 >The Plant List v.1.1","http://www.theplantlist.org/tpl1.1/record/gcc-41799","The Asteraceaae TEN","A","gcc-41799","",TRUE,"Synonym","wfo-0000040255","Erigeron elongatus","smallest ID"
"erigeron tilingii vorosch.","erigeron tilingii vorosch.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,1639,1,"wfo-0000109364","urn:lsid:ipni.org:names:77181147-1","GCC-80160930-6F3A-46E3-88BD-DC7635387FB6","Erigeron acris  subsp. politus","subspecies","wfo-0000085388","(Fr.) H.Lindb.","Asteraceae","","",NA,"Erigeron","","acris","politus","subspecies","Valid","Enum. Pl. Fennoscandia 56. 1901","Accepted","","wfo-0000025753",NA,"Source in seed data: gcc Updated namepublishedin from Unknown : 56 (1901) to Enum. Pl. Fennoscandia 56. 1901 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-6813","http://www.theplantlist.org/tpl1.1/record/gcc-68130","The Asteraceaae TEN","A","gcc-68130","",TRUE,"Synonym","wfo-0000137900","Erigeron tilingii",""
