rawName,rawName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Actaea erythrocarpa,Actaea erythrocarpa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,98,1,wfo-0000519118,urn:lsid:ipni.org:names:1082557-2,752942,Actaea rubra,species,wfo-4000000488,(Aiton) Willd.,Ranunculaceae,"","",,Actaea,"",rubra,"",species,Valid,Enum. Pl. : 561 (1809),Accepted,"",wfo-0000519137,,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. 561 1809  to Enum. Pl. : 561 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2620570 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-2620570,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2620570,"",TRUE,Synonym,wfo-0000519080,Actaea erythrocarpa,""
Coptis trifolia,Coptis trifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,100,1,wfo-0000619881,urn:lsid:ipni.org:names:710328-1,866437,Coptis trifolia,species,wfo-4000009233,Salisb.,Ranunculaceae,"","",,Coptis,"",trifolia,"",species,Valid,Trans. Linn. Soc. London 8: 305 (1807),Accepted,"",wfo-0000719211,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Salisb. to Salisb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2736138 >The Plant List v.1",http://www.theplantlist.org/tpl1.1/record/kew-2736138,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2736138,"",FALSE,"","","",""
Aquilegia brevistyla,Aquilegia brevistyla,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,101,1,wfo-0000541172,urn:lsid:ipni.org:names:30196836-2,776718,Aquilegia brevistyla,species,wfo-4000002807,Hook.,Ranunculaceae,"","",,Aquilegia,"",brevistyla,"",species,Valid,Fl. Bor.-Amer. 1: 24 (1829),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Bor.-Amer. 1: 24 1829  to Fl. Bor.-Amer. 1: 24 (1829), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-264",http://www.theplantlist.org/tpl1.1/record/kew-2644640,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2644640,"",FALSE,"","","",""
Thalictrum alpinum,Thalictrum alpinum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,102,1,wfo-0000456250,urn:lsid:ipni.org:names:714201-1,652662,Thalictrum alpinum,species,wfo-4000038055,L.,Ranunculaceae,"","",,Thalictrum,"",alpinum,"",species,Valid,Sp. Pl. : 545 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 545 1753  to Sp. Pl. : 545 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2516424 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2516424,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2516424,"",FALSE,"","","",""
Thalictrum sparsiflorum subsp. sparsiflorum,Thalictrum sparsiflorum subsp. sparsiflorum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,20,103,1,wfo-0001129278,urn:lsid:ipni.org:names:714890-1,27100248,Thalictrum sparsiflorum,species,wfo-4000038055,Turcz. ex Fisch. & C.A.Mey.,Ranunculaceae,"","",,Thalictrum,"",sparsiflorum,"",species,Valid,"Index Seminum (LE, Petropolitanus) 1: 40 (1835)",Accepted,"","",,"Source in seed data: tro Update namepublishedIn from Index Sem. (St. Petersburg) 1: 40 1835  to Index Seminum (LE, Petropolitanus) 1: 40 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepl",http://www.theplantlist.org/tpl1.1/record/tro-27100248,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-27100248,"",FALSE,"","","",""
Thalictrum minus subsp. kemense,Thalictrum minus subsp. kemense,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,105,1,wfo-0000459579,urn:lsid:ipni.org:names:250801-2,657655,Thalictrum minus  subsp. kemense,subspecies,wfo-0000453930,(Fr.) Hultén,Ranunculaceae,"","",,Thalictrum,"",minus,kemense,subspecies,Valid,"Acta Univ. Lund. 2, 40, nr. 1: 774. 1944 Fl. Alaska & Yukon, 4",Accepted,"",wfo-0000453864,,"Source in seed data: cmp Updated scientificnameAuthorship from (Fr.) Cajander to (Fr.) Hultén, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2521547 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2521547,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2521547,"",FALSE,"","","",""
Thalictrum simplex subsp. boreale,Thalictrum simplex subsp. boreale,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,106,1,wfo-0000735373,"",997543,Thalictrum simplex  subsp. boreale,subspecies,wfo-0000454093,(F.Nyl.) Á.Löve & D.Löve,Ranunculaceae,"","",,Thalictrum,"",simplex,boreale,subspecies,Valid,Bot. Not. 114: 52 1961,Accepted,"",wfo-0000735374,,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2870983 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2870983 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2870983,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2870983,"",FALSE,"","","",""
Thalictrum flavum,Thalictrum flavum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,107,1,wfo-0000454062,urn:lsid:ipni.org:names:302852-2,648936,Thalictrum flavum,species,wfo-4000038055,L.,Ranunculaceae,"","",,Thalictrum,"",flavum,"",species,Valid,Sp. Pl. : 546 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 546 1753  to Sp. Pl. : 546 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2512664 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2512664,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2512664,"",FALSE,"","","",""
Delphinium cheilanthum,Delphinium cheilanthum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,108,1,wfo-0000639883,urn:lsid:ipni.org:names:710493-1,889221,Delphinium cheilanthum,species,wfo-4000011022,Fisch. ex DC.,Ranunculaceae,"","",,Delphinium,"",cheilanthum,"",species,Valid,Syst. Nat. 1: 352 (1817),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. [Candolle] 1: 352. 1817 [1818 publ. 1-15 Nov 1817]  to Syst. Nat. 1: 352 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepl",http://www.theplantlist.org/tpl1.1/record/kew-2759589,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2759589,"",FALSE,"","","",""
Delphinium chamissonis,Delphinium chamissonis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,109,1,wfo-0000639878,urn:lsid:ipni.org:names:710490-1,889216,Delphinium chamissonis,species,wfo-4000011022,Pritz. ex Walp.,Ranunculaceae,"","",,Delphinium,"",chamissonis,"",species,Valid,Repert. Bot. Syst. 2: 744 (1843),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Repert. Bot. Syst. (Walpers) ii. 744.  to Repert. Bot. Syst. 2: 744 (1843), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1",http://www.theplantlist.org/tpl1.1/record/kew-2759584,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2759584,"",FALSE,"","","",""
Delphinium brachycentrum subsp. maydellianum,Delphinium brachycentrum subsp. maydellianum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,110,1,wfo-0000639800,urn:lsid:ipni.org:names:710447-1,889140,Delphinium brachycentrum,species,wfo-4000011022,Ledeb.,Ranunculaceae,"","",,Delphinium,"",brachycentrum,"",species,Valid,Fl. Ross. 1: 60 (1841),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Ross. 1: 60 1841  to Fl. Ross. 1: 60 (1841), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2759508 >The ",http://www.theplantlist.org/tpl1.1/record/kew-2759508,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2759508,"",TRUE,Synonym,wfo-0000639802,Delphinium brachycentrum subsp. maydellianum,""
Delphinium middendorffii,Delphinium middendorffii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,111,1,wfo-0000640388,urn:lsid:ipni.org:names:710804-1,889697,Delphinium middendorffii,species,wfo-4000011022,Trautv.,Ranunculaceae,"","",,Delphinium,"",middendorffii,"",species,Valid,Reise Sibir. 1(2; 1): 63 (1847),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from in Middend. Sibir. Reise i. Bot. (Fl. Taimyr.) 63.  to Reise Sibir. 1(2; 1): 63 (1847), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:710804-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2760066,"",FALSE,"","","",""
Delphinium glaucum,Delphinium glaucum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,112,1,wfo-0000640127,urn:lsid:ipni.org:names:275700-2,889451,Delphinium glaucum,species,wfo-4000011022,S.Watson in W.H.Brewer & S.Watson,Ranunculaceae,"","",,Delphinium,"",glaucum,"",species,Valid,Bot. California 2: 427 (1880),Accepted,"","",,"Source in seed data: cmp Updated scientificnameAuthorship from S.Watson to S.Watson in W.H.Brewer & S.Watson, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-27598",http://www.theplantlist.org/tpl1.1/record/kew-2759820,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2759820,"",FALSE,"","","",""
Delphinium elatum subsp. elatum,Delphinium elatum subsp. elatum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,4,113,1,wfo-0001367051,urn:lsid:ipni.org:names:1014507-1,1014507-1,Delphinium elatum subsp. alpinum,subspecies,"",(Waldst. & Kit.) Tzvelev,Ranunculaceae,"","",,Delphinium,"",elatum,alpinum,subspecies,"",Novosti Sist. Vyssh. Rast. 32: 183 (2000):.,Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","","",""
Delphinium elatum subsp. cryophilum,Delphinium elatum subsp. cryophilum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,114,1,wfo-0000640017,urn:lsid:ipni.org:names:710585-1,889346,Delphinium elatum,species,wfo-4000011022,L.,Ranunculaceae,"","",,Delphinium,"",elatum,"",species,Valid,Sp. Pl. : 531 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 531 1753  to Sp. Pl. : 531 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2759714 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2759714,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2759714,"",TRUE,Synonym,wfo-0000640024,Delphinium elatum subsp. cryophilum,""
Delphinium ochotense,Delphinium ochotense,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,115,1,wfo-0000640476,urn:lsid:ipni.org:names:710852-1,889779,Delphinium ochotense,species,wfo-4000011022,Nevski,Ranunculaceae,"","",,Delphinium,"",ochotense,"",species,Valid,Fl. URSS 7: 724 (1937),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. URSS 7: 146, 724. 1937  to Fl. URSS 7: 724 (1937), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2760149",http://www.theplantlist.org/tpl1.1/record/kew-2760149,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2760149,"",FALSE,"","","",""
Aconitum lycoctonum subsp. septentrionale,Aconitum lycoctonum subsp. septentrionale,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,5,116,1,wfo-0000517589,urn:lsid:ipni.org:names:707564-1,751394,Aconitum lycoctonum,species,wfo-4000000341,L.,Ranunculaceae,"","",,Aconitum,"",lycoctonum,"",species,Valid,Sp. Pl. : 532 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 532. 1753 [1 May 1753]  to Sp. Pl. : 532 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26",http://www.theplantlist.org/tpl1.1/record/kew-2619019,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619019,"",TRUE,Synonym,wfo-0000736715,Aconitum lycoctonum var. septentrionale,""
Aconitum baicalense,Aconitum baicalense,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,117,1,wfo-0000516952,urn:lsid:ipni.org:names:707185-1,750788,Aconitum baicalense,species,wfo-4000000341,Turcz. ex Rapaics,Ranunculaceae,"","",,Aconitum,"",baicalense,"",species,Valid,Növényt. Közlem. 6: 148 (1907),Accepted,"","",,"Source in seed data: cmp Updated scientificnameAuthorship from (Regel) Turcz. ex Rapaics to Turcz. ex Rapaics, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2618",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707185-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2618412,"",FALSE,"","","",smallest ID
Aconitum ×stoerkianum,Aconitum x stoerkianum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,118,1,wfo-0000517028,urn:lsid:ipni.org:names:707233-1,750861,Aconitum × cammarum,species,wfo-4000000341,L.,Ranunculaceae,"","",,Aconitum,"",cammarum,"",species,Valid,Sp. Pl. ed. 2 : 751 (1762),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. ed. 2 751 1762  to Sp. Pl. ed. 2 : 751 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2618485",http://www.theplantlist.org/tpl1.1/record/kew-2618485,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2618485,×,TRUE,Synonym,wfo-0000518114,Aconitum stoerkianum,""
Aconitum delphinifolium var. delphinifolium,Aconitum delphinifolium var. delphinifolium,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,20,119,1,wfo-0000517163,urn:lsid:ipni.org:names:707308-1,750994,Aconitum delphinifolium,species,wfo-4000000341,DC.,Ranunculaceae,"","",,Aconitum,"",delphinifolium,"",species,Valid,Syst. Nat. 1: 380 (1817),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. 1: 380 1817  to Syst. Nat. 1: 380 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2618618 >",http://www.theplantlist.org/tpl1.1/record/kew-2618618,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2618618,"",FALSE,"","","",""
Aconitum delphinifolium var. paradoxum,Aconitum delphinifolium var. paradoxum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,120,1,wfo-0000517864,urn:lsid:ipni.org:names:3410-2,751695,Aconitum paradoxum,species,wfo-4000000341,Rchb.,Ranunculaceae,"","",,Aconitum,"",paradoxum,"",species,Valid,Monogr. Acon. : 76 (1821),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Monogr. Acon. 76 1821  to Monogr. Acon. : 76 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2619321 >",http://www.theplantlist.org/tpl1.1/record/kew-2619321,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619321,"",TRUE,Synonym,wfo-0000517174,Aconitum delphinifolium var. paradoxum,""
Aconitum productum,Aconitum productum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,121,1,wfo-0000517914,urn:lsid:ipni.org:names:707717-1,751744,Aconitum productum,species,wfo-4000000341,Rchb.,Ranunculaceae,"","",,Aconitum,"",productum,"",species,Valid,Monogr. Acon. : 75 (1821),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Monogr. Acon. 75. 1821 [Jan-Oct 1821]  to Monogr. Acon. : 75 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",http://www.theplantlist.org/tpl1.1/record/kew-2619370,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619370,"",FALSE,"","","",""
Anemone canadensis,Anemone canadensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,122,1,wfo-0001330671,urn:lsid:ipni.org:names:60473574-2,60473574-2,Anemonastrum canadense,species,wfo-4000002051,(L.) Mosyakin,Ranunculaceae,"","",,Anemonastrum,"",canadense,"",species,Valid,Phytoneuron 2016-79: 4 (2016),Accepted,"","",,"Source in seed data: ipni Update namepublishedIn from Phytoneuron 2016-79: 4. [12 Dec 2016]  to Phytoneuron 2016-79: 4 (2016), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60473574-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",TRUE,Synonym,wfo-0000535158,Anemone canadensis,""
Anemone dichotoma,Anemone dichotoma,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,123,1,wfo-0001330672,urn:lsid:ipni.org:names:60473587-2,60473587-2,Anemonastrum dichotomum,species,wfo-4000002051,(L.) Mosyakin,Ranunculaceae,"","",,Anemonastrum,"",dichotomum,"",species,Valid,Phytoneuron 2016-79: 4 (2016),Accepted,"","",,"Source in seed data: ipni Update namepublishedIn from Phytoneuron 2016-79: 4. [12 Dec 2016]  to Phytoneuron 2016-79: 4 (2016), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60473587-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",TRUE,Synonym,wfo-0000535252,Anemone dichotoma,""
Anemone nemorosa,Anemone nemorosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,124,2,wfo-0000535069,urn:lsid:ipni.org:names:708225-1,770135,Anemone altaica,species,wfo-4000002053,Fisch. ex Ledeb.,Ranunculaceae,"","",,Anemone,"",altaica,"",species,Valid,Fl. Altaic. [Ledebour]. 2: 362. 1830 [Jul-Dec(?) 1830],Accepted,"","",,"Source in seed data: cmp Updated Author from Fisch. ex C.A.Mey. to Fisch. ex Ledeb., according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2638013 >T",http://www.theplantlist.org/tpl1.1/record/kew-2638013,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2638013,"",TRUE,Synonym,wfo-0000535570,Anemone nemorosa,smallest ID
Anemone richardsonii,Anemone richardsonii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,125,1,wfo-0001330673,urn:lsid:ipni.org:names:60473588-2,60473588-2,Anemonastrum richardsonii,species,wfo-4000002051,(Hook.) Mosyakin,Ranunculaceae,"","",,Anemonastrum,"",richardsonii,"",species,Valid,Phytoneuron 2016-79: 4 (2016),Accepted,"","",,"Source in seed data: ipni Update namepublishedIn from Phytoneuron 2016-79: 4. [12 Dec 2016]  to Phytoneuron 2016-79: 4 (2016), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60473588-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",TRUE,Synonym,wfo-0000535738,Anemone richardsonii,""
Anemone sylvestris subsp. sylvestris,Anemone sylvestris subsp. sylvestris,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,18,126,2,wfo-0000471767,urn:lsid:ipni.org:names:712079-1,679983,Pulsatilla vulgaris,species,wfo-4000032172,Mill.,Ranunculaceae,"","",,Pulsatilla,"",vulgaris,"",species,Valid,Gard. Dict. ed. 8 : n.º 1 (1768),Accepted,"",wfo-0000535689,,"Source in seed data: cmp Update namepublishedIn from Gard. Dict. ed. 8 1 1768  to Gard. Dict. ed. 8 : n.º 1 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712079-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2544139,"",TRUE,Synonym,wfo-0000535824,Anemone sylvestris,smallest ID
Anemone sylvestris subsp. ochotensis,Anemone sylvestris subsp. ochotensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,127,1,wfo-0001129854,"",27102278,Anemone ochotensis,species,wfo-4000002053,Juz.,Ranunculaceae,"","",,Anemone,"",ochotensis,"",species,Valid,"",Accepted,"","",,"Source in seed data: tro Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/708531-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More details ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:708531-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-27102278,"",TRUE,Synonym,wfo-0001129237,Anemone sylvestris subsp. ochotensis,""
Anemone parviflora,Anemone parviflora,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,128,1,wfo-0000535638,urn:lsid:ipni.org:names:708544-1,770665,Anemone parviflora,species,wfo-4000002053,Michx.,Ranunculaceae,"","",,Anemone,"",parviflora,"",species,Valid,Fl. Bor.-Amer. 1: 319 (1803),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Bor.-Amer. 1: 319 1803  to Fl. Bor.-Amer. 1: 319 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2",http://www.theplantlist.org/tpl1.1/record/kew-2638549,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2638549,"",FALSE,"","","",""
Anemone drummondii var. lithophila,Anemone drummondii var. lithophila,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,129,1,wfo-0000535432,urn:lsid:ipni.org:names:13440-2,770470,Anemone lithophila,species,wfo-4000002053,Rydb.,Ranunculaceae,"","",,Anemone,"",lithophila,"",species,Valid,Bull. Torrey Bot. Club 29: 152 (1902),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Bull. Torrey Bot. Club 29: 152 1902  to Bull. Torrey Bot. Club 29: 152 (1902), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t",http://www.theplantlist.org/tpl1.1/record/kew-2638353,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2638353,"",TRUE,Synonym,wfo-0000535260,Anemone drummondii var. lithophila,""
Anemone multiceps,Anemone multiceps,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,130,1,wfo-0000535470,urn:lsid:ipni.org:names:77218380-1,770506,Anemone multiceps,species,wfo-4000002053,(Greene) Standl.,Ranunculaceae,"","",,Anemone,"",multiceps,"",species,Valid,"Publ. Field Mus. Nat. Hist., Bot. Ser. 8(5): 310. 1931 , as 'multifida'",Accepted,"","",,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2638389 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2638389 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2638389,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2638389,"",FALSE,"","","",""
Anemone multifida,Anemone multifida,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,131,1,wfo-0000535472,urn:lsid:ipni.org:names:330852-2,770507,Anemone multifida,species,wfo-4000002053,Poir.,Ranunculaceae,"","",,Anemone,"",multifida,"",species,Valid,"Encycl. , Suppl. 1: 364 (1810)",Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Encycl. Suppl. 1: 364 1810  to Encycl. , Suppl. 1: 364 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-2638390,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2638390,"",FALSE,"","","",""
