rawName,rawName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Brassica rapa L.,Brassica rapa L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,6,6,1,wfo-0000571544,urn:lsid:ipni.org:names:279485-1,814347,Brassica rapa,species,wfo-4000005345,L.,Brassicaceae,"","",,Brassica,"",rapa,"",species,Valid,Sp. Pl. : 666 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 666 1753  to Sp. Pl. : 666 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2682652 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2682652,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2682652,"",TRUE,Synonym,wfo-0000571546,Brassica rapa f. alba,""
Bromus hordeaceus L.,Bromus hordeaceus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,7,1,wfo-0000855692,urn:lsid:ipni.org:names:30016331-2,401143,Bromus hordeaceus,species,wfo-4000005481,L.,Poaceae,"","",,Bromus,"",hordeaceus,"",species,Valid,Sp. Pl. : 77 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 77 1753  to Sp. Pl. : 77 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-401143 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-401143,The Poaceae TEN,A,kew-401143,"",TRUE,Synonym,wfo-0000855718,Bromus hordeaceus var. nanus,Accepted
Buglossoides arvensis,Buglossoides arvensis (L.) I. M. Johnst.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,8,1,wfo-0000574420,urn:lsid:ipni.org:names:113724-1,817456,Buglossoides arvensis,species,wfo-4000005707,(L.) I.M.Johnst.,Boraginaceae,"","",,Buglossoides,"",arvensis,"",species,Valid,J. Arnold Arbor. 35: 42 (1954),Accepted,"",wfo-0000362186,,"Source in seed data: cmp Update namepublishedIn from J. Arnold Arbor. 35(1): 42. 1954 [15 Jan 1954] , published as 'arvense' to J. Arnold Arbor. 35: 42 (1954), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=h",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:113724-1,The Boraginaceae TEN,A,kew-2685783,"",FALSE,"","","",""
Bunias orientalis L.,Bunias orientalis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,3,9,1,wfo-0000574739,urn:lsid:ipni.org:names:279703-1,817766,Bunias orientalis,species,wfo-4000005752,L.,Brassicaceae,"","",,Bunias,"",orientalis,"",species,Valid,Sp. Pl. : 670 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 670. 1753 [1 May 1753]  to Sp. Pl. : 670 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26",http://www.theplantlist.org/tpl1.1/record/kew-2686094,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2686094,"",FALSE,"","","",""
Camelina microcarpa Andrz. ex DC.,Camelina microcarpa Andrz. ex DC.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,14,1,1,wfo-0000582173,urn:lsid:ipni.org:names:279860-1,825859,Camelina microcarpa,species,wfo-4000006355,Andrz. ex DC.,Brassicaceae,"","",,Camelina,"",microcarpa,"",species,Valid,Syst. Nat. 2: 517 (1821),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. [Candolle] 2: 517. 1821 [late May 1821]  to Syst. Nat. 2: 517 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org",http://www.theplantlist.org/tpl1.1/record/kew-2694391,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2694391,"",FALSE,"","","",""
Camelina sativa,Camelina sativa (L.) Crantz,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2,1,wfo-0000582189,urn:lsid:ipni.org:names:279870-1,825873,Camelina sativa,species,wfo-4000006355,Crantz,Brassicaceae,"","",,Camelina,"",sativa,"",species,Valid,Stirp. Austr. Fasc. 1: 17 (1762),Accepted,"",wfo-0000368936,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Crantz to Crantz, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2694405 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/kew-2694405,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2694405,"",FALSE,"","","",Not a synonym
Campanula rotundifolia L.,Campanula rotundifolia L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,3,1,wfo-0000828550,urn:lsid:ipni.org:names:30036649-2,365918,Campanula rotundifolia,species,wfo-4000006381,L.,Campanulaceae,"","",,Campanula,"",rotundifolia,"",species,Valid,Sp. Pl. : 163 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 163 1753  to Sp. Pl. : 163 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-365918 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-365918,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-365918,"",FALSE,"","","",""
Cannabis sativa L.,Cannabis sativa L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,4,1,wfo-0000584001,urn:lsid:ipni.org:names:306087-2,827930,Cannabis sativa,species,wfo-4000006546,L.,Cannabaceae,"","",,Cannabis,"",sativa,"",species,Valid,Sp. Pl. : 1027 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1027 1753  to Sp. Pl. : 1027 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2696480 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-2696480,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2696480,"",TRUE,Synonym,wfo-0000584009,Cannabis sativa var. kif,""
Cenolophium denudatum,Cenolophium denudatum (Fisch. & Hornem.) Tutin,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,5,1,wfo-0000593832,urn:lsid:ipni.org:names:840016-1,839192,Cenolophium denudatum,species,wfo-4000007158,(Hornem.) Tutin,Apiaceae,"","",,Cenolophium,"",denudatum,"",species,Valid,Feddes Repert. 74: 31 (1967),Accepted,"",wfo-0000555468,,"Source in seed data: cmp Updated scientificnameAuthorship from (Fisch. ex Hornem.) Tutin to (Hornem.) Tutin, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-270855",http://www.theplantlist.org/tpl1.1/record/kew-2708550,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2708550,"",FALSE,"","","",""
Centaurea cyanus L.,Centaurea cyanus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,6,1,wfo-0000008997,urn:lsid:ipni.org:names:190310-1,GCC-CE422E5B-413D-4587-BC4F-ACF36AD7E23D,Centaurea cyanus,species,wfo-4000007161,L.,Asteraceae,"","",,Centaurea,"",cyanus,"",species,Valid,Sp. Pl. : 911 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 911 1753  to Sp. Pl. : 911 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-108710 >The Plant L",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:190310-1,The Asteraceaae TEN,A,gcc-108710,"",TRUE,Synonym,wfo-0000108781,Centaurea cyanus subsp. coa,""
Centaurea triumfettii All.,Centaurea triumfettii All.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,7,1,wfo-0001383324,urn:lsid:ipni.org:names:77093829-1,77093829-1,Centaurea triumfettii var. alba,variety,"",Ghahr.,Asteraceae,"","",,Centaurea,"",triumfettii,alba,variety,Invalid,Fl. Iran 26: n.° 3162 (2007),Unchecked,"","",,"Source in seed data: ipni Update namepublishedIn from Fl. Iran [Ghahreman] 26: no. 3162. 2007  to Fl. Iran 26: n.° 3162 (2007), information provided by Alan E. on email Jun. 07 2021 Invalid",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77093829-1,The Asteraceaae TEN,A,"","",FALSE,"","","",""
Ceratocephala orthoceras DC.,Ceratocephala orthoceras DC.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,4,8,1,wfo-0000462021,urn:lsid:ipni.org:names:713966-1,661258,Ranunculus testiculatus,species,wfo-4000032540,Crantz,Ranunculaceae,"","",,Ranunculus,"",testiculatus,"",species,Valid,Stirp. Austr. Fasc. 2: 97 (1763),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Stirp. Austr. ed. I. fasc ii. 97; ed. II. ? 19; Bieb. Fl. Taur. Cauc. iii. 386.  to Stirp. Austr. Fasc. 2: 97 (1763), information provided by Alan E. on email Jun. 07 2021 More details could be found i",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:713966-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2525207,"",TRUE,Synonym,wfo-0000596358,Ceratocephala orthoceras,""
Chenopodium capitatum,Chenopodium capitatum (L.) Ambrosi,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,9,1,wfo-0000601151,urn:lsid:ipni.org:names:164855-1,847645,Chenopodium capitatum,species,wfo-4000007814,(L.) Asch.,Amaranthaceae,"","",,Chenopodium,"",capitatum,"",species,Valid,Fl. Brandenburg : 572 (1864),Accepted,"",wfo-0000566891,,"Source in seed data: cmp Update namepublishedIn from Fl. Brandenburg 572 1864  to Fl. Brandenburg : 572 (1864), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-271",http://www.theplantlist.org/tpl1.1/record/kew-2717200,The Caryophyllales Taxonomic Expert Network,A,kew-2717200,"",FALSE,"","","",Not a synonym
Chenopodium suecicum J. Murr,Chenopodium suecicum J. Murr,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,1,1,wfo-0000601836,urn:lsid:ipni.org:names:165253-1,848291,Chenopodium suecicum,species,wfo-4000007814,Murr,Amaranthaceae,"","",,Chenopodium,"",suecicum,"",species,Valid,Magyar Bot. Lapok 1: 341 (1902),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Magyar Bot. Lapok 1: 341 1902  to Magyar Bot. Lapok 1: 341 (1902), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2717848,The Caryophyllales Taxonomic Expert Network,A,kew-2717848,"",FALSE,"","","",""
Chorispora tenella,Chorispora tenella (Pall.) DC.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,2,1,wfo-0000603418,urn:lsid:ipni.org:names:281254-1,849917,Chorispora tenella,species,wfo-4000008106,DC.,Brassicaceae,"","",,Chorispora,"",tenella,"",species,Valid,Syst. Nat. 2: 435 (1821),Accepted,"",wfo-0000402553,,"Source in seed data: cmp Updated scientificnameAuthorship from (Pall.) DC. to DC., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2719512 >The Plant List v.1.1.</",http://www.theplantlist.org/tpl1.1/record/kew-2719512,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2719512,"",FALSE,"","","",""
Conringia orientalis,Conringia orientalis (L.) Dumort.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,3,1,wfo-0000619480,urn:lsid:ipni.org:names:281541-1,865919,Conringia orientalis,species,wfo-4000009190,(L.) Dumort.,Brassicaceae,"","",,Conringia,"",orientalis,"",species,Valid,Fl. Belg. (Dumortier) 123. 1827,Accepted,"",wfo-0000571480,,"Source in seed data: cmp Updated namePublishedIn from Fl. Belg. 123 1827  to Fl. Belg. (Dumortier) 123. 1827 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tp",http://www.theplantlist.org/tpl1.1/record/kew-2735617,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2735617,"",FALSE,"","","",""
Consolida regalis S. F. Gray,Consolida regalis S. F. Gray,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,11,4,1,wfo-0000639920,urn:lsid:ipni.org:names:306669-2,889254,Delphinium consolida,species,wfo-4000011022,L.,Ranunculaceae,"","",,Delphinium,"",consolida,"",species,Valid,Sp. Pl. : 530 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 530 1753  to Sp. Pl. : 530 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2759622 >The Plant ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306669-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2759622,"",TRUE,Synonym,wfo-0000619574,Consolida regalis,""
Convolvulus arvensis L.,Convolvulus arvensis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,5,1,wfo-0001296633,urn:lsid:ipni.org:names:265849-1,8500005,Convolvulus arvensis,species,wfo-4000009203,L.,Convolvulaceae,"","",,Convolvulus,"",arvensis,"",species,Valid,Sp. Pl. : 153 (1753),Accepted,"","",,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 1: 153 1753  to Sp. Pl. : 153 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-8500005 >The Pla",http://www.theplantlist.org/tpl1.1/record/tro-8500005,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8500005,"",FALSE,"","","",""
Descurainia incana L.,Descurainia incana L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,6,1,wfo-0000641891,urn:lsid:ipni.org:names:275770-2,891358,Descurainia incana,species,wfo-4000011184,(Bernh. ex Fisch. & C.A.Mey.) Dorn,Brassicaceae,"","",,Descurainia,"",incana,"",species,Valid,Vasc. Pl. Wyoming : 296 (1988),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Vasc. Pl. Wyoming 296 1988  to Vasc. Pl. Wyoming : 296 (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-2761750,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2761750,"",FALSE,"","","",""
Draba verna L.,Draba verna L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,7,1,wfo-0000656282,urn:lsid:ipni.org:names:283173-1,905564,Draba verna,species,wfo-4000012494,L.,Brassicaceae,"","",,Draba,"",verna,"",species,Valid,Sp. Pl. : 642 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 642 1753  to Sp. Pl. : 642 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2777499 >The Plant ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:283173-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2777499,"",TRUE,Synonym,wfo-0000738428,Draba verna var. major,""
Dracocephalum parviflorum Nutt.,Dracocephalum parviflorum Nutt.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,15,8,1,wfo-0000945424,urn:lsid:ipni.org:names:446484-1,63863,Dracocephalum parviflorum,species,wfo-4000012509,Nutt.,Lamiaceae,"","",,Dracocephalum,"",parviflorum,"",species,Valid,Gen. N. Amer. Pl. 2: 35 (1818),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Gen. N. Amer. Pl. 2: 35 1818  to Gen. N. Amer. Pl. 2: 35 (1818), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k",http://www.theplantlist.org/tpl1.1/record/kew-63863,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-63863,"",TRUE,Synonym,wfo-0000945425,Dracocephalum parviflorum var. chelonicum,""
Echinochloa crus-galli,Echinochloa crus-galli (L.) P.Beauv.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,9,1,wfo-0000865236,urn:lsid:ipni.org:names:399660-1,410191,Echinochloa crus-galli,species,wfo-4000012916,(L.) P.Beauv.,Poaceae,"","",,Echinochloa,"",crus-galli,"",species,Valid,Ess. Agrostogr. : 53 (1812),Accepted,"",wfo-0000883696,,"Source in seed data: wcs Update namepublishedIn from Ess. Agrostogr. 53 1812  to Ess. Agrostogr. : 53 (1812), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-41019",http://www.theplantlist.org/tpl1.1/record/kew-410191,The Poaceae TEN,A,kew-410191,"",FALSE,"","","",""
Erodium cicutarium,Erodium cicutarium (L.) L'Hér.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1,1,wfo-0000676799,urn:lsid:ipni.org:names:372220-1,925993,Erodium cicutarium,species,wfo-4000013926,(L.) L'Hér.,Geraniaceae,"","",,Erodium,"",cicutarium,"",species,Valid,in Ait. Hort. Kew. ii. 414 (1789).,Accepted,"",wfo-0000700223,,"Source in seed data: cmp Updated namepublishedIn from Hort. Kew. 2: 414 1789  to in Ait. Hort. Kew. ii. 414 (1789). , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k",http://www.theplantlist.org/tpl1.1/record/kew-2798183,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2798183,"",FALSE,"","","",""
"Erysimum strictum P. Gaertn., B. Mey. & Scherb.","Erysimum strictum P. Gaertn., B. Mey. & Scherb.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,30,2,4,wfo-0000678837,urn:lsid:ipni.org:names:283886-1,927942,Erysimum incanum,species,wfo-4000013961,Kunze,Brassicaceae,"","",,Erysimum,"",incanum,"",species,Valid,Flora 29: 752 (1846),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Flora 29: 752. 1846  to Flora 29: 752 (1846), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2800135 >The Pla",http://www.theplantlist.org/tpl1.1/record/kew-2800135,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2800135,"",TRUE,Synonym,wfo-0000679229,Erysimum strictum,smallest ID
Erythranthe guttata,Erythranthe guttata (DC.) G.L.Nesom,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,3,1,wfo-0001333299,urn:lsid:ipni.org:names:77120232-1,77120232-1,Erythranthe guttata,species,wfo-4001303207,(DC.) G.L.Nesom,Phrymaceae,"","",,Erythranthe,"",guttata,"",species,Valid,Phytoneuron 2012-39: 43 (2012),Accepted,"","",,"Source in seed data: ipni Update namepublishedIn from Phytoneuron 2012-39: 43. [16 May 2012] [epublished] to Phytoneuron 2012-39: 43 (2012), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77120232-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","","",""
Fagopyrum esculentum Moench,Fagopyrum esculentum Moench,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,4,1,wfo-0000685460,urn:lsid:ipni.org:names:694526-1,934953,Fagopyrum esculentum,species,wfo-4000014554,Moench,Polygonaceae,"","",,Fagopyrum,"",esculentum,"",species,Valid,Methodus : 290 (1794),Accepted,"",wfo-0000489612,,"Source in seed data: cmp Update namepublishedIn from Methodus 290 1794  to Methodus : 290 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2807310 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-2807310,The Caryophyllales Taxonomic Expert Network,A,kew-2807310,"",FALSE,"","","",""
Fagopyrum tataricum,Fagopyrum tataricum (L.) Gaertn.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,5,1,wfo-0000685494,urn:lsid:ipni.org:names:694553-1,934984,Fagopyrum tataricum,species,wfo-4000014554,(L.) Gaertn.,Polygonaceae,"","",,Fagopyrum,"",tataricum,"",species,Valid,Fruct. Sem. Pl. 2: 182 (1790),Accepted,"",wfo-0000489097,,"Source in seed data: cmp Update namepublishedIn from Fruct. Sem. Pl. 2: 182 1790  to Fruct. Sem. Pl. 2: 182 (1790), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-2807341,The Caryophyllales Taxonomic Expert Network,A,kew-2807341,"",FALSE,"","","",""
Fallopia convolvulus,Fallopia convolvulus (L.) A. Löve,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,6,1,wfo-0000685786,urn:lsid:ipni.org:names:103354-2,935267,Fallopia convolvulus,species,wfo-4000014581,(L.) Á.Löve,Polygonaceae,"","",,Fallopia,"",convolvulus,"",species,Valid,Taxon 19: 200 (1970),Accepted,"",wfo-0000489602,,"Source in seed data: cmp Update namepublishedIn from Taxon 19: 200 1970  to Taxon 19: 200 (1970), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2807634 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-2807634,The Caryophyllales Taxonomic Expert Network,A,kew-2807634,"",FALSE,"","","",""
Festuca rubra subsp. megastachya Gaudin,Festuca rubra subsp. megastachya Gaudin,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,26,8,1,wfo-0000871854,urn:lsid:ipni.org:names:30010036-2,416502,Festuca rubra,species,wfo-4000014703,L.,Poaceae,"","",,Festuca,"",rubra,"",species,Valid,Sp. Pl. : 74 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 74 1753  to Sp. Pl. : 74 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-416502 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-416502,The Poaceae TEN,A,kew-416502,"",FALSE,"","","",""
Fumaria officinalis L.,Fumaria officinalis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,9,1,wfo-0000693355,urn:lsid:ipni.org:names:673050-1,942962,Fumaria officinalis,species,wfo-4000015114,L.,Papaveraceae,Fumarioideae,Fumarieae,,Fumaria,"",officinalis,"",species,Valid,Sp. Pl. 700 1753,Accepted,"","",,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2815499 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2815499 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2815499,The Papaveraceae TEN,A,kew-2815499,"",FALSE,"","","",Not a synonym
Galeopsis ladanum L.,Galeopsis ladanum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,1,1,wfo-0000915101,urn:lsid:ipni.org:names:77172230-1,460115,Galeopsis ladanum  subsp. ladanum,subspecies,wfo-0000967997,"",Lamiaceae,"","",,Galeopsis,"",ladanum,ladanum,subspecies,Valid,Unknown,Accepted,"","",,"Source in seed data: wcs Updated taxonomicStatus from Synonym to Accepted, information provided by Alan E. on email Jun. 03 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-460115 >The Plant List v.1.1.</a> Origin",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77172230-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-460115,"",TRUE,Synonym,wfo-0000968001,Galeopsis ladanum var. nana,""
Galium aparine L.,Galium aparine L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,2,5,wfo-0000968296,urn:lsid:ipni.org:names:30007294-2,85676,Galium aparine,species,wfo-4000015241,L.,Rubiaceae,"","",,Galium,"",aparine,"",species,Valid,Sp. Pl. : 108 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 108 1753  to Sp. Pl. : 108 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-85676 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-85676,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-85676,"",TRUE,Synonym,wfo-1200016774,Galium aparine var. verum,smallest ID
Gnaphalium sylvaticum L.,Gnaphalium sylvaticum L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,3,1,wfo-0000072738,urn:lsid:ipni.org:names:235193-1,GCC-55F0C161-D1D0-4486-9121-367E06475C51,Omalotheca sylvatica,species,wfo-4000026792,(L.) Sch.Bip. & F.W.Schultz,Asteraceae,"","",,Omalotheca,"",sylvatica,"",species,Valid,Arch. Fl. 2: 311 (1861),Accepted,"",wfo-0000018897,,"Source in seed data: gcc Update namepublishedIn from Arch. Fl. 2: 311. 1861 [Apr 1861]  to Arch. Fl. 2: 311 (1861), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:235193-1,The Asteraceaae TEN,A,gcc-29482,"",TRUE,Synonym,wfo-0000018897,Gnaphalium sylvaticum,Accepted
