tempMain,tempYear,tempMonth,tempQuarter,precipMain,precipYear,precipMonth,precipQuarter
bio_4,"bio_4, bio_1, bio_3","bio_5, bio_6","bio_10, bio_9",bio_12,bio_12,bio_13,bio_16
