"scientificName"
"Dactyloctenium aegyptium"
"Eucalyptus cornuta"
"Pinanga coronata"
"Medinilla cummingii"
"Cymbidium dayanum"
"Eucalyptus deanei"
"Sagina decumbens  subsp. occidentalis"
"Digitaria divaricatissima"
"Rubus ellipticus  var. obcordatus"
"Lindsaea ensifolia"
"Eleocharis exigua"
"Symphyotrichum subulatum  var. parviflorum"
"Dicksonia fibrosia"
"Eleocharis flavescens  var. olivacea"
"Aristea compressa"
"Rubus glaucus"
"Rhynchospora globularis"
"Pterolepis glomerata"
"Eucalyptus goniocalyx"
"Wahlenbergia gracilis"
"Hypericum gramineum"
"Najas guadalupensis"
"Chaetogastra herbacea"
"Lupinus hybridus"
"Euchiton japonicus"
"Tabernaemontana litoralis"
"Chaetogastra longifolia"
"Crotalaria longirostrata"
"Paraserianthes lophantha  subsp. montana"
"Cordia lutea"
"Ficus macrophylla"
"Medinilla magnifica"
"Rhizophora mangle"
"Macaranga mappa"
"Eucalyptus marginata"
"Batis maritima"
"Atriplex maximowicziana"
"Terminalia melanocarpa"
"Cyperus meyenianus"
"Plectranthus montanus"
"Beaumontia multiflora"
"Ficus nota"
"Lemna obscura"
"Cecropia obtusifolia"
"Lomelosia palestina"
"Eucalyptus paniculata"
"Fuchsia paniculata"
"Thelypteris parasitica"
"Hypericum parvulum"
"Xyris platylepis"
"Ficus platypoda"
"Ranunculus plebeius"
"Heliocarpus americanus"
"Cytisus proliferus  var. palmensis"
"Buchnera pusilla"
"Rhynchospora radicans  subsp. microcephala"
"Cymbopogon refractus"
"Begonia reniformis"
"Geranium retrorsum"
"Xanthosoma robustum"
"Eucalyptus rudis"
"Melastoma sanguineum"
"Eriocaulon scariosum"
"Castilleja scorzonerifolia"
"Melastoma malabathricum  subsp. malabathricum"
"Crassula sieberiana"
"Rubus sieboldii"
"Selaginella stellata"
"Ehrharta stipoides"
"Cuphea subuligera"
"Macaranga tanarius"
"Dichanthium tenue"
"Sophora tomentosa"
"Causonis trifolia"
"Cyperus trinervis"
"Leymus triticoides"
"Rubus ulmifolius  f. inermis"
"Themeda villosa"
"Abutilon viscosum"
"Macropsychanthus wilsonii"
"Majidea zanguebarica"
"Perityle emoryi"
"Lepidium oblongum"
"Malachra alceifolia"
"Harrisia bonplandii"
"Selenicereus costaricensis"
"Ruellia devosiana"
"Stachytarpheta frantzii"
"Begonia fusca"
"Corymbia gummifera"
"Aster indicus"
"Philadelphus karwinskyanus"
"Clethra mexicana"
"Heritiera littoralis"
"Selenicereus pteranthus  f. macdonaldeae"
"Clerodendrum macrostegium"
"Dichelachne micrantha"
"Hibiscus micranthus"
"Microlicia phlogiformis"
"Philodendron pinnatifidum"
"Tetrastigma pubinerve"
"Albizia saponaria"
"Costus scaber"
"Eleocharis schaffneri"
"Schizachyrium scoparium"
"Inga sertulifera  subsp. leptopus"
"Rhynchospora tenuis"
"Ixophorus unisetus"
"Paspalum unispicatum"
"Acacia aneura"
"Hyparrhenia dregeana"
"Gahnia lacera"
"Sideroxylon persimile"
"Cissus alata"
"Paspalum arundinaceum"
"Palafoxia callosa"
"Tillandsia caput-medusae"
"Ischaemum ciliare"
"Dichelachne crinita"
"Sauvagesia erecta"
"Croton guatemalensis"
"Phoenix intermedia"
"Oenothera kunthiana"
"Philodendron lacerum"
"Eragrostis leptostachya"
"Brexia madagascariensis"
"Muhlenbergia mexicana"
"Muhlenbergia microsperma"
"Leptospermum morrisonii"
"Crotalaria pumila"
"Eriochloa punctata"
"Eucalyptus punctata"
"Eucalyptus raveretiana"
"Zornia reticulata"
"Habenaria rodeiensis"
"Blumea sessiliflora"
"Leucaena × spontanea"
"Potamogeton tricarinatus"
"Vanda tricolor"
"Medinilla venosa"
"Sesuvium verrucosum"
"Sporobolus piliferus"
"Grona barbata"
"Eragrostis dielsii"
"Bidens gardneri"
"Stylosanthes montevidensis"
"Paspalum pilosum"
"Leptochloa virgata"
"Paspalidium distans"
"Euphorbia albomarginata"
"Dendrobium antennatum"
"Priva aspera"
"Aphelandra aurantiaca"
"Macrotyloma axillare  var. glabrum"
"Tillandsia balbisiana"
"Echinodorus berteroi"
"Palisota bracteosa"
"Tillandsia bulbosa"
"Dianella caerulea"
"Tecoma castanifolia"
"Polystachya concreta"
"Catha edulis"
"Podocarpus elatus"
"Melicope elleryana"
"Dalea emarginata"
"Callitris endlicheri"
"Convolvulus erubescens"
"Alphitonia excelsa"
"Tillandsia fasciculata"
"Davallia solida  var. fejeensis"
"Atractocarpus fitzalanii"
"Miscanthus floridulus"
"Tillandsia gardneri"
"Cynanchum gerrardii"
"Werauhia gladioliflora"
"Cheniella tenuiflora"
"Syzygium grande"
"Platycodon grandiflorus"
"Prunus grisea"
"Heptapleurum heptaphyllum"
"Medinilla heterophylla"
"Dacrycarpus imbricatus"
"Heptapleurum insularum"
"Stephania japonica"
"Tillandsia juncea"
"Kalanchoe lateritia"
"Kalanchoe laxiflora"
"Guzmania lindenii"
"Hibiscus makinoi"
"Afrocarpus mannii"
"Zinnia maritima  var. palmeri"
"Heliconia metallica"
"Grewia micrantha"
"Dendrobium mirbelianum"
"Morisonia mollicella"
"Guzmania monostachia"
"Alpinia mutica"
"Plectranthus neochilus"
"Melinis nerviglumis"
"Albizia niopoides"
"Epidendrum nocturnum"
"Blechnum orientale"
"Oxyspora paniculata"
"Ilex paraguariensis"
"Bruguiera parviflora"
"Procris pedunculata"
"Mallotus philippensis"
"Pyrrosia piloselloides"
"Leptospermum polygalifolium"
"Tillandsia polystachia"
"Ardisia polysticta"
"Homalanthus populneus"
"Plectranthus prostratus"
"Pleiostachya pruinosa"
"Tillandsia recurvata"
"Cissus repens"
"Dendrobium rhombeum"
"Trichospermum richii"
"Werauhia sanguinolenta"
"Elaeocarpus serratus"
"Eragrostis sessilispica"
"Bruguiera sexangula"
"Ardisia sieboldii"
"Fitchia speciosa"
"Licuala spinosa"
"Platymiscium stipulare"
"Tillandsia stricta"
"Platycerium superbum"
"Rhus taitensis"
"Maclura tinctoria"
"Euphorbia tithymaloides  subsp. padifolia"
"Stromanthe tonckat"
"Antiaris toxicaria"
"Blutaparon vermiculare"
"Tetrastigma voinierianum"
"Brachyelytrum aristosum"
"Heterotheca canescens"
"Montia chamissoi"
"Malus coronaria"
"Ipomoea cristulata"
"Krigia dandelion"
"Amphiachyris dracunculoides"
"Spermolepis inermis"
"Cynanchum rostellatum"
"Lathyrus japonicus  var. maritimus"
"Verbascum"
"Cotoneaster magnificus"
"Lappula occidentalis  var. cupulata"
"Sphenopholis × pallens"
"Cenchrus petiolaris"
"Navarretia propinqua"
"Aristida ramosissima"
"Allium rotundum"
"Acer rubrum"
"Malus soulardii"
"Ambrosia tomentosa"
"Artemisia tridentata"
"Rudbeckia triloba  var. rupestris"
"Rumex venosus"
"Silene virginica"
"Callirhoe alcaeoides"
"Muhlenbergia multiflora"
"Eriogonum inerme"
"Acer macrophyllum"
"Tragopogon neohybridus"
"Polygonum polycnemoides"
"Oxytropis glabra"
"Purshia stansburyana"
"Astragalus agrestis"
"Oenothera albicaulis"
"Eriogonum annuum"
"Lobelia appendiculata"
"Oxydendrum arboreum"
"Atriplex argentea"
"Rhamnus arguta"
"Vernonia arkansana"
"Allium atroviolaceum"
"Oenothera suffrutescens"
"Hesperostipa comata subsp. comata"
"Stipa comata"
"Phacelia congesta"
"Phyla cuneifolia"
"Mentzelia decapetala"
"Veronica dillenii"
"Elymus elymoides"
"Dalea enneandra"
"Arabis eschscholtziana"
"Pycreus filicinus"
"Cirsium flodmanii"
"Linum floridanum"
"Minuartia glabra"
"Aristida glauca"
"Physaria gracilis"
"Lactuca graminifolia"
"Collinsia heterophylla"
"Carex heterostachya"
"Rhamnus japonica"
"Aristida lanosa"
"Tidestromia lanuginosa"
"Croton lindheimerianus"
"Calamovilfa longifolia"
"Elymus longifolius"
"Thelesperma megapotamicum"
"Pelecyphora missouriensis"
"Crataegus multiflora"
"Lonicera × notha"
"Mentzelia nuda"
"Hopia obtusa"
"Glandularia peruviana"
"Paspalum praecox"
"Delphinium pubescens"
"Physalis pumila"
"Liatris punctata"
"Pinus pungens"
"Linum rigidum"
"Echinacea simulata"
"Asclepias speciosa"
"Amsinckia spectabilis"
"Magnolia stellata"
"Tridens strictus"
"Tradescantia subaspera  var. montana"
"Machaeranthera tanacetifolia"
"Rorippa tenerrima"
"Erigeron tenuis"
"Gutierrezia texana"
"Prunus triloba"
"Iris variegata"
"Heterotheca villosa"
"Nassella viridula"
"Lonicera xylosteoides"
"Pyrrhopappus carolinianus"
"Artemisia carruthii"
"Silene chlorantha"
"Sorghastrum elliottii"
"Oenothera glaucifolia"
"Medicago hybrida"
"Cleome jamesii"
"Lygodesmia juncea"
"Triodanis leptocarpa"
"Croton lindheimeri"
"Coreopsis major"
"Croton monanthogynus"
"Acer pensylvanicum"
"Nemophila phacelioides"
"Euphorbia pubentissima"
"Pinus resinosa"
"Allium textile"
"Eucommia ulmoides"
"Potamogeton undulatus"
"Mentzelia albescens"
"Muhlenbergia alopecuroides"
"Phaseolus angustissimus"
"Chondrosum barbatum"
"Viola canina  subsp. montana"
"Sphaeralcea fendleri"
"Tricyrtis hirta"
"Festuca kingii"
"Chilopsis linearis"
"Viola mandshurica"
"Pinus ponderosa  var. scopulorum"
"Mimosa quadrivalvis  var. angustata"
"Stipa robusta"
"Viola striata"
"Cnidoscolus texanus"
"Melica aristata"
"Chenopodium berlandieri  var. zschackei"
"Eupatorium compositifolium"
"Cyperus croceus"
"Sida elliottii"
"Rudbeckia grandiflora  var. alismifolia"
"Phacelia hirsuta"
"Cleome iberica"
"Cotinus obovatus"
"Lathyrus ochroleucus"
"Cleome ornithopodioides"
"Betula populifolia"
"Pinus serotina"
"Nymphaea × thiona"
"Cnidoscolus urens  var. stimulosus"
"Tridens albescens"
"Verbena × allenii"
"Paspalum almum"
"Ranunculus ambigens"
"Vigna angularis"
"Persicaria arifolia"
"Lycianthes repens"
"Eriocaulon benthamii"
"Fraxinus berlandieriana"
"Rosa borboniana"
"Amaranthus cannabinus"
"Cyrtomium caryotideum"
"Populus davidiana var. tomentosa"
"Phacelia dubia"
"Trifolium echinatum"
"Photinia glabra"
"Euphorbia helleri"
"Bradburia hirtella"
"Pilea involucrata"
"Ardisia japonica"
"Lysimachia japonica"
"Lepidium lasiocarpum"
"Lepidium lasiocarpum  subsp. wrightii"
"Sarracenia leucophylla"
"Persicaria meisneriana"
"Paspalum modestum"
"Scutellaria nervosa"
"Dyschoriste oblongifolia"
"Asclepias oenotheroides"
"Zephyranthes pulchella"
"Silphium radula  var. gracile"
"Helictotrichon scabrivalve"
"Rubus setosus"
"Richardia tricocca"
"Galium trifidum  subsp. subbiflorum"
"Spiraea virginiana"
"Ampelopsis aconitifolia"
"Frasera albicaulis"
"Frasera albicaulis  var. nitida"
"Prunus alleghaniensis"
"Sorbus alnifolia"
"Cirsium altissimum"
"Panicum amarum"
"Cryptantha ambigua"
"Actinidia arguta"
"Malus arnoldiana"
"Rhus aromatica"
"Lycopus asper"
"Corydalis aurea"
"Salix aurita"
"Penstemon barbatus"
"Phacelia brachyloba"
"Baptisia bracteata"
"Baptisia bracteata  var. leucophaea"
"Tradescantia bracteata"
"Diplacus brevipes"
"Carex brunnea"
"Danthonia californica"
"Lasthenia californica"
"Camissonia campestris"
"Cercis canadensis"
"Selinum carvifolium"
"Hydrangea cinerea"
"Potentilla collina"
"Astragalus contortuplicatus"
"Echium creticum"
"Dysphania cristata"
"Iris cristata"
"Gentiana cruciata"
"Trifolium dalmaticum"
"Hypericum densiflorum"
"Trifolium dichotomum"
"Napaea dioica"
"Medicago disciformis"
"Phacelia distans"
"Microseris douglasii"
"Phyllostachys dulcis"
"Amsinckia eastwoodiae"
"Agrostis elliotiana"
"Senecio eremophilus  var. kingii"
"Delphinium exaltatum"
"Muhlenbergia expansa"
"Deinandra fasciculata"
"Vernonia fasciculata"
"Shortia galacifolia"
"Chaenactis glabriuscula"
"Vernonia glauca"
"Rorippa globosa"
"Tropidocarpum gracile"
"Vinca herbacea"
"Ceanothus herbaceus"
"Ripariosida hermaphrodita"
"Polygonatum latifolium"
"Verbena"
"Ampelopsis humulifolia"
"Gilia interior"
"Silene japonica"
"Cercidiphyllum japonicum"
"Aristolochia kaempferi"
"Helianthus kellermanii"
"Erodium laciniatum"
"Carex laevigata"
"Campanula lanata"
"Nicotiana langsdorffii"
"Lithospermum latifolium"
"Quercus laxa"
"Navarretia leucocephala"
"Malus magdeburgensis"
"Robinia margarettae"
"Copaifera"
"Sphaeralcea mendocina"
"Euphrasia micrantha"
"Polemonium micranthum"
"Cynoglossum microglochin"
"Lasthenia minor"
"Phacelia minor"
"Tropaeolum minus"
"Rhododendron minus"
"Vernonia missurica"
"Triraphis mollis"
"Perezia multiflora"
"Heliomeris multiflora"
"Berteroa mutabilis"
"Chelone obliqua"
"Androsace occidentalis"
"Helianthus occidentalis"
"Nymphaea odorata  subsp. tuberosa"
"Mentzelia oligosperma"
"Phlox ovata"
"Peucedanum palustre"
"Cosmos parviflorus"
"Akebia pentaphylla"
"Heterosperma pinnatum"
"Layia platyglossa"
"Cytisus praecox"
"Cyperus pseudovegetus"
"Castanea pumila"
"Monarda punctata  var. villicaulis"
"Chorizanthe pungens"
"Trifolium purpureum"
"Nicotiana quadrivalvis"
"Bouteloua repens"
"Plagiobothrys reticulatus"
"Clarkia rhomboidea"
"Ranunculus rhomboideus"
"Bouteloua rigidiseta"
"Inula salicina"
"Senecio spartioides"
"Sacciolepis striata"
"Pseudabutilon pedunculatum"
"Hasteola suaveolens"
"Phleum subulatum"
"Bidens tenuisecta"
"Achillea tomentosa"
"Aristolochia tomentosa"
"Plagiobothrys trachycarpus"
"Spiraea trifoliata"
"Galax urceolata"
"Rhododendron vaseyi"
"Mertensia virginica"
"Chionanthus virginicus"
"Epimedium youngianum"
"Cymophora accedens"
"Cyperus acuminatus"
"Solanum adscendens"
"Ulmus alata"
"Salix amygdaloides"
"Sanvitalia angustifolia"
"Sphaeralcea angustifolia"
"Bouteloua aristidoides"
"Coreopsis auriculata"
"Urtica ballotifolia"
"Senna bauhinioides"
"Crotalaria angulata"
"Phytolacca bogotensis"
"Dalea brachystachya"
"Orthocarpus bracteosus"
"Saccharum brevibarbe"
"Muhlenbergia bushii"
"Frangula caroliniana"
"Dalea carthagenensis"
"Dalea floridana"
"Blastania cerasiformis"
"Ajuga chamaepitys"
"Acacia constricta"
"Cardiocrinum cordatum"
"Coronilla cretica"
"Trillium cuneatum"
"Cuscuta cuspidata"
"Polygonum douglasii"
"Atriplex elegans"
"Evolvulus filipes"
"Mollugo flavescens"
"Lathyrus fulvus"
"Muhlenbergia glabrifloris"
"Setaria grisebachii"
"Medicago heldreichii"
"Euphorbia herniariifolia"
"Nama hispida"
"Antennaria howellii"
"Teucrium laciniatum"
"Simsia lagascaeformis"
"Asclepias linearis"
"Stachys longespicata"
"Solidago missouriensis"
"Hypericum × mitchellianum"
"Apluda mutica"
"Verbena neomexicana  var. hirtella"
"Hermbstaedtia odorata"
"Dysphania plantaginella"
"Juncus polycephalus"
"Jaltomata procumbens"
"Pachysandra procumbens"
"Erioneuron pulchellum"
"Tagetes filifolia"
"Hydrolea quadrivalvis"
"Callisia rosea"
"Viburnum rufidulum"
"Picradeniopsis schaffneri"
"Camassia scilloides"
"Eupatorium semiserratum"
"Melampodium sericeum"
"Doellingeria sericocarpoides"
"Diplotaxis siifolia"
"Fimbristylis squarrosa"
"Prunus susquehanae"
"Desmodium tenuifolium"
"Indigofera trifoliata"
"Galium uniflorum"
"Hypericum virgatum"
"Lythrum alatum"
"Zanthoxylum americanum"
"Krigia biflora"
"Campanula bononiensis"
"Penstemon canescens"
"Sporobolus compositus"
"Symphyotrichum frondosum"
"Xanthisma gracile"
"Lepidium hirtum"
"Hedeoma hispida"
"Stachys hyssopifolia"
"Chenopodium incanum"
"Pappophorum mucronulatum"
"Scirpus pallidus"
"Pulsatilla patens  subsp. multifida"
"Stachys pilosa  var. arenicola"
"Phlox procumbens"
"Actaea racemosa"
"Bouteloua radicosa"
"Nonea rosea"
"Chondrosum simplex"
"Phedimus stoloniferus"
"Lepidium alyssoides"
"Sericocarpus asteroides"
"Carex bushii"
"Sisyrinchium campestre"
"Aquilegia chrysantha"
"Pyrus cordata"
"Coelorachis cylindrica"
"Trifolium depauperatum"
"Lepidium eastwoodiae"
"Erigeron flagellaris"
"Euphorbia geyeri"
"Potentilla gracilis  var. flabelliformis"
"Sporobolus hookerianus"
"Syringa henryi"
"Proserpinaca intermedia"
"Paspalum laeve"
"Viburnum lantanoides"
"Chamaelirium luteum"
"Quercus marilandica"
"Lepidium montanum"
"Picradeniopsis multiflora"
"Phlox nivalis"
"Mimosa quadrivalvis  var. nuttallii"
"Lupinus polycarpus"
"Thalictrum pubescens"
"Oenothera rhombipetala"
"Gillenia stipulata"
"Clarkia unguiculata"
"Galium verrucosum"
"Corispermum villosum"
"Ambrosia acanthicarpa"
"Spiraea × bumalda"
"Dieteria canescens"
"Lonicera caerulea  var. cauriana"
"Campanula cervicaria"
"Phellodendron chinense"
"Dichanthelium dichotomum var. dichotomum"
"Hieracium gronovii"
"Lactuca hirsuta"
"Myriophyllum humile"
"Hibiscus laevis"
"Salvia nutans"
"Physostegia parviflora"
"Smilax pulverulenta"
"Lonicera salicifolia"
"Liatris squarrosa"
"Ipomoea amnicola"
"Senecio ampullaceus"
"Iris aphylla"
"Oenothera berlandieri  subsp. pinifolia"
"Zeltnera calycosa"
"Melampodium cinereum"
"Linum compactum"
"Camissonia dentata  subsp. littoralis"
"Halesia diptera"
"Carex douglasii"
"Eragrostis elliottii"
"Asclepias exaltata"
"Pseudognaphalium helleri"
"Oryzopsis hymenoides"
"Pomaria jamesii"
"Eryngium leavenworthii"
"Desmanthus leptolobus"
"Rudbeckia maxima"
"Tiquilia nuttallii"
"Monarda pectinata"
"Engelmannia peristenia"
"Lonicera purpusii"
"Picris rhagadioloides"
"Elatine rubella"
"Carex schweinitzii"
"Aphanostephus skirrhobasis"
"Baptisia sphaerocarpa"
"Euphorbia stictospora"
"Asclepias subverticillata"
"Ratibida tagetes"
"Delphinium tenuissimum"
"Cirsium texanum"
"Erodium texanum"
"Atriplex truncata"
"Chenopodium × variabile"
"Sesbania vesicaria"
"Chenopodium watsonii"
"Rosa woodsii"
"Atriplex wrightii"
"Baccharis wrightii"
"Eriochloa aristata"
"Carex breviculmis"
"Ampelaster carolinianus"
"Leptochloa decipiens"
"Bouchetia erecta"
"Rosa foliolosa"
"Eucalyptus glaucescens"
"Callicarpa japonica"
"Artemisia ludoviciana  subsp. albula"
"Carex diluta"
"Oxytropis floribunda"
"Eustoma grandiflorum"
"Viburnum prunifolium"
"Plagiobothrys salsus"
"Plantago subnuda"
"Maackia amurensis"
"Andropogon arctatus"
"Carex austrina"
"Angadenia berteroi"
"Paxistima canbyi"
"Cuscuta cassytoides"
"Draba cuneifolia"
"Spermolepis echinata"
"Muhlenbergia emersleyi"
"Iris fulva"
"Cephalotaxus harringtonii"
"Osmanthus heterophyllus"
"Crossopetalum ilicifolium"
"Stokesia laevis"
"Helianthus longifolius"
"Rosa lucidissima"
"Viburnum macrocephalum"
"Magnolia macrophylla  var. ashei"
"Prunus mume"
"Carex opaca"
"Chrysopogon pauciflorus"
"Helianthus porteri"
"Carex pumila"
"Schizaea pusilla"
"Iris sanguinea"
"Fuirena scirpoidea"
"Torreya taxifolia"
"Quercus texana"
"Gratiola lutea"
"Acalypha rhomboidea"
"Bidens amplissima"
"Asarum canadense"
"Sporobolus arenicola"
"Argemone hispida"
"Ranunculus carolinianus"
"Solanum jamesii"
"Vernonia marginata"
"Stipa nelsonii"
"Verbena simplex"
"Aristida tuberculosa"
"Physostegia virginiana  subsp. praemorsa"
"Dalea candida"
"Lonicera korolkowii"
"Tradescantia occidentalis"
"Saponaria pumilio"
"Veronica spuria"
"Iris tectorum"
"Aconitum uncinatum"
"Ctenium aromaticum"
"Trisetaria aurea"
"Calycera balsamitifolia"
"Betula × caerulea"
"Scrophularia canina"
"Gypsophila cerastoides"
"Stachys cordata"
"Mikania cordifolia"
"Acmella decumbens"
"Spermolepis divaricata"
"Carex ferruginea  subsp. macrostachys"
"Sporobolus flexuosus"
"Arundinaria gigantea  subsp. tecta"
"Schoenoplectus lacustris"
"Quercus laurifolia"
"Clematis ligusticifolia"
"Carex macrocephala"
"Lipocarpha maculata"
"Stachys ocymastrum"
"Salvia pallida"
"Verbascum ramigerum"
"Oenothera spachiana"
"Scrophularia oblongifolia"
"Fimbristylis vahlii"
"Pectis angustifolia  var. tenella"
"Hordeum arizonicum"
"Carex blanda"
"Gilia capitata  subsp. staminea"
"Datura ceratocaula"
"Strophostyles helvula"
"Elymus hystrix var. hystrix"
"Silphium integrifolium  var. laeve"
"Silphium laciniatum"
"Celtis laevigata"
"Setaria magna"
"Astragalus miser"
"Astragalus miser  var. oblongifolius"
"Pinus monophylla"
"Vernonia noveboracensis"
"Cleomella obtusifolia"
"Hystrix patula"
"Baccharis pilularis"
"Lathyrus venosus"
"Samolus ebracteatus"
"Monarda fistulosa  var. menthifolia"
"Lupinus nanus"
"Thalictrum revolutum"
"Elyhordeum × stebbinsianum"
"Achillea ageratum"
"Sporobolus airoides"
"Baptisia alba"
"Baptisia alba  var. macrophylla"
"Gleditsia aquatica"
"Galium aristatum"
"Liatris aspera"
"Silphium asteriscus"
"Silphium asteriscus  var. trifoliatum"
"Boltonia asteroides var. asteroides"
"Hydrangea barbara"
"Pappophorum bicolor"
"Eremopyrum bonaepartis"
"Pilosella brachiata"
"Aconitum carmichaelii"
"Krigia cespitosa"
"Chloris ciliata"
"Phacelia ciliata"
"Rumex confusus"
"Aegilops crassa"
"Trichloris crinita"
"Microseris cuspidata"
"Pediomelum esculentum"
"Lygodesmia exigua"
"Stephanomeria exigua"
"Magnolia fraseri"
"Rudbeckia fulgida var. fulgida"
"Celastrus gemmata"
"Papaver glaucum"
"Coronilla globosa"
"Metasequoia glyptostroboides"
"Tetrapteron graciliflorum"
"Leucophysalis grandiflora"
"Erodium gruinum"
"Viola hastata"
"Cirsium horridulum"
"Ruellia humilis"
"Crocus imperati"
"Phyla lanceolata"
"Verbena lasiostachys"
"Limonium leptostachyum"
"Rubus thuillieri"
"Abies magnifica"
"Clitoria mariana"
"Juncus maritimus"
"Gomphrena martiana"
"Viburnum molle"
"Ericameria nauseosa"
"Ericameria nauseosa  var. oreophila"
"Chenopodium neomexicanum"
"Lepidium nitidum"
"Chamaecyparis obtusa"
"Sidalcea oregana"
"Epipactis palustris"
"Phleum paniculatum"
"Aurinia petraea"
"Actinidia polygama"
"Pleopeltis michauxiana"
"Polygonum posumbu"
"Pyrularia puber"
"Pyrus pulcherrima var. scheideckeri"
"Kyllinga pumila"
"Centromadia pungens"
"Dalea purpurea"
"Crotalaria rotundifolia"
"Gutierrezia sarothrae"
"Agalinis setacea"
"Asarum shuttleworthii"
"Allium sphaerocephalon"
