"x"
"Dactyloctenium aegyptium"
"Rorippa indica"
"Lobelia inflata"
"Sorbus intermedia"
"Polypogon interruptus"
"Sagina japonica"
"Zostera japonica"
"Luzula kobayasii"
"Lotus krylovii"
"Hieracium lachenalii"
"Rudbeckia laciniata  var. ampla"
"Campanula lactiflora"
"Pilosella lactucella"
"Hieracium laevigatum"
"Digitalis lanata"
"Viola lanceolata"
"Bromus lanceolatus"
"Symphyotrichum lateriflorum"
"Vicia lathyroides"
"Bromus latiglumis"
"Daphne laureola"
"Carex longii"
"Persicaria longiseta"
"Geranium lucidum"
"Lactuca ludoviciana"
"Hieracium maculatum"
"Hypericum maculatum"
"Lamium maculatum"
"Hypericum maculatum  subsp. obtusiusculum"
"Chelidonium majus"
"Juncus marginatus"
"Fumaria reuteri"
"Helianthus maximiliani"
"Plantago media"
"Clinopodium menthifolium"
"Daphne mezereum"
"Camissoniopsis micrantha"
"Mibora minima"
"Iris missouriensis"
"Solidago mollis"
"Jasione montana"
"Soldanella montana"
"Amberboa moschata"
"Lactuca muralis"
"Hypericum mutilum"
"Euphorbia myrsinites"
"Acer negundo  subsp. interius"
"Euphrasia nemorosa"
"Salvia nemorosa"
"Crepis nicaeensis"
"Symphyotrichum novae-angliae"
"Oxypolis occidentalis"
"Scabiosa ochroleuca"
"Saponaria ocymoides"
"Galium odoratum"
"Aristida oligantha"
"Viburnum opulus"
"Papaver orientale"
"Anthoxanthum ovatum"
"Lepidium oxycarpum"
"Carex pallescens"
"Cirsium palustre"
"Schedonnardus paniculatus"
"Doronicum pardalianches"
"Epilobium parviflorum"
"Spartina patens"
"Trigonotis peduncularis"
"Juncus pelocarpus"
"Nymphoides peltata"
"Persicaria pensylvanica"
"Linum perenne"
"Oenothera perennis"
"Polygonum perfoliatum"
"Rumex persicarioides"
"Campanula persicifolia"
"Phleum phleoides"
"Acer platanoides"
"Campanula prenanthoides"
"Euphorbia pseudoesula"
"Euphorbia x pseudolucida"
"Thymus pulegioides"
"Cerastium pumilum  var. glutinosum"
"Juncus pylaei"
"Gypsophila repens"
"Cyperus retrorsus"
"Rheum rhabarbarum"
"Panicum rigidulum var. rigidulum"
"Vincetoxicum rossicum"
"Morus rubra"
"Ribes rubrum"
"Solidago rugosa var. rugosa"
"Spergularia rupicola"
"Hieracium sabaudum"
"Centaurea scabiosa"
"Penthorum sedoides"
"Iris sibirica"
"Mentha wirtgeniana"
"Catalpa speciosa"
"Artemisia stelleriana"
"Chenopodium strictum"
"Cotoneaster x suecicus"
"Carex swanii"
"Carex sylvatica"
"Lathyrus sylvestris"
"Nepeta tenuifolia"
"Lysimachia terrestris"
"Hypericum tetrapetalum"
"Crassula tillaea"
"Astragalus trichopodus"
"Saxifraga tridactylites"
"Schoenoplectus triqueter"
"Amaranthus tuberculatus"
"Stellaria uliginosa"
"Muhlenbergia uniflora"
"Sporobolus vaginiflorus"
"Lupinus vallicola"
"Primula veris"
"Mentha verticillata"
"Mentha x villosa"
"Oenothera villosa"
"Prunus virginiana"
"Krigia virginica"
"Rhexia virginica"
"Eriophorum virginicum"
"Origanum vulgare  subsp. viridulum"
"Origanum vulgare"
"Euphorbia nagleri"
"Urtica dioica  subsp. gracilis"
"Iberodes linifolia"
"Dactylorhiza praetermissa"
"Carex vacillans"
"Frangula alnus"
"Poa attalica"
"Rumex californicus"
"Phacelia campanularia"
"Elsholtzia ciliata"
"Ribes diacanthum"
"Thladiantha dubia"
"Oenothera elata"
"Melilotus elegans"
"Erysimum odoratum"
"Chasmanthium latifolium"
"Cotoneaster melanocarpus"
"Allium sativum"
"Melilotus suaveolens"
"Acer tataricum  subsp. ginnala"
"Malva thuringiaca"
"Campanula trachelium"
"Lathyrus tuberosus"
"Melilotus altissimus"
"Campanula americana"
"Hydrangea arborescens"
"Potentilla atrosanguinea"
"Malus baccata"
"Lonicera bella"
"Aconitum bicolor"
"Lilium bulbiferum"
"Carex caryophyllea"
"Geum x catlingii"
"Rosa centifolia"
"Tilia cordata"
"Trigonella corniculata"
"Rorippa curvisiliqua"
"Rosa damascena"
"Monarda didyma"
"Penstemon digitalis"
"Phlox drummondii"
"Rosa ferruginea"
"Helianthus giganteus"
"Herniaria glabra"
"Madia glomerata"
"Heliopsis helianthoides"
"Plagiobothrys hispidulus"
"Sorbus hybrida"
"Cardamine impatiens"
"Erysimum inconspicuum"
"Galeopsis ladanum"
"Viburnum lantana"
"Taraxacum latilobum"
"Hemerocallis lilioasphodelus"
"Radiola linoides"
"Atriplex littoralis"
"Artemisia ludoviciana"
"Convallaria majalis"
"Trifolium medium"
"Arnoseris minima"
"Arctium x mixtum"
"Euonymus nanus"
"Prunus nigra"
"Celastrus orbiculatus"
"Taraxacum palustre"
"Phlox paniculata"
"Podophyllum peltatum"
"Silphium perfoliatum"
"Oenothera pilosella"
"Tilia platyphyllos"
"Galium pomeranicum"
"Malus prunifolia"
"Helictotrichon pubescens"
"Myriophyllum quitense"
"Linaria repens"
"Filipendula rubra"
"Leucanthemella serotina"
"Euphorbia serpyllifolia"
"Rosa spinosissima"
"Phlox subulata"
"Lonicera morrowii"
"Geum urbanum"
"Robinia viscosa"
"Lonicera xylosteum"
"Dichanthelium acuminatum var. acuminatum"
"Pinus banksiana"
"Atropa belladonna"
"Hylotelephium erythrostictum"
"Sparganium eurycarpum"
"Thermopsis gracilis"
"Ranunculus hederaceus"
"Geranium ibericum"
"Lupinus perennis"
"Erigeron philadelphicus"
"Potamogeton polygonifolius"
"Hypericum punctatum"
"Persicaria sagittata"
"Galium saxatile"
"Linaria sepium"
"Potentilla simplex"
"Potentilla sterilis"
"Fagus sylvatica"
"Pedicularis sylvatica"
"Filipendula vulgaris"
"Sisyrinchium albidum"
"Rumex alpinus"
"Spartina alterniflora"
"Quercus bicolor"
"Polygonatum biflorum"
"Castilleja coccinea"
"Larix decidua"
"Salix eleagnos"
"Helenium flexuosum"
"Oenothera fruticosa"
"Oenothera tetragona"
"Physalis heterophylla"
"Potentilla hippiana"
"Rubus illecebrosus"
"Chaenomeles japonica"
"Achillea ligustica"
"Phlox maculata"
"Crataegus mollis"
"Arctium nothum"
"Levisticum officinale"
"Polygonum oxyspermum"
"Collinsia parviflora"
"Primula polyantha"
"Succisa pratensis"
"Crataegus punctata"
"Elymus pycnanthus"
"Muhlenbergia racemosa"
"Lonicera reticulata"
"Pinus rigida"
"Persicaria robustior"
"Pulmonaria saccharata"
"Carex spicata"
"Calystegia spithamaea"
"Agalinis tenuifolia"
"Spiraea vanhouttei"
"Aconitum variegatum"
"Alchemilla venosa"
"Veronicastrum virginicum"
"Echium vulgare  subsp. pustulatum"
"Vitis vulpina"
"Allium fistulosum"
"Cardamine parviflora"
"Festuca valesiaca"
"Carex acutiformis"
"Euonymus alatus"
"Penstemon albidus"
"Melica altissima"
"Linnaea amabilis"
"Tilia americana"
"Sanguisorba annua"
"Eryngium aquaticum"
"Poa arida"
"Bidens aristosa"
"Rosa arkansana"
"Muhlenbergia asperifolia"
"Erysimum asperum"
"Lepidium aucheri"
"Baptisia australis"
"Populus x berolinensis"
"Spiraea betulifolia"
"Lespedeza bicolor"
"Catalpa bignonioides"
"Teucrium botrys"
"Rubus caesius"
"Acer campestre"
"Erysimum capitatum"
"Spiraea chamaedrifolia"
"Tanacetum coccineum"
"Phaseolus coccineus"
"Conoclinium coelestinum"
"Cotinus coggygria"
"Eriochloa contracta"
"Tragopogon crantzii"
"Bromus danthoniae"
"Rosa dumetorum"
"Aralia elata"
"Iris ensata"
"Euphorbia epithymoides"
"Chamaerhodos erecta"
"Jacobaea erucifolia  subsp. erucifolia"
"Salix euxina"
"Pityopsis falcata"
"Symphyotrichum falcatum"
"Yucca flaccida"
"Tridens flavus"
"Perilla frutescens"
"Caragana frutex"
"Ajuga genevensis"
"Cephalaria gigantea"
"Festuca gigantea"
"Clinopodium glabellum"
"Clinopodium glabrum"
"Ampelopsis glandulosa"
"Prunus glandulosa"
"Galium glaucum"
"Astragalus glycyphyllos"
"Euphorbia glyptosperma"
"Potentilla grandiflora"
"Rudbeckia grandiflora"
"Calystegia hederacea"
"Populus x heimburgeri"
"Rosa hemisphaerica"
"Sesbania herbacea"
"Helianthus hirsutus"
"Vincetoxicum hirundinaria"
"Euphorbia humistrata"
"Succisella inflexa"
"Philadelphus inodorus"
"Clematis integrifolia"
"Silphium integrifolium"
"Kerria japonica"
"Zoysia japonica"
"Salix x jesupii"
"Lespedeza intermixta"
"Cladrastis kentukea"
"Paeonia lactiflora"
"Ipomoea lacunosa"
"Crataegus laevigata"
"Ampelamus laevis"
"Elymus lanceolatus"
"Nicotiana longiflora"
"Oenothera filiformis"
"Euphorbia lucida"
"Actaea x ludovicii"
"Trillium luteum"
"Orthocarpus luteus"
"Helianthus luxurians"
"Verbascum lychnitis"
"Lonicera maackii"
"Sagina maxima"
"Najas minor"
"Tragopogon mirabilis"
"Tragopogon mirus"
"Ribes missouriense"
"Helianthus mollis"
"Hydrocharis morsus-ranae"
"Amelanchier neglecta"
"Vincetoxicum nigrum"
"Ornithogalum nutans"
"Oenothera nuttallii"
"Ellisia nyctelea"
"Symphoricarpos occidentalis"
"Pluchea odorata"
"Althaea officinalis"
"Paeonia officinalis"
"Carduus x orthocephalus"
"Amaranthus x ozanonii"
"Alcea biennis"
"Penstemon pallidus"
"Sonchus palustris"
"Carex parryana"
"Noccaea perfoliata"
"Limonium platyphyllum"
"Carex praegracilis"
"Salvia pratensis"
"Philadelphus pubescens"
"Iris pumila"
"Echinacea purpurea"
"Marsilea quadrifolia"
"Amelanchier quinti-martii"
"Nepeta racemosa"
"Paspalum racemosum"
"Conyza ramosissima"
"Lunaria rediviva"
"Berberis repens"
"Polemonium reptans"
"Syringa reticulata"
"Thermopsis rhombifolia"
"Solidago rigida  subsp. humilis"
"Ipomopsis rubra"
"Geranium sanguineum"
"Cucumis sativus"
"Aurinia saxatilis"
"Salvia sclarea"
"Lonicera sempervirens"
"Gentiana septemfida"
"Cleome usambarica"
"Eleutherococcus sieboldianus"
"Rorippa sinuata"
"Corydalis solida"
"Distichlis spicata"
"Apera spica-venti"
"Silene stellata"
"Galium sylvaticum"
"Hylotelephium telephioides"
"Eragrostis tephrosanthos"
"Pachysandra terminalis"
"Pinellia ternata"
"Sedum ternatum"
"Clematis terniflora"
"Xanthisma texanum"
"Lespedeza thunbergii"
"Spiraea thunbergii"
"Prunus tomentosa"
"Rudbeckia triloba"
"Rudbeckia triloba var. triloba"
"Penstemon tubiflorus"
"Triticum turgidum"
"Coreopsis verticillata"
"Clematis viorna"
"Tradescantia virginiana"
"Forsythia viridissima"
"Cuphea viscosissima"
"Limonium vulgare"
"Rosa xanthina"
"Lysimachia ciliata"
"Rhamnus davurica"
"Salix eriocephala"
"Potentilla gracilis"
"Stachys officinalis"
"Euphorbia polygonifolia"
"Agrimonia repens"
"Hieracium scabrum"
"Rosa tomentosa"
"Thermopsis villosa"
"Hieracium albiflorum"
"Cephalaria alpina"
"Euonymus atropurpureus"
"Agoseris aurantiaca"
"Veronica bachofenii"
"Verbena bipinnatifida"
"Nepeta camphorata"
"Teucrium canadense  var. occidentale"
"Polygonum careyi"
"Scopolia carniolica"
"Lysimachia clethroides"
"Gymnocladus dioica"
"Polygonum erectum"
"Diplotaxis erucoides"
"Paronychia fastigiata"
"Rudbeckia fulgida"
"Rudbeckia fulgida  var. sullivantii"
"Alchemilla glaucescens"
"Nepeta grandiflora"
"Carex hartmanii"
"Stellaria holostea"
"Helictotrichon hookeri"
"Butomus junceus"
"Digitalis lutea"
"Cerinthe major"
"Hordeum montanense"
"Juglans nigra"
"Silene nivea"
"Thuja occidentalis"
"Trifolium pannonicum"
"Scleranthus perennis"
"Hosta plantaginea"
"Lobelia puberula"
"Erigeron pulchellus"
"Liatris pycnostachya"
"Cotoneaster racemiflorus"
"Anemonoides ranunculoides"
"Plantago rugelii"
"Nicotiana x sanderae"
"Polygala sanguinea"
"Cirsium scariosum"
"Elymus smithii"
"Liatris spicata"
"Phlox stolonifera"
"Pilosella stoloniflora"
"Chaerophyllum temulum"
"Pycnanthemum tenuifolium"
"Potentilla tundricola"
"Polygala verticillata"
"Pycnanthemum verticillatum"
"Syringa villosa"
"Physalis virginiana"
"Lycium europaeum"
"Rumex alexidis"
"Atriplex aucheri"
"Viola bicolor"
"Andropogon hallii"
"Caragana halodendron"
"Argemone polyanthemos"
"Euphorbia virgata"
"Veronica serpyllifolia subsp. humifusa"
"Silene sibirica"
"Phacelia thermalis"
"Potentilla biennis"
"Deschampsia danthonioides"
"Thalictrum dasycarpum"
"Hackelia deflexa"
"Deschampsia elongata"
"Microsteris gracilis"
"Stachys pilosa"
"Striga angustifolia"
"Desmostachya bipinnata"
"Aremonia agrimonioides"
"Stratiotes aloides"
"Arabis collina"
"Nonea pulla"
"Tulipa gesneriana"
"Euthamia graminifolia"
"Linum narbonense"
"Viola cucullata"
"Sarracenia purpurea"
"Muhlenbergia schreberi"
"Geranium sibiricum"
"Vallisneria spiralis"
"Senecio squalidus  subsp. rupestris"
"Melilotus sulcatus"
"Salvia sylvestris"
"Erica tetralix"
"Oplismenus undulatifolius"
"Aldrovanda vesiculosa"
"Erysimum virgatum"
"Carex vulpinoidea"
"Daucus pusillus"
"Malva assurgentiflora"
"Parasenegalia visco"
"Vachellia aroma"
"Persicaria hydropiperoides"
"Microchloa indica"
"Vachellia macracantha"
"Lythrum maritimum"
"Rhynchosia minima"
"Eriochloa montevidensis"
"Cenchrus myosuroides"
"Indigofera truxillensis"
"Sporobolus virginicus"
"Pseudognaphalium aldunateoides"
"Eriophyllum ambrosiodes"
"Acaena argentea"
"Solanum argenteum"
"Polypogon australis"
"Pseudognaphalium cheiranthifolium"
"Aristotelia chilensis"
"Geranium core-core"
"Rumex foliosus"
"Origanum majorana"
"Oxalis laxa"
"Calandrinia monandra"
"Acaena ovalifolia"
"Oenothera picensis"
"Gamochaeta stachydifolia"
"Gilia valdiviensis"
"Persicaria acuminata"
"Jacobaea aquatica"
"Clematis bonariensis"
"Bidens laevis"
"Persicaria campanulata"
"Rubus constrictus"
"Leontodon hirtus"
"Erodium geoides"
"Cyperus difformis"
"Clematis campestris"
"Cynoglossum zeylanicum"
"Knautia integrifolia"
"Bothriochloa laguroides"
"Vicia parviflora"
"Bidens pseudocosmos"
"Porophyllum ruderale"
"Ambrosia arborescens"
"Senegalia pennata"
"Sium latifolium"
"Deschampsia setacea"
"Calendula tripterocarpa"
"Acmella glaberrima"
"Ammannia latifolia"
"Helenium autumnale"
"Selkirkia limense"
"Bothriochloa saccharoides"
"Poa stenantha"
"Reseda decursiva"
"Phalaris caroliniana"
"Phalaris amethystina"
"Lardizabala funaria"
"Centaurium cachanlahuen"
"Stellaria chilensis"
"Tristerix corymbosus"
"Sanicula crassicaulis"
"Anemone decapetala"
"Callitriche lechleri"
"Ugni molinae"
"Micropsis nana"
"Amblyopappus pusillus"
"Lobelia tupa"
"Schizachyrium sanguineum"
"Poa alpigena"
"Saxifraga umbrosa"
"Selaginella apoda"
"Cyperus squarrosus"
"Brassica cretica"
"Buchloe dactyloides"
"Ulmus laevis"
"Zea mexicana"
"Ribes multiflorum"
"Oenothera odorata"
"Homalocladium platycladum"
"Amaranthus polygonoides"
"Buphthalmum salicifolium"
"Aeonium spathulatum"
"Pinus thunbergii"
"Sporobolus pyramidatus"
"Cuscuta australis"
"Glebionis carinata"
"Mikania cordata"
"Trigonella foenum-graecum"
"Cuscuta japonica"
"Ranunculus japonicus"
"Euphorbia kansuensis"
"Centipeda minima"
"Dianthus sylvestris"
"Aegilops tauschii"
"Hydrocotyle vulgaris"
"Lilium hansonii"
"Vicia venosa"
"Justicia adhatoda"
"Musa basjoo"
"Helenium bigelovii"
"Prunella grandiflora"
"Alopecurus japonicus"
"Ligustrum obtusifolium  subsp. microphyllum"
"Solanum virginianum"
"Pittosporum tobira"
"Smallanthus uvedalia"
"Erigeron bellioides"
"Pleioblastus gramineus"
"Eriocaulon melanocephalum"
"Chamaecrista nictitans  subsp. patellaria"
"Eragrostis perennans"
"Urena procumbens"
"Potamogeton vaseyi"
"Senna surattensis"
"Striga asiatica"
"Orobanche brassicae"
"Bombax ceiba"
"Sida cordata"
"Agave fourcroydes"
"Cordyline fruticosa"
"Cucumis maderaspatanus"
"Chamaecrista mimosoides"
"Oenothera oakesiana"
"Elephantopus tomentosus"
"Solanum donianum"
"Anredera vesicaria"
"Ipomoea aquatica"
"Curio radicans"
"Hippeastrum vittatum"
"Ranunculus marginatus"
"Argyreia obtusifolia"
"Elatine americana"
"Sonneratia apetala"
"Mimosa bimucronata"
"Hyptis brevipes"
"Lobelia chevalieri"
"Crossostephium chinense"
"Aucklandia costus"
"Arachis duranensis"
"Derris elliptica"
"Ochrosia elliptica"
"Senna corymbosa"
"Senna fruticosa"
"Zornia gibbosa"
"Canavalia gladiata"
"Cameraria latifolia"
"Morinda lucida"
"Lagascea mollis"
"Euphorbia neriifolia"
"Alpinia officinarum"
"Acmella paniculata"
"Pluchea sagittalis"
"Hippeastrum striatum"
"Cissampelopsis volubilis"
"Decalobanthus boisianus"
"Zephyranthes minuta"
"Cinchona pubescens"
"Euphorbia antiquorum"
"Tribulus cistoides"
"Piper betle"
"Ipomoea eriocarpa"
"Tagetes minima"
"Spilanthes acmella"
"Thunbergia affinis"
"Dioscorea arachidna"
"Oenothera gaura"
"Cinchona calisaya"
"Acmella ciliata"
"Euphorbia ebracteolata"
"Etlingera elatior"
"Mussaenda erythrophylla"
"Cenchrus caliculatus"
"Cereus repandus"
"Dianthera comata"
"Sanvitalia procumbens"
"Linum striatum"
"Solanum wrightii"
"Trifolium eximium"
"Sclerocarpus africanus"
"Clarkia pulchella"
"Ludwigia affinis"
"Quassia amara"
"Bulbostylis barbata  subsp. barbata"
"Delilia biflora"
"Erythroxylum coca"
"Spermacoce hispida"
"Heliconia latispatha"
"Kibatalia laurifolia"
"Alstonia macrophylla"
"Derris microphylla"
"Fleischmannia microstemon"
"Cyperus prolixus"
"Ochroma pyramidale"
"Glinus radiatus"
"Melaleuca glauca"
"Mascarenhasia arborescens"
"Albizia chinensis"
"Libidibia coriaria"
"Nypa fruticans"
"Oryza glaberrima"
"Artabotrys hainanensis"
"Crepis hypochoeridea"
"Dillenia indica"
"Pleopeltis macrocarpa"
"Piper nigrum"
"Biancaea sappan"
"Cleome spinosa"
"Drymaria villosa"
"Remusatia vivipara"
"Thymus vulgaris"
"Massularia acuminata"
"Fittonia albivenis"
"Tristellateia australasiae"
"Polyscias balfouriana"
"Blumea balsamifera"
"Bambusa bambos"
"Styrax benzoin"
"Lindackeria bukobensis"
"Haematoxylum brasiletto"
"Pogostemon cablin"
"Lysimachia candida"
"Brassica carinata"
"Parmentiera cereifera"
"Terminalia chebula"
"Ixora chinensis"
"Brownea coccinea"
"Asystasia congensis"
"Vincetoxicum congolanum"
"Dyera costulata"
"Agathis dammara"
"Tabernaemontana divaricata"
"Tabernaemontana donnell-smithii"
"Spondias dulcis"
"Dacryodes edulis"
"Salvia farinacea"
"Axonopus flexuosus"
"Chonemorpha fragrans"
"Myristica fragrans"
"Osmanthus fragrans"
"Psidium friedrichsthalianum"
"Uncaria gambir"
"Sonchus gigas"
"Clerodendrum glandulosum"
"Syncarpia glomulifera"
"Beaumontia grandiflora"
"Palaquium gutta"
"Napoleonaea heudelotii"
"Scorzonera hispanica"
"Brownea hybrida"
"Napoleonaea imperialis"
"Gerbera jamesonii"
"Gardenia jasminoides"
"Brucea javanica"
"Aristolochia labiata"
"Thysanolaena latifolia"
"Curcuma longa"
"Tagetes lucida"
"Solanum macrocarpon"
"Aframomum melegueta"
"Cuphea micropetala"
"Chrysopogon nigritanus"
"Boehmeria nivea"
"Chamaepentas nobilis"
"Salvia occidentalis"
"Cecropia pachystachya"
"Brunfelsia pauciflora"
"Telfairia pedata"
"Ciliosemina pedunculata"
"Bellucia pentamera"
"Schizostachyum pergracile"
"Graptophyllum pictum"
"Rondeletia purdiei"
"Solanum quitoense"
"Pimenta racemosa"
"Episcia reptans"
"Cycas revoluta"
"Feijoa sellowiana"
"Turnera subulata"
"Peperomia tetraphylla"
"Guazuma ulmifolia"
"Piper umbellatum"
"Calea urticifolia"
"Congea velutina"
"Chonemorpha verrucosa"
"Calophyllum inophyllum"
"Passiflora rubra"
"Plectranthus scutellarioides"
"Ficus tinctoria"
"Phyllostachys bissetii"
"Araucaria columnaris"
"Acacia crassicarpa"
"Alocasia cucullata"
"Araucaria cunninghamii"
"Acacia aulacocarpa"
"Pleurolobus gangeticus"
"Dovyalis hebecarpa"
"Piper methysticum"
"Cerbera odollam"
"Passiflora ligularis"
"Schizachyrium pseudeulalia"
"Xanthium pungens"
"Ximenia americana"
"Nephrolepis obliterata"
"Neurolaena lobata"
"Dracaena angolensis"
"Nelumbo nucifera"
"Paesia scaberula"
"Leptospermum scoparium"
"Adiantum trapeziforme"
"Enteropogon unispiceus"
"Coccoloba uvifera"
"Camonea vitifolia"
"Costus woodsonii"
"Oldenlandiopsis callitrichoides"
"Cyathula achyranthoides"
"Solanum albidum"
"Senna alexandrina"
"Geranium bicknellii"
"Andropogon bicornis"
"Anthurium bogotense"
"Fuchsia boliviana"
"Imperata brasiliensis"
"Brasiliopuntia brasiliensis"
"Orthrosanthus chimboracensis"
"Fraxinus chinensis"
"Lobelia cliffortiana"
"Musa coccinea"
"Euclasta condylotricha"
"Lepidium costaricense"
"Canscora diffusa"
"Chaptalia exscapa"
"Drymaria gracilis"
"Cyperus haspan"
"Salvia hispanica"
"Indigofera subulata  var. scabra"
"Streptosolen jamesonii"
"Cruciata laevipes"
"Tripsacum laxum"
"Euphorbia leucocephala"
"Eragrostis mokensis"
"Sedum moranense"
"Anthurium oxybelium"
"Trichocereus macrogonus  var. pachanoi"
"Rorippa pinnata"
"Oenothera pubescens"
"Abrus melanospermus  subsp. melanospermus"
"Spirodela punctata"
"Gynerium sagittatum"
"Leucaena shannonii"
"Guadua superba"
"Phaulopsis talbotii"
"Torenia thouarsii"
"Sisyrinchium tinctorium"
"Acacia verticillata"
"Vigna vexillata"
"Guadua weberbaueri"
"Artabotrys hexapetalus"
"Heliotropium arborescens"
"Dracaena draco"
"Pluchea ovalis"
"Agrostis avenacea"
"Banisteriopsis caapi"
"Eragrostis elongata"
"Megaskepasma erythrochlamys"
"Penstemon gentianoides"
"Lippia origanoides"
"Antigonon guatimalense"
"Arthraxon hispidus"
"Zephyranthes lindleyana"
"Alocasia longiloba"
"Lupinus mexiae"
"Axonopus scoparius"
"Ismene narcissiflora"
"Sicana odorifera"
"Alpinia purpurata"
"Oxalis rosea"
"Kaempferia rotunda"
"Chloracantha spinosa"
"Musa textilis"
"Musa velutina"
"Eragrostis viscosa"
"Crotalaria vitellina"
"Falcaria vulgaris"
"Arracacia xanthorrhiza"
"Cnidoscolus aconitifolius"
"Inga acreana"
"Senna aculeata"
"Reimarochloa acuta"
"Orobanche aegyptiaca"
"Corchorus aestuans"
"Kigelia africana"
"Hyptis alata"
"Brosimum alicastrum"
"Calathea allouia"
"Cymbidium aloifolium"
"Lepidagathis alopecuroides"
"Oncidium altissimum"
"Triplaris americana"
"Craniolaria annua"
"Croton argenteus"
"Ficus auriculata"
"Piper auritum"
"Pontederia azurea"
"Myroxylon balsamum"
"Erythrina berteroana"
"Trimezia caerulea"
"Xiphidium caeruleum"
"Rauvolfia caffra"
"Desmodium cajanifolium"
"Davallia canariensis"
"Bergia capensis"
"Butia capitata"
"Zingiber capitatum"
"Cyclanthera carthagenensis"
"Dioscorea cavenensis"
"Eriochrysis cayanensis"
"Calamus ciliaris"
